"district_id","party_id","party_num","name_ka","round","votes","vote_share","registered","voted","voted_noon","voted_5pm","main_list","special_list","turnout_pct","noon_pct","five_pct","invalid_ballots","invalid_pct"
"national","agmashenebeli","","",1,5663,0.043724,257960,137221,47051,110522,254692,3268,0.531947,0.182396,0.428446,6885,0.050175
"national","european_georgia","","",1,10772,0.083171,257960,137221,47051,110522,254692,3268,0.531947,0.182396,0.428446,6885,0.050175
"national","free_georgia","","",1,2168,0.016739,257960,137221,47051,110522,254692,3268,0.531947,0.182396,0.428446,6885,0.050175
"national","gd","","",1,64403,0.497259,257960,137221,47051,110522,254692,3268,0.531947,0.182396,0.428446,6885,0.050175
"national","labour","","",1,2275,0.017565,257960,137221,47051,110522,254692,3268,0.531947,0.182396,0.428446,6885,0.050175
"national","lelo","","",1,1667,0.012871,257960,137221,47051,110522,254692,3268,0.531947,0.182396,0.428446,6885,0.050175
"national","patriots","","",1,2696,0.020816,257960,137221,47051,110522,254692,3268,0.531947,0.182396,0.428446,6885,0.050175
"national","social_justice_2020","","",1,1053,0.00813,257960,137221,47051,110522,254692,3268,0.531947,0.182396,0.428446,6885,0.050175
"national","tribuna","","",1,1313,0.010138,257960,137221,47051,110522,254692,3268,0.531947,0.182396,0.428446,6885,0.050175
"national","unm","","",1,37506,0.289586,257960,137221,47051,110522,254692,3268,0.531947,0.182396,0.428446,6885,0.050175
"30","european_georgia","2","გიორგი ხელაშვილი",1,761,0.034792,40167,22815,7769,18422,39874,293,0.568004,0.193417,0.458635,888,0.038922
"30","gd","41","ვახტანგ მაისურაძე",1,12133,0.554702,40167,22815,7769,18422,39874,293,0.568004,0.193417,0.458635,888,0.038922
"30","labour","10","ოთარ ქოსაშვილი",1,657,0.030037,40167,22815,7769,18422,39874,293,0.568004,0.193417,0.458635,888,0.038922
"30","patriots","8","ილია კიტრიაშვილი",1,1273,0.0582,40167,22815,7769,18422,39874,293,0.568004,0.193417,0.458635,888,0.038922
"30","unm","5","ნუგზარი ნონიაშვილი",1,7049,0.322269,40167,22815,7769,18422,39874,293,0.568004,0.193417,0.458635,888,0.038922
"43","european_georgia","2","ჯონი გობეჯიშვილი",1,258,0.064452,6982,4182,1679,3625,6836,146,0.598969,0.240476,0.519192,159,0.03802
"43","gd","41","დავით ჩიკვაიძე",1,2268,0.566575,6982,4182,1679,3625,6836,146,0.598969,0.240476,0.519192,159,0.03802
"43","patriots","8","თამაზ მეტრეველი",1,810,0.202348,6982,4182,1679,3625,6836,146,0.598969,0.240476,0.519192,159,0.03802
"43","unm","5","ნოდარი ბურდილაძე",1,667,0.166625,6982,4182,1679,3625,6836,146,0.598969,0.240476,0.519192,159,0.03802
"48","european_georgia","2","ბესიკი ყრუაშვილი",1,653,0.05025,19561,13529,5089,11285,19492,69,0.691631,0.260161,0.576913,499,0.036884
"48","gd","41","კობა ლურსმანაშვილი",1,7239,0.55706,19561,13529,5089,11285,19492,69,0.691631,0.260161,0.576913,499,0.036884
"48","lelo","56","მიხეილ ჭიპაშვილი",1,791,0.06087,19561,13529,5089,11285,19492,69,0.691631,0.260161,0.576913,499,0.036884
"48","patriots","8","თეიმურაზ ფცქიალაძე",1,613,0.047172,19561,13529,5089,11285,19492,69,0.691631,0.260161,0.576913,499,0.036884
"48","unm","5","თორნიკე ავალიშვილი",1,3699,0.284648,19561,13529,5089,11285,19492,69,0.691631,0.260161,0.576913,499,0.036884
"49","european_georgia","2","როლანდი მესხი",1,4999,0.238958,33730,21899,7096,17230,33480,250,0.649244,0.210377,0.510821,919,0.041965
"49","gd","41","ლაშა გოგიაშვილი",1,10547,0.504159,33730,21899,7096,17230,33480,250,0.649244,0.210377,0.510821,919,0.041965
"49","lelo","56","ნიკა მემანიშვილი",1,876,0.041874,33730,21899,7096,17230,33480,250,0.649244,0.210377,0.510821,919,0.041965
"49","unm","5","ვალერი ბოჭორიშვილი",1,4498,0.21501,33730,21899,7096,17230,33480,250,0.649244,0.210377,0.510821,919,0.041965
"59","agmashenebeli","27","ანდრო ლოსაბერიძე",1,5663,0.081219,157520,74796,25418,59960,155010,2510,0.474835,0.161364,0.38065,4420,0.059094
"59","european_georgia","2","ამირან ძოწენიძე",1,4101,0.058817,157520,74796,25418,59960,155010,2510,0.474835,0.161364,0.38065,4420,0.059094
"59","free_georgia","21","გაგა გოგრიჭიანი",1,2168,0.031094,157520,74796,25418,59960,155010,2510,0.474835,0.161364,0.38065,4420,0.059094
"59","gd","41","იოსები ხახალეიშვილი",1,32216,0.462044,157520,74796,25418,59960,155010,2510,0.474835,0.161364,0.38065,4420,0.059094
"59","labour","10","ირაკლი კიკვაძე",1,1618,0.023205,157520,74796,25418,59960,155010,2510,0.474835,0.161364,0.38065,4420,0.059094
"59","social_justice_2020","34","ირმა პეტრიაშვილი",1,1053,0.015102,157520,74796,25418,59960,155010,2510,0.474835,0.161364,0.38065,4420,0.059094
"59","tribuna","4","კახაბერ ჩახუნაშვილი",1,1313,0.018831,157520,74796,25418,59960,155010,2510,0.474835,0.161364,0.38065,4420,0.059094
"59","unm","5","გრიგოლი შუშანია",1,21593,0.309688,157520,74796,25418,59960,155010,2510,0.474835,0.161364,0.38065,4420,0.059094
