"district_id","party_id","name_ka","round","votes","vote_share","registered","voted","voted_noon","voted_5pm","main_list","special_list","turnout_pct","noon_pct","five_pct","invalid_ballots","invalid_pct"
"101","greens_geo","თეიმურაზ ცაგარეიშვილი",1,116,0.00416,54264,29520,8792,22896,53769,495,0.544007,0.162023,0.421937,1389,0.047053
"101","labour","გიორგი დვალაშვილი",1,705,0.025285,54264,29520,8792,22896,53769,495,0.544007,0.162023,0.421937,1389,0.047053
"101","lelo","საბა ბუაძე",1,4148,0.14877,54264,29520,8792,22896,53769,495,0.544007,0.162023,0.421937,1389,0.047053
"101","patriots","გოდერძი ამაშუკელი",1,490,0.017574,54264,29520,8792,22896,53769,495,0.544007,0.162023,0.421937,1389,0.047053
"101","reformators","მზია ჯღარკავა",1,60,0.002152,54264,29520,8792,22896,53769,495,0.544007,0.162023,0.421937,1389,0.047053
"101","third_force","ირაკლი გოგუაძე",1,691,0.024783,54264,29520,8792,22896,53769,495,0.544007,0.162023,0.421937,1389,0.047053
"101","third_way","გიორგი თუმანიშვილი",1,80,0.002869,54264,29520,8792,22896,53769,495,0.544007,0.162023,0.421937,1389,0.047053
"101","tribuna","გიორგი სხირტლაძე",1,278,0.009971,54264,29520,8792,22896,53769,495,0.544007,0.162023,0.421937,1389,0.047053
"102","citizens","თინათინ გუგუნავა",1,1796,0.031898,105988,59210,16976,45796,104947,1041,0.558648,0.160169,0.432087,2511,0.042408
"102","droa","ბათუ ქუთელია",1,14689,0.260883,105988,59210,16976,45796,104947,1041,0.558648,0.160169,0.432087,2511,0.042408
"102","for_people","ალექსანდრე რატიშვილი",1,2593,0.046053,105988,59210,16976,45796,104947,1041,0.558648,0.160169,0.432087,2511,0.042408
"102","free_choice","გიორგი პატარიძე",1,125,0.00222,105988,59210,16976,45796,104947,1041,0.558648,0.160169,0.432087,2511,0.042408
"102","free_georgia","შოთა რატიანი",1,282,0.005008,105988,59210,16976,45796,104947,1041,0.558648,0.160169,0.432087,2511,0.042408
"102","gakharia","მერაბ მაჭავარიანი",1,6207,0.110239,105988,59210,16976,45796,104947,1041,0.558648,0.160169,0.432087,2511,0.042408
"102","gd","გიორგი ტყემალაძე",1,23467,0.416784,105988,59210,16976,45796,104947,1041,0.558648,0.160169,0.432087,2511,0.042408
"102","georgia_party","ირაკლი გაგნიძე",1,203,0.003605,105988,59210,16976,45796,104947,1041,0.558648,0.160169,0.432087,2511,0.042408
"102","greens_geo","თამაზ ინწკირველი",1,255,0.004529,105988,59210,16976,45796,104947,1041,0.558648,0.160169,0.432087,2511,0.042408
"102","labour","ქეთევან გაზდელიანი",1,820,0.014564,105988,59210,16976,45796,104947,1041,0.558648,0.160169,0.432087,2511,0.042408
"102","lelo","მედეა მეტრეველი",1,3884,0.068981,105988,59210,16976,45796,104947,1041,0.558648,0.160169,0.432087,2511,0.042408
