"selfgov_id","party_id","seats_pr","seats_smd","seats_mayor"
"national","alliance_georgia_2010",66,6,0
"national","christian_democrats_2010",108,12,0
"national","freedom_2010",2,2,0
"national","industry_sakartvelo",25,27,0
"national","national_council_2010",53,4,0
"national","tortladze_democratic_2010",4,13,0
"national","unm",498,959,1
"1","alliance_georgia_2010",5,0,0
"1","christian_democrats_2010",3,0,0
"1","freedom_2010",0,0,0
"1","industry_sakartvelo",1,0,0
"1","national_council_2010",2,0,0
"1","tortladze_democratic_2010",0,0,0
"1","unm",14,25,1
"11","alliance_georgia_2010",1,0,0
"11","christian_democrats_2010",2,0,0
"11","freedom_2010",0,0,0
"11","industry_sakartvelo",0,1,0
"11","national_council_2010",1,1,0
"11","tortladze_democratic_2010",0,0,0
"11","unm",8,19,0
"12","alliance_georgia_2010",1,0,0
"12","christian_democrats_2010",2,0,0
"12","freedom_2010",0,0,0
"12","industry_sakartvelo",0,1,0
"12","national_council_2010",1,0,0
"12","tortladze_democratic_2010",0,0,0
"12","unm",7,22,0
"13","alliance_georgia_2010",1,0,0
"13","christian_democrats_2010",1,0,0
"13","freedom_2010",0,0,0
"13","industry_sakartvelo",0,1,0
"13","national_council_2010",0,0,0
"13","tortladze_democratic_2010",0,0,0
"13","unm",9,13,0
"14","alliance_georgia_2010",1,0,0
"14","christian_democrats_2010",1,0,0
"14","freedom_2010",0,0,0
"14","industry_sakartvelo",0,0,0
"14","national_council_2010",1,0,0
"14","tortladze_democratic_2010",0,0,0
"14","unm",8,12,0
"15","alliance_georgia_2010",0,0,0
"15","christian_democrats_2010",2,0,0
"15","freedom_2010",0,0,0
"15","industry_sakartvelo",0,1,0
"15","national_council_2010",0,0,0
"15","tortladze_democratic_2010",0,0,0
"15","unm",8,14,0
"16","alliance_georgia_2010",1,0,0
"16","christian_democrats_2010",3,0,0
"16","freedom_2010",0,0,0
"16","industry_sakartvelo",1,0,0
"16","national_council_2010",0,1,0
"16","tortladze_democratic_2010",0,0,0
"16","unm",7,10,0
"17","alliance_georgia_2010",1,0,0
"17","christian_democrats_2010",2,0,0
"17","freedom_2010",0,0,0
"17","industry_sakartvelo",1,1,0
"17","national_council_2010",1,0,0
"17","tortladze_democratic_2010",0,1,0
"17","unm",8,16,0
"18","alliance_georgia_2010",1,0,0
"18","christian_democrats_2010",1,0,0
"18","freedom_2010",0,0,0
"18","industry_sakartvelo",0,0,0
"18","national_council_2010",0,0,0
"18","tortladze_democratic_2010",0,1,0
"18","unm",8,14,0
"19","alliance_georgia_2010",0,0,0
"19","christian_democrats_2010",0,0,0
"19","freedom_2010",0,0,0
"19","industry_sakartvelo",0,1,0
"19","national_council_2010",1,0,0
"19","tortladze_democratic_2010",0,0,0
"19","unm",9,11,0
"20","alliance_georgia_2010",2,0,0
"20","christian_democrats_2010",3,0,0
"20","freedom_2010",0,0,0
"20","industry_sakartvelo",0,0,0
"20","national_council_2010",1,0,0
"20","tortladze_democratic_2010",0,0,0
"20","unm",10,10,0
"21","alliance_georgia_2010",0,0,0
"21","christian_democrats_2010",1,0,0
"21","freedom_2010",0,0,0
"21","industry_sakartvelo",0,0,0
"21","national_council_2010",1,0,0
"21","tortladze_democratic_2010",0,0,0
"21","unm",9,19,0
"22","alliance_georgia_2010",0,0,0
"22","christian_democrats_2010",1,0,0
"22","freedom_2010",0,0,0
"22","industry_sakartvelo",0,1,0
"22","national_council_2010",1,0,0
"22","tortladze_democratic_2010",1,0,0
"22","unm",8,17,0
"23","alliance_georgia_2010",0,0,0
"23","christian_democrats_2010",1,0,0
"23","freedom_2010",0,0,0
"23","industry_sakartvelo",1,0,0
"23","national_council_2010",0,0,0
"23","tortladze_democratic_2010",0,0,0
"23","unm",8,14,0
"24","alliance_georgia_2010",0,0,0
"24","christian_democrats_2010",1,0,0
"24","freedom_2010",0,0,0
"24","industry_sakartvelo",1,0,0
"24","national_council_2010",1,0,0
"24","tortladze_democratic_2010",0,0,0
"24","unm",7,16,0
"25","alliance_georgia_2010",2,1,0
"25","christian_democrats_2010",1,1,0
"25","freedom_2010",0,0,0
"25","industry_sakartvelo",0,0,0
"25","national_council_2010",1,1,0
"25","tortladze_democratic_2010",0,0,0
"25","unm",8,27,0
"26","alliance_georgia_2010",1,0,0
"26","christian_democrats_2010",2,2,0
"26","freedom_2010",0,0,0
"26","industry_sakartvelo",1,1,0
"26","national_council_2010",0,0,0
"26","tortladze_democratic_2010",0,0,0
"26","unm",7,17,0
"27","alliance_georgia_2010",1,0,0
"27","christian_democrats_2010",1,0,0
"27","freedom_2010",0,0,0
"27","industry_sakartvelo",0,1,0
"27","national_council_2010",0,0,0
"27","tortladze_democratic_2010",0,0,0
"27","unm",8,12,0
"28","alliance_georgia_2010",1,0,0
"28","christian_democrats_2010",1,0,0
"28","freedom_2010",0,0,0
"28","industry_sakartvelo",0,0,0
"28","national_council_2010",1,0,0
"28","tortladze_democratic_2010",0,0,0
"28","unm",8,18,0
"29","alliance_georgia_2010",1,0,0
"29","christian_democrats_2010",1,0,0
"29","freedom_2010",0,0,0
"29","industry_sakartvelo",0,0,0
"29","national_council_2010",1,0,0
"29","tortladze_democratic_2010",0,0,0
"29","unm",8,6,0
"30","alliance_georgia_2010",1,0,0
"30","christian_democrats_2010",2,0,0
"30","freedom_2010",0,0,0
"30","industry_sakartvelo",0,1,0
"30","national_council_2010",0,0,0
"30","tortladze_democratic_2010",0,1,0
"30","unm",8,15,0
"32","alliance_georgia_2010",1,0,0
"32","christian_democrats_2010",2,0,0
"32","freedom_2010",0,0,0
"32","industry_sakartvelo",0,1,0
"32","national_council_2010",0,0,0
"32","tortladze_democratic_2010",0,1,0
"32","unm",8,19,0
"33","alliance_georgia_2010",1,0,0
"33","christian_democrats_2010",1,0,0
"33","freedom_2010",0,0,0
"33","industry_sakartvelo",1,1,0
"33","national_council_2010",1,0,0
