"precinct_id","selfgov_id","party_id","party_num","name_ka","votes","vote_share","registered","voted","voted_noon","voted_5pm","turnout_pct","noon_pct","five_pct","invalid_ballots","invalid_pct"
22001,22,"burchuladze","1","ელენე გაბინაშვილი",2,0.00597,1508,342,122,270,0.22679,0.080902,0.179045,7,0.020468
22001,22,"european_georgia","2","აკმამედ იმამკულიევი",32,0.095522,1508,342,122,270,0.22679,0.080902,0.179045,7,0.020468
22001,22,"gd","41","ზაურ დარგალი",273,0.814925,1508,342,122,270,0.22679,0.080902,0.179045,7,0.020468
22001,22,"initiative_group","42","ალი ბადიროვი",1,0.002985,1508,342,122,270,0.22679,0.080902,0.179045,7,0.020468
22001,22,"peoples_movement_2020","4","ბექა სვანიძე",1,0.002985,1508,342,122,270,0.22679,0.080902,0.179045,7,0.020468
22001,22,"unm","5","აგილ მუსტაფაევი",25,0.074627,1508,342,122,270,0.22679,0.080902,0.179045,7,0.020468
22001,22,"veterans","33","ელისო ქართველიშვილი",1,0.002985,1508,342,122,270,0.22679,0.080902,0.179045,7,0.020468
22002,22,"european_georgia","2","აკმამედ იმამკულიევი",27,0.069231,1448,400,146,243,0.276243,0.100829,0.167818,10,0.025
22002,22,"free_georgia_movement","21","ირენა სტურუა",1,0.002564,1448,400,146,243,0.276243,0.100829,0.167818,10,0.025
22002,22,"freedom_gamsakhurdia","31","მალხაზი გორგასლიძე",1,0.002564,1448,400,146,243,0.276243,0.100829,0.167818,10,0.025
22002,22,"gd","41","ზაურ დარგალი",313,0.802564,1448,400,146,243,0.276243,0.100829,0.167818,10,0.025
22002,22,"initiative_group","42","ალი ბადიროვი",3,0.007692,1448,400,146,243,0.276243,0.100829,0.167818,10,0.025
22002,22,"peoples_movement_2020","4","ბექა სვანიძე",2,0.005128,1448,400,146,243,0.276243,0.100829,0.167818,10,0.025
22002,22,"unm","5","აგილ მუსტაფაევი",43,0.110256,1448,400,146,243,0.276243,0.100829,0.167818,10,0.025
22003,22,"burchuladze","1","ელენე გაბინაშვილი",2,0.002963,1361,682,126,362,0.501102,0.092579,0.265981,7,0.010264
22003,22,"european_georgia","2","აკმამედ იმამკულიევი",44,0.065185,1361,682,126,362,0.501102,0.092579,0.265981,7,0.010264
22003,22,"freedom_gamsakhurdia","31","მალხაზი გორგასლიძე",1,0.001481,1361,682,126,362,0.501102,0.092579,0.265981,7,0.010264
22003,22,"gd","41","ზაურ დარგალი",596,0.882963,1361,682,126,362,0.501102,0.092579,0.265981,7,0.010264
22003,22,"initiative_group","42","ალი ბადიროვი",5,0.007407,1361,682,126,362,0.501102,0.092579,0.265981,7,0.010264
22003,22,"unm","5","აგილ მუსტაფაევი",27,0.04,1361,682,126,362,0.501102,0.092579,0.265981,7,0.010264
22004,22,"burchuladze","1","ელენე გაბინაშვილი",2,0.006309,1261,323,109,225,0.256146,0.086439,0.17843,6,0.018576
22004,22,"conservatives","39","ილია პატარაია",2,0.006309,1261,323,109,225,0.256146,0.086439,0.17843,6,0.018576
22004,22,"european_georgia","2","აკმამედ იმამკულიევი",17,0.053628,1261,323,109,225,0.256146,0.086439,0.17843,6,0.018576
22004,22,"freedom_gamsakhurdia","31","მალხაზი გორგასლიძე",1,0.003155,1261,323,109,225,0.256146,0.086439,0.17843,6,0.018576
22004,22,"gd","41","ზაურ დარგალი",281,0.886435,1261,323,109,225,0.256146,0.086439,0.17843,6,0.018576
22004,22,"initiative_group","42","ალი ბადიროვი",2,0.006309,1261,323,109,225,0.256146,0.086439,0.17843,6,0.018576
22004,22,"unm","5","აგილ მუსტაფაევი",11,0.0347,1261,323,109,225,0.256146,0.086439,0.17843,6,0.018576
22004,22,"veterans","33","ელისო ქართველიშვილი",1,0.003155,1261,323,109,225,0.256146,0.086439,0.17843,6,0.018576
22005,22,"burchuladze","1","ელენე გაბინაშვილი",4,0.008,1394,507,132,360,0.363702,0.094692,0.25825,7,0.013807
22005,22,"conservatives","39","ილია პატარაია",2,0.004,1394,507,132,360,0.363702,0.094692,0.25825,7,0.013807
22005,22,"european_georgia","2","აკმამედ იმამკულიევი",35,0.07,1394,507,132,360,0.363702,0.094692,0.25825,7,0.013807
22005,22,"free_georgia","9","ნინო ჯურხაძე",2,0.004,1394,507,132,360,0.363702,0.094692,0.25825,7,0.013807
22005,22,"gd","41","ზაურ დარგალი",430,0.86,1394,507,132,360,0.363702,0.094692,0.25825,7,0.013807
22005,22,"initiative_group","42","ალი ბადიროვი",1,0.002,1394,507,132,360,0.363702,0.094692,0.25825,7,0.013807
22005,22,"unm","5","აგილ მუსტაფაევი",25,0.05,1394,507,132,360,0.363702,0.094692,0.25825,7,0.013807
22005,22,"vashadze_2017","27","ნინიკო ჩხეტია",1,0.002,1394,507,132,360,0.363702,0.094692,0.25825,7,0.013807
22006,22,"burchuladze","1","ელენე გაბინაშვილი",2,0.006667,1062,300,98,211,0.282486,0.092279,0.198682,0,0
22006,22,"european_georgia","2","აკმამედ იმამკულიევი",3,0.01,1062,300,98,211,0.282486,0.092279,0.198682,0,0
22006,22,"free_georgia","9","ნინო ჯურხაძე",1,0.003333,1062,300,98,211,0.282486,0.092279,0.198682,0,0
22006,22,"gd","41","ზაურ დარგალი",276,0.92,1062,300,98,211,0.282486,0.092279,0.198682,0,0
22006,22,"initiative_group","42","ალი ბადიროვი",5,0.016667,1062,300,98,211,0.282486,0.092279,0.198682,0,0
