"district_id","party_id","name_ka","round","votes","registered","voted","voted_noon","voted_5pm","main_list","special_list","invalid_ballots","vote_share","turnout_pct","noon_pct","five_pct","invalid_pct"
"national","independent","ბადრი ელიზბარაშვილი",1,97,3455598,1489131,569700,1181362,3429019,26579,60580,6.8e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","ბადრი ლომაურიძე",1,313,3455598,1489131,569700,1181362,3429019,26579,60580,0.000221,0.430933,0.164863,0.341869,0.040681
"national","independent","ბადრი მამალაძე",1,136,3455598,1489131,569700,1181362,3429019,26579,60580,9.6e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","ბადრი მაღრაძე",1,154,3455598,1489131,569700,1181362,3429019,26579,60580,0.000109,0.430933,0.164863,0.341869,0.040681
"national","independent","ბადრი სუბარი",1,494,3455598,1489131,569700,1181362,3429019,26579,60580,0.000349,0.430933,0.164863,0.341869,0.040681
"national","independent","ბადური ფერაძე",1,61,3455598,1489131,569700,1181362,3429019,26579,60580,4.3e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","ბაკურ ბადრიძე",1,297,3455598,1489131,569700,1181362,3429019,26579,60580,0.00021,0.430933,0.164863,0.341869,0.040681
"national","independent","ბაქარი შელია",1,279,3455598,1489131,569700,1181362,3429019,26579,60580,0.000197,0.430933,0.164863,0.341869,0.040681
"national","independent","ბაჩანა გაგუა",1,134,3455598,1489131,569700,1181362,3429019,26579,60580,9.5e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","ბაჩუკი ქვილითაია",1,227,3455598,1489131,569700,1181362,3429019,26579,60580,0.00016,0.430933,0.164863,0.341869,0.040681
"national","independent","ბეგი გელენიძე",1,365,3455598,1489131,569700,1181362,3429019,26579,60580,0.000258,0.430933,0.164863,0.341869,0.040681
"national","independent","ბეგლარ აბაშიძე",1,731,3455598,1489131,569700,1181362,3429019,26579,60580,0.000516,0.430933,0.164863,0.341869,0.040681
"national","independent","ბეჟან ღურჭუმალიძე",1,215,3455598,1489131,569700,1181362,3429019,26579,60580,0.000152,0.430933,0.164863,0.341869,0.040681
"national","independent","ბეჟანი ქირია",1,525,3455598,1489131,569700,1181362,3429019,26579,60580,0.000371,0.430933,0.164863,0.341869,0.040681
"national","independent","ბესიკ ბალახაძე",1,153,3455598,1489131,569700,1181362,3429019,26579,60580,0.000108,0.430933,0.164863,0.341869,0.040681
"national","independent","ბესიკ დეკანოიძე",1,132,3455598,1489131,569700,1181362,3429019,26579,60580,9.3e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","ბესიკ ესებუა",1,885,3455598,1489131,569700,1181362,3429019,26579,60580,0.000625,0.430933,0.164863,0.341869,0.040681
"national","independent","ბესიკ ირემაძე",1,82,3455598,1489131,569700,1181362,3429019,26579,60580,5.8e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","ბესიკ ლომიძე",1,95,3455598,1489131,569700,1181362,3429019,26579,60580,6.7e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","ბესიკ ღვინჯილია",1,68,3455598,1489131,569700,1181362,3429019,26579,60580,4.8e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","ბესიკ ჯუღელი",1,35,3455598,1489131,569700,1181362,3429019,26579,60580,2.5e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","ბესიკი დეკანოიძე",1,99,3455598,1489131,569700,1181362,3429019,26579,60580,7e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","ბესიკი თაბაგარი",1,86,3455598,1489131,569700,1181362,3429019,26579,60580,6.1e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","ბექა ისაკაძე",1,105,3455598,1489131,569700,1181362,3429019,26579,60580,7.4e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","ბექა ქობულაძე",1,366,3455598,1489131,569700,1181362,3429019,26579,60580,0.000258,0.430933,0.164863,0.341869,0.040681
"national","independent","ბექა შალამბერიძე",1,77,3455598,1489131,569700,1181362,3429019,26579,60580,5.4e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","ბექა შეშაბერიძე",1,26,3455598,1489131,569700,1181362,3429019,26579,60580,1.8e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","ბიძინა უძილაური",1,27,3455598,1489131,569700,1181362,3429019,26579,60580,1.9e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","ბიჭიკო თუნთია",1,44,3455598,1489131,569700,1181362,3429019,26579,60580,3.1e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","ბონდო ჭეჟია",1,147,3455598,1489131,569700,1181362,3429019,26579,60580,0.000104,0.430933,0.164863,0.341869,0.040681
"national","independent","გაბრიელ ღიბრაძე",1,552,3455598,1489131,569700,1181362,3429019,26579,60580,0.00039,0.430933,0.164863,0.341869,0.040681
"national","independent","გაიოზი დოლიძე",1,170,3455598,1489131,569700,1181362,3429019,26579,60580,0.00012,0.430933,0.164863,0.341869,0.040681
"national","independent","გამიდ მუსტაფაევი",1,88,3455598,1489131,569700,1181362,3429019,26579,60580,6.2e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გელა აბაშიძე",1,239,3455598,1489131,569700,1181362,3429019,26579,60580,0.000169,0.430933,0.164863,0.341869,0.040681
"national","independent","გელა არუთინოვი",1,114,3455598,1489131,569700,1181362,3429019,26579,60580,8e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გელა ბაქრაძე",1,673,3455598,1489131,569700,1181362,3429019,26579,60580,0.000475,0.430933,0.164863,0.341869,0.040681
"national","independent","გელა გეგუჩაძე",1,124,3455598,1489131,569700,1181362,3429019,26579,60580,8.8e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გელა გელაძე",1,62,3455598,1489131,569700,1181362,3429019,26579,60580,4.4e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გელა ზარქუა",1,73,3455598,1489131,569700,1181362,3429019,26579,60580,5.2e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გელა სეხნიაშვილი",1,457,3455598,1489131,569700,1181362,3429019,26579,60580,0.000323,0.430933,0.164863,0.341869,0.040681
"national","independent","გელა სურმანიძე",1,81,3455598,1489131,569700,1181362,3429019,26579,60580,5.7e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გელა ხარანაული",1,65,3455598,1489131,569700,1181362,3429019,26579,60580,4.6e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გენადი არძენაძე",1,402,3455598,1489131,569700,1181362,3429019,26579,60580,0.000284,0.430933,0.164863,0.341869,0.040681
"national","independent","გენადი მესხიძე",1,615,3455598,1489131,569700,1181362,3429019,26579,60580,0.000434,0.430933,0.164863,0.341869,0.040681
"national","independent","გენადი ნაფეტვარიძე",1,8,3455598,1489131,569700,1181362,3429019,26579,60580,6e-06,0.430933,0.164863,0.341869,0.040681
"national","independent","გია არდაზიშვილი",1,115,3455598,1489131,569700,1181362,3429019,26579,60580,8.1e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გია გაჩეჩილაძე",1,95,3455598,1489131,569700,1181362,3429019,26579,60580,6.7e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გია ილურიძე",1,49,3455598,1489131,569700,1181362,3429019,26579,60580,3.5e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გია კუბლაშვილი",1,89,3455598,1489131,569700,1181362,3429019,26579,60580,6.3e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გია მახარაშვილი",1,17,3455598,1489131,569700,1181362,3429019,26579,60580,1.2e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გია მიგინეიშვილი",1,359,3455598,1489131,569700,1181362,3429019,26579,60580,0.000253,0.430933,0.164863,0.341869,0.040681
"national","independent","გია ოჩხიკიძე",1,233,3455598,1489131,569700,1181362,3429019,26579,60580,0.000165,0.430933,0.164863,0.341869,0.040681
"national","independent","გიგა ელოშვილი",1,24,3455598,1489131,569700,1181362,3429019,26579,60580,1.7e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გიგლა კვიკვინია",1,56,3455598,1489131,569700,1181362,3429019,26579,60580,4e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გიგო მაჩხაშვილი",1,332,3455598,1489131,569700,1181362,3429019,26579,60580,0.000234,0.430933,0.164863,0.341869,0.040681
"national","independent","გივი ბაქრაძე",1,257,3455598,1489131,569700,1181362,3429019,26579,60580,0.000181,0.430933,0.164863,0.341869,0.040681
"national","independent","გივი ბოდაველი",1,34,3455598,1489131,569700,1181362,3429019,26579,60580,2.4e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გივი გოგალაძე",1,54,3455598,1489131,569700,1181362,3429019,26579,60580,3.8e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გივი ელიზბარაშვილი",1,14,3455598,1489131,569700,1181362,3429019,26579,60580,1e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გივი კაპანაძე",1,121,3455598,1489131,569700,1181362,3429019,26579,60580,8.5e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გივი კობერიძე",1,100,3455598,1489131,569700,1181362,3429019,26579,60580,7.1e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გივი რამაზაშვილი",1,583,3455598,1489131,569700,1181362,3429019,26579,60580,0.000412,0.430933,0.164863,0.341869,0.040681
"national","independent","გივი ტაბატაძე",1,296,3455598,1489131,569700,1181362,3429019,26579,60580,0.000209,0.430933,0.164863,0.341869,0.040681
"national","independent","გივი ტალახაძე",1,195,3455598,1489131,569700,1181362,3429019,26579,60580,0.000138,0.430933,0.164863,0.341869,0.040681
"national","independent","გივი ქორიძე",1,125,3455598,1489131,569700,1181362,3429019,26579,60580,8.8e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გივი ჩუბინიძე",1,333,3455598,1489131,569700,1181362,3429019,26579,60580,0.000235,0.430933,0.164863,0.341869,0.040681
"national","independent","გივი ჭელიძე",1,41,3455598,1489131,569700,1181362,3429019,26579,60580,2.9e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გიმზერ გოჯიაშვილი",1,129,3455598,1489131,569700,1181362,3429019,26579,60580,9.1e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გიორგი აფციაური",1,46,3455598,1489131,569700,1181362,3429019,26579,60580,3.2e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გიორგი ახალაია",1,397,3455598,1489131,569700,1181362,3429019,26579,60580,0.00028,0.430933,0.164863,0.341869,0.040681
"national","independent","გიორგი ბასილაშვილი",1,15,3455598,1489131,569700,1181362,3429019,26579,60580,1.1e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გიორგი ბაქრაძე",1,26,3455598,1489131,569700,1181362,3429019,26579,60580,1.8e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გიორგი გაბედავა",1,115,3455598,1489131,569700,1181362,3429019,26579,60580,8.1e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გიორგი გახუტიშვილი",1,132,3455598,1489131,569700,1181362,3429019,26579,60580,9.3e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გიორგი გედევანიძე",1,185,3455598,1489131,569700,1181362,3429019,26579,60580,0.000131,0.430933,0.164863,0.341869,0.040681
"national","independent","გიორგი გულიაშვილი",1,134,3455598,1489131,569700,1181362,3429019,26579,60580,9.5e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გიორგი ვარადაშვილი",1,91,3455598,1489131,569700,1181362,3429019,26579,60580,6.4e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გიორგი თალაშვილი",1,422,3455598,1489131,569700,1181362,3429019,26579,60580,0.000298,0.430933,0.164863,0.341869,0.040681
"national","independent","გიორგი თოლორდავა",1,114,3455598,1489131,569700,1181362,3429019,26579,60580,8e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გიორგი იაკობაშვილი",1,811,3455598,1489131,569700,1181362,3429019,26579,60580,0.000573,0.430933,0.164863,0.341869,0.040681
"national","independent","გიორგი კაკუშაძე",1,69,3455598,1489131,569700,1181362,3429019,26579,60580,4.9e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გიორგი ლომიძე",1,416,3455598,1489131,569700,1181362,3429019,26579,60580,0.000294,0.430933,0.164863,0.341869,0.040681
"national","independent","გიორგი მამულაშვილი",1,271,3455598,1489131,569700,1181362,3429019,26579,60580,0.000191,0.430933,0.164863,0.341869,0.040681
"national","independent","გიორგი მაღრაძე",1,161,3455598,1489131,569700,1181362,3429019,26579,60580,0.000114,0.430933,0.164863,0.341869,0.040681
"national","independent","გიორგი მელიქიძე",1,220,3455598,1489131,569700,1181362,3429019,26579,60580,0.000155,0.430933,0.164863,0.341869,0.040681
"national","independent","გიორგი მინდიევი",1,76,3455598,1489131,569700,1181362,3429019,26579,60580,5.4e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გიორგი მღებრიშვილი",1,23,3455598,1489131,569700,1181362,3429019,26579,60580,1.6e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გიორგი ნადირაძე",1,179,3455598,1489131,569700,1181362,3429019,26579,60580,0.000126,0.430933,0.164863,0.341869,0.040681
"national","independent","გიორგი ნანიკაშვილი",1,161,3455598,1489131,569700,1181362,3429019,26579,60580,0.000114,0.430933,0.164863,0.341869,0.040681
"national","independent","გიორგი პაპიძე",1,306,3455598,1489131,569700,1181362,3429019,26579,60580,0.000216,0.430933,0.164863,0.341869,0.040681
"national","independent","გიორგი რამიშვილი",1,45,3455598,1489131,569700,1181362,3429019,26579,60580,3.2e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გიორგი სეხნიაშვილი",1,209,3455598,1489131,569700,1181362,3429019,26579,60580,0.000148,0.430933,0.164863,0.341869,0.040681
"national","independent","გიორგი სურმანიძე",1,41,3455598,1489131,569700,1181362,3429019,26579,60580,2.9e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გიორგი ქობლიანიძე",1,75,3455598,1489131,569700,1181362,3429019,26579,60580,5.3e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გიორგი შავაძე",1,44,3455598,1489131,569700,1181362,3429019,26579,60580,3.1e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გიორგი შაროვი",1,56,3455598,1489131,569700,1181362,3429019,26579,60580,4e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გიორგი ჩიჩუა",1,363,3455598,1489131,569700,1181362,3429019,26579,60580,0.000256,0.430933,0.164863,0.341869,0.040681
"national","independent","გიორგი ჭინჭარაული",1,65,3455598,1489131,569700,1181362,3429019,26579,60580,4.6e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გიორგი ხაზარაძე",1,623,3455598,1489131,569700,1181362,3429019,26579,60580,0.00044,0.430933,0.164863,0.341869,0.040681
"national","independent","გიორგი ხალვაში",1,168,3455598,1489131,569700,1181362,3429019,26579,60580,0.000119,0.430933,0.164863,0.341869,0.040681
"national","independent","გიორგი ხარატიშვილი",1,269,3455598,1489131,569700,1181362,3429019,26579,60580,0.00019,0.430933,0.164863,0.341869,0.040681
"national","independent","გიორგი ხიზანაშვილი",1,65,3455598,1489131,569700,1181362,3429019,26579,60580,4.6e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გიული ღვინიაშვილი",1,121,3455598,1489131,569700,1181362,3429019,26579,60580,8.5e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გმირი არახამია",1,36,3455598,1489131,569700,1181362,3429019,26579,60580,2.5e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გოგი ბერაძე",1,45,3455598,1489131,569700,1181362,3429019,26579,60580,3.2e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გოგი იოსავა",1,110,3455598,1489131,569700,1181362,3429019,26579,60580,7.8e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გოგიტა ახვლედიანი",1,134,3455598,1489131,569700,1181362,3429019,26579,60580,9.5e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გოგიტა კაკაშვილი",1,31,3455598,1489131,569700,1181362,3429019,26579,60580,2.2e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გოდერძი თანდილაშვილი",1,18,3455598,1489131,569700,1181362,3429019,26579,60580,1.3e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გოდერძი ცნობილაძე",1,220,3455598,1489131,569700,1181362,3429019,26579,60580,0.000155,0.430933,0.164863,0.341869,0.040681
"national","independent","გოჩა ადეიშვილი",1,145,3455598,1489131,569700,1181362,3429019,26579,60580,0.000102,0.430933,0.164863,0.341869,0.040681
"national","independent","გოჩა ბერუაშვილი",1,165,3455598,1489131,569700,1181362,3429019,26579,60580,0.000117,0.430933,0.164863,0.341869,0.040681
"national","independent","გოჩა გიგაშვილი",1,74,3455598,1489131,569700,1181362,3429019,26579,60580,5.2e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გოჩა ინასარიძე",1,3,3455598,1489131,569700,1181362,3429019,26579,60580,2e-06,0.430933,0.164863,0.341869,0.040681
"national","independent","გოჩა ლაშქარაშვილი",1,166,3455598,1489131,569700,1181362,3429019,26579,60580,0.000117,0.430933,0.164863,0.341869,0.040681
"national","independent","გოჩა მოქია",1,385,3455598,1489131,569700,1181362,3429019,26579,60580,0.000272,0.430933,0.164863,0.341869,0.040681
"national","independent","გოჩა ნოზაძე",1,95,3455598,1489131,569700,1181362,3429019,26579,60580,6.7e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გოჩა პაქსაძე",1,57,3455598,1489131,569700,1181362,3429019,26579,60580,4e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გოჩა სირაძე",1,263,3455598,1489131,569700,1181362,3429019,26579,60580,0.000186,0.430933,0.164863,0.341869,0.040681
"national","independent","გოჩა ცუცქირიძე",1,21,3455598,1489131,569700,1181362,3429019,26579,60580,1.5e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გრიგოლ ბერიკაშვილი",1,30,3455598,1489131,569700,1181362,3429019,26579,60580,2.1e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გრიგოლ გოგიბერიძე",1,178,3455598,1489131,569700,1181362,3429019,26579,60580,0.000126,0.430933,0.164863,0.341869,0.040681
"national","independent","გრიგოლ ლეთოდიანი",1,524,3455598,1489131,569700,1181362,3429019,26579,60580,0.00037,0.430933,0.164863,0.341869,0.040681
"national","independent","გრიგოლ ქამადაძე",1,69,3455598,1489131,569700,1181362,3429019,26579,60580,4.9e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გრიგოლ შარვაძე",1,102,3455598,1489131,569700,1181362,3429019,26579,60580,7.2e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გრიგოლი მიქაია",1,1308,3455598,1489131,569700,1181362,3429019,26579,60580,0.000924,0.430933,0.164863,0.341869,0.040681
"national","independent","გულნაზი ნატრიაშვილი",1,51,3455598,1489131,569700,1181362,3429019,26579,60580,3.6e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გუმბათ იუსუბოვი",1,216,3455598,1489131,569700,1181362,3429019,26579,60580,0.000153,0.430933,0.164863,0.341869,0.040681
"national","independent","გურამ გელაშვილი",1,159,3455598,1489131,569700,1181362,3429019,26579,60580,0.000112,0.430933,0.164863,0.341869,0.040681
"national","independent","გურამ გელაძე",1,100,3455598,1489131,569700,1181362,3429019,26579,60580,7.1e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გურამ გორგაძე",1,176,3455598,1489131,569700,1181362,3429019,26579,60580,0.000124,0.430933,0.164863,0.341869,0.040681
"national","independent","გურამ გორდეზიანი",1,88,3455598,1489131,569700,1181362,3429019,26579,60580,6.2e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გურამ კაპანაძე",1,145,3455598,1489131,569700,1181362,3429019,26579,60580,0.000102,0.430933,0.164863,0.341869,0.040681
"national","independent","გურამ ნოზაძე",1,101,3455598,1489131,569700,1181362,3429019,26579,60580,7.1e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","გურამ შამანაძე",1,284,3455598,1489131,569700,1181362,3429019,26579,60580,0.000201,0.430933,0.164863,0.341869,0.040681
"national","independent","გურამი დონაძე",1,141,3455598,1489131,569700,1181362,3429019,26579,60580,1e-04,0.430933,0.164863,0.341869,0.040681
"national","independent","გურამი შუკაკიძე",1,203,3455598,1489131,569700,1181362,3429019,26579,60580,0.000143,0.430933,0.164863,0.341869,0.040681
"national","independent","გურგენ სტეფანიანი",1,141,3455598,1489131,569700,1181362,3429019,26579,60580,1e-04,0.430933,0.164863,0.341869,0.040681
"national","independent","გუსეინ ისმაილოვი",1,218,3455598,1489131,569700,1181362,3429019,26579,60580,0.000154,0.430933,0.164863,0.341869,0.040681
"national","independent","დავით ბაბილუა",1,605,3455598,1489131,569700,1181362,3429019,26579,60580,0.000427,0.430933,0.164863,0.341869,0.040681
"national","independent","დავით ბარაბაძე",1,89,3455598,1489131,569700,1181362,3429019,26579,60580,6.3e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","დავით ბიძინაშვილი",1,112,3455598,1489131,569700,1181362,3429019,26579,60580,7.9e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","დავით გაბრიჭიძე",1,749,3455598,1489131,569700,1181362,3429019,26579,60580,0.000529,0.430933,0.164863,0.341869,0.040681
"national","independent","დავით გელაშვილი",1,348,3455598,1489131,569700,1181362,3429019,26579,60580,0.000246,0.430933,0.164863,0.341869,0.040681
"national","independent","დავით დაუთაშვილი",1,299,3455598,1489131,569700,1181362,3429019,26579,60580,0.000211,0.430933,0.164863,0.341869,0.040681
"national","independent","დავით ზანგური",1,225,3455598,1489131,569700,1181362,3429019,26579,60580,0.000159,0.430933,0.164863,0.341869,0.040681
"national","independent","დავით კოჩალიძე",1,29,3455598,1489131,569700,1181362,3429019,26579,60580,2e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","დავით ლაშხი",1,59,3455598,1489131,569700,1181362,3429019,26579,60580,4.2e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","დავით მამარდაშვილი",1,152,3455598,1489131,569700,1181362,3429019,26579,60580,0.000107,0.430933,0.164863,0.341869,0.040681
"national","independent","დავით მჭედლიშვილი",1,102,3455598,1489131,569700,1181362,3429019,26579,60580,7.2e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","დავით ნაკაშიძე",1,136,3455598,1489131,569700,1181362,3429019,26579,60580,9.6e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","დავით ნემსიწვერიძე",1,76,3455598,1489131,569700,1181362,3429019,26579,60580,5.4e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","დავით პაპიაშვილი",1,444,3455598,1489131,569700,1181362,3429019,26579,60580,0.000313,0.430933,0.164863,0.341869,0.040681
"national","independent","დავით რობაქიძე",1,116,3455598,1489131,569700,1181362,3429019,26579,60580,8.2e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","დავით შუბითიძე",1,377,3455598,1489131,569700,1181362,3429019,26579,60580,0.000266,0.430933,0.164863,0.341869,0.040681
"national","independent","დავით შუკვანი",1,151,3455598,1489131,569700,1181362,3429019,26579,60580,0.000107,0.430933,0.164863,0.341869,0.040681
"national","independent","დავით ჩადუნელი",1,146,3455598,1489131,569700,1181362,3429019,26579,60580,0.000103,0.430933,0.164863,0.341869,0.040681
"national","independent","დავით ჩხაიძე",1,170,3455598,1489131,569700,1181362,3429019,26579,60580,0.00012,0.430933,0.164863,0.341869,0.040681
"national","independent","დავით ჯანელიძე",1,6,3455598,1489131,569700,1181362,3429019,26579,60580,4e-06,0.430933,0.164863,0.341869,0.040681
"national","independent","დავით ჯიქია",1,266,3455598,1489131,569700,1181362,3429019,26579,60580,0.000188,0.430933,0.164863,0.341869,0.040681
"national","independent","დავით ჯოხტაბერიძე",1,33,3455598,1489131,569700,1181362,3429019,26579,60580,2.3e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","დავითი ბაკაშვილი",1,394,3455598,1489131,569700,1181362,3429019,26579,60580,0.000278,0.430933,0.164863,0.341869,0.040681
"national","independent","დავითი განჯელაშვილი",1,155,3455598,1489131,569700,1181362,3429019,26579,60580,0.000109,0.430933,0.164863,0.341869,0.040681
"national","independent","დავითი გოგუა",1,253,3455598,1489131,569700,1181362,3429019,26579,60580,0.000179,0.430933,0.164863,0.341869,0.040681
"national","independent","დავითი თუთბერიძე",1,410,3455598,1489131,569700,1181362,3429019,26579,60580,0.000289,0.430933,0.164863,0.341869,0.040681
"national","independent","დავითი იმერლიშვილი",1,342,3455598,1489131,569700,1181362,3429019,26579,60580,0.000241,0.430933,0.164863,0.341869,0.040681
"national","independent","დავითი ლაფაჩიშვილი",1,125,3455598,1489131,569700,1181362,3429019,26579,60580,8.8e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","დავითი ლომიძე",1,370,3455598,1489131,569700,1181362,3429019,26579,60580,0.000261,0.430933,0.164863,0.341869,0.040681
"national","independent","დავითი ჩიკოპაიძე",1,138,3455598,1489131,569700,1181362,3429019,26579,60580,9.7e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","დავითი ჩხიტუნიძე",1,63,3455598,1489131,569700,1181362,3429019,26579,60580,4.4e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","დავითი ხუხია",1,789,3455598,1489131,569700,1181362,3429019,26579,60580,0.000557,0.430933,0.164863,0.341869,0.040681
"national","independent","დაზმირ დარსალია",1,402,3455598,1489131,569700,1181362,3429019,26579,60580,0.000284,0.430933,0.164863,0.341869,0.040681
"national","independent","დათო გოგია",1,186,3455598,1489131,569700,1181362,3429019,26579,60580,0.000131,0.430933,0.164863,0.341869,0.040681
"national","independent","დათო ვარადაშვილი",1,334,3455598,1489131,569700,1181362,3429019,26579,60580,0.000236,0.430933,0.164863,0.341869,0.040681
"national","independent","დათო ხელაია",1,325,3455598,1489131,569700,1181362,3429019,26579,60580,0.000229,0.430933,0.164863,0.341869,0.040681
"national","independent","დარეჯან ვაშაყმაძე",1,260,3455598,1489131,569700,1181362,3429019,26579,60580,0.000184,0.430933,0.164863,0.341869,0.040681
"national","independent","დიანა ბერიძე",1,44,3455598,1489131,569700,1181362,3429019,26579,60580,3.1e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","დილარა ჯაფარიძე",1,165,3455598,1489131,569700,1181362,3429019,26579,60580,0.000117,0.430933,0.164863,0.341869,0.040681
"national","independent","დიმიტრი ოქრუაშვილი",1,8,3455598,1489131,569700,1181362,3429019,26579,60580,6e-06,0.430933,0.164863,0.341869,0.040681
"national","independent","დომენტი ზაზაძე",1,101,3455598,1489131,569700,1181362,3429019,26579,60580,7.1e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","დოსტუ აშიროვი",1,17,3455598,1489131,569700,1181362,3429019,26579,60580,1.2e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","ედგარ ფურცელაძე",1,87,3455598,1489131,569700,1181362,3429019,26579,60580,6.1e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","ედვარდ ნიკოლოზიშვილი",1,11,3455598,1489131,569700,1181362,3429019,26579,60580,8e-06,0.430933,0.164863,0.341869,0.040681
"national","independent","ედიტა კოდუა",1,317,3455598,1489131,569700,1181362,3429019,26579,60580,0.000224,0.430933,0.164863,0.341869,0.040681
"national","independent","ედიშერ ჯიბუტი",1,28,3455598,1489131,569700,1181362,3429019,26579,60580,2e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","ედნარ მგელაძე",1,24,3455598,1489131,569700,1181362,3429019,26579,60580,1.7e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","ედორე ილიევით",1,119,3455598,1489131,569700,1181362,3429019,26579,60580,8.4e-05,0.430933,0.164863,0.341869,0.040681
"national","independent","ედუარდ სტეპანიან",1,57,3455598,1489131,569700,1181362,3429019,26579,60580,4e-05,0.430933,0.164863,0.341869,0.040681
