district_id,party_id,name_ka,votes,vote_share,registered,voted,voted_noon,voted_5pm,main_list,special_list,turnout_pct,noon_pct,five_pct,invalid_ballots,invalid_pct
national,european_georgia,,3105,0.0057,2155099,565642,178602,444075,2140210,14889,0.2625,0.0829,0.2061,23165,0.041
national,unm,,39587,0.073,2155099,565642,178602,444075,2140210,14889,0.2625,0.0829,0.2061,23165,0.041
national,labour,,2223,0.0041,2155099,565642,178602,444075,2140210,14889,0.2625,0.0829,0.2061,23165,0.041
national,citizens,,2770,0.0051,2155099,565642,178602,444075,2140210,14889,0.2625,0.0829,0.2061,23165,0.041
national,girchi,,3188,0.0059,2155099,565642,178602,444075,2140210,14889,0.2625,0.0829,0.2061,23165,0.041
national,gd,,491408,0.9062,2155099,565642,178602,444075,2140210,14889,0.2625,0.0829,0.2061,23165,0.041
1,european_georgia,შალვა შავგულიძე,1727,0.0843,96160,21614,6537,17031,95634,526,0.2248,0.068,0.1771,1107,0.0512
1,gd,ბექა ოდიშარია,18769,0.9157,96160,21614,6537,17031,95634,526,0.2248,0.068,0.1771,1107,0.0512
2,european_georgia,ელენე ხოშტარია,1378,0.0628,104628,22723,6764,18321,104089,539,0.2172,0.0646,0.1751,795,0.035
2,gd,ნოდარ ტურძელაძე,20549,0.9372,104628,22723,6764,18321,104089,539,0.2172,0.0646,0.1751,795,0.035
3,citizens,ალექსანდრე ელისაშვილი,2770,0.1008,134048,28273,8326,22784,133413,635,0.2109,0.0621,0.17,799,0.0283
3,gd,დავით სერგეენკო,24700,0.8992,134048,28273,8326,22784,133413,635,0.2109,0.0621,0.17,799,0.0283
4,unm,ხატია დეკანოიძე,1879,0.0785,115613,24867,8225,19418,114609,1004,0.2151,0.0711,0.168,928,0.0373
4,gd,კახა კახიშვილი,22055,0.9215,115613,24867,8225,19418,114609,1004,0.2151,0.0711,0.168,928,0.0373
5,unm,ლევან ხაბეიშვილი,3573,0.1132,146594,33282,11450,26646,145772,822,0.227,0.0781,0.1818,1710,0.0514
5,gd,სოზარ სუბარი,27993,0.8868,146594,33282,11450,26646,145772,822,0.227,0.0781,0.1818,1710,0.0514
6,girchi,ზურაბ გირჩი ჯაფარიძე,3188,0.1005,129441,33102,10165,25953,128741,700,0.2557,0.0785,0.2005,1382,0.0417
6,gd,გიორგი ვოლსკი,28522,0.8995,129441,33102,10165,25953,128741,700,0.2557,0.0785,0.2005,1382,0.0417
7,labour,შალვა ნათელაშვილი,2223,0.086,135610,27096,8909,21594,134976,634,0.1998,0.0657,0.1592,1235,0.0456
7,gd,მიხეილ ყაველაშვილი,23629,0.914,135610,27096,8909,21594,134976,634,0.1998,0.0657,0.1592,1235,0.0456
8,unm,ნიკანორი მელია,3032,0.1064,146990,29964,10792,24172,145978,1012,0.2039,0.0734,0.1644,1456,0.0486
8,gd,ლევან კობიაშვილი,25474,0.8936,146990,29964,10792,24172,145978,1012,0.2039,0.0734,0.1644,1456,0.0486
10,unm,გიორგი ბოტკოველი,5608,0.1117,154385,52173,15966,40345,153576,809,0.3379,0.1034,0.2613,1937,0.0371
10,gd,ირაკლი ქადაგიშვილი,44616,0.8883,154385,52173,15966,40345,153576,809,0.3379,0.1034,0.2613,1937,0.0371
11,unm,ცეზარი ჩოჩელი,2076,0.0747,88689,28720,8459,21725,87959,730,0.3238,0.0954,0.245,908,0.0316
11,gd,შალვა კერესელიძე,25728,0.9253,88689,28720,8459,21725,87959,730,0.3238,0.0954,0.245,908,0.0316
12,unm,დავით კირკიტაძე,4012,0.1021,142753,41417,13101,31313,141463,1290,0.2901,0.0918,0.2194,2091,0.0505
12,gd,ნინო ლაცაბიძე,35297,0.8979,142753,41417,13101,31313,141463,1290,0.2901,0.0918,0.2194,2091,0.0505
16,unm,ნატო ჩხეიძე,2763,0.0828,104334,34475,10833,26874,103774,560,0.3304,0.1038,0.2576,1093,0.0317
16,gd,ზაალ დუგლაძე,30602,0.9172,104334,34475,10833,26874,103774,560,0.3304,0.1038,0.2576,1093,0.0317
21,unm,კახა გეწაძე,3488,0.0806,131814,45193,14917,35979,131151,663,0.3429,0.1132,0.273,1892,0.0419
21,gd,ბეჟან წაქაძე,39810,0.9194,131814,45193,14917,35979,131151,663,0.3429,0.1132,0.273,1892,0.0419
23,unm,გრიგოლ ვაშაძე,2627,0.0808,156320,33951,10216,25797,154928,1392,0.2172,0.0654,0.165,1442,0.0425
23,gd,ზაზა ლომინაძე,29867,0.9192,156320,33951,10216,25797,154928,1392,0.2172,0.0654,0.165,1442,0.0425
27,unm,მალხაზ ჯალაღონია,2064,0.0612,121296,34824,12889,27341,120255,1041,0.2871,0.1063,0.2254,1066,0.0306
27,gd,ირაკლი ჩიქოვანი,31678,0.9388,121296,34824,12889,27341,120255,1041,0.2871,0.1063,0.2254,1066,0.0306
28,unm,ლევან ვარშალომიძე,4172,0.1219,149293,35939,10502,28563,147211,2082,0.2407,0.0703,0.1913,1672,0.0465
28,gd,რესან კონცელიძე,30057,0.8781,149293,35939,10502,28563,147211,2082,0.2407,0.0703,0.1913,1672,0.0465
30,unm,მიშა ბოლქვაძე,4293,0.1181,97131,38029,10551,30219,96681,450,0.3915,0.1086,0.3111,1652,0.0434
30,gd,ანზორ ბოლქვაძე,32062,0.8819,97131,38029,10551,30219,96681,450,0.3915,0.1086,0.3111,1652,0.0434
