precinct_id,precinct_key,district_id,electoral_district_id,district_name_ka,precinct_number,party_id,name_ka,votes,vote_share,registered,voted,voted_noon,voted_5pm,turnout_pct,noon_pct,five_pct,invalid_ballots,invalid_pct
79056,79056,79056,79,ბათუმი,56,adj2008_chven_tviton,ზურაბ ცეცხლაძე,8,0.0172,1524,482,191,388,0.3163,0.1253,0.2546,0,0
79056,79056,79056,79,ბათუმი,56,unm,ზაზა გოგოტიშვილი,353,0.7591,1524,482,191,388,0.3163,0.1253,0.2546,0,0
79056,79056,79056,79,ბათუმი,56,christian_democrats_2008,ნიაზ ზოსიძე,59,0.1269,1524,482,191,388,0.3163,0.1253,0.2546,0,0
79057,79057,79057,79,ბათუმი,57,adj2008_united_communist,თეიმურაზ სამნიძე,9,0.0197,1421,475,215,435,0.3343,0.1513,0.3061,18,0.0379
79057,79057,79057,79,ბათუმი,57,adj2008_kartuli_dasi,ბესიკი რატიანი,8,0.0175,1421,475,215,435,0.3343,0.1513,0.3061,18,0.0379
79057,79057,79057,79,ბათუმი,57,industry_sakartvelo,ირაკლი ჯაში,10,0.0219,1421,475,215,435,0.3343,0.1513,0.3061,18,0.0379
79057,79057,79057,79,ბათუმი,57,adj2008_chven_tviton,ზურაბ ცეცხლაძე,12,0.0263,1421,475,215,435,0.3343,0.1513,0.3061,18,0.0379
79057,79057,79057,79,ბათუმი,57,unm,ზაზა გოგოტიშვილი,342,0.7484,1421,475,215,435,0.3343,0.1513,0.3061,18,0.0379
79057,79057,79057,79,ბათუმი,57,christian_democrats_2008,ნიაზ ზოსიძე,76,0.1663,1421,475,215,435,0.3343,0.1513,0.3061,18,0.0379
79058,79058,79058,79,ბათუმი,58,adj2008_united_communist,თეიმურაზ სამნიძე,7,0.0166,1453,437,200,366,0.3008,0.1376,0.2519,16,0.0366
79058,79058,79058,79,ბათუმი,58,adj2008_kartuli_dasi,ბესიკი რატიანი,5,0.0119,1453,437,200,366,0.3008,0.1376,0.2519,16,0.0366
79058,79058,79058,79,ბათუმი,58,industry_sakartvelo,ირაკლი ჯაში,9,0.0214,1453,437,200,366,0.3008,0.1376,0.2519,16,0.0366
79058,79058,79058,79,ბათუმი,58,adj2008_chven_tviton,ზურაბ ცეცხლაძე,12,0.0285,1453,437,200,366,0.3008,0.1376,0.2519,16,0.0366
79058,79058,79058,79,ბათუმი,58,unm,ზაზა გოგოტიშვილი,284,0.6746,1453,437,200,366,0.3008,0.1376,0.2519,16,0.0366
79058,79058,79058,79,ბათუმი,58,christian_democrats_2008,ნიაზ ზოსიძე,104,0.247,1453,437,200,366,0.3008,0.1376,0.2519,16,0.0366
79059,79059,79059,79,ბათუმი,59,adj2008_united_communist,თეიმურაზ სამნიძე,7,0.0176,1307,408,201,360,0.3122,0.1538,0.2754,10,0.0245
79059,79059,79059,79,ბათუმი,59,adj2008_kartuli_dasi,ბესიკი რატიანი,7,0.0176,1307,408,201,360,0.3122,0.1538,0.2754,10,0.0245
79059,79059,79059,79,ბათუმი,59,industry_sakartvelo,ირაკლი ჯაში,7,0.0176,1307,408,201,360,0.3122,0.1538,0.2754,10,0.0245
79059,79059,79059,79,ბათუმი,59,adj2008_chven_tviton,ზურაბ ცეცხლაძე,7,0.0176,1307,408,201,360,0.3122,0.1538,0.2754,10,0.0245
79059,79059,79059,79,ბათუმი,59,unm,ზაზა გოგოტიშვილი,279,0.701,1307,408,201,360,0.3122,0.1538,0.2754,10,0.0245
79059,79059,79059,79,ბათუმი,59,christian_democrats_2008,ნიაზ ზოსიძე,91,0.2286,1307,408,201,360,0.3122,0.1538,0.2754,10,0.0245
79060,79060,79060,79,ბათუმი,60,adj2008_united_communist,თეიმურაზ სამნიძე,9,0.0279,1274,344,160,288,0.27,0.1256,0.2261,21,0.061
79060,79060,79060,79,ბათუმი,60,adj2008_kartuli_dasi,ბესიკი რატიანი,9,0.0279,1274,344,160,288,0.27,0.1256,0.2261,21,0.061
79060,79060,79060,79,ბათუმი,60,industry_sakartvelo,ირაკლი ჯაში,5,0.0155,1274,344,160,288,0.27,0.1256,0.2261,21,0.061
79060,79060,79060,79,ბათუმი,60,adj2008_chven_tviton,ზურაბ ცეცხლაძე,16,0.0495,1274,344,160,288,0.27,0.1256,0.2261,21,0.061
79060,79060,79060,79,ბათუმი,60,unm,ზაზა გოგოტიშვილი,240,0.743,1274,344,160,288,0.27,0.1256,0.2261,21,0.061
79060,79060,79060,79,ბათუმი,60,christian_democrats_2008,ნიაზ ზოსიძე,44,0.1362,1274,344,160,288,0.27,0.1256,0.2261,21,0.061
79061,79061,79061,79,ბათუმი,61,adj2008_united_communist,თეიმურაზ სამნიძე,5,0.0107,1521,485,191,400,0.3189,0.1256,0.263,17,0.0351
79061,79061,79061,79,ბათუმი,61,adj2008_kartuli_dasi,ბესიკი რატიანი,5,0.0107,1521,485,191,400,0.3189,0.1256,0.263,17,0.0351
79061,79061,79061,79,ბათუმი,61,industry_sakartvelo,ირაკლი ჯაში,4,0.0085,1521,485,191,400,0.3189,0.1256,0.263,17,0.0351
79061,79061,79061,79,ბათუმი,61,adj2008_chven_tviton,ზურაბ ცეცხლაძე,10,0.0214,1521,485,191,400,0.3189,0.1256,0.263,17,0.0351
79061,79061,79061,79,ბათუმი,61,unm,ზაზა გოგოტიშვილი,341,0.7286,1521,485,191,400,0.3189,0.1256,0.263,17,0.0351
79061,79061,79061,79,ბათუმი,61,christian_democrats_2008,ნიაზ ზოსიძე,103,0.2201,1521,485,191,400,0.3189,0.1256,0.263,17,0.0351
79062,79062,79062,79,ბათუმი,62,adj2008_united_communist,თეიმურაზ სამნიძე,15,0.0327,1504,475,198,409,0.3158,0.1316,0.2719,16,0.0337
79062,79062,79062,79,ბათუმი,62,adj2008_kartuli_dasi,ბესიკი რატიანი,7,0.0153,1504,475,198,409,0.3158,0.1316,0.2719,16,0.0337
79062,79062,79062,79,ბათუმი,62,industry_sakartvelo,ირაკლი ჯაში,8,0.0174,1504,475,198,409,0.3158,0.1316,0.2719,16,0.0337
79062,79062,79062,79,ბათუმი,62,adj2008_chven_tviton,ზურაბ ცეცხლაძე,12,0.0261,1504,475,198,409,0.3158,0.1316,0.2719,16,0.0337
79062,79062,79062,79,ბათუმი,62,unm,ზაზა გოგოტიშვილი,326,0.7102,1504,475,198,409,0.3158,0.1316,0.2719,16,0.0337
79062,79062,79062,79,ბათუმი,62,christian_democrats_2008,ნიაზ ზოსიძე,91,0.1983,1504,475,198,409,0.3158,0.1316,0.2719,16,0.0337
79063,79063,79063,79,ბათუმი,63,adj2008_united_communist,თეიმურაზ სამნიძე,4,0.0115,1263,364,130,320,0.2882,0.1029,0.2534,15,0.0412
79063,79063,79063,79,ბათუმი,63,adj2008_kartuli_dasi,ბესიკი რატიანი,9,0.0258,1263,364,130,320,0.2882,0.1029,0.2534,15,0.0412
79063,79063,79063,79,ბათუმი,63,industry_sakartvelo,ირაკლი ჯაში,12,0.0344,1263,364,130,320,0.2882,0.1029,0.2534,15,0.0412
79063,79063,79063,79,ბათუმი,63,adj2008_chven_tviton,ზურაბ ცეცხლაძე,9,0.0258,1263,364,130,320,0.2882,0.1029,0.2534,15,0.0412
79063,79063,79063,79,ბათუმი,63,unm,ზაზა გოგოტიშვილი,243,0.6963,1263,364,130,320,0.2882,0.1029,0.2534,15,0.0412
79063,79063,79063,79,ბათუმი,63,christian_democrats_2008,ნიაზ ზოსიძე,72,0.2063,1263,364,130,320,0.2882,0.1029,0.2534,15,0.0412
79064,79064,79064,79,ბათუმი,64,adj2008_united_communist,თეიმურაზ სამნიძე,5,0.014,1233,359,146,340,0.2912,0.1184,0.2758,2,0.0056
79064,79064,79064,79,ბათუმი,64,adj2008_kartuli_dasi,ბესიკი რატიანი,5,0.014,1233,359,146,340,0.2912,0.1184,0.2758,2,0.0056
79064,79064,79064,79,ბათუმი,64,industry_sakartvelo,ირაკლი ჯაში,2,0.0056,1233,359,146,340,0.2912,0.1184,0.2758,2,0.0056
79064,79064,79064,79,ბათუმი,64,adj2008_chven_tviton,ზურაბ ცეცხლაძე,7,0.0196,1233,359,146,340,0.2912,0.1184,0.2758,2,0.0056
79064,79064,79064,79,ბათუმი,64,unm,ზაზა გოგოტიშვილი,309,0.8655,1233,359,146,340,0.2912,0.1184,0.2758,2,0.0056
79064,79064,79064,79,ბათუმი,64,christian_democrats_2008,ნიაზ ზოსიძე,29,0.0812,1233,359,146,340,0.2912,0.1184,0.2758,2,0.0056
79065,79065,79065,79,ბათუმი,65,adj2008_united_communist,თეიმურაზ სამნიძე,10,0.0234,1472,443,170,376,0.301,0.1155,0.2554,15,0.0339
79065,79065,79065,79,ბათუმი,65,adj2008_kartuli_dasi,ბესიკი რატიანი,22,0.0514,1472,443,170,376,0.301,0.1155,0.2554,15,0.0339
79065,79065,79065,79,ბათუმი,65,industry_sakartvelo,ირაკლი ჯაში,12,0.028,1472,443,170,376,0.301,0.1155,0.2554,15,0.0339
79065,79065,79065,79,ბათუმი,65,adj2008_chven_tviton,ზურაბ ცეცხლაძე,7,0.0164,1472,443,170,376,0.301,0.1155,0.2554,15,0.0339
79065,79065,79065,79,ბათუმი,65,unm,ზაზა გოგოტიშვილი,323,0.7547,1472,443,170,376,0.301,0.1155,0.2554,15,0.0339
79065,79065,79065,79,ბათუმი,65,christian_democrats_2008,ნიაზ ზოსიძე,54,0.1262,1472,443,170,376,0.301,0.1155,0.2554,15,0.0339
79066,79066,79066,79,ბათუმი,66,adj2008_united_communist,თეიმურაზ სამნიძე,3,0.011,1117,294,96,240,0.2632,0.0859,0.2149,19,0.0646
79066,79066,79066,79,ბათუმი,66,adj2008_kartuli_dasi,ბესიკი რატიანი,15,0.0551,1117,294,96,240,0.2632,0.0859,0.2149,19,0.0646
79066,79066,79066,79,ბათუმი,66,industry_sakartvelo,ირაკლი ჯაში,11,0.0404,1117,294,96,240,0.2632,0.0859,0.2149,19,0.0646
79066,79066,79066,79,ბათუმი,66,adj2008_chven_tviton,ზურაბ ცეცხლაძე,11,0.0404,1117,294,96,240,0.2632,0.0859,0.2149,19,0.0646
79066,79066,79066,79,ბათუმი,66,unm,ზაზა გოგოტიშვილი,194,0.7132,1117,294,96,240,0.2632,0.0859,0.2149,19,0.0646
79066,79066,79066,79,ბათუმი,66,christian_democrats_2008,ნიაზ ზოსიძე,38,0.1397,1117,294,96,240,0.2632,0.0859,0.2149,19,0.0646
79067,79067,79067,79,ბათუმი,67,adj2008_united_communist,თეიმურაზ სამნიძე,10,0.0253,1477,407,179,337,0.2756,0.1212,0.2282,12,0.0295
79067,79067,79067,79,ბათუმი,67,adj2008_kartuli_dasi,ბესიკი რატიანი,10,0.0253,1477,407,179,337,0.2756,0.1212,0.2282,12,0.0295
79067,79067,79067,79,ბათუმი,67,industry_sakartvelo,ირაკლი ჯაში,12,0.0304,1477,407,179,337,0.2756,0.1212,0.2282,12,0.0295
79067,79067,79067,79,ბათუმი,67,adj2008_chven_tviton,ზურაბ ცეცხლაძე,12,0.0304,1477,407,179,337,0.2756,0.1212,0.2282,12,0.0295
79067,79067,79067,79,ბათუმი,67,unm,ზაზა გოგოტიშვილი,263,0.6658,1477,407,179,337,0.2756,0.1212,0.2282,12,0.0295
79067,79067,79067,79,ბათუმი,67,christian_democrats_2008,ნიაზ ზოსიძე,88,0.2228,1477,407,179,337,0.2756,0.1212,0.2282,12,0.0295
79068,79068,79068,79,ბათუმი,68,adj2008_united_communist,თეიმურაზ სამნიძე,13,0.03,1378,462,173,390,0.3353,0.1255,0.283,28,0.0606
79068,79068,79068,79,ბათუმი,68,adj2008_kartuli_dasi,ბესიკი რატიანი,8,0.0184,1378,462,173,390,0.3353,0.1255,0.283,28,0.0606
79068,79068,79068,79,ბათუმი,68,industry_sakartvelo,ირაკლი ჯაში,7,0.0161,1378,462,173,390,0.3353,0.1255,0.283,28,0.0606
79068,79068,79068,79,ბათუმი,68,adj2008_chven_tviton,ზურაბ ცეცხლაძე,18,0.0415,1378,462,173,390,0.3353,0.1255,0.283,28,0.0606
79068,79068,79068,79,ბათუმი,68,unm,ზაზა გოგოტიშვილი,306,0.7051,1378,462,173,390,0.3353,0.1255,0.283,28,0.0606
79068,79068,79068,79,ბათუმი,68,christian_democrats_2008,ნიაზ ზოსიძე,82,0.1889,1378,462,173,390,0.3353,0.1255,0.283,28,0.0606
79069,79069,79069,79,ბათუმი,69,adj2008_united_communist,თეიმურაზ სამნიძე,18,0.0529,1084,349,184,304,0.322,0.1697,0.2804,9,0.0258
79069,79069,79069,79,ბათუმი,69,adj2008_kartuli_dasi,ბესიკი რატიანი,7,0.0206,1084,349,184,304,0.322,0.1697,0.2804,9,0.0258
79069,79069,79069,79,ბათუმი,69,industry_sakartvelo,ირაკლი ჯაში,8,0.0235,1084,349,184,304,0.322,0.1697,0.2804,9,0.0258
79069,79069,79069,79,ბათუმი,69,adj2008_chven_tviton,ზურაბ ცეცხლაძე,6,0.0176,1084,349,184,304,0.322,0.1697,0.2804,9,0.0258
79069,79069,79069,79,ბათუმი,69,unm,ზაზა გოგოტიშვილი,222,0.6529,1084,349,184,304,0.322,0.1697,0.2804,9,0.0258
79069,79069,79069,79,ბათუმი,69,christian_democrats_2008,ნიაზ ზოსიძე,79,0.2324,1084,349,184,304,0.322,0.1697,0.2804,9,0.0258
79070,79070,79070,79,ბათუმი,70,adj2008_united_communist,თეიმურაზ სამნიძე,10,0.0392,737,262,110,238,0.3555,0.1493,0.3229,7,0.0267
79070,79070,79070,79,ბათუმი,70,adj2008_kartuli_dasi,ბესიკი რატიანი,4,0.0157,737,262,110,238,0.3555,0.1493,0.3229,7,0.0267
79070,79070,79070,79,ბათუმი,70,industry_sakartvelo,ირაკლი ჯაში,7,0.0275,737,262,110,238,0.3555,0.1493,0.3229,7,0.0267
79070,79070,79070,79,ბათუმი,70,adj2008_chven_tviton,ზურაბ ცეცხლაძე,4,0.0157,737,262,110,238,0.3555,0.1493,0.3229,7,0.0267
79070,79070,79070,79,ბათუმი,70,unm,ზაზა გოგოტიშვილი,190,0.7451,737,262,110,238,0.3555,0.1493,0.3229,7,0.0267
79070,79070,79070,79,ბათუმი,70,christian_democrats_2008,ნიაზ ზოსიძე,40,0.1569,737,262,110,238,0.3555,0.1493,0.3229,7,0.0267
79071,79071,79071,79,ბათუმი,71,adj2008_united_communist,თეიმურაზ სამნიძე,12,0.0293,1550,430,150,330,0.2774,0.0968,0.2129,20,0.0465
79071,79071,79071,79,ბათუმი,71,adj2008_kartuli_dasi,ბესიკი რატიანი,21,0.0512,1550,430,150,330,0.2774,0.0968,0.2129,20,0.0465
79071,79071,79071,79,ბათუმი,71,industry_sakartvelo,ირაკლი ჯაში,14,0.0341,1550,430,150,330,0.2774,0.0968,0.2129,20,0.0465
79071,79071,79071,79,ბათუმი,71,adj2008_chven_tviton,ზურაბ ცეცხლაძე,9,0.022,1550,430,150,330,0.2774,0.0968,0.2129,20,0.0465
79071,79071,79071,79,ბათუმი,71,unm,ზაზა გოგოტიშვილი,285,0.6951,1550,430,150,330,0.2774,0.0968,0.2129,20,0.0465
79071,79071,79071,79,ბათუმი,71,christian_democrats_2008,ნიაზ ზოსიძე,69,0.1683,1550,430,150,330,0.2774,0.0968,0.2129,20,0.0465
79072,79072,79072,79,ბათუმი,72,adj2008_united_communist,თეიმურაზ სამნიძე,13,0.0504,1511,272,126,244,0.18,0.0834,0.1615,14,0.0515
79072,79072,79072,79,ბათუმი,72,adj2008_kartuli_dasi,ბესიკი რატიანი,14,0.0543,1511,272,126,244,0.18,0.0834,0.1615,14,0.0515
79072,79072,79072,79,ბათუმი,72,industry_sakartvelo,ირაკლი ჯაში,7,0.0271,1511,272,126,244,0.18,0.0834,0.1615,14,0.0515
79072,79072,79072,79,ბათუმი,72,adj2008_chven_tviton,ზურაბ ცეცხლაძე,15,0.0581,1511,272,126,244,0.18,0.0834,0.1615,14,0.0515
79072,79072,79072,79,ბათუმი,72,unm,ზაზა გოგოტიშვილი,146,0.5659,1511,272,126,244,0.18,0.0834,0.1615,14,0.0515
79072,79072,79072,79,ბათუმი,72,christian_democrats_2008,ნიაზ ზოსიძე,63,0.2442,1511,272,126,244,0.18,0.0834,0.1615,14,0.0515
79073,79073,79073,79,ბათუმი,73,adj2008_united_communist,თეიმურაზ სამნიძე,5,0.0184,1105,282,100,250,0.2552,0.0905,0.2262,10,0.0355
79073,79073,79073,79,ბათუმი,73,adj2008_kartuli_dasi,ბესიკი რატიანი,12,0.0441,1105,282,100,250,0.2552,0.0905,0.2262,10,0.0355
79073,79073,79073,79,ბათუმი,73,industry_sakartvelo,ირაკლი ჯაში,4,0.0147,1105,282,100,250,0.2552,0.0905,0.2262,10,0.0355
79073,79073,79073,79,ბათუმი,73,adj2008_chven_tviton,ზურაბ ცეცხლაძე,15,0.0551,1105,282,100,250,0.2552,0.0905,0.2262,10,0.0355
79073,79073,79073,79,ბათუმი,73,unm,ზაზა გოგოტიშვილი,173,0.636,1105,282,100,250,0.2552,0.0905,0.2262,10,0.0355
79073,79073,79073,79,ბათუმი,73,christian_democrats_2008,ნიაზ ზოსიძე,63,0.2316,1105,282,100,250,0.2552,0.0905,0.2262,10,0.0355
79074,79074,79074,79,ბათუმი,74,adj2008_united_communist,თეიმურაზ სამნიძე,2,0.0052,861,393,235,390,0.4564,0.2729,0.453,12,0.0305
79074,79074,79074,79,ბათუმი,74,adj2008_kartuli_dasi,ბესიკი რატიანი,1,0.0026,861,393,235,390,0.4564,0.2729,0.453,12,0.0305
79074,79074,79074,79,ბათუმი,74,industry_sakartvelo,ირაკლი ჯაში,3,0.0079,861,393,235,390,0.4564,0.2729,0.453,12,0.0305
79074,79074,79074,79,ბათუმი,74,adj2008_chven_tviton,ზურაბ ცეცხლაძე,2,0.0052,861,393,235,390,0.4564,0.2729,0.453,12,0.0305
79074,79074,79074,79,ბათუმი,74,unm,ზაზა გოგოტიშვილი,360,0.9449,861,393,235,390,0.4564,0.2729,0.453,12,0.0305
79074,79074,79074,79,ბათუმი,74,christian_democrats_2008,ნიაზ ზოსიძე,13,0.0341,861,393,235,390,0.4564,0.2729,0.453,12,0.0305
80001,80001,80001,80,ქედა,1,adj2008_kartuli_dasi,ნუნუ ავალიანი,24,0.0418,1252,593,194,471,0.4736,0.155,0.3762,19,0.032
80001,80001,80001,80,ქედა,1,industry_sakartvelo,ჯამბული შარაბიძე,10,0.0174,1252,593,194,471,0.4736,0.155,0.3762,19,0.032
80001,80001,80001,80,ქედა,1,unm,რევაზი არძენაძე,397,0.6916,1252,593,194,471,0.4736,0.155,0.3762,19,0.032
80001,80001,80001,80,ქედა,1,christian_democrats_2008,მურმანი დავითაძე,143,0.2491,1252,593,194,471,0.4736,0.155,0.3762,19,0.032
80002,80002,80002,80,ქედა,2,adj2008_kartuli_dasi,ნუნუ ავალიანი,13,0.0261,825,510,152,372,0.6182,0.1842,0.4509,12,0.0235
80002,80002,80002,80,ქედა,2,industry_sakartvelo,ჯამბული შარაბიძე,18,0.0361,825,510,152,372,0.6182,0.1842,0.4509,12,0.0235
80002,80002,80002,80,ქედა,2,unm,რევაზი არძენაძე,389,0.7811,825,510,152,372,0.6182,0.1842,0.4509,12,0.0235
80002,80002,80002,80,ქედა,2,christian_democrats_2008,მურმანი დავითაძე,78,0.1566,825,510,152,372,0.6182,0.1842,0.4509,12,0.0235
80003,80003,80003,80,ქედა,3,adj2008_kartuli_dasi,ნუნუ ავალიანი,1,0.0045,312,226,125,186,0.7244,0.4006,0.5962,5,0.0221
80003,80003,80003,80,ქედა,3,industry_sakartvelo,ჯამბული შარაბიძე,3,0.0136,312,226,125,186,0.7244,0.4006,0.5962,5,0.0221
80003,80003,80003,80,ქედა,3,unm,რევაზი არძენაძე,187,0.8462,312,226,125,186,0.7244,0.4006,0.5962,5,0.0221
80003,80003,80003,80,ქედა,3,christian_democrats_2008,მურმანი დავითაძე,30,0.1357,312,226,125,186,0.7244,0.4006,0.5962,5,0.0221
80004,80004,80004,80,ქედა,4,adj2008_kartuli_dasi,ნუნუ ავალიანი,5,0.0197,469,265,78,202,0.565,0.1663,0.4307,11,0.0415
80004,80004,80004,80,ქედა,4,industry_sakartvelo,ჯამბული შარაბიძე,4,0.0157,469,265,78,202,0.565,0.1663,0.4307,11,0.0415
80004,80004,80004,80,ქედა,4,unm,რევაზი არძენაძე,181,0.7126,469,265,78,202,0.565,0.1663,0.4307,11,0.0415
80004,80004,80004,80,ქედა,4,christian_democrats_2008,მურმანი დავითაძე,64,0.252,469,265,78,202,0.565,0.1663,0.4307,11,0.0415
80005,80005,80005,80,ქედა,5,adj2008_kartuli_dasi,ნუნუ ავალიანი,2,0.0111,296,188,80,175,0.6351,0.2703,0.5912,8,0.0426
80005,80005,80005,80,ქედა,5,industry_sakartvelo,ჯამბული შარაბიძე,4,0.0222,296,188,80,175,0.6351,0.2703,0.5912,8,0.0426
80005,80005,80005,80,ქედა,5,unm,რევაზი არძენაძე,137,0.7611,296,188,80,175,0.6351,0.2703,0.5912,8,0.0426
80005,80005,80005,80,ქედა,5,christian_democrats_2008,მურმანი დავითაძე,37,0.2056,296,188,80,175,0.6351,0.2703,0.5912,8,0.0426
80006,80006,80006,80,ქედა,6,adj2008_kartuli_dasi,ნუნუ ავალიანი,7,0.0261,410,274,55,164,0.6683,0.1341,0.4,6,0.0219
80006,80006,80006,80,ქედა,6,industry_sakartvelo,ჯამბული შარაბიძე,5,0.0187,410,274,55,164,0.6683,0.1341,0.4,6,0.0219
80006,80006,80006,80,ქედა,6,unm,რევაზი არძენაძე,229,0.8545,410,274,55,164,0.6683,0.1341,0.4,6,0.0219
80006,80006,80006,80,ქედა,6,christian_democrats_2008,მურმანი დავითაძე,27,0.1007,410,274,55,164,0.6683,0.1341,0.4,6,0.0219
80007,80007,80007,80,ქედა,7,adj2008_kartuli_dasi,ნუნუ ავალიანი,11,0.0514,325,222,76,206,0.6831,0.2338,0.6338,8,0.036
80007,80007,80007,80,ქედა,7,industry_sakartvelo,ჯამბული შარაბიძე,1,0.0047,325,222,76,206,0.6831,0.2338,0.6338,8,0.036
80007,80007,80007,80,ქედა,7,unm,რევაზი არძენაძე,168,0.785,325,222,76,206,0.6831,0.2338,0.6338,8,0.036
80007,80007,80007,80,ქედა,7,christian_democrats_2008,მურმანი დავითაძე,34,0.1589,325,222,76,206,0.6831,0.2338,0.6338,8,0.036
80008,80008,80008,80,ქედა,8,adj2008_kartuli_dasi,ნუნუ ავალიანი,3,0.0157,266,192,79,123,0.7218,0.297,0.4624,1,0.0052
80008,80008,80008,80,ქედა,8,industry_sakartvelo,ჯამბული შარაბიძე,1,0.0052,266,192,79,123,0.7218,0.297,0.4624,1,0.0052
80008,80008,80008,80,ქედა,8,unm,რევაზი არძენაძე,175,0.9162,266,192,79,123,0.7218,0.297,0.4624,1,0.0052
80008,80008,80008,80,ქედა,8,christian_democrats_2008,მურმანი დავითაძე,12,0.0628,266,192,79,123,0.7218,0.297,0.4624,1,0.0052
80009,80009,80009,80,ქედა,9,adj2008_kartuli_dasi,ნუნუ ავალიანი,1,0.0035,310,286,80,228,0.9226,0.2581,0.7355,2,0.007
80009,80009,80009,80,ქედა,9,industry_sakartvelo,ჯამბული შარაბიძე,3,0.0106,310,286,80,228,0.9226,0.2581,0.7355,2,0.007
80009,80009,80009,80,ქედა,9,unm,რევაზი არძენაძე,261,0.919,310,286,80,228,0.9226,0.2581,0.7355,2,0.007
80009,80009,80009,80,ქედა,9,christian_democrats_2008,მურმანი დავითაძე,19,0.0669,310,286,80,228,0.9226,0.2581,0.7355,2,0.007
80010,80010,80010,80,ქედა,10,adj2008_kartuli_dasi,ნუნუ ავალიანი,3,0.0086,610,355,120,265,0.582,0.1967,0.4344,5,0.0141
80010,80010,80010,80,ქედა,10,industry_sakartvelo,ჯამბული შარაბიძე,9,0.0257,610,355,120,265,0.582,0.1967,0.4344,5,0.0141
80010,80010,80010,80,ქედა,10,unm,რევაზი არძენაძე,289,0.8257,610,355,120,265,0.582,0.1967,0.4344,5,0.0141
80010,80010,80010,80,ქედა,10,christian_democrats_2008,მურმანი დავითაძე,49,0.14,610,355,120,265,0.582,0.1967,0.4344,5,0.0141
80011,80011,80011,80,ქედა,11,adj2008_kartuli_dasi,ნუნუ ავალიანი,4,0.0186,359,228,88,193,0.6351,0.2451,0.5376,13,0.057
80011,80011,80011,80,ქედა,11,industry_sakartvelo,ჯამბული შარაბიძე,7,0.0326,359,228,88,193,0.6351,0.2451,0.5376,13,0.057
80011,80011,80011,80,ქედა,11,unm,რევაზი არძენაძე,178,0.8279,359,228,88,193,0.6351,0.2451,0.5376,13,0.057
80011,80011,80011,80,ქედა,11,christian_democrats_2008,მურმანი დავითაძე,26,0.1209,359,228,88,193,0.6351,0.2451,0.5376,13,0.057
80012,80012,80012,80,ქედა,12,adj2008_kartuli_dasi,ნუნუ ავალიანი,2,0.0075,408,272,81,194,0.6667,0.1985,0.4755,5,0.0184
80012,80012,80012,80,ქედა,12,industry_sakartvelo,ჯამბული შარაბიძე,6,0.0225,408,272,81,194,0.6667,0.1985,0.4755,5,0.0184
80012,80012,80012,80,ქედა,12,unm,რევაზი არძენაძე,116,0.4345,408,272,81,194,0.6667,0.1985,0.4755,5,0.0184
80012,80012,80012,80,ქედა,12,christian_democrats_2008,მურმანი დავითაძე,143,0.5356,408,272,81,194,0.6667,0.1985,0.4755,5,0.0184
80013,80013,80013,80,ქედა,13,adj2008_kartuli_dasi,ნუნუ ავალიანი,2,0.0067,466,314,102,236,0.6738,0.2189,0.5064,15,0.0478
80013,80013,80013,80,ქედა,13,industry_sakartvelo,ჯამბული შარაბიძე,8,0.0268,466,314,102,236,0.6738,0.2189,0.5064,15,0.0478
80013,80013,80013,80,ქედა,13,unm,რევაზი არძენაძე,235,0.786,466,314,102,236,0.6738,0.2189,0.5064,15,0.0478
80013,80013,80013,80,ქედა,13,christian_democrats_2008,მურმანი დავითაძე,54,0.1806,466,314,102,236,0.6738,0.2189,0.5064,15,0.0478
80014,80014,80014,80,ქედა,14,adj2008_kartuli_dasi,ნუნუ ავალიანი,3,0.0079,644,394,160,307,0.6118,0.2484,0.4767,14,0.0355
80014,80014,80014,80,ქედა,14,industry_sakartvelo,ჯამბული შარაბიძე,9,0.0237,644,394,160,307,0.6118,0.2484,0.4767,14,0.0355
80014,80014,80014,80,ქედა,14,unm,რევაზი არძენაძე,298,0.7842,644,394,160,307,0.6118,0.2484,0.4767,14,0.0355
80014,80014,80014,80,ქედა,14,christian_democrats_2008,მურმანი დავითაძე,70,0.1842,644,394,160,307,0.6118,0.2484,0.4767,14,0.0355
80015,80015,80015,80,ქედა,15,adj2008_kartuli_dasi,ნუნუ ავალიანი,7,0.0144,559,491,115,270,0.8784,0.2057,0.483,4,0.0081
80015,80015,80015,80,ქედა,15,industry_sakartvelo,ჯამბული შარაბიძე,47,0.0965,559,491,115,270,0.8784,0.2057,0.483,4,0.0081
80015,80015,80015,80,ქედა,15,unm,რევაზი არძენაძე,333,0.6838,559,491,115,270,0.8784,0.2057,0.483,4,0.0081
80015,80015,80015,80,ქედა,15,christian_democrats_2008,მურმანი დავითაძე,100,0.2053,559,491,115,270,0.8784,0.2057,0.483,4,0.0081
80016,80016,80016,80,ქედა,16,adj2008_kartuli_dasi,ნუნუ ავალიანი,3,0.0072,742,422,139,283,0.5687,0.1873,0.3814,6,0.0142
80016,80016,80016,80,ქედა,16,industry_sakartvelo,ჯამბული შარაბიძე,58,0.1394,742,422,139,283,0.5687,0.1873,0.3814,6,0.0142
80016,80016,80016,80,ქედა,16,unm,რევაზი არძენაძე,307,0.738,742,422,139,283,0.5687,0.1873,0.3814,6,0.0142
