precinct_id,precinct_key,district_id,electoral_district_id,district_name_ka,precinct_number,party_id,name_ka,votes,vote_share,registered,voted,voted_noon,voted_5pm,turnout_pct,noon_pct,five_pct,invalid_ballots,invalid_pct
79002,79002,79002,79,ბათუმი,2,christian_democrats_2008,ნიაზ ზოსიძე,65,0.1392,1360,494,184,412,0.3632,0.1353,0.3029,26,0.0526
79003,79003,79003,79,ბათუმი,3,adj2008_united_communist,თეიმურაზ სამნიძე,11,0.0299,1404,382,123,310,0.2721,0.0876,0.2208,14,0.0366
79003,79003,79003,79,ბათუმი,3,adj2008_kartuli_dasi,ბესიკი რატიანი,22,0.0598,1404,382,123,310,0.2721,0.0876,0.2208,14,0.0366
79003,79003,79003,79,ბათუმი,3,industry_sakartvelo,ირაკლი ჯაში,5,0.0136,1404,382,123,310,0.2721,0.0876,0.2208,14,0.0366
79003,79003,79003,79,ბათუმი,3,adj2008_chven_tviton,ზურაბ ცეცხლაძე,10,0.0272,1404,382,123,310,0.2721,0.0876,0.2208,14,0.0366
79003,79003,79003,79,ბათუმი,3,unm,ზაზა გოგოტიშვილი,264,0.7174,1404,382,123,310,0.2721,0.0876,0.2208,14,0.0366
79003,79003,79003,79,ბათუმი,3,christian_democrats_2008,ნიაზ ზოსიძე,56,0.1522,1404,382,123,310,0.2721,0.0876,0.2208,14,0.0366
79004,79004,79004,79,ბათუმი,4,adj2008_united_communist,თეიმურაზ სამნიძე,8,0.02,1286,409,179,347,0.318,0.1392,0.2698,8,0.0196
79004,79004,79004,79,ბათუმი,4,adj2008_kartuli_dasi,ბესიკი რატიანი,10,0.0249,1286,409,179,347,0.318,0.1392,0.2698,8,0.0196
79004,79004,79004,79,ბათუმი,4,industry_sakartvelo,ირაკლი ჯაში,8,0.02,1286,409,179,347,0.318,0.1392,0.2698,8,0.0196
79004,79004,79004,79,ბათუმი,4,adj2008_chven_tviton,ზურაბ ცეცხლაძე,5,0.0125,1286,409,179,347,0.318,0.1392,0.2698,8,0.0196
79004,79004,79004,79,ბათუმი,4,unm,ზაზა გოგოტიშვილი,310,0.7731,1286,409,179,347,0.318,0.1392,0.2698,8,0.0196
79004,79004,79004,79,ბათუმი,4,christian_democrats_2008,ნიაზ ზოსიძე,60,0.1496,1286,409,179,347,0.318,0.1392,0.2698,8,0.0196
79005,79005,79005,79,ბათუმი,5,adj2008_united_communist,თეიმურაზ სამნიძე,1,0.0085,994,122,53,108,0.1227,0.0533,0.1087,4,0.0328
79005,79005,79005,79,ბათუმი,5,adj2008_kartuli_dasi,ბესიკი რატიანი,5,0.0424,994,122,53,108,0.1227,0.0533,0.1087,4,0.0328
79005,79005,79005,79,ბათუმი,5,industry_sakartvelo,ირაკლი ჯაში,1,0.0085,994,122,53,108,0.1227,0.0533,0.1087,4,0.0328
