"precinct_id","selfgov_id","party_id","votes","vote_share","registered","voted","voted_noon","voted_5pm","turnout_pct","noon_pct","five_pct","invalid_ballots","invalid_pct"
1004,1,"gd",284,0.718987,1533,413,151,369,0.269406,0.0985,0.240705,18,0.043584
1004,1,"georgia_party",2,0.005063,1533,413,151,369,0.269406,0.0985,0.240705,18,0.043584
1004,1,"girchi",21,0.053165,1533,413,151,369,0.269406,0.0985,0.240705,18,0.043584
1004,1,"greens_geo",4,0.010127,1533,413,151,369,0.269406,0.0985,0.240705,18,0.043584
1004,1,"mamuli_ena",2,0.005063,1533,413,151,369,0.269406,0.0985,0.240705,18,0.043584
1004,1,"patriots",5,0.012658,1533,413,151,369,0.269406,0.0985,0.240705,18,0.043584
1004,1,"strong_georgia",57,0.144304,1533,413,151,369,0.269406,0.0985,0.240705,18,0.043584
1005,1,"conservatives_geo",11,0.027295,1515,415,158,351,0.273927,0.10429,0.231683,12,0.028916
1005,1,"free_georgia",6,0.014888,1515,415,158,351,0.273927,0.10429,0.231683,12,0.028916
1005,1,"gd",270,0.669975,1515,415,158,351,0.273927,0.10429,0.231683,12,0.028916
1005,1,"georgia_party",3,0.007444,1515,415,158,351,0.273927,0.10429,0.231683,12,0.028916
1005,1,"girchi",36,0.08933,1515,415,158,351,0.273927,0.10429,0.231683,12,0.028916
1005,1,"greens_geo",8,0.019851,1515,415,158,351,0.273927,0.10429,0.231683,12,0.028916
1005,1,"mamuli_ena",2,0.004963,1515,415,158,351,0.273927,0.10429,0.231683,12,0.028916
1005,1,"patriots",6,0.014888,1515,415,158,351,0.273927,0.10429,0.231683,12,0.028916
1005,1,"strong_georgia",61,0.151365,1515,415,158,351,0.273927,0.10429,0.231683,12,0.028916
1006,1,"conservatives_geo",8,0.022599,1414,378,159,342,0.267327,0.112447,0.241867,24,0.063492
1006,1,"free_georgia",6,0.016949,1414,378,159,342,0.267327,0.112447,0.241867,24,0.063492
1006,1,"gd",281,0.793785,1414,378,159,342,0.267327,0.112447,0.241867,24,0.063492
1006,1,"georgia_party",1,0.002825,1414,378,159,342,0.267327,0.112447,0.241867,24,0.063492
1006,1,"girchi",22,0.062147,1414,378,159,342,0.267327,0.112447,0.241867,24,0.063492
1006,1,"greens_geo",3,0.008475,1414,378,159,342,0.267327,0.112447,0.241867,24,0.063492
1006,1,"mamuli_ena",3,0.008475,1414,378,159,342,0.267327,0.112447,0.241867,24,0.063492
1006,1,"patriots",1,0.002825,1414,378,159,342,0.267327,0.112447,0.241867,24,0.063492
1006,1,"strong_georgia",29,0.081921,1414,378,159,342,0.267327,0.112447,0.241867,24,0.063492
1007,1,"conservatives_geo",17,0.043147,1568,419,176,364,0.267219,0.112245,0.232143,25,0.059666
1007,1,"free_georgia",7,0.017766,1568,419,176,364,0.267219,0.112245,0.232143,25,0.059666
1007,1,"gd",286,0.725888,1568,419,176,364,0.267219,0.112245,0.232143,25,0.059666
1007,1,"georgia_party",4,0.010152,1568,419,176,364,0.267219,0.112245,0.232143,25,0.059666
1007,1,"girchi",28,0.071066,1568,419,176,364,0.267219,0.112245,0.232143,25,0.059666
1007,1,"greens_geo",3,0.007614,1568,419,176,364,0.267219,0.112245,0.232143,25,0.059666
1007,1,"mamuli_ena",1,0.002538,1568,419,176,364,0.267219,0.112245,0.232143,25,0.059666
1007,1,"patriots",4,0.010152,1568,419,176,364,0.267219,0.112245,0.232143,25,0.059666
1007,1,"strong_georgia",44,0.111675,1568,419,176,364,0.267219,0.112245,0.232143,25,0.059666
1008,1,"conservatives_geo",28,0.067797,1540,438,172,395,0.284416,0.111688,0.256494,25,0.057078
1008,1,"free_georgia",5,0.012107,1540,438,172,395,0.284416,0.111688,0.256494,25,0.057078
1008,1,"gd",290,0.702179,1540,438,172,395,0.284416,0.111688,0.256494,25,0.057078
1008,1,"georgia_party",1,0.002421,1540,438,172,395,0.284416,0.111688,0.256494,25,0.057078
1008,1,"girchi",27,0.065375,1540,438,172,395,0.284416,0.111688,0.256494,25,0.057078
1008,1,"greens_geo",4,0.009685,1540,438,172,395,0.284416,0.111688,0.256494,25,0.057078
1008,1,"mamuli_ena",5,0.012107,1540,438,172,395,0.284416,0.111688,0.256494,25,0.057078
1008,1,"patriots",3,0.007264,1540,438,172,395,0.284416,0.111688,0.256494,25,0.057078
1008,1,"strong_georgia",50,0.121065,1540,438,172,395,0.284416,0.111688,0.256494,25,0.057078
1009,1,"conservatives_geo",17,0.050296,1439,368,152,319,0.255733,0.105629,0.221682,30,0.081522
1009,1,"free_georgia",2,0.005917,1439,368,152,319,0.255733,0.105629,0.221682,30,0.081522
1009,1,"gd",220,0.650888,1439,368,152,319,0.255733,0.105629,0.221682,30,0.081522
1009,1,"georgia_party",2,0.005917,1439,368,152,319,0.255733,0.105629,0.221682,30,0.081522
1009,1,"girchi",41,0.121302,1439,368,152,319,0.255733,0.105629,0.221682,30,0.081522
1009,1,"greens_geo",5,0.014793,1439,368,152,319,0.255733,0.105629,0.221682,30,0.081522
1009,1,"mamuli_ena",4,0.011834,1439,368,152,319,0.255733,0.105629,0.221682,30,0.081522
1009,1,"patriots",2,0.005917,1439,368,152,319,0.255733,0.105629,0.221682,30,0.081522
1009,1,"strong_georgia",45,0.133136,1439,368,152,319,0.255733,0.105629,0.221682,30,0.081522
1010,1,"conservatives_geo",10,0.02584,1489,418,155,357,0.280725,0.104097,0.239758,31,0.074163
1010,1,"free_georgia",5,0.01292,1489,418,155,357,0.280725,0.104097,0.239758,31,0.074163
1010,1,"gd",278,0.718346,1489,418,155,357,0.280725,0.104097,0.239758,31,0.074163
1010,1,"georgia_party",1,0.002584,1489,418,155,357,0.280725,0.104097,0.239758,31,0.074163
1010,1,"girchi",37,0.095607,1489,418,155,357,0.280725,0.104097,0.239758,31,0.074163
1010,1,"greens_geo",1,0.002584,1489,418,155,357,0.280725,0.104097,0.239758,31,0.074163
1010,1,"mamuli_ena",1,0.002584,1489,418,155,357,0.280725,0.104097,0.239758,31,0.074163
1010,1,"patriots",5,0.01292,1489,418,155,357,0.280725,0.104097,0.239758,31,0.074163
1010,1,"strong_georgia",49,0.126615,1489,418,155,357,0.280725,0.104097,0.239758,31,0.074163
1011,1,"conservatives_geo",12,0.045627,1041,279,105,250,0.268012,0.100865,0.240154,16,0.057348
1011,1,"free_georgia",1,0.003802,1041,279,105,250,0.268012,0.100865,0.240154,16,0.057348
1011,1,"gd",189,0.718631,1041,279,105,250,0.268012,0.100865,0.240154,16,0.057348
1011,1,"georgia_party",1,0.003802,1041,279,105,250,0.268012,0.100865,0.240154,16,0.057348
1011,1,"girchi",27,0.102662,1041,279,105,250,0.268012,0.100865,0.240154,16,0.057348
1011,1,"greens_geo",1,0.003802,1041,279,105,250,0.268012,0.100865,0.240154,16,0.057348
1011,1,"mamuli_ena",4,0.015209,1041,279,105,250,0.268012,0.100865,0.240154,16,0.057348
1011,1,"patriots",2,0.007605,1041,279,105,250,0.268012,0.100865,0.240154,16,0.057348
1011,1,"strong_georgia",26,0.098859,1041,279,105,250,0.268012,0.100865,0.240154,16,0.057348
1012,1,"conservatives_geo",12,0.030928,1234,404,177,359,0.327391,0.143436,0.290924,16,0.039604
1012,1,"free_georgia",4,0.010309,1234,404,177,359,0.327391,0.143436,0.290924,16,0.039604
1012,1,"gd",303,0.780928,1234,404,177,359,0.327391,0.143436,0.290924,16,0.039604
1012,1,"girchi",17,0.043814,1234,404,177,359,0.327391,0.143436,0.290924,16,0.039604
1012,1,"greens_geo",2,0.005155,1234,404,177,359,0.327391,0.143436,0.290924,16,0.039604
1012,1,"mamuli_ena",1,0.002577,1234,404,177,359,0.327391,0.143436,0.290924,16,0.039604
1012,1,"patriots",2,0.005155,1234,404,177,359,0.327391,0.143436,0.290924,16,0.039604
1012,1,"strong_georgia",47,0.121134,1234,404,177,359,0.327391,0.143436,0.290924,16,0.039604
1013,1,"conservatives_geo",6,0.018519,1173,339,142,299,0.289003,0.121057,0.254902,15,0.044248
1013,1,"free_georgia",4,0.012346,1173,339,142,299,0.289003,0.121057,0.254902,15,0.044248
1013,1,"gd",236,0.728395,1173,339,142,299,0.289003,0.121057,0.254902,15,0.044248
1013,1,"girchi",26,0.080247,1173,339,142,299,0.289003,0.121057,0.254902,15,0.044248
1013,1,"greens_geo",7,0.021605,1173,339,142,299,0.289003,0.121057,0.254902,15,0.044248
1013,1,"patriots",2,0.006173,1173,339,142,299,0.289003,0.121057,0.254902,15,0.044248
1013,1,"strong_georgia",43,0.132716,1173,339,142,299,0.289003,0.121057,0.254902,15,0.044248
1014,1,"conservatives_geo",14,0.041176,1361,368,127,297,0.270389,0.093314,0.218222,28,0.076087
1014,1,"free_georgia",7,0.020588,1361,368,127,297,0.270389,0.093314,0.218222,28,0.076087
1014,1,"gd",245,0.720588,1361,368,127,297,0.270389,0.093314,0.218222,28,0.076087
1014,1,"girchi",30,0.088235,1361,368,127,297,0.270389,0.093314,0.218222,28,0.076087
1014,1,"greens_geo",5,0.014706,1361,368,127,297,0.270389,0.093314,0.218222,28,0.076087
1014,1,"patriots",6,0.017647,1361,368,127,297,0.270389,0.093314,0.218222,28,0.076087
1014,1,"strong_georgia",33,0.097059,1361,368,127,297,0.270389,0.093314,0.218222,28,0.076087
1015,1,"conservatives_geo",25,0.063452,1425,433,154,376,0.30386,0.10807,0.26386,39,0.090069
1015,1,"free_georgia",8,0.020305,1425,433,154,376,0.30386,0.10807,0.26386,39,0.090069
1015,1,"gd",263,0.667513,1425,433,154,376,0.30386,0.10807,0.26386,39,0.090069
1015,1,"georgia_party",1,0.002538,1425,433,154,376,0.30386,0.10807,0.26386,39,0.090069
1015,1,"girchi",30,0.076142,1425,433,154,376,0.30386,0.10807,0.26386,39,0.090069
1015,1,"greens_geo",2,0.005076,1425,433,154,376,0.30386,0.10807,0.26386,39,0.090069
1015,1,"mamuli_ena",3,0.007614,1425,433,154,376,0.30386,0.10807,0.26386,39,0.090069
1015,1,"patriots",8,0.020305,1425,433,154,376,0.30386,0.10807,0.26386,39,0.090069
1015,1,"strong_georgia",54,0.137056,1425,433,154,376,0.30386,0.10807,0.26386,39,0.090069
1016,1,"conservatives_geo",27,0.036585,2474,764,308,677,0.308812,0.124495,0.273646,26,0.034031
1016,1,"free_georgia",4,0.00542,2474,764,308,677,0.308812,0.124495,0.273646,26,0.034031
1016,1,"gd",559,0.757453,2474,764,308,677,0.308812,0.124495,0.273646,26,0.034031
1016,1,"georgia_party",1,0.001355,2474,764,308,677,0.308812,0.124495,0.273646,26,0.034031
1016,1,"girchi",51,0.069106,2474,764,308,677,0.308812,0.124495,0.273646,26,0.034031
1016,1,"greens_geo",11,0.014905,2474,764,308,677,0.308812,0.124495,0.273646,26,0.034031
1016,1,"mamuli_ena",8,0.01084,2474,764,308,677,0.308812,0.124495,0.273646,26,0.034031
1016,1,"patriots",5,0.006775,2474,764,308,677,0.308812,0.124495,0.273646,26,0.034031
1016,1,"strong_georgia",72,0.097561,2474,764,308,677,0.308812,0.124495,0.273646,26,0.034031
1017,1,"conservatives_geo",31,0.05124,2281,644,291,569,0.282332,0.127576,0.249452,39,0.060559
1017,1,"free_georgia",7,0.01157,2281,644,291,569,0.282332,0.127576,0.249452,39,0.060559
1017,1,"gd",430,0.710744,2281,644,291,569,0.282332,0.127576,0.249452,39,0.060559
1017,1,"girchi",56,0.092562,2281,644,291,569,0.282332,0.127576,0.249452,39,0.060559
1017,1,"greens_geo",8,0.013223,2281,644,291,569,0.282332,0.127576,0.249452,39,0.060559
1017,1,"mamuli_ena",2,0.003306,2281,644,291,569,0.282332,0.127576,0.249452,39,0.060559
1017,1,"patriots",7,0.01157,2281,644,291,569,0.282332,0.127576,0.249452,39,0.060559
1017,1,"strong_georgia",64,0.105785,2281,644,291,569,0.282332,0.127576,0.249452,39,0.060559
1018,1,"conservatives_geo",25,0.066138,1443,401,145,335,0.277893,0.100485,0.232155,23,0.057357
1018,1,"free_georgia",7,0.018519,1443,401,145,335,0.277893,0.100485,0.232155,23,0.057357
1018,1,"gd",260,0.687831,1443,401,145,335,0.277893,0.100485,0.232155,23,0.057357
1018,1,"georgia_party",1,0.002646,1443,401,145,335,0.277893,0.100485,0.232155,23,0.057357
1018,1,"girchi",35,0.092593,1443,401,145,335,0.277893,0.100485,0.232155,23,0.057357
1018,1,"greens_geo",10,0.026455,1443,401,145,335,0.277893,0.100485,0.232155,23,0.057357
1018,1,"mamuli_ena",2,0.005291,1443,401,145,335,0.277893,0.100485,0.232155,23,0.057357
1018,1,"patriots",6,0.015873,1443,401,145,335,0.277893,0.100485,0.232155,23,0.057357
1018,1,"strong_georgia",32,0.084656,1443,401,145,335,0.277893,0.100485,0.232155,23,0.057357
1019,1,"conservatives_geo",22,0.05641,1373,412,142,331,0.300073,0.103423,0.241078,22,0.053398
1019,1,"free_georgia",4,0.010256,1373,412,142,331,0.300073,0.103423,0.241078,22,0.053398
1019,1,"gd",272,0.697436,1373,412,142,331,0.300073,0.103423,0.241078,22,0.053398
1019,1,"georgia_party",1,0.002564,1373,412,142,331,0.300073,0.103423,0.241078,22,0.053398
1019,1,"girchi",30,0.076923,1373,412,142,331,0.300073,0.103423,0.241078,22,0.053398
1019,1,"greens_geo",1,0.002564,1373,412,142,331,0.300073,0.103423,0.241078,22,0.053398
1019,1,"mamuli_ena",4,0.010256,1373,412,142,331,0.300073,0.103423,0.241078,22,0.053398
1019,1,"patriots",7,0.017949,1373,412,142,331,0.300073,0.103423,0.241078,22,0.053398
1019,1,"strong_georgia",49,0.125641,1373,412,142,331,0.300073,0.103423,0.241078,22,0.053398
1020,1,"conservatives_geo",19,0.046455,1451,442,164,367,0.304618,0.113025,0.252929,33,0.074661
1020,1,"free_georgia",4,0.00978,1451,442,164,367,0.304618,0.113025,0.252929,33,0.074661
1020,1,"gd",296,0.723716,1451,442,164,367,0.304618,0.113025,0.252929,33,0.074661
1020,1,"georgia_party",3,0.007335,1451,442,164,367,0.304618,0.113025,0.252929,33,0.074661
1020,1,"girchi",32,0.07824,1451,442,164,367,0.304618,0.113025,0.252929,33,0.074661
1020,1,"greens_geo",2,0.00489,1451,442,164,367,0.304618,0.113025,0.252929,33,0.074661
1020,1,"mamuli_ena",3,0.007335,1451,442,164,367,0.304618,0.113025,0.252929,33,0.074661
1020,1,"patriots",10,0.02445,1451,442,164,367,0.304618,0.113025,0.252929,33,0.074661
1020,1,"strong_georgia",40,0.0978,1451,442,164,367,0.304618,0.113025,0.252929,33,0.074661
1021,1,"conservatives_geo",13,0.035616,1340,391,168,338,0.291791,0.125373,0.252239,26,0.066496
1021,1,"free_georgia",6,0.016438,1340,391,168,338,0.291791,0.125373,0.252239,26,0.066496
1021,1,"gd",262,0.717808,1340,391,168,338,0.291791,0.125373,0.252239,26,0.066496
1021,1,"georgia_party",1,0.00274,1340,391,168,338,0.291791,0.125373,0.252239,26,0.066496
1021,1,"girchi",27,0.073973,1340,391,168,338,0.291791,0.125373,0.252239,26,0.066496
1021,1,"greens_geo",2,0.005479,1340,391,168,338,0.291791,0.125373,0.252239,26,0.066496
1021,1,"mamuli_ena",3,0.008219,1340,391,168,338,0.291791,0.125373,0.252239,26,0.066496
1021,1,"patriots",1,0.00274,1340,391,168,338,0.291791,0.125373,0.252239,26,0.066496
1021,1,"strong_georgia",50,0.136986,1340,391,168,338,0.291791,0.125373,0.252239,26,0.066496
1022,1,"conservatives_geo",13,0.028322,1507,484,152,412,0.321168,0.100863,0.273391,25,0.051653
1022,1,"free_georgia",3,0.006536,1507,484,152,412,0.321168,0.100863,0.273391,25,0.051653
1022,1,"gd",335,0.729847,1507,484,152,412,0.321168,0.100863,0.273391,25,0.051653
1022,1,"georgia_party",1,0.002179,1507,484,152,412,0.321168,0.100863,0.273391,25,0.051653
1022,1,"girchi",39,0.084967,1507,484,152,412,0.321168,0.100863,0.273391,25,0.051653
1022,1,"greens_geo",5,0.010893,1507,484,152,412,0.321168,0.100863,0.273391,25,0.051653
1022,1,"mamuli_ena",3,0.006536,1507,484,152,412,0.321168,0.100863,0.273391,25,0.051653
1022,1,"patriots",5,0.010893,1507,484,152,412,0.321168,0.100863,0.273391,25,0.051653
1022,1,"strong_georgia",55,0.119826,1507,484,152,412,0.321168,0.100863,0.273391,25,0.051653
1023,1,"conservatives_geo",16,0.023669,2247,730,278,628,0.324878,0.123721,0.279484,54,0.073973
1023,1,"free_georgia",9,0.013314,2247,730,278,628,0.324878,0.123721,0.279484,54,0.073973
1023,1,"gd",492,0.727811,2247,730,278,628,0.324878,0.123721,0.279484,54,0.073973
1023,1,"girchi",68,0.100592,2247,730,278,628,0.324878,0.123721,0.279484,54,0.073973
1023,1,"greens_geo",8,0.011834,2247,730,278,628,0.324878,0.123721,0.279484,54,0.073973
1023,1,"mamuli_ena",4,0.005917,2247,730,278,628,0.324878,0.123721,0.279484,54,0.073973
1023,1,"patriots",4,0.005917,2247,730,278,628,0.324878,0.123721,0.279484,54,0.073973
1023,1,"strong_georgia",75,0.110947,2247,730,278,628,0.324878,0.123721,0.279484,54,0.073973
1024,1,"conservatives_geo",21,0.033228,2314,679,279,582,0.293431,0.12057,0.251513,47,0.069219
1024,1,"free_georgia",11,0.017405,2314,679,279,582,0.293431,0.12057,0.251513,47,0.069219
1024,1,"gd",458,0.724684,2314,679,279,582,0.293431,0.12057,0.251513,47,0.069219
1024,1,"georgia_party",4,0.006329,2314,679,279,582,0.293431,0.12057,0.251513,47,0.069219
1024,1,"girchi",43,0.068038,2314,679,279,582,0.293431,0.12057,0.251513,47,0.069219
1024,1,"greens_geo",7,0.011076,2314,679,279,582,0.293431,0.12057,0.251513,47,0.069219
1024,1,"mamuli_ena",6,0.009494,2314,679,279,582,0.293431,0.12057,0.251513,47,0.069219
1024,1,"patriots",9,0.014241,2314,679,279,582,0.293431,0.12057,0.251513,47,0.069219
1024,1,"strong_georgia",73,0.115506,2314,679,279,582,0.293431,0.12057,0.251513,47,0.069219
1025,1,"conservatives_geo",14,0.029787,1696,497,170,403,0.293042,0.100236,0.237618,27,0.054326
1025,1,"free_georgia",7,0.014894,1696,497,170,403,0.293042,0.100236,0.237618,27,0.054326
1025,1,"gd",353,0.751064,1696,497,170,403,0.293042,0.100236,0.237618,27,0.054326
1025,1,"girchi",35,0.074468,1696,497,170,403,0.293042,0.100236,0.237618,27,0.054326
1025,1,"greens_geo",4,0.008511,1696,497,170,403,0.293042,0.100236,0.237618,27,0.054326
1025,1,"mamuli_ena",2,0.004255,1696,497,170,403,0.293042,0.100236,0.237618,27,0.054326
1025,1,"patriots",6,0.012766,1696,497,170,403,0.293042,0.100236,0.237618,27,0.054326
1025,1,"strong_georgia",49,0.104255,1696,497,170,403,0.293042,0.100236,0.237618,27,0.054326
1026,1,"conservatives_geo",17,0.039171,1366,457,168,382,0.334553,0.122987,0.279649,23,0.050328
1026,1,"free_georgia",5,0.011521,1366,457,168,382,0.334553,0.122987,0.279649,23,0.050328
1026,1,"gd",304,0.700461,1366,457,168,382,0.334553,0.122987,0.279649,23,0.050328
1026,1,"girchi",44,0.101382,1366,457,168,382,0.334553,0.122987,0.279649,23,0.050328
1026,1,"greens_geo",4,0.009217,1366,457,168,382,0.334553,0.122987,0.279649,23,0.050328
1026,1,"mamuli_ena",4,0.009217,1366,457,168,382,0.334553,0.122987,0.279649,23,0.050328
1026,1,"patriots",4,0.009217,1366,457,168,382,0.334553,0.122987,0.279649,23,0.050328
1026,1,"strong_georgia",52,0.119816,1366,457,168,382,0.334553,0.122987,0.279649,23,0.050328
1027,1,"conservatives_geo",18,0.045455,1331,416,158,346,0.312547,0.118708,0.259955,20,0.048077
1027,1,"free_georgia",2,0.005051,1331,416,158,346,0.312547,0.118708,0.259955,20,0.048077
1027,1,"gd",290,0.732323,1331,416,158,346,0.312547,0.118708,0.259955,20,0.048077
1027,1,"georgia_party",2,0.005051,1331,416,158,346,0.312547,0.118708,0.259955,20,0.048077
1027,1,"girchi",38,0.09596,1331,416,158,346,0.312547,0.118708,0.259955,20,0.048077
1027,1,"greens_geo",4,0.010101,1331,416,158,346,0.312547,0.118708,0.259955,20,0.048077
1027,1,"mamuli_ena",4,0.010101,1331,416,158,346,0.312547,0.118708,0.259955,20,0.048077
1027,1,"patriots",4,0.010101,1331,416,158,346,0.312547,0.118708,0.259955,20,0.048077
1027,1,"strong_georgia",34,0.085859,1331,416,158,346,0.312547,0.118708,0.259955,20,0.048077
1028,1,"conservatives_geo",13,0.030516,1447,444,182,378,0.306842,0.125777,0.26123,18,0.040541
1028,1,"free_georgia",6,0.014085,1447,444,182,378,0.306842,0.125777,0.26123,18,0.040541
1028,1,"gd",314,0.737089,1447,444,182,378,0.306842,0.125777,0.26123,18,0.040541
1028,1,"georgia_party",3,0.007042,1447,444,182,378,0.306842,0.125777,0.26123,18,0.040541
1028,1,"girchi",35,0.08216,1447,444,182,378,0.306842,0.125777,0.26123,18,0.040541
1028,1,"greens_geo",4,0.00939,1447,444,182,378,0.306842,0.125777,0.26123,18,0.040541
1028,1,"mamuli_ena",2,0.004695,1447,444,182,378,0.306842,0.125777,0.26123,18,0.040541
1028,1,"patriots",3,0.007042,1447,444,182,378,0.306842,0.125777,0.26123,18,0.040541
1028,1,"strong_georgia",46,0.107981,1447,444,182,378,0.306842,0.125777,0.26123,18,0.040541
1029,1,"conservatives_geo",35,0.052632,1855,721,309,590,0.388679,0.166577,0.318059,56,0.07767
1029,1,"free_georgia",14,0.021053,1855,721,309,590,0.388679,0.166577,0.318059,56,0.07767
1029,1,"gd",474,0.712782,1855,721,309,590,0.388679,0.166577,0.318059,56,0.07767
1029,1,"georgia_party",8,0.01203,1855,721,309,590,0.388679,0.166577,0.318059,56,0.07767
1029,1,"girchi",46,0.069173,1855,721,309,590,0.388679,0.166577,0.318059,56,0.07767
1029,1,"greens_geo",3,0.004511,1855,721,309,590,0.388679,0.166577,0.318059,56,0.07767
1029,1,"mamuli_ena",9,0.013534,1855,721,309,590,0.388679,0.166577,0.318059,56,0.07767
1029,1,"patriots",5,0.007519,1855,721,309,590,0.388679,0.166577,0.318059,56,0.07767
1029,1,"strong_georgia",71,0.106767,1855,721,309,590,0.388679,0.166577,0.318059,56,0.07767
1030,1,"conservatives_geo",15,0.034325,1237,491,220,422,0.396928,0.17785,0.341148,54,0.10998
1030,1,"free_georgia",5,0.011442,1237,491,220,422,0.396928,0.17785,0.341148,54,0.10998
1030,1,"gd",338,0.773455,1237,491,220,422,0.396928,0.17785,0.341148,54,0.10998
1030,1,"georgia_party",3,0.006865,1237,491,220,422,0.396928,0.17785,0.341148,54,0.10998
1030,1,"girchi",12,0.02746,1237,491,220,422,0.396928,0.17785,0.341148,54,0.10998
1030,1,"greens_geo",1,0.002288,1237,491,220,422,0.396928,0.17785,0.341148,54,0.10998
1030,1,"mamuli_ena",3,0.006865,1237,491,220,422,0.396928,0.17785,0.341148,54,0.10998
1030,1,"patriots",6,0.01373,1237,491,220,422,0.396928,0.17785,0.341148,54,0.10998
1030,1,"strong_georgia",54,0.12357,1237,491,220,422,0.396928,0.17785,0.341148,54,0.10998
1031,1,"conservatives_geo",11,0.016517,1462,722,274,578,0.493844,0.187415,0.395349,56,0.077562
1031,1,"free_georgia",6,0.009009,1462,722,274,578,0.493844,0.187415,0.395349,56,0.077562
1031,1,"gd",558,0.837838,1462,722,274,578,0.493844,0.187415,0.395349,56,0.077562
1031,1,"georgia_party",2,0.003003,1462,722,274,578,0.493844,0.187415,0.395349,56,0.077562
1031,1,"girchi",29,0.043544,1462,722,274,578,0.493844,0.187415,0.395349,56,0.077562
1031,1,"mamuli_ena",5,0.007508,1462,722,274,578,0.493844,0.187415,0.395349,56,0.077562
1031,1,"patriots",4,0.006006,1462,722,274,578,0.493844,0.187415,0.395349,56,0.077562
1031,1,"strong_georgia",51,0.076577,1462,722,274,578,0.493844,0.187415,0.395349,56,0.077562
1032,1,"conservatives_geo",11,0.012835,1804,913,373,778,0.506098,0.206763,0.431264,56,0.061336
1032,1,"free_georgia",12,0.014002,1804,913,373,778,0.506098,0.206763,0.431264,56,0.061336
1032,1,"gd",729,0.850642,1804,913,373,778,0.506098,0.206763,0.431264,56,0.061336
1032,1,"georgia_party",2,0.002334,1804,913,373,778,0.506098,0.206763,0.431264,56,0.061336
1032,1,"girchi",31,0.036173,1804,913,373,778,0.506098,0.206763,0.431264,56,0.061336
1032,1,"greens_geo",2,0.002334,1804,913,373,778,0.506098,0.206763,0.431264,56,0.061336
1032,1,"mamuli_ena",5,0.005834,1804,913,373,778,0.506098,0.206763,0.431264,56,0.061336
1032,1,"patriots",6,0.007001,1804,913,373,778,0.506098,0.206763,0.431264,56,0.061336
1032,1,"strong_georgia",59,0.068845,1804,913,373,778,0.506098,0.206763,0.431264,56,0.061336
1033,1,"conservatives_geo",11,0.021401,1365,591,269,522,0.432967,0.19707,0.382418,77,0.130288
