"district_id","party_id","name_ka","round","votes","vote_share","registered","voted","voted_noon","voted_5pm","main_list","special_list","turnout_pct","noon_pct","five_pct","invalid_ballots","invalid_pct"
"national","european_georgia","",1,347,0.091726,6817,3866,1380,3281,6798,19,0.567112,0.202435,0.481297,81,0.020952
"national","free_georgia_movement","",1,21,0.005551,6817,3866,1380,3281,6798,19,0.567112,0.202435,0.481297,81,0.020952
"national","gd","",1,3415,0.902723,6817,3866,1380,3281,6798,19,0.567112,0.202435,0.481297,81,0.020952
"150300","european_georgia","მალხაზი მელაშვილი",1,347,0.147096,4247,2414,867,2045,4229,18,0.568401,0.204144,0.481516,53,0.021955
"150300","free_georgia_movement","დავითი ბეგლარიშვილი",1,21,0.008902,4247,2414,867,2045,4229,18,0.568401,0.204144,0.481516,53,0.021955
"150300","gd","ომარი შველიძე",1,1991,0.844002,4247,2414,867,2045,4229,18,0.568401,0.204144,0.481516,53,0.021955
"380300","gd","ზურაბ ფეიქრიშვილი",1,875,1,1466,887,305,737,1466,0,0.605048,0.208049,0.502729,12,0.013529
"651100","gd","რობერტ კაკულია",1,549,1,1104,565,208,499,1103,1,0.511775,0.188406,0.451993,16,0.028319
