precinct_id,precinct_key,district_id,party_id,name_ka,votes,vote_share,registered,voted,voted_noon,voted_5pm,turnout_pct,noon_pct,five_pct,invalid_ballots,invalid_pct
72083045,72.83.45,72083045,unm,ქენან კახიძე,104,0.3881,901,281,0,0,0.3119,0,0,13,0.0463
72083045,72.83.45,72083045,gd,მერაბ კარანაძე,164,0.6119,901,281,0,0,0.3119,0,0,13,0.0463
72083046,72.83.46,72083046,unm,ქენან კახიძე,46,0.1862,546,256,0,0,0.4689,0,0,9,0.0352
72083046,72.83.46,72083046,gd,მერაბ კარანაძე,201,0.8138,546,256,0,0,0.4689,0,0,9,0.0352
73080001,73.80.1,73080001,unm,ნუგზარ ამაღლობელი,182,0.2813,1332,661,0,0,0.4962,0,0,14,0.0212
73080001,73.80.1,73080001,gd,ხვიჩა შარაშიძე,465,0.7187,1332,661,0,0,0.4962,0,0,14,0.0212
73080002,73.80.2,73080002,unm,ნუგზარ ამაღლობელი,152,0.3628,852,426,0,0,0.5,0,0,7,0.0164
73080002,73.80.2,73080002,gd,ხვიჩა შარაშიძე,267,0.6372,852,426,0,0,0.5,0,0,7,0.0164
73080003,73.80.3,73080003,unm,ნუგზარ ამაღლობელი,49,0.2552,302,196,0,0,0.649,0,0,4,0.0204
73080003,73.80.3,73080003,gd,ხვიჩა შარაშიძე,143,0.7448,302,196,0,0,0.649,0,0,4,0.0204
73080004,73.80.4,73080004,unm,ნუგზარ ამაღლობელი,70,0.2439,497,294,0,0,0.5915,0,0,7,0.0238
73080004,73.80.4,73080004,gd,ხვიჩა შარაშიძე,217,0.7561,497,294,0,0,0.5915,0,0,7,0.0238
73080005,73.80.5,73080005,unm,ნუგზარ ამაღლობელი,38,0.2303,285,168,0,0,0.5895,0,0,3,0.0179
73080005,73.80.5,73080005,gd,ხვიჩა შარაშიძე,127,0.7697,285,168,0,0,0.5895,0,0,3,0.0179
73080006,73.80.6,73080006,unm,ნუგზარ ამაღლობელი,66,0.3143,406,215,0,0,0.5296,0,0,5,0.0233
73080006,73.80.6,73080006,gd,ხვიჩა შარაშიძე,144,0.6857,406,215,0,0,0.5296,0,0,5,0.0233
73080007,73.80.7,73080007,unm,ნუგზარ ამაღლობელი,44,0.2514,338,180,0,0,0.5325,0,0,5,0.0278
73080007,73.80.7,73080007,gd,ხვიჩა შარაშიძე,131,0.7486,338,180,0,0,0.5325,0,0,5,0.0278
73080008,73.80.8,73080008,unm,ნუგზარ ამაღლობელი,62,0.328,325,191,0,0,0.5877,0,0,2,0.0105
73080008,73.80.8,73080008,gd,ხვიჩა შარაშიძე,127,0.672,325,191,0,0,0.5877,0,0,2,0.0105
73080009,73.80.9,73080009,unm,ნუგზარ ამაღლობელი,51,0.3592,301,144,0,0,0.4784,0,0,2,0.0139
73080009,73.80.9,73080009,gd,ხვიჩა შარაშიძე,91,0.6408,301,144,0,0,0.4784,0,0,2,0.0139
73080010,73.80.10,73080010,unm,ნუგზარ ამაღლობელი,105,0.3596,577,293,0,0,0.5078,0,0,1,0.0034
73080010,73.80.10,73080010,gd,ხვიჩა შარაშიძე,187,0.6404,577,293,0,0,0.5078,0,0,1,0.0034
73080011,73.80.11,73080011,unm,ნუგზარ ამაღლობელი,63,0.2972,362,218,0,0,0.6022,0,0,6,0.0275
73080011,73.80.11,73080011,gd,ხვიჩა შარაშიძე,149,0.7028,362,218,0,0,0.6022,0,0,6,0.0275
73080012,73.80.12,73080012,unm,ნუგზარ ამაღლობელი,62,0.2348,418,271,0,0,0.6483,0,0,7,0.0258
73080012,73.80.12,73080012,gd,ხვიჩა შარაშიძე,202,0.7652,418,271,0,0,0.6483,0,0,7,0.0258
73080013,73.80.13,73080013,unm,ნუგზარ ამაღლობელი,61,0.2607,454,240,0,0,0.5286,0,0,6,0.025
73080013,73.80.13,73080013,gd,ხვიჩა შარაშიძე,173,0.7393,454,240,0,0,0.5286,0,0,6,0.025
73080018,73.80.18,73080018,unm,ნუგზარ ამაღლობელი,145,0.2757,878,530,0,0,0.6036,0,0,4,0.0075
73080018,73.80.18,73080018,gd,ხვიჩა შარაშიძე,381,0.7243,878,530,0,0,0.6036,0,0,4,0.0075
73080019,73.80.19,73080019,unm,ნუგზარ ამაღლობელი,27,0.2177,194,126,0,0,0.6495,0,0,2,0.0159
73080019,73.80.19,73080019,gd,ხვიჩა შარაშიძე,97,0.7823,194,126,0,0,0.6495,0,0,2,0.0159
73080020,73.80.20,73080020,unm,ნუგზარ ამაღლობელი,85,0.2796,497,313,0,0,0.6298,0,0,9,0.0288
73080020,73.80.20,73080020,gd,ხვიჩა შარაშიძე,219,0.7204,497,313,0,0,0.6298,0,0,9,0.0288
73080021,73.80.21,73080021,unm,ნუგზარ ამაღლობელი,40,0.201,272,201,0,0,0.739,0,0,2,0.01
73080021,73.80.21,73080021,gd,ხვიჩა შარაშიძე,159,0.799,272,201,0,0,0.739,0,0,2,0.01
73080022,73.80.22,73080022,unm,ნუგზარ ამაღლობელი,42,0.168,495,257,0,0,0.5192,0,0,7,0.0272
73080022,73.80.22,73080022,gd,ხვიჩა შარაშიძე,208,0.832,495,257,0,0,0.5192,0,0,7,0.0272
73080023,73.80.23,73080023,unm,ნუგზარ ამაღლობელი,76,0.2946,445,261,0,0,0.5865,0,0,3,0.0115
73080023,73.80.23,73080023,gd,ხვიჩა შარაშიძე,182,0.7054,445,261,0,0,0.5865,0,0,3,0.0115
73080024,73.80.24,73080024,unm,ნუგზარ ამაღლობელი,34,0.2576,218,135,0,0,0.6193,0,0,3,0.0222
73080024,73.80.24,73080024,gd,ხვიჩა შარაშიძე,98,0.7424,218,135,0,0,0.6193,0,0,3,0.0222
73080025,73.80.25,73080025,unm,ნუგზარ ამაღლობელი,98,0.3488,527,282,0,0,0.5351,0,0,1,0.0035
73080025,73.80.25,73080025,gd,ხვიჩა შარაშიძე,183,0.6512,527,282,0,0,0.5351,0,0,1,0.0035
73080026,73.80.26,73080026,unm,ნუგზარ ამაღლობელი,46,0.1776,525,261,0,0,0.4971,0,0,2,0.0077
73080026,73.80.26,73080026,gd,ხვიჩა შარაშიძე,213,0.8224,525,261,0,0,0.4971,0,0,2,0.0077
