precinct_id,district_id,party_id,name_ka,votes,vote_share,registered,voted,voted_noon,voted_5pm,turnout_pct,noon_pct,five_pct,invalid_ballots,invalid_pct
1001,1001,european_georgia,შალვა შავგულიძე,18,0.0723,1377,271,88,230,0.1968,0.0639,0.167,22,0.0812
1001,1001,gd,ბექა ოდიშარია,231,0.9277,1377,271,88,230,0.1968,0.0639,0.167,22,0.0812
1002,1002,european_georgia,შალვა შავგულიძე,10,0.0422,1271,252,70,212,0.1983,0.0551,0.1668,15,0.0595
1002,1002,gd,ბექა ოდიშარია,227,0.9578,1271,252,70,212,0.1983,0.0551,0.1668,15,0.0595
1003,1003,european_georgia,შალვა შავგულიძე,19,0.0709,1486,287,80,208,0.1931,0.0538,0.14,19,0.0662
1003,1003,gd,ბექა ოდიშარია,249,0.9291,1486,287,80,208,0.1931,0.0538,0.14,19,0.0662
1004,1004,european_georgia,შალვა შავგულიძე,19,0.072,1201,281,101,236,0.234,0.0841,0.1965,17,0.0605
1004,1004,gd,ბექა ოდიშარია,245,0.928,1201,281,101,236,0.234,0.0841,0.1965,17,0.0605
1005,1005,european_georgia,შალვა შავგულიძე,19,0.0583,1630,353,93,264,0.2166,0.0571,0.162,27,0.0765
1005,1005,gd,ბექა ოდიშარია,307,0.9417,1630,353,93,264,0.2166,0.0571,0.162,27,0.0765
1006,1006,european_georgia,შალვა შავგულიძე,22,0.0764,1522,307,109,251,0.2017,0.0716,0.1649,19,0.0619
1006,1006,gd,ბექა ოდიშარია,266,0.9236,1522,307,109,251,0.2017,0.0716,0.1649,19,0.0619
1007,1007,european_georgia,შალვა შავგულიძე,13,0.0422,1427,333,112,271,0.2334,0.0785,0.1899,25,0.0751
1007,1007,gd,ბექა ოდიშარია,295,0.9578,1427,333,112,271,0.2334,0.0785,0.1899,25,0.0751
1008,1008,european_georgia,შალვა შავგულიძე,12,0.069,1128,191,64,163,0.1693,0.0567,0.1445,17,0.089
1008,1008,gd,ბექა ოდიშარია,162,0.931,1128,191,64,163,0.1693,0.0567,0.1445,17,0.089
1009,1009,european_georgia,შალვა შავგულიძე,26,0.0825,1586,339,100,270,0.2137,0.0631,0.1702,24,0.0708
1009,1009,gd,ბექა ოდიშარია,289,0.9175,1586,339,100,270,0.2137,0.0631,0.1702,24,0.0708
1010,1010,european_georgia,შალვა შავგულიძე,29,0.0921,1532,327,110,270,0.2134,0.0718,0.1762,12,0.0367
1010,1010,gd,ბექა ოდიშარია,286,0.9079,1532,327,110,270,0.2134,0.0718,0.1762,12,0.0367
1011,1011,european_georgia,შალვა შავგულიძე,27,0.0957,1540,297,100,217,0.1929,0.0649,0.1409,15,0.0505
1011,1011,gd,ბექა ოდიშარია,255,0.9043,1540,297,100,217,0.1929,0.0649,0.1409,15,0.0505
1012,1012,european_georgia,შალვა შავგულიძე,17,0.0493,1521,359,94,258,0.236,0.0618,0.1696,14,0.039
1012,1012,gd,ბექა ოდიშარია,328,0.9507,1521,359,94,258,0.236,0.0618,0.1696,14,0.039
1013,1013,european_georgia,შალვა შავგულიძე,21,0.0619,1283,347,91,290,0.2705,0.0709,0.226,8,0.0231
1013,1013,gd,ბექა ოდიშარია,318,0.9381,1283,347,91,290,0.2705,0.0709,0.226,8,0.0231
1014,1014,european_georgia,შალვა შავგულიძე,15,0.0554,1216,287,82,203,0.236,0.0674,0.1669,16,0.0557
1014,1014,gd,ბექა ოდიშარია,256,0.9446,1216,287,82,203,0.236,0.0674,0.1669,16,0.0557
1015,1015,european_georgia,შალვა შავგულიძე,25,0.074,1404,360,55,285,0.2564,0.0392,0.203,22,0.0611
1015,1015,gd,ბექა ოდიშარია,313,0.926,1404,360,55,285,0.2564,0.0392,0.203,22,0.0611
1016,1016,european_georgia,შალვა შავგულიძე,22,0.0837,1488,277,73,200,0.1862,0.0491,0.1344,14,0.0505
1016,1016,gd,ბექა ოდიშარია,241,0.9163,1488,277,73,200,0.1862,0.0491,0.1344,14,0.0505
1017,1017,european_georgia,შალვა შავგულიძე,14,0.0745,1018,194,65,150,0.1906,0.0639,0.1473,6,0.0309
1017,1017,gd,ბექა ოდიშარია,174,0.9255,1018,194,65,150,0.1906,0.0639,0.1473,6,0.0309
1018,1018,european_georgia,შალვა შავგულიძე,17,0.0746,1083,238,55,185,0.2198,0.0508,0.1708,10,0.042
1018,1018,gd,ბექა ოდიშარია,211,0.9254,1083,238,55,185,0.2198,0.0508,0.1708,10,0.042
1019,1019,european_georgia,შალვა შავგულიძე,18,0.0647,1495,295,69,247,0.1973,0.0462,0.1652,17,0.0576
1019,1019,gd,ბექა ოდიშარია,260,0.9353,1495,295,69,247,0.1973,0.0462,0.1652,17,0.0576
1020,1020,european_georgia,შალვა შავგულიძე,18,0.0677,1365,282,95,228,0.2066,0.0696,0.167,16,0.0567
1020,1020,gd,ბექა ოდიშარია,248,0.9323,1365,282,95,228,0.2066,0.0696,0.167,16,0.0567
1021,1021,european_georgia,შალვა შავგულიძე,20,0.0775,1516,277,104,236,0.1827,0.0686,0.1557,19,0.0686
1021,1021,gd,ბექა ოდიშარია,238,0.9225,1516,277,104,236,0.1827,0.0686,0.1557,19,0.0686
1022,1022,european_georgia,შალვა შავგულიძე,27,0.0839,1590,340,91,288,0.2138,0.0572,0.1811,18,0.0529
1022,1022,gd,ბექა ოდიშარია,295,0.9161,1590,340,91,288,0.2138,0.0572,0.1811,18,0.0529
1023,1023,european_georgia,შალვა შავგულიძე,16,0.053,1418,318,94,260,0.2243,0.0663,0.1834,16,0.0503
1023,1023,gd,ბექა ოდიშარია,286,0.947,1418,318,94,260,0.2243,0.0663,0.1834,16,0.0503
1024,1024,european_georgia,შალვა შავგულიძე,25,0.0737,1477,349,104,255,0.2363,0.0704,0.1726,10,0.0287
1024,1024,gd,ბექა ოდიშარია,314,0.9263,1477,349,104,255,0.2363,0.0704,0.1726,10,0.0287
1025,1025,european_georgia,შალვა შავგულიძე,18,0.0853,1192,222,73,192,0.1862,0.0612,0.1611,11,0.0495
1025,1025,gd,ბექა ოდიშარია,193,0.9147,1192,222,73,192,0.1862,0.0612,0.1611,11,0.0495
1026,1026,european_georgia,შალვა შავგულიძე,24,0.0777,1613,328,86,268,0.2033,0.0533,0.1662,19,0.0579
1026,1026,gd,ბექა ოდიშარია,285,0.9223,1613,328,86,268,0.2033,0.0533,0.1662,19,0.0579
1027,1027,european_georgia,შალვა შავგულიძე,16,0.0468,1603,362,102,279,0.2258,0.0636,0.174,20,0.0552
1027,1027,gd,ბექა ოდიშარია,326,0.9532,1603,362,102,279,0.2258,0.0636,0.174,20,0.0552
1028,1028,european_georgia,შალვა შავგულიძე,21,0.0689,1389,322,100,270,0.2318,0.072,0.1944,17,0.0528
1028,1028,gd,ბექა ოდიშარია,284,0.9311,1389,322,100,270,0.2318,0.072,0.1944,17,0.0528
1029,1029,european_georgia,შალვა შავგულიძე,6,0.0208,1474,302,95,225,0.2049,0.0645,0.1526,13,0.043
1029,1029,gd,ბექა ოდიშარია,283,0.9792,1474,302,95,225,0.2049,0.0645,0.1526,13,0.043
1030,1030,european_georgia,შალვა შავგულიძე,12,0.0462,1359,268,78,217,0.1972,0.0574,0.1597,8,0.0299
1030,1030,gd,ბექა ოდიშარია,248,0.9538,1359,268,78,217,0.1972,0.0574,0.1597,8,0.0299
1031,1031,european_georgia,შალვა შავგულიძე,16,0.0576,1545,289,74,218,0.1871,0.0479,0.1411,11,0.0381
1031,1031,gd,ბექა ოდიშარია,262,0.9424,1545,289,74,218,0.1871,0.0479,0.1411,11,0.0381
1032,1032,european_georgia,შალვა შავგულიძე,35,0.1259,878,296,86,241,0.3371,0.0979,0.2745,18,0.0608
1032,1032,gd,ბექა ოდიშარია,243,0.8741,878,296,86,241,0.3371,0.0979,0.2745,18,0.0608
1033,1033,european_georgia,შალვა შავგულიძე,22,0.0884,1383,261,76,218,0.1887,0.055,0.1576,12,0.046
1033,1033,gd,ბექა ოდიშარია,227,0.9116,1383,261,76,218,0.1887,0.055,0.1576,12,0.046
1034,1034,european_georgia,შალვა შავგულიძე,32,0.1379,869,250,78,225,0.2877,0.0898,0.2589,18,0.072
1034,1034,gd,ბექა ოდიშარია,200,0.8621,869,250,78,225,0.2877,0.0898,0.2589,18,0.072
1035,1035,european_georgia,შალვა შავგულიძე,37,0.0951,1339,415,137,347,0.3099,0.1023,0.2591,26,0.0627
1035,1035,gd,ბექა ოდიშარია,352,0.9049,1339,415,137,347,0.3099,0.1023,0.2591,26,0.0627
1036,1036,european_georgia,შალვა შავგულიძე,9,0.125,323,74,11,54,0.2291,0.0341,0.1672,2,0.027
1036,1036,gd,ბექა ოდიშარია,63,0.875,323,74,11,54,0.2291,0.0341,0.1672,2,0.027
1037,1037,european_georgia,შალვა შავგულიძე,34,0.0914,864,382,102,269,0.4421,0.1181,0.3113,10,0.0262
1037,1037,gd,ბექა ოდიშარია,338,0.9086,864,382,102,269,0.4421,0.1181,0.3113,10,0.0262
1038,1038,european_georgia,შალვა შავგულიძე,16,0.0658,1086,248,75,190,0.2284,0.0691,0.175,5,0.0202
1038,1038,gd,ბექა ოდიშარია,227,0.9342,1086,248,75,190,0.2284,0.0691,0.175,5,0.0202
1039,1039,european_georgia,შალვა შავგულიძე,46,0.0734,1380,644,175,478,0.4667,0.1268,0.3464,15,0.0233
1039,1039,gd,ბექა ოდიშარია,581,0.9266,1380,644,175,478,0.4667,0.1268,0.3464,15,0.0233
1040,1040,european_georgia,შალვა შავგულიძე,30,0.0779,863,391,125,319,0.4531,0.1448,0.3696,6,0.0153
1040,1040,gd,ბექა ოდიშარია,355,0.9221,863,391,125,319,0.4531,0.1448,0.3696,6,0.0153
1041,1041,gd,ბექა ოდიშარია,10,1,10,10,10,10,1,1,1,0,0
1042,1042,european_georgia,შალვა შავგულიძე,1,0.1,14,12,12,12,0.8571,0.8571,0.8571,2,0.1667
1042,1042,gd,ბექა ოდიშარია,9,0.9,14,12,12,12,0.8571,0.8571,0.8571,2,0.1667
1043,1043,european_georgia,შალვა შავგულიძე,2,0.1667,14,13,13,13,0.9286,0.9286,0.9286,1,0.0769
