"precinct_id","precinct_key","district_id","raw_district_id","precinct_number","party_id","name_ka","votes","vote_share","registered","voted","voted_noon","voted_5pm","turnout_pct","noon_pct","five_pct","invalid_ballots","invalid_pct"
67073,"672700.67.73","672700",67,73,"zugdidi_2018_2","გოდერძი კუკავა",122,0.301235,977,410,153,323,0.419652,0.156602,0.330604,5,0.012195
67073,"672700.67.73","672700",67,73,"zugdidi_2018_32","ბაჩუკი ნარუშვილი",5,0.012346,977,410,153,323,0.419652,0.156602,0.330604,5,0.012195
67073,"672700.67.73","672700",67,73,"zugdidi_2018_41","თენგიზ ალმასია",278,0.68642,977,410,153,323,0.419652,0.156602,0.330604,5,0.012195
67074,"672700.67.74","672700",67,74,"zugdidi_2018_2","გოდერძი კუკავა",198,0.425806,830,470,182,385,0.566265,0.219277,0.463855,5,0.010638
67074,"672700.67.74","672700",67,74,"zugdidi_2018_32","ბაჩუკი ნარუშვილი",11,0.023656,830,470,182,385,0.566265,0.219277,0.463855,5,0.010638
67074,"672700.67.74","672700",67,74,"zugdidi_2018_41","თენგიზ ალმასია",256,0.550538,830,470,182,385,0.566265,0.219277,0.463855,5,0.010638
67103,"672700.67.103","672700",67,103,"zugdidi_2018_2","გოდერძი კუკავა",122,0.271715,1018,457,153,357,0.448919,0.150295,0.350688,8,0.017505
67103,"672700.67.103","672700",67,103,"zugdidi_2018_32","ბაჩუკი ნარუშვილი",21,0.046771,1018,457,153,357,0.448919,0.150295,0.350688,8,0.017505
67103,"672700.67.103","672700",67,103,"zugdidi_2018_41","თენგიზ ალმასია",306,0.681514,1018,457,153,357,0.448919,0.150295,0.350688,8,0.017505
