precinct_id,district_id,electoral_district_id,district_name_ka,precinct_number,party_id,name_ka,votes,vote_share,registered,voted,voted_noon,voted_5pm,turnout_pct,noon_pct,five_pct,invalid_ballots,invalid_pct
1004,1004,1,მთაწმინდის,4,unm,არჩილ გეგენავა,228,0.2934,1190,800,369,744,0.6723,0.3101,0.6252,23,0.0288
1004,1004,1,მთაწმინდის,4,workers_socialist,ტიტიკო ლეფსაია,4,0.0051,1190,800,369,744,0.6723,0.3101,0.6252,23,0.0288
1004,1004,1,მთაწმინდის,4,labour,პაატა ჩოხელი,18,0.0232,1190,800,369,744,0.6723,0.3101,0.6252,23,0.0288
1004,1004,1,მთაწმინდის,4,gd,ზაზა პაპუაშვილი,527,0.6782,1190,800,369,744,0.6723,0.3101,0.6252,23,0.0288
1005,1005,1,მთაწმინდის,5,unm,არჩილ გეგენავა,326,0.3165,1509,1064,421,956,0.7051,0.279,0.6335,32,0.0301
1005,1005,1,მთაწმინდის,5,workers_socialist,ტიტიკო ლეფსაია,5,0.0049,1509,1064,421,956,0.7051,0.279,0.6335,32,0.0301
1005,1005,1,მთაწმინდის,5,labour,პაატა ჩოხელი,13,0.0126,1509,1064,421,956,0.7051,0.279,0.6335,32,0.0301
1005,1005,1,მთაწმინდის,5,gd,ზაზა პაპუაშვილი,686,0.666,1509,1064,421,956,0.7051,0.279,0.6335,32,0.0301
1006,1006,1,მთაწმინდის,6,unm,არჩილ გეგენავა,257,0.2666,1501,995,385,883,0.6629,0.2565,0.5883,31,0.0312
1006,1006,1,მთაწმინდის,6,workers_socialist,ტიტიკო ლეფსაია,2,0.0021,1501,995,385,883,0.6629,0.2565,0.5883,31,0.0312
1006,1006,1,მთაწმინდის,6,labour,პაატა ჩოხელი,14,0.0145,1501,995,385,883,0.6629,0.2565,0.5883,31,0.0312
1006,1006,1,მთაწმინდის,6,gd,ზაზა პაპუაშვილი,691,0.7168,1501,995,385,883,0.6629,0.2565,0.5883,31,0.0312
1007,1007,1,მთაწმინდის,7,unm,არჩილ გეგენავა,1300,0.6118,2838,2190,753,1861,0.7717,0.2653,0.6557,65,0.0297
1007,1007,1,მთაწმინდის,7,workers_socialist,ტიტიკო ლეფსაია,8,0.0038,2838,2190,753,1861,0.7717,0.2653,0.6557,65,0.0297
1007,1007,1,მთაწმინდის,7,labour,პაატა ჩოხელი,22,0.0104,2838,2190,753,1861,0.7717,0.2653,0.6557,65,0.0297
1007,1007,1,მთაწმინდის,7,gd,ზაზა პაპუაშვილი,795,0.3741,2838,2190,753,1861,0.7717,0.2653,0.6557,65,0.0297
1008,1008,1,მთაწმინდის,8,unm,არჩილ გეგენავა,1012,0.5929,1163,1792,695,1586,1.5408,0.5976,1.3637,77,0.043
1008,1008,1,მთაწმინდის,8,workers_socialist,ტიტიკო ლეფსაია,0,0,1163,1792,695,1586,1.5408,0.5976,1.3637,77,0.043
1008,1008,1,მთაწმინდის,8,labour,პაატა ჩოხელი,25,0.0146,1163,1792,695,1586,1.5408,0.5976,1.3637,77,0.043
1008,1008,1,მთაწმინდის,8,gd,ზაზა პაპუაშვილი,670,0.3925,1163,1792,695,1586,1.5408,0.5976,1.3637,77,0.043
1009,1009,1,მთაწმინდის,9,unm,არჩილ გეგენავა,316,0.342,1406,957,413,840,0.6807,0.2937,0.5974,32,0.0334
1009,1009,1,მთაწმინდის,9,workers_socialist,ტიტიკო ლეფსაია,0,0,1406,957,413,840,0.6807,0.2937,0.5974,32,0.0334
1009,1009,1,მთაწმინდის,9,labour,პაატა ჩოხელი,10,0.0108,1406,957,413,840,0.6807,0.2937,0.5974,32,0.0334
1009,1009,1,მთაწმინდის,9,gd,ზაზა პაპუაშვილი,598,0.6472,1406,957,413,840,0.6807,0.2937,0.5974,32,0.0334
1010,1010,1,მთაწმინდის,10,unm,არჩილ გეგენავა,320,0.3068,1601,1069,338,900,0.6677,0.2111,0.5621,26,0.0243
1010,1010,1,მთაწმინდის,10,workers_socialist,ტიტიკო ლეფსაია,1,0.001,1601,1069,338,900,0.6677,0.2111,0.5621,26,0.0243
1010,1010,1,მთაწმინდის,10,labour,პაატა ჩოხელი,16,0.0153,1601,1069,338,900,0.6677,0.2111,0.5621,26,0.0243
1010,1010,1,მთაწმინდის,10,gd,ზაზა პაპუაშვილი,706,0.6769,1601,1069,338,900,0.6677,0.2111,0.5621,26,0.0243
1011,1011,1,მთაწმინდის,11,unm,არჩილ გეგენავა,346,0.328,1629,1072,422,947,0.6581,0.2591,0.5813,16,0.0149
1011,1011,1,მთაწმინდის,11,workers_socialist,ტიტიკო ლეფსაია,4,0.0038,1629,1072,422,947,0.6581,0.2591,0.5813,16,0.0149
1011,1011,1,მთაწმინდის,11,labour,პაატა ჩოხელი,9,0.0085,1629,1072,422,947,0.6581,0.2591,0.5813,16,0.0149
1011,1011,1,მთაწმინდის,11,gd,ზაზა პაპუაშვილი,696,0.6597,1629,1072,422,947,0.6581,0.2591,0.5813,16,0.0149
1012,1012,1,მთაწმინდის,12,unm,არჩილ გეგენავა,336,0.317,1569,1098,376,939,0.6998,0.2396,0.5985,24,0.0219
1012,1012,1,მთაწმინდის,12,workers_socialist,ტიტიკო ლეფსაია,8,0.0075,1569,1098,376,939,0.6998,0.2396,0.5985,24,0.0219
1012,1012,1,მთაწმინდის,12,labour,პაატა ჩოხელი,16,0.0151,1569,1098,376,939,0.6998,0.2396,0.5985,24,0.0219
1012,1012,1,მთაწმინდის,12,gd,ზაზა პაპუაშვილი,700,0.6604,1569,1098,376,939,0.6998,0.2396,0.5985,24,0.0219
1013,1013,1,მთაწმინდის,13,unm,არჩილ გეგენავა,217,0.2686,1331,829,345,740,0.6228,0.2592,0.556,21,0.0253
1013,1013,1,მთაწმინდის,13,workers_socialist,ტიტიკო ლეფსაია,3,0.0037,1331,829,345,740,0.6228,0.2592,0.556,21,0.0253
1013,1013,1,მთაწმინდის,13,labour,პაატა ჩოხელი,8,0.0099,1331,829,345,740,0.6228,0.2592,0.556,21,0.0253
1013,1013,1,მთაწმინდის,13,gd,ზაზა პაპუაშვილი,580,0.7178,1331,829,345,740,0.6228,0.2592,0.556,21,0.0253
1014,1014,1,მთაწმინდის,14,unm,არჩილ გეგენავა,286,0.3393,1292,863,335,745,0.668,0.2593,0.5766,15,0.0174
1014,1014,1,მთაწმინდის,14,workers_socialist,ტიტიკო ლეფსაია,6,0.0071,1292,863,335,745,0.668,0.2593,0.5766,15,0.0174
1014,1014,1,მთაწმინდის,14,labour,პაატა ჩოხელი,11,0.013,1292,863,335,745,0.668,0.2593,0.5766,15,0.0174
1014,1014,1,მთაწმინდის,14,gd,ზაზა პაპუაშვილი,540,0.6406,1292,863,335,745,0.668,0.2593,0.5766,15,0.0174
1015,1015,1,მთაწმინდის,15,unm,არჩილ გეგენავა,304,0.3455,1322,910,324,794,0.6884,0.2451,0.6006,29,0.0319
1015,1015,1,მთაწმინდის,15,workers_socialist,ტიტიკო ლეფსაია,4,0.0045,1322,910,324,794,0.6884,0.2451,0.6006,29,0.0319
1015,1015,1,მთაწმინდის,15,labour,პაატა ჩოხელი,12,0.0136,1322,910,324,794,0.6884,0.2451,0.6006,29,0.0319
1015,1015,1,მთაწმინდის,15,gd,ზაზა პაპუაშვილი,560,0.6364,1322,910,324,794,0.6884,0.2451,0.6006,29,0.0319
1016,1016,1,მთაწმინდის,16,unm,არჩილ გეგენავა,369,0.3511,1585,1081,431,944,0.682,0.2719,0.5956,28,0.0259
1016,1016,1,მთაწმინდის,16,workers_socialist,ტიტიკო ლეფსაია,5,0.0048,1585,1081,431,944,0.682,0.2719,0.5956,28,0.0259
1016,1016,1,მთაწმინდის,16,labour,პაატა ჩოხელი,9,0.0086,1585,1081,431,944,0.682,0.2719,0.5956,28,0.0259
1016,1016,1,მთაწმინდის,16,gd,ზაზა პაპუაშვილი,668,0.6356,1585,1081,431,944,0.682,0.2719,0.5956,28,0.0259
1017,1017,1,მთაწმინდის,17,unm,არჩილ გეგენავა,186,0.2692,1133,716,314,625,0.632,0.2771,0.5516,25,0.0349
1017,1017,1,მთაწმინდის,17,workers_socialist,ტიტიკო ლეფსაია,2,0.0029,1133,716,314,625,0.632,0.2771,0.5516,25,0.0349
1017,1017,1,მთაწმინდის,17,labour,პაატა ჩოხელი,12,0.0174,1133,716,314,625,0.632,0.2771,0.5516,25,0.0349
1017,1017,1,მთაწმინდის,17,gd,ზაზა პაპუაშვილი,491,0.7106,1133,716,314,625,0.632,0.2771,0.5516,25,0.0349
1018,1018,1,მთაწმინდის,18,unm,არჩილ გეგენავა,199,0.2668,1124,770,377,707,0.6851,0.3354,0.629,24,0.0312
1018,1018,1,მთაწმინდის,18,workers_socialist,ტიტიკო ლეფსაია,2,0.0027,1124,770,377,707,0.6851,0.3354,0.629,24,0.0312
1018,1018,1,მთაწმინდის,18,labour,პაატა ჩოხელი,4,0.0054,1124,770,377,707,0.6851,0.3354,0.629,24,0.0312
1018,1018,1,მთაწმინდის,18,gd,ზაზა პაპუაშვილი,541,0.7252,1124,770,377,707,0.6851,0.3354,0.629,24,0.0312
1019,1019,1,მთაწმინდის,19,unm,არჩილ გეგენავა,310,0.2998,1528,1069,290,867,0.6996,0.1898,0.5674,33,0.0309
1019,1019,1,მთაწმინდის,19,workers_socialist,ტიტიკო ლეფსაია,5,0.0048,1528,1069,290,867,0.6996,0.1898,0.5674,33,0.0309
1019,1019,1,მთაწმინდის,19,labour,პაატა ჩოხელი,9,0.0087,1528,1069,290,867,0.6996,0.1898,0.5674,33,0.0309
1019,1019,1,მთაწმინდის,19,gd,ზაზა პაპუაშვილი,710,0.6867,1528,1069,290,867,0.6996,0.1898,0.5674,33,0.0309
1020,1020,1,მთაწმინდის,20,unm,არჩილ გეგენავა,350,0.3493,1463,1023,455,920,0.6992,0.311,0.6288,21,0.0205
1020,1020,1,მთაწმინდის,20,workers_socialist,ტიტიკო ლეფსაია,3,0.003,1463,1023,455,920,0.6992,0.311,0.6288,21,0.0205
1020,1020,1,მთაწმინდის,20,labour,პაატა ჩოხელი,12,0.012,1463,1023,455,920,0.6992,0.311,0.6288,21,0.0205
1020,1020,1,მთაწმინდის,20,gd,ზაზა პაპუაშვილი,637,0.6357,1463,1023,455,920,0.6992,0.311,0.6288,21,0.0205
1021,1021,1,მთაწმინდის,21,unm,არჩილ გეგენავა,300,0.3033,1465,1030,323,867,0.7031,0.2205,0.5918,41,0.0398
1021,1021,1,მთაწმინდის,21,workers_socialist,ტიტიკო ლეფსაია,1,0.001,1465,1030,323,867,0.7031,0.2205,0.5918,41,0.0398
1021,1021,1,მთაწმინდის,21,labour,პაატა ჩოხელი,13,0.0131,1465,1030,323,867,0.7031,0.2205,0.5918,41,0.0398
1021,1021,1,მთაწმინდის,21,gd,ზაზა პაპუაშვილი,675,0.6825,1465,1030,323,867,0.7031,0.2205,0.5918,41,0.0398
1022,1022,1,მთაწმინდის,22,unm,არჩილ გეგენავა,294,0.2692,1514,1116,418,1004,0.7371,0.2761,0.6631,24,0.0215
1022,1022,1,მთაწმინდის,22,workers_socialist,ტიტიკო ლეფსაია,0,0,1514,1116,418,1004,0.7371,0.2761,0.6631,24,0.0215
1022,1022,1,მთაწმინდის,22,labour,პაატა ჩოხელი,12,0.011,1514,1116,418,1004,0.7371,0.2761,0.6631,24,0.0215
1022,1022,1,მთაწმინდის,22,gd,ზაზა პაპუაშვილი,786,0.7198,1514,1116,418,1004,0.7371,0.2761,0.6631,24,0.0215
1023,1023,1,მთაწმინდის,23,unm,არჩილ გეგენავა,318,0.313,1410,1054,412,896,0.7475,0.2922,0.6355,38,0.0361
1023,1023,1,მთაწმინდის,23,workers_socialist,ტიტიკო ლეფსაია,5,0.0049,1410,1054,412,896,0.7475,0.2922,0.6355,38,0.0361
1023,1023,1,მთაწმინდის,23,labour,პაატა ჩოხელი,16,0.0157,1410,1054,412,896,0.7475,0.2922,0.6355,38,0.0361
1023,1023,1,მთაწმინდის,23,gd,ზაზა პაპუაშვილი,677,0.6663,1410,1054,412,896,0.7475,0.2922,0.6355,38,0.0361
1024,1024,1,მთაწმინდის,24,unm,არჩილ გეგენავა,384,0.3478,1599,1132,392,930,0.7079,0.2452,0.5816,28,0.0247
1024,1024,1,მთაწმინდის,24,workers_socialist,ტიტიკო ლეფსაია,1,0.0009,1599,1132,392,930,0.7079,0.2452,0.5816,28,0.0247
1024,1024,1,მთაწმინდის,24,labour,პაატა ჩოხელი,13,0.0118,1599,1132,392,930,0.7079,0.2452,0.5816,28,0.0247
1024,1024,1,მთაწმინდის,24,gd,ზაზა პაპუაშვილი,706,0.6395,1599,1132,392,930,0.7079,0.2452,0.5816,28,0.0247
1025,1025,1,მთაწმინდის,25,unm,არჩილ გეგენავა,283,0.3614,1143,817,390,751,0.7148,0.3412,0.657,32,0.0392
1025,1025,1,მთაწმინდის,25,workers_socialist,ტიტიკო ლეფსაია,2,0.0026,1143,817,390,751,0.7148,0.3412,0.657,32,0.0392
1025,1025,1,მთაწმინდის,25,labour,პაატა ჩოხელი,8,0.0102,1143,817,390,751,0.7148,0.3412,0.657,32,0.0392
1025,1025,1,მთაწმინდის,25,gd,ზაზა პაპუაშვილი,490,0.6258,1143,817,390,751,0.7148,0.3412,0.657,32,0.0392
1026,1026,1,მთაწმინდის,26,unm,არჩილ გეგენავა,256,0.2893,1295,924,358,813,0.7135,0.2764,0.6278,30,0.0325
1026,1026,1,მთაწმინდის,26,workers_socialist,ტიტიკო ლეფსაია,4,0.0045,1295,924,358,813,0.7135,0.2764,0.6278,30,0.0325
1026,1026,1,მთაწმინდის,26,labour,პაატა ჩოხელი,7,0.0079,1295,924,358,813,0.7135,0.2764,0.6278,30,0.0325
1026,1026,1,მთაწმინდის,26,gd,ზაზა პაპუაშვილი,618,0.6983,1295,924,358,813,0.7135,0.2764,0.6278,30,0.0325
1027,1027,1,მთაწმინდის,27,unm,არჩილ გეგენავა,241,0.2118,1635,1166,399,984,0.7131,0.244,0.6018,28,0.024
1027,1027,1,მთაწმინდის,27,workers_socialist,ტიტიკო ლეფსაია,4,0.0035,1635,1166,399,984,0.7131,0.244,0.6018,28,0.024
1027,1027,1,მთაწმინდის,27,labour,პაატა ჩოხელი,13,0.0114,1635,1166,399,984,0.7131,0.244,0.6018,28,0.024
1027,1027,1,მთაწმინდის,27,gd,ზაზა პაპუაშვილი,880,0.7733,1635,1166,399,984,0.7131,0.244,0.6018,28,0.024
1028,1028,1,მთაწმინდის,28,unm,არჩილ გეგენავა,217,0.2244,1363,1000,336,861,0.7337,0.2465,0.6317,33,0.033
1028,1028,1,მთაწმინდის,28,workers_socialist,ტიტიკო ლეფსაია,7,0.0072,1363,1000,336,861,0.7337,0.2465,0.6317,33,0.033
1028,1028,1,მთაწმინდის,28,labour,პაატა ჩოხელი,12,0.0124,1363,1000,336,861,0.7337,0.2465,0.6317,33,0.033
1028,1028,1,მთაწმინდის,28,gd,ზაზა პაპუაშვილი,731,0.7559,1363,1000,336,861,0.7337,0.2465,0.6317,33,0.033
1029,1029,1,მთაწმინდის,29,unm,არჩილ გეგენავა,267,0.2495,1522,1098,247,721,0.7214,0.1623,0.4737,26,0.0237
1029,1029,1,მთაწმინდის,29,workers_socialist,ტიტიკო ლეფსაია,4,0.0037,1522,1098,247,721,0.7214,0.1623,0.4737,26,0.0237
1029,1029,1,მთაწმინდის,29,labour,პაატა ჩოხელი,10,0.0093,1522,1098,247,721,0.7214,0.1623,0.4737,26,0.0237
1029,1029,1,მთაწმინდის,29,gd,ზაზა პაპუაშვილი,789,0.7374,1522,1098,247,721,0.7214,0.1623,0.4737,26,0.0237
1030,1030,1,მთაწმინდის,30,unm,არჩილ გეგენავა,197,0.2301,1231,893,226,711,0.7254,0.1836,0.5776,37,0.0414
1030,1030,1,მთაწმინდის,30,workers_socialist,ტიტიკო ლეფსაია,5,0.0058,1231,893,226,711,0.7254,0.1836,0.5776,37,0.0414
1030,1030,1,მთაწმინდის,30,labour,პაატა ჩოხელი,7,0.0082,1231,893,226,711,0.7254,0.1836,0.5776,37,0.0414
1030,1030,1,მთაწმინდის,30,gd,ზაზა პაპუაშვილი,647,0.7558,1231,893,226,711,0.7254,0.1836,0.5776,37,0.0414
1031,1031,1,მთაწმინდის,31,unm,არჩილ გეგენავა,225,0.2261,1419,1020,307,795,0.7188,0.2163,0.5603,25,0.0245
1031,1031,1,მთაწმინდის,31,workers_socialist,ტიტიკო ლეფსაია,5,0.005,1419,1020,307,795,0.7188,0.2163,0.5603,25,0.0245
1031,1031,1,მთაწმინდის,31,labour,პაატა ჩოხელი,10,0.0101,1419,1020,307,795,0.7188,0.2163,0.5603,25,0.0245
1031,1031,1,მთაწმინდის,31,gd,ზაზა პაპუაშვილი,755,0.7588,1419,1020,307,795,0.7188,0.2163,0.5603,25,0.0245
1032,1032,1,მთაწმინდის,32,unm,არჩილ გეგენავა,387,0.3855,1293,1035,432,898,0.8005,0.3341,0.6945,31,0.03
1032,1032,1,მთაწმინდის,32,workers_socialist,ტიტიკო ლეფსაია,1,0.001,1293,1035,432,898,0.8005,0.3341,0.6945,31,0.03
1032,1032,1,მთაწმინდის,32,labour,პაატა ჩოხელი,9,0.009,1293,1035,432,898,0.8005,0.3341,0.6945,31,0.03
1032,1032,1,მთაწმინდის,32,gd,ზაზა პაპუაშვილი,607,0.6046,1293,1035,432,898,0.8005,0.3341,0.6945,31,0.03
1033,1033,1,მთაწმინდის,33,unm,არჩილ გეგენავა,233,0.2761,1266,869,272,750,0.6864,0.2148,0.5924,25,0.0288
1033,1033,1,მთაწმინდის,33,workers_socialist,ტიტიკო ლეფსაია,2,0.0024,1266,869,272,750,0.6864,0.2148,0.5924,25,0.0288
1033,1033,1,მთაწმინდის,33,labour,პაატა ჩოხელი,8,0.0095,1266,869,272,750,0.6864,0.2148,0.5924,25,0.0288
1033,1033,1,მთაწმინდის,33,gd,ზაზა პაპუაშვილი,601,0.7121,1266,869,272,750,0.6864,0.2148,0.5924,25,0.0288
1034,1034,1,მთაწმინდის,34,unm,არჩილ გეგენავა,73,0.2186,1247,354,121,298,0.2839,0.097,0.239,15,0.0424
1034,1034,1,მთაწმინდის,34,workers_socialist,ტიტიკო ლეფსაია,1,0.003,1247,354,121,298,0.2839,0.097,0.239,15,0.0424
1034,1034,1,მთაწმინდის,34,labour,პაატა ჩოხელი,4,0.012,1247,354,121,298,0.2839,0.097,0.239,15,0.0424
1034,1034,1,მთაწმინდის,34,gd,ზაზა პაპუაშვილი,256,0.7665,1247,354,121,298,0.2839,0.097,0.239,15,0.0424
1035,1035,1,მთაწმინდის,35,unm,არჩილ გეგენავა,1334,0.7134,2363,1921,746,1768,0.8129,0.3157,0.7482,37,0.0193
1035,1035,1,მთაწმინდის,35,workers_socialist,ტიტიკო ლეფსაია,2,0.0011,2363,1921,746,1768,0.8129,0.3157,0.7482,37,0.0193
1035,1035,1,მთაწმინდის,35,labour,პაატა ჩოხელი,9,0.0048,2363,1921,746,1768,0.8129,0.3157,0.7482,37,0.0193
1035,1035,1,მთაწმინდის,35,gd,ზაზა პაპუაშვილი,525,0.2807,2363,1921,746,1768,0.8129,0.3157,0.7482,37,0.0193
1036,1036,1,მთაწმინდის,36,unm,არჩილ გეგენავა,823,0.7316,1457,1185,85,179,0.8133,0.0583,0.1229,60,0.0506
1036,1036,1,მთაწმინდის,36,workers_socialist,ტიტიკო ლეფსაია,3,0.0027,1457,1185,85,179,0.8133,0.0583,0.1229,60,0.0506
1036,1036,1,მთაწმინდის,36,labour,პაატა ჩოხელი,16,0.0142,1457,1185,85,179,0.8133,0.0583,0.1229,60,0.0506
1036,1036,1,მთაწმინდის,36,gd,ზაზა პაპუაშვილი,283,0.2516,1457,1185,85,179,0.8133,0.0583,0.1229,60,0.0506
1037,1037,1,მთაწმინდის,37,unm,არჩილ გეგენავა,380,0.3477,1579,1122,363,943,0.7106,0.2299,0.5972,25,0.0223
1037,1037,1,მთაწმინდის,37,workers_socialist,ტიტიკო ლეფსაია,2,0.0018,1579,1122,363,943,0.7106,0.2299,0.5972,25,0.0223
1037,1037,1,მთაწმინდის,37,labour,პაატა ჩოხელი,8,0.0073,1579,1122,363,943,0.7106,0.2299,0.5972,25,0.0223
1037,1037,1,მთაწმინდის,37,gd,ზაზა პაპუაშვილი,703,0.6432,1579,1122,363,943,0.7106,0.2299,0.5972,25,0.0223
1038,1038,1,მთაწმინდის,38,unm,არჩილ გეგენავა,442,0.603,918,759,318,668,0.8268,0.3464,0.7277,25,0.0329
1038,1038,1,მთაწმინდის,38,workers_socialist,ტიტიკო ლეფსაია,0,0,918,759,318,668,0.8268,0.3464,0.7277,25,0.0329
1038,1038,1,მთაწმინდის,38,labour,პაატა ჩოხელი,4,0.0055,918,759,318,668,0.8268,0.3464,0.7277,25,0.0329
1038,1038,1,მთაწმინდის,38,gd,ზაზა პაპუაშვილი,287,0.3915,918,759,318,668,0.8268,0.3464,0.7277,25,0.0329
1039,1039,1,მთაწმინდის,39,unm,არჩილ გეგენავა,395,0.4106,1215,1003,395,878,0.8255,0.3251,0.7226,40,0.0399
1039,1039,1,მთაწმინდის,39,workers_socialist,ტიტიკო ლეფსაია,1,0.001,1215,1003,395,878,0.8255,0.3251,0.7226,40,0.0399
1039,1039,1,მთაწმინდის,39,labour,პაატა ჩოხელი,4,0.0042,1215,1003,395,878,0.8255,0.3251,0.7226,40,0.0399
1039,1039,1,მთაწმინდის,39,gd,ზაზა პაპუაშვილი,562,0.5842,1215,1003,395,878,0.8255,0.3251,0.7226,40,0.0399
2001,2001,2,ვაკის,1,free_georgia,კახა კუკავა,8,0.0084,1356,974,381,852,0.7183,0.281,0.6283,19,0.0195
2001,2001,2,ვაკის,1,ndp_2012,გენადი კვაჭანტირაძე,0,0,1356,974,381,852,0.7183,0.281,0.6283,19,0.0195
2001,2001,2,ვაკის,1,unm,გიორგი კარბელაშვილი,200,0.2105,1356,974,381,852,0.7183,0.281,0.6283,19,0.0195
2001,2001,2,ვაკის,1,christian_democrats_2012,ნინო გურიელი,7,0.0074,1356,974,381,852,0.7183,0.281,0.6283,19,0.0195
2001,2001,2,ვაკის,1,new_rights_2012,დავით გამყრელიძე,33,0.0347,1356,974,381,852,0.7183,0.281,0.6283,19,0.0195
2001,2001,2,ვაკის,1,future_georgia,დავით თორდუა,1,0.0011,1356,974,381,852,0.7183,0.281,0.6283,19,0.0195
2001,2001,2,ვაკის,1,workers_socialist,როინ ლიპარტელიანი,0,0,1356,974,381,852,0.7183,0.281,0.6283,19,0.0195
2001,2001,2,ვაკის,1,labour,ლეილა გაფრინდაშვილი,3,0.0032,1356,974,381,852,0.7183,0.281,0.6283,19,0.0195
2001,2001,2,ვაკის,1,gd,შალვა შავგულიძე,698,0.7347,1356,974,381,852,0.7183,0.281,0.6283,19,0.0195
2002,2002,2,ვაკის,2,free_georgia,კახა კუკავა,17,0.0162,1438,1067,426,954,0.742,0.2962,0.6634,17,0.0159
2002,2002,2,ვაკის,2,ndp_2012,გენადი კვაჭანტირაძე,3,0.0029,1438,1067,426,954,0.742,0.2962,0.6634,17,0.0159
2002,2002,2,ვაკის,2,unm,გიორგი კარბელაშვილი,233,0.2225,1438,1067,426,954,0.742,0.2962,0.6634,17,0.0159
2002,2002,2,ვაკის,2,christian_democrats_2012,ნინო გურიელი,14,0.0134,1438,1067,426,954,0.742,0.2962,0.6634,17,0.0159
2002,2002,2,ვაკის,2,new_rights_2012,დავით გამყრელიძე,16,0.0153,1438,1067,426,954,0.742,0.2962,0.6634,17,0.0159
2002,2002,2,ვაკის,2,future_georgia,დავით თორდუა,0,0,1438,1067,426,954,0.742,0.2962,0.6634,17,0.0159
2002,2002,2,ვაკის,2,workers_socialist,როინ ლიპარტელიანი,1,0.001,1438,1067,426,954,0.742,0.2962,0.6634,17,0.0159
2002,2002,2,ვაკის,2,labour,ლეილა გაფრინდაშვილი,2,0.0019,1438,1067,426,954,0.742,0.2962,0.6634,17,0.0159
2002,2002,2,ვაკის,2,gd,შალვა შავგულიძე,761,0.7268,1438,1067,426,954,0.742,0.2962,0.6634,17,0.0159
2003,2003,2,ვაკის,3,free_georgia,კახა კუკავა,13,0.0124,1451,1063,396,930,0.7326,0.2729,0.6409,18,0.0169
2003,2003,2,ვაკის,3,ndp_2012,გენადი კვაჭანტირაძე,4,0.0038,1451,1063,396,930,0.7326,0.2729,0.6409,18,0.0169
2003,2003,2,ვაკის,3,unm,გიორგი კარბელაშვილი,196,0.1876,1451,1063,396,930,0.7326,0.2729,0.6409,18,0.0169
2003,2003,2,ვაკის,3,christian_democrats_2012,ნინო გურიელი,4,0.0038,1451,1063,396,930,0.7326,0.2729,0.6409,18,0.0169
2003,2003,2,ვაკის,3,new_rights_2012,დავით გამყრელიძე,27,0.0258,1451,1063,396,930,0.7326,0.2729,0.6409,18,0.0169
2003,2003,2,ვაკის,3,future_georgia,დავით თორდუა,2,0.0019,1451,1063,396,930,0.7326,0.2729,0.6409,18,0.0169
2003,2003,2,ვაკის,3,workers_socialist,როინ ლიპარტელიანი,0,0,1451,1063,396,930,0.7326,0.2729,0.6409,18,0.0169
2003,2003,2,ვაკის,3,labour,ლეილა გაფრინდაშვილი,4,0.0038,1451,1063,396,930,0.7326,0.2729,0.6409,18,0.0169
2003,2003,2,ვაკის,3,gd,შალვა შავგულიძე,795,0.7608,1451,1063,396,930,0.7326,0.2729,0.6409,18,0.0169
2004,2004,2,ვაკის,4,free_georgia,კახა კუკავა,9,0.0082,1510,1122,361,964,0.743,0.2391,0.6384,20,0.0178
2004,2004,2,ვაკის,4,ndp_2012,გენადი კვაჭანტირაძე,0,0,1510,1122,361,964,0.743,0.2391,0.6384,20,0.0178
2004,2004,2,ვაკის,4,unm,გიორგი კარბელაშვილი,190,0.1724,1510,1122,361,964,0.743,0.2391,0.6384,20,0.0178
