district_id,party_id,votes,vote_share,registered,voted,voted_noon,voted_5pm,main_list,special_list,turnout_pct,noon_pct,five_pct,invalid_ballots,invalid_pct
79,coalition_for_change,10465,0.116,154357,95648,29022,79522,153116,1241,0.6197,0.188,0.5152,4405,0.0461
79,unity,11848,0.1313,154357,95648,29022,79522,153116,1241,0.6197,0.188,0.5152,4405,0.0461
79,european_democrats,469,0.0052,154357,95648,29022,79522,153116,1241,0.6197,0.188,0.5152,4405,0.0461
79,patriots,1299,0.0144,154357,95648,29022,79522,153116,1241,0.6197,0.188,0.5152,4405,0.0461
79,strong_georgia,6969,0.0772,154357,95648,29022,79522,153116,1241,0.6197,0.188,0.5152,4405,0.0461
79,our_georgia,341,0.0038,154357,95648,29022,79522,153116,1241,0.6197,0.188,0.5152,4405,0.0461
79,free_georgia,517,0.0057,154357,95648,29022,79522,153116,1241,0.6197,0.188,0.5152,4405,0.0461
79,tribuna,192,0.0021,154357,95648,29022,79522,153116,1241,0.6197,0.188,0.5152,4405,0.0461
79,gakharia,10111,0.1121,154357,95648,29022,79522,153116,1241,0.6197,0.188,0.5152,4405,0.0461
79,girchi,2621,0.029,154357,95648,29022,79522,153116,1241,0.6197,0.188,0.5152,4405,0.0461
79,gd,45400,0.5031,154357,95648,29022,79522,153116,1241,0.6197,0.188,0.5152,4405,0.0461
80,coalition_for_change,419,0.037,14885,11834,3337,9648,14781,104,0.795,0.2242,0.6482,523,0.0442
80,unity,1556,0.1374,14885,11834,3337,9648,14781,104,0.795,0.2242,0.6482,523,0.0442
80,european_democrats,42,0.0037,14885,11834,3337,9648,14781,104,0.795,0.2242,0.6482,523,0.0442
80,patriots,89,0.0079,14885,11834,3337,9648,14781,104,0.795,0.2242,0.6482,523,0.0442
80,strong_georgia,681,0.0601,14885,11834,3337,9648,14781,104,0.795,0.2242,0.6482,523,0.0442
80,our_georgia,31,0.0027,14885,11834,3337,9648,14781,104,0.795,0.2242,0.6482,523,0.0442
80,free_georgia,36,0.0032,14885,11834,3337,9648,14781,104,0.795,0.2242,0.6482,523,0.0442
80,tribuna,12,0.0011,14885,11834,3337,9648,14781,104,0.795,0.2242,0.6482,523,0.0442
80,gakharia,601,0.0531,14885,11834,3337,9648,14781,104,0.795,0.2242,0.6482,523,0.0442
80,girchi,79,0.007,14885,11834,3337,9648,14781,104,0.795,0.2242,0.6482,523,0.0442
80,gd,7780,0.6869,14885,11834,3337,9648,14781,104,0.795,0.2242,0.6482,523,0.0442
81,coalition_for_change,2207,0.0556,66235,41714,14823,34736,65753,482,0.6298,0.2238,0.5244,1989,0.0477
81,unity,6498,0.1636,66235,41714,14823,34736,65753,482,0.6298,0.2238,0.5244,1989,0.0477
81,european_democrats,234,0.0059,66235,41714,14823,34736,65753,482,0.6298,0.2238,0.5244,1989,0.0477
81,patriots,625,0.0157,66235,41714,14823,34736,65753,482,0.6298,0.2238,0.5244,1989,0.0477
