precinct_id,district_id,district_name_en,precinct_number,party_id,votes,vote_share,registered,voted,voted_noon,voted_5pm,main_list,special_list,turnout_pct,noon_pct,five_pct,invalid_ballots,invalid_pct
1013,1,Mtatsminda,13,sarishvili_chanturia,2,0.003396,1300,663,183,559,1235,75,0.51,0.140769,0.43,24,0.036199
1014,1,Mtatsminda,14,gachechiladze,329,0.482405,1335,729,202,572,1289,48,0.546067,0.151311,0.428464,11,0.015089
1014,1,Mtatsminda,14,saakashvili,206,0.302053,1335,729,202,572,1289,48,0.546067,0.151311,0.428464,11,0.015089
1014,1,Mtatsminda,14,gamkrelidze,50,0.073314,1335,729,202,572,1289,48,0.546067,0.151311,0.428464,11,0.015089
1014,1,Mtatsminda,14,patarkatsishvili,39,0.057185,1335,729,202,572,1289,48,0.546067,0.151311,0.428464,11,0.015089
1014,1,Mtatsminda,14,natelashvili,33,0.048387,1335,729,202,572,1289,48,0.546067,0.151311,0.428464,11,0.015089
1014,1,Mtatsminda,14,maisashvili,15,0.021994,1335,729,202,572,1289,48,0.546067,0.151311,0.428464,11,0.015089
1014,1,Mtatsminda,14,sarishvili_chanturia,10,0.014663,1335,729,202,572,1289,48,0.546067,0.151311,0.428464,11,0.015089
1015,1,Mtatsminda,15,gachechiladze,336,0.503748,1321,702,169,597,1322,69,0.531416,0.127933,0.45193,9,0.012821
1015,1,Mtatsminda,15,saakashvili,208,0.311844,1321,702,169,597,1322,69,0.531416,0.127933,0.45193,9,0.012821
1015,1,Mtatsminda,15,gamkrelidze,46,0.068966,1321,702,169,597,1322,69,0.531416,0.127933,0.45193,9,0.012821
1015,1,Mtatsminda,15,natelashvili,39,0.058471,1321,702,169,597,1322,69,0.531416,0.127933,0.45193,9,0.012821
1015,1,Mtatsminda,15,patarkatsishvili,19,0.028486,1321,702,169,597,1322,69,0.531416,0.127933,0.45193,9,0.012821
1015,1,Mtatsminda,15,maisashvili,17,0.025487,1321,702,169,597,1322,69,0.531416,0.127933,0.45193,9,0.012821
1015,1,Mtatsminda,15,sarishvili_chanturia,2,0.002999,1321,702,169,597,1322,69,0.531416,0.127933,0.45193,9,0.012821
1016,1,Mtatsminda,16,gachechiladze,380,0.492228,1496,840,210,730,1434,78,0.561497,0.140374,0.487968,9,0.010714
1016,1,Mtatsminda,16,saakashvili,243,0.314767,1496,840,210,730,1434,78,0.561497,0.140374,0.487968,9,0.010714
1016,1,Mtatsminda,16,gamkrelidze,58,0.07513,1496,840,210,730,1434,78,0.561497,0.140374,0.487968,9,0.010714
1016,1,Mtatsminda,16,patarkatsishvili,49,0.063472,1496,840,210,730,1434,78,0.561497,0.140374,0.487968,9,0.010714
1016,1,Mtatsminda,16,natelashvili,30,0.03886,1496,840,210,730,1434,78,0.561497,0.140374,0.487968,9,0.010714
1016,1,Mtatsminda,16,maisashvili,12,0.015544,1496,840,210,730,1434,78,0.561497,0.140374,0.487968,9,0.010714
1016,1,Mtatsminda,16,sarishvili_chanturia,0,0,1496,840,210,730,1434,78,0.561497,0.140374,0.487968,9,0.010714
1017,1,Mtatsminda,17,gachechiladze,397,0.53004,1596,804,170,603,1542,56,0.503759,0.106516,0.37782,6,0.007463
1017,1,Mtatsminda,17,saakashvili,190,0.253672,1596,804,170,603,1542,56,0.503759,0.106516,0.37782,6,0.007463
1017,1,Mtatsminda,17,gamkrelidze,75,0.100134,1596,804,170,603,1542,56,0.503759,0.106516,0.37782,6,0.007463
1017,1,Mtatsminda,17,patarkatsishvili,42,0.056075,1596,804,170,603,1542,56,0.503759,0.106516,0.37782,6,0.007463
1017,1,Mtatsminda,17,natelashvili,30,0.040053,1596,804,170,603,1542,56,0.503759,0.106516,0.37782,6,0.007463
1017,1,Mtatsminda,17,maisashvili,15,0.020027,1596,804,170,603,1542,56,0.503759,0.106516,0.37782,6,0.007463
1017,1,Mtatsminda,17,sarishvili_chanturia,0,0,1596,804,170,603,1542,56,0.503759,0.106516,0.37782,6,0.007463
1018,1,Mtatsminda,18,gachechiladze,366,0.533528,1382,731,180,532,1339,47,0.528944,0.130246,0.384949,11,0.015048
1018,1,Mtatsminda,18,saakashvili,171,0.249271,1382,731,180,532,1339,47,0.528944,0.130246,0.384949,11,0.015048
1018,1,Mtatsminda,18,gamkrelidze,67,0.097668,1382,731,180,532,1339,47,0.528944,0.130246,0.384949,11,0.015048
1018,1,Mtatsminda,18,patarkatsishvili,38,0.055394,1382,731,180,532,1339,47,0.528944,0.130246,0.384949,11,0.015048
1018,1,Mtatsminda,18,natelashvili,23,0.033528,1382,731,180,532,1339,47,0.528944,0.130246,0.384949,11,0.015048
1018,1,Mtatsminda,18,maisashvili,20,0.029155,1382,731,180,532,1339,47,0.528944,0.130246,0.384949,11,0.015048
1018,1,Mtatsminda,18,sarishvili_chanturia,1,0.001458,1382,731,180,532,1339,47,0.528944,0.130246,0.384949,11,0.015048
1019,1,Mtatsminda,19,gachechiladze,300,0.479233,1245,662,120,476,1199,52,0.531727,0.096386,0.382329,4,0.006042
1019,1,Mtatsminda,19,saakashvili,198,0.316294,1245,662,120,476,1199,52,0.531727,0.096386,0.382329,4,0.006042
1019,1,Mtatsminda,19,gamkrelidze,54,0.086262,1245,662,120,476,1199,52,0.531727,0.096386,0.382329,4,0.006042
1019,1,Mtatsminda,19,natelashvili,32,0.051118,1245,662,120,476,1199,52,0.531727,0.096386,0.382329,4,0.006042
1019,1,Mtatsminda,19,patarkatsishvili,27,0.043131,1245,662,120,476,1199,52,0.531727,0.096386,0.382329,4,0.006042
1019,1,Mtatsminda,19,maisashvili,15,0.023962,1245,662,120,476,1199,52,0.531727,0.096386,0.382329,4,0.006042
1019,1,Mtatsminda,19,sarishvili_chanturia,0,0,1245,662,120,476,1199,52,0.531727,0.096386,0.382329,4,0.006042
1020,1,Mtatsminda,20,gachechiladze,505,0.579128,1741,938,209,755,1684,57,0.538771,0.120046,0.433659,20,0.021322
1020,1,Mtatsminda,20,saakashvili,210,0.240826,1741,938,209,755,1684,57,0.538771,0.120046,0.433659,20,0.021322
1020,1,Mtatsminda,20,gamkrelidze,51,0.058486,1741,938,209,755,1684,57,0.538771,0.120046,0.433659,20,0.021322
1020,1,Mtatsminda,20,natelashvili,41,0.047018,1741,938,209,755,1684,57,0.538771,0.120046,0.433659,20,0.021322
1020,1,Mtatsminda,20,patarkatsishvili,37,0.042431,1741,938,209,755,1684,57,0.538771,0.120046,0.433659,20,0.021322
1020,1,Mtatsminda,20,maisashvili,25,0.02867,1741,938,209,755,1684,57,0.538771,0.120046,0.433659,20,0.021322
1020,1,Mtatsminda,20,sarishvili_chanturia,3,0.00344,1741,938,209,755,1684,57,0.538771,0.120046,0.433659,20,0.021322
1021,1,Mtatsminda,21,gachechiladze,462,0.511062,1637,966,257,748,1578,67,0.590104,0.156995,0.456933,8,0.008282
1021,1,Mtatsminda,21,saakashvili,266,0.294248,1637,966,257,748,1578,67,0.590104,0.156995,0.456933,8,0.008282
1021,1,Mtatsminda,21,gamkrelidze,85,0.094027,1637,966,257,748,1578,67,0.590104,0.156995,0.456933,8,0.008282
1021,1,Mtatsminda,21,patarkatsishvili,38,0.042035,1637,966,257,748,1578,67,0.590104,0.156995,0.456933,8,0.008282
1021,1,Mtatsminda,21,natelashvili,37,0.040929,1637,966,257,748,1578,67,0.590104,0.156995,0.456933,8,0.008282
1021,1,Mtatsminda,21,maisashvili,14,0.015487,1637,966,257,748,1578,67,0.590104,0.156995,0.456933,8,0.008282
1021,1,Mtatsminda,21,sarishvili_chanturia,2,0.002212,1637,966,257,748,1578,67,0.590104,0.156995,0.456933,8,0.008282
1022,1,Mtatsminda,22,gachechiladze,392,0.505806,1426,831,200,670,1373,61,0.582749,0.140252,0.469846,9,0.01083
1022,1,Mtatsminda,22,saakashvili,205,0.264516,1426,831,200,670,1373,61,0.582749,0.140252,0.469846,9,0.01083
1022,1,Mtatsminda,22,gamkrelidze,81,0.104516,1426,831,200,670,1373,61,0.582749,0.140252,0.469846,9,0.01083
1022,1,Mtatsminda,22,patarkatsishvili,43,0.055484,1426,831,200,670,1373,61,0.582749,0.140252,0.469846,9,0.01083
1022,1,Mtatsminda,22,natelashvili,36,0.046452,1426,831,200,670,1373,61,0.582749,0.140252,0.469846,9,0.01083
1022,1,Mtatsminda,22,maisashvili,16,0.020645,1426,831,200,670,1373,61,0.582749,0.140252,0.469846,9,0.01083
1022,1,Mtatsminda,22,sarishvili_chanturia,2,0.002581,1426,831,200,670,1373,61,0.582749,0.140252,0.469846,9,0.01083
1023,1,Mtatsminda,23,gachechiladze,468,0.526434,1610,954,237,700,1548,68,0.592547,0.147205,0.434783,13,0.013627
1023,1,Mtatsminda,23,saakashvili,222,0.249719,1610,954,237,700,1548,68,0.592547,0.147205,0.434783,13,0.013627
1023,1,Mtatsminda,23,gamkrelidze,95,0.106862,1610,954,237,700,1548,68,0.592547,0.147205,0.434783,13,0.013627
1023,1,Mtatsminda,23,patarkatsishvili,44,0.049494,1610,954,237,700,1548,68,0.592547,0.147205,0.434783,13,0.013627
1023,1,Mtatsminda,23,natelashvili,32,0.035996,1610,954,237,700,1548,68,0.592547,0.147205,0.434783,13,0.013627
1023,1,Mtatsminda,23,maisashvili,27,0.030371,1610,954,237,700,1548,68,0.592547,0.147205,0.434783,13,0.013627
1023,1,Mtatsminda,23,sarishvili_chanturia,1,0.001125,1610,954,237,700,1548,68,0.592547,0.147205,0.434783,13,0.013627
1024,1,Mtatsminda,24,gachechiladze,365,0.486019,1584,834,234,610,1513,79,0.526515,0.147727,0.385101,19,0.022782
1024,1,Mtatsminda,24,saakashvili,246,0.327563,1584,834,234,610,1513,79,0.526515,0.147727,0.385101,19,0.022782
1024,1,Mtatsminda,24,patarkatsishvili,49,0.065246,1584,834,234,610,1513,79,0.526515,0.147727,0.385101,19,0.022782
1024,1,Mtatsminda,24,gamkrelidze,42,0.055925,1584,834,234,610,1513,79,0.526515,0.147727,0.385101,19,0.022782
1024,1,Mtatsminda,24,natelashvili,26,0.034621,1584,834,234,610,1513,79,0.526515,0.147727,0.385101,19,0.022782
1024,1,Mtatsminda,24,maisashvili,23,0.030626,1584,834,234,610,1513,79,0.526515,0.147727,0.385101,19,0.022782
1024,1,Mtatsminda,24,sarishvili_chanturia,0,0,1584,834,234,610,1513,79,0.526515,0.147727,0.385101,19,0.022782
1025,1,Mtatsminda,25,gachechiladze,288,0.466019,1629,656,156,543,1637,80,0.402701,0.095764,0.333333,7,0.010671
1025,1,Mtatsminda,25,saakashvili,200,0.323625,1629,656,156,543,1637,80,0.402701,0.095764,0.333333,7,0.010671
1025,1,Mtatsminda,25,gamkrelidze,49,0.079288,1629,656,156,543,1637,80,0.402701,0.095764,0.333333,7,0.010671
1025,1,Mtatsminda,25,patarkatsishvili,42,0.067961,1629,656,156,543,1637,80,0.402701,0.095764,0.333333,7,0.010671
1025,1,Mtatsminda,25,natelashvili,27,0.043689,1629,656,156,543,1637,80,0.402701,0.095764,0.333333,7,0.010671
1025,1,Mtatsminda,25,maisashvili,10,0.016181,1629,656,156,543,1637,80,0.402701,0.095764,0.333333,7,0.010671
1025,1,Mtatsminda,25,sarishvili_chanturia,2,0.003236,1629,656,156,543,1637,80,0.402701,0.095764,0.333333,7,0.010671
1026,1,Mtatsminda,26,gachechiladze,292,0.533821,996,552,152,473,989,47,0.554217,0.15261,0.4749,5,0.009058
1026,1,Mtatsminda,26,saakashvili,171,0.312614,996,552,152,473,989,47,0.554217,0.15261,0.4749,5,0.009058
1026,1,Mtatsminda,26,patarkatsishvili,27,0.04936,996,552,152,473,989,47,0.554217,0.15261,0.4749,5,0.009058
1026,1,Mtatsminda,26,natelashvili,27,0.04936,996,552,152,473,989,47,0.554217,0.15261,0.4749,5,0.009058
1026,1,Mtatsminda,26,gamkrelidze,20,0.036563,996,552,152,473,989,47,0.554217,0.15261,0.4749,5,0.009058
1026,1,Mtatsminda,26,maisashvili,9,0.016453,996,552,152,473,989,47,0.554217,0.15261,0.4749,5,0.009058
1026,1,Mtatsminda,26,sarishvili_chanturia,1,0.001828,996,552,152,473,989,47,0.554217,0.15261,0.4749,5,0.009058
