"precinct_id","precinct_key","district_id","raw_district_id","precinct_number","party_id","name_ka","votes","vote_share","registered","voted","voted_noon","voted_5pm","turnout_pct","noon_pct","five_pct","invalid_ballots","invalid_pct"
11013,"110300.11.13","110300",11,13,"gd","ზურაბ შინდელაშვილი",244,0.724036,456,340,163,309,0.745614,0.357456,0.677632,3,0.008824
11013,"110300.11.13","110300",11,13,"national_democrats","ნუკრი ჭოლაძე",1,0.002967,456,340,163,309,0.745614,0.357456,0.677632,3,0.008824
11013,"110300.11.13","110300",11,13,"new_christian_democrats","ნიკოლოზი ჯოგლიძე",1,0.002967,456,340,163,309,0.745614,0.357456,0.677632,3,0.008824
11013,"110300.11.13","110300",11,13,"unm","ირაკლი ჯინჭარაძე",90,0.267062,456,340,163,309,0.745614,0.357456,0.677632,3,0.008824
11013,"110300.11.13","110300",11,13,"veterans","ნონა კირთაძე",1,0.002967,456,340,163,309,0.745614,0.357456,0.677632,3,0.008824
18008,"180400.18.8","180400",18,8,"free_georgia","ზურაბი შალოშვილი",2,0.008696,414,233,123,209,0.562802,0.297101,0.504831,1,0.004292
18008,"180400.18.8","180400",18,8,"free_georgia_movement","დარია ასლამაზიშვილი",1,0.004348,414,233,123,209,0.562802,0.297101,0.504831,1,0.004292
18008,"180400.18.8","180400",18,8,"gd","როსტომ ალხანაშვილი",221,0.96087,414,233,123,209,0.562802,0.297101,0.504831,1,0.004292
18008,"180400.18.8","180400",18,8,"georgia_2016","შოთა თავბერიძე",3,0.013043,414,233,123,209,0.562802,0.297101,0.504831,1,0.004292
18008,"180400.18.8","180400",18,8,"national_democrats","გელა ერაძე",3,0.013043,414,233,123,209,0.562802,0.297101,0.504831,1,0.004292
18024,"180400.18.24","180400",18,24,"conservatives","ლალი სურმავა",2,0.005435,808,384,109,332,0.475248,0.134901,0.410891,16,0.041667
18024,"180400.18.24","180400",18,24,"free_georgia","ზურაბი შალოშვილი",2,0.005435,808,384,109,332,0.475248,0.134901,0.410891,16,0.041667
18024,"180400.18.24","180400",18,24,"free_georgia_movement","დარია ასლამაზიშვილი",1,0.002717,808,384,109,332,0.475248,0.134901,0.410891,16,0.041667
18024,"180400.18.24","180400",18,24,"gd","როსტომ ალხანაშვილი",356,0.967391,808,384,109,332,0.475248,0.134901,0.410891,16,0.041667
18024,"180400.18.24","180400",18,24,"georgia_2016","შოთა თავბერიძე",3,0.008152,808,384,109,332,0.475248,0.134901,0.410891,16,0.041667
18024,"180400.18.24","180400",18,24,"national_democrats","გელა ერაძე",2,0.005435,808,384,109,332,0.475248,0.134901,0.410891,16,0.041667
