precinct_id,precinct_key,district_id,electoral_district_id,district_name_ka,precinct_number,party_id,votes,vote_share,registered,voted,voted_noon,voted_5pm,turnout_pct,noon_pct,five_pct,invalid_ballots,invalid_pct
79021,79021,79021,79,ბათუმი,21,christian_democrats_2008,97,0.2068,1552,480,260,427,0.3093,0.1675,0.2751,11,0.0229
79022,79022,79022,79,ბათუმი,22,adj2008_united_communist,11,0.0214,1389,532,285,482,0.383,0.2052,0.347,18,0.0338
79022,79022,79022,79,ბათუმი,22,adj2008_kartuli_dasi,12,0.0233,1389,532,285,482,0.383,0.2052,0.347,18,0.0338
79022,79022,79022,79,ბათუმი,22,industry_sakartvelo,7,0.0136,1389,532,285,482,0.383,0.2052,0.347,18,0.0338
79022,79022,79022,79,ბათუმი,22,adj2008_chven_tviton,4,0.0078,1389,532,285,482,0.383,0.2052,0.347,18,0.0338
79022,79022,79022,79,ბათუმი,22,unm,347,0.6751,1389,532,285,482,0.383,0.2052,0.347,18,0.0338
79022,79022,79022,79,ბათუმი,22,conservatives,0,0,1389,532,285,482,0.383,0.2052,0.347,18,0.0338
79022,79022,79022,79,ბათუმი,22,adj2008_georgian_politics,0,0,1389,532,285,482,0.383,0.2052,0.347,18,0.0338
79022,79022,79022,79,ბათუმი,22,christian_democrats_2008,133,0.2588,1389,532,285,482,0.383,0.2052,0.347,18,0.0338
79023,79023,79023,79,ბათუმი,23,adj2008_united_communist,11,0.0206,1440,543,299,519,0.3771,0.2076,0.3604,7,0.0129
79023,79023,79023,79,ბათუმი,23,adj2008_kartuli_dasi,15,0.0281,1440,543,299,519,0.3771,0.2076,0.3604,7,0.0129
79023,79023,79023,79,ბათუმი,23,industry_sakartvelo,13,0.0244,1440,543,299,519,0.3771,0.2076,0.3604,7,0.0129
79023,79023,79023,79,ბათუმი,23,adj2008_chven_tviton,24,0.045,1440,543,299,519,0.3771,0.2076,0.3604,7,0.0129
79023,79023,79023,79,ბათუმი,23,unm,381,0.7148,1440,543,299,519,0.3771,0.2076,0.3604,7,0.0129
79023,79023,79023,79,ბათუმი,23,conservatives,0,0,1440,543,299,519,0.3771,0.2076,0.3604,7,0.0129
79023,79023,79023,79,ბათუმი,23,adj2008_georgian_politics,0,0,1440,543,299,519,0.3771,0.2076,0.3604,7,0.0129
79023,79023,79023,79,ბათუმი,23,christian_democrats_2008,89,0.167,1440,543,299,519,0.3771,0.2076,0.3604,7,0.0129
79024,79024,79024,79,ბათუმი,24,adj2008_united_communist,11,0.0217,1458,523,230,437,0.3587,0.1578,0.2997,15,0.0287
79024,79024,79024,79,ბათუმი,24,adj2008_kartuli_dasi,4,0.0079,1458,523,230,437,0.3587,0.1578,0.2997,15,0.0287
79024,79024,79024,79,ბათუმი,24,industry_sakartvelo,8,0.0157,1458,523,230,437,0.3587,0.1578,0.2997,15,0.0287
79024,79024,79024,79,ბათუმი,24,adj2008_chven_tviton,12,0.0236,1458,523,230,437,0.3587,0.1578,0.2997,15,0.0287
79024,79024,79024,79,ბათუმი,24,unm,339,0.6673,1458,523,230,437,0.3587,0.1578,0.2997,15,0.0287
79024,79024,79024,79,ბათუმი,24,conservatives,0,0,1458,523,230,437,0.3587,0.1578,0.2997,15,0.0287
79024,79024,79024,79,ბათუმი,24,adj2008_georgian_politics,0,0,1458,523,230,437,0.3587,0.1578,0.2997,15,0.0287
79024,79024,79024,79,ბათუმი,24,christian_democrats_2008,134,0.2638,1458,523,230,437,0.3587,0.1578,0.2997,15,0.0287
79025,79025,79025,79,ბათუმი,25,adj2008_united_communist,10,0.0259,1322,415,203,376,0.3139,0.1536,0.2844,10,0.0241
79025,79025,79025,79,ბათუმი,25,adj2008_kartuli_dasi,5,0.013,1322,415,203,376,0.3139,0.1536,0.2844,10,0.0241
79025,79025,79025,79,ბათუმი,25,industry_sakartvelo,6,0.0155,1322,415,203,376,0.3139,0.1536,0.2844,10,0.0241
79025,79025,79025,79,ბათუმი,25,adj2008_chven_tviton,7,0.0181,1322,415,203,376,0.3139,0.1536,0.2844,10,0.0241
79025,79025,79025,79,ბათუმი,25,unm,298,0.772,1322,415,203,376,0.3139,0.1536,0.2844,10,0.0241
79025,79025,79025,79,ბათუმი,25,conservatives,0,0,1322,415,203,376,0.3139,0.1536,0.2844,10,0.0241
79025,79025,79025,79,ბათუმი,25,adj2008_georgian_politics,0,0,1322,415,203,376,0.3139,0.1536,0.2844,10,0.0241
