"precinct_id","district_id","party_id","votes","vote_share","registered","voted","voted_noon","voted_5pm","turnout_pct","noon_pct","five_pct","invalid_ballots","invalid_pct"
1001,990100,"burjanadze_democratic",23,0.043152,1356,582,147,460,0.429204,0.108407,0.339233,45,0.07732
1001,990100,"communist_stalinist",13,0.02439,1356,582,147,460,0.429204,0.108407,0.339233,45,0.07732
1001,990100,"european_georgia",59,0.110694,1356,582,147,460,0.429204,0.108407,0.339233,45,0.07732
1001,990100,"gd",284,0.532833,1356,582,147,460,0.429204,0.108407,0.339233,45,0.07732
1001,990100,"georgia_2016",6,0.011257,1356,582,147,460,0.429204,0.108407,0.339233,45,0.07732
1001,990100,"labour",17,0.031895,1356,582,147,460,0.429204,0.108407,0.339233,45,0.07732
1001,990100,"patriots",20,0.037523,1356,582,147,460,0.429204,0.108407,0.339233,45,0.07732
1001,990100,"peoples_power_2016",1,0.001876,1356,582,147,460,0.429204,0.108407,0.339233,45,0.07732
1001,990100,"progressive_democratic_2016",7,0.013133,1356,582,147,460,0.429204,0.108407,0.339233,45,0.07732
1001,990100,"unm",103,0.193246,1356,582,147,460,0.429204,0.108407,0.339233,45,0.07732
1002,990100,"burjanadze_democratic",14,0.028926,1261,546,183,446,0.43299,0.145123,0.353688,55,0.100733
1002,990100,"communist_stalinist",1,0.002066,1261,546,183,446,0.43299,0.145123,0.353688,55,0.100733
1002,990100,"european_georgia",70,0.144628,1261,546,183,446,0.43299,0.145123,0.353688,55,0.100733
1002,990100,"gd",238,0.491736,1261,546,183,446,0.43299,0.145123,0.353688,55,0.100733
1002,990100,"georgia_2016",1,0.002066,1261,546,183,446,0.43299,0.145123,0.353688,55,0.100733
1002,990100,"labour",14,0.028926,1261,546,183,446,0.43299,0.145123,0.353688,55,0.100733
1002,990100,"patriots",23,0.047521,1261,546,183,446,0.43299,0.145123,0.353688,55,0.100733
1002,990100,"progressive_democratic_2016",4,0.008264,1261,546,183,446,0.43299,0.145123,0.353688,55,0.100733
1002,990100,"unm",119,0.245868,1261,546,183,446,0.43299,0.145123,0.353688,55,0.100733
1003,990100,"burjanadze_democratic",21,0.035413,1481,644,203,523,0.434841,0.13707,0.35314,51,0.079193
1003,990100,"communist_stalinist",5,0.008432,1481,644,203,523,0.434841,0.13707,0.35314,51,0.079193
1003,990100,"european_georgia",80,0.134907,1481,644,203,523,0.434841,0.13707,0.35314,51,0.079193
1003,990100,"gd",301,0.507589,1481,644,203,523,0.434841,0.13707,0.35314,51,0.079193
1003,990100,"georgia_2016",3,0.005059,1481,644,203,523,0.434841,0.13707,0.35314,51,0.079193
1003,990100,"labour",12,0.020236,1481,644,203,523,0.434841,0.13707,0.35314,51,0.079193
1003,990100,"patriots",30,0.05059,1481,644,203,523,0.434841,0.13707,0.35314,51,0.079193
1003,990100,"peoples_power_2016",1,0.001686,1481,644,203,523,0.434841,0.13707,0.35314,51,0.079193
1003,990100,"progressive_democratic_2016",5,0.008432,1481,644,203,523,0.434841,0.13707,0.35314,51,0.079193
1003,990100,"unm",135,0.227656,1481,644,203,523,0.434841,0.13707,0.35314,51,0.079193
1004,990100,"burjanadze_democratic",18,0.040632,1183,502,162,407,0.424345,0.13694,0.344041,56,0.111554
1004,990100,"communist_stalinist",1,0.002257,1183,502,162,407,0.424345,0.13694,0.344041,56,0.111554
1004,990100,"european_georgia",46,0.103837,1183,502,162,407,0.424345,0.13694,0.344041,56,0.111554
1004,990100,"gd",252,0.568849,1183,502,162,407,0.424345,0.13694,0.344041,56,0.111554
1004,990100,"georgia_2016",2,0.004515,1183,502,162,407,0.424345,0.13694,0.344041,56,0.111554
1004,990100,"labour",17,0.038375,1183,502,162,407,0.424345,0.13694,0.344041,56,0.111554
1004,990100,"patriots",26,0.058691,1183,502,162,407,0.424345,0.13694,0.344041,56,0.111554
1004,990100,"peoples_power_2016",2,0.004515,1183,502,162,407,0.424345,0.13694,0.344041,56,0.111554
1004,990100,"progressive_democratic_2016",1,0.002257,1183,502,162,407,0.424345,0.13694,0.344041,56,0.111554
1004,990100,"unm",78,0.176072,1183,502,162,407,0.424345,0.13694,0.344041,56,0.111554
