"district_id","party_id","party_num","name_ka","round","votes","registered","voted","voted_noon","voted_5pm","main_list","special_list","invalid_ballots","vote_share","turnout_pct","noon_pct","five_pct","invalid_pct"
"1","burjanadze_united_opposition_2014","3","დიმიტრი ლორთქიფანიძე",1,2518,50369,21849,6830,17008,50106,263,684,0.119043,0.433779,0.135599,0.337668,0.031306
"1","future_georgia_2014","13","გიორგი ლაღიძე",1,16,50369,21849,6830,17008,50106,263,684,0.000756,0.433779,0.135599,0.337668,0.031306
"1","gd","41","დავით ნარმანია",1,8514,50369,21849,6830,17008,50106,263,684,0.402515,0.433779,0.135599,0.337668,0.031306
"1","georgias_way_2014","18","თეიმურაზ მურვანიძე",1,167,50369,21849,6830,17008,50106,263,684,0.007895,0.433779,0.135599,0.337668,0.031306
"1","greens_2014","6","გიორგი გაჩეჩილაძე",1,232,50369,21849,6830,17008,50106,263,684,0.010968,0.433779,0.135599,0.337668,0.031306
"1","kostava_society","30","გიორგი ლილუაშვილი",1,25,50369,21849,6830,17008,50106,263,684,0.001182,0.433779,0.135599,0.337668,0.031306
"1","labour","20","ასმათ ტყაბლაძე",1,313,50369,21849,6830,17008,50106,263,684,0.014798,0.433779,0.135599,0.337668,0.031306
"1","nonparliamentary_opposition_2014","1","კახა კუკავა",1,425,50369,21849,6830,17008,50106,263,684,0.020093,0.433779,0.135599,0.337668,0.031306
"1","patriots","8","ირმა ინაშვილი",1,1081,50369,21849,6830,17008,50106,263,684,0.051106,0.433779,0.135599,0.337668,0.031306
"1","reformers_2014","11","ირაკლი ღლონტი",1,37,50369,21849,6830,17008,50106,263,684,0.001749,0.433779,0.135599,0.337668,0.031306
"1","self_governance_people_2014","9","სერგო ჯავახიძე",1,33,50369,21849,6830,17008,50106,263,684,0.00156,0.433779,0.135599,0.337668,0.031306
"1","ufali_2014","7","მიხეილ სალუაშვილი",1,39,50369,21849,6830,17008,50106,263,684,0.001844,0.433779,0.135599,0.337668,0.031306
"1","unm","5","ნიკანორ მელია",1,7734,50369,21849,6830,17008,50106,263,684,0.365639,0.433779,0.135599,0.337668,0.031306
"1","workers_council_2014","36","როინ ლიპარტელიანი",1,18,50369,21849,6830,17008,50106,263,684,0.000851,0.433779,0.135599,0.337668,0.031306
"10","burjanadze_united_opposition_2014","3","დიმიტრი ლორთქიფანიძე",1,5594,133221,45172,17267,35935,132358,863,1545,0.128509,0.339076,0.129612,0.26974,0.034203
"10","future_georgia_2014","13","გიორგი ლაღიძე",1,44,133221,45172,17267,35935,132358,863,1545,0.001011,0.339076,0.129612,0.26974,0.034203
"10","gd","41","დავით ნარმანია",1,19538,133221,45172,17267,35935,132358,863,1545,0.44884,0.339076,0.129612,0.26974,0.034203
"10","georgias_way_2014","18","თეიმურაზ მურვანიძე",1,125,133221,45172,17267,35935,132358,863,1545,0.002872,0.339076,0.129612,0.26974,0.034203
"10","greens_2014","6","გიორგი გაჩეჩილაძე",1,403,133221,45172,17267,35935,132358,863,1545,0.009258,0.339076,0.129612,0.26974,0.034203
"10","kostava_society","30","გიორგი ლილუაშვილი",1,39,133221,45172,17267,35935,132358,863,1545,0.000896,0.339076,0.129612,0.26974,0.034203
"10","labour","20","ასმათ ტყაბლაძე",1,1323,133221,45172,17267,35935,132358,863,1545,0.030393,0.339076,0.129612,0.26974,0.034203
"10","nonparliamentary_opposition_2014","1","კახა კუკავა",1,1086,133221,45172,17267,35935,132358,863,1545,0.024948,0.339076,0.129612,0.26974,0.034203
"10","patriots","8","ირმა ინაშვილი",1,2303,133221,45172,17267,35935,132358,863,1545,0.052906,0.339076,0.129612,0.26974,0.034203
"10","reformers_2014","11","ირაკლი ღლონტი",1,65,133221,45172,17267,35935,132358,863,1545,0.001493,0.339076,0.129612,0.26974,0.034203
"10","self_governance_people_2014","9","სერგო ჯავახიძე",1,149,133221,45172,17267,35935,132358,863,1545,0.003423,0.339076,0.129612,0.26974,0.034203
"10","ufali_2014","7","მიხეილ სალუაშვილი",1,167,133221,45172,17267,35935,132358,863,1545,0.003836,0.339076,0.129612,0.26974,0.034203
"10","unm","5","ნიკანორ მელია",1,12656,133221,45172,17267,35935,132358,863,1545,0.290742,0.339076,0.129612,0.26974,0.034203
"10","workers_council_2014","36","როინ ლიპარტელიანი",1,38,133221,45172,17267,35935,132358,863,1545,0.000873,0.339076,0.129612,0.26974,0.034203
"11","burjanadze_united_opposition_2014","3","თენგიზ სონიშვილი",1,1045,45882,18926,7359,14579,45533,349,1612,0.060573,0.412493,0.16039,0.31775,0.085174
"11","gd","41","გიორგი გზირიშვილი",1,10061,45882,18926,7359,14579,45533,349,1612,0.583179,0.412493,0.16039,0.31775,0.085174
"11","nonparliamentary_opposition_2014","1","ივანე დემეტრაშვილი",1,752,45882,18926,7359,14579,45533,349,1612,0.043589,0.412493,0.16039,0.31775,0.085174
"11","patriots","8","სოსლან გარსევანიშვილი",1,915,45882,18926,7359,14579,45533,349,1612,0.053037,0.412493,0.16039,0.31775,0.085174
"11","sakhalkho_party_2014","26","ალექსი არაბული",1,632,45882,18926,7359,14579,45533,349,1612,0.036633,0.412493,0.16039,0.31775,0.085174
"11","unm","5","გარსევან ბუხნიკაშვილი",1,3687,45882,18926,7359,14579,45533,349,1612,0.213714,0.412493,0.16039,0.31775,0.085174
"11","veterans_patriots_2014","2","დავითი მაისაშვილი",1,160,45882,18926,7359,14579,45533,349,1612,0.009274,0.412493,0.16039,0.31775,0.085174
"12","burjanadze_united_opposition_2014","3","ვალერი შოშიაშვილი",1,3212,54361,25538,8620,18147,54147,214,1206,0.132323,0.469785,0.15857,0.333824,0.047224
"12","gd","41","გივი გერგიძე",1,14868,54361,25538,8620,18147,54147,214,1206,0.612507,0.469785,0.15857,0.333824,0.047224
"12","georgias_way_2014","18","ფარვიზი ბაწელაშვილი",1,539,54361,25538,8620,18147,54147,214,1206,0.022205,0.469785,0.15857,0.333824,0.047224
"12","unm","5","გიორგი პეტრუზაშვილი",1,5655,54361,25538,8620,18147,54147,214,1206,0.232965,0.469785,0.15857,0.333824,0.047224
"13","burjanadze_united_opposition_2014","3","ირაკლი სულიაშვილი",1,1235,31206,15073,5456,11544,30949,257,581,0.085597,0.483016,0.174838,0.369929,0.038546
"13","gd","41","დავითი ჯანიკაშვილი",1,9622,31206,15073,5456,11544,30949,257,581,0.666898,0.483016,0.174838,0.369929,0.038546
