"district_id","party_id","votes","vote_share","registered","voted","voted_noon","voted_5pm","main_list","special_list","turnout_pct","noon_pct","five_pct","invalid_ballots","invalid_pct"
"national","alliance_georgia_2010",156540,0.091925,3616089,1757038,709394,1409540,3559013,57076,0.485895,0.196177,0.389797,51580,0.029356
"national","christian_democrats_2010",203371,0.119426,3616089,1757038,709394,1409540,3559013,57076,0.485895,0.196177,0.389797,51580,0.029356
"national","freedom_2010",5526,0.003245,3616089,1757038,709394,1409540,3559013,57076,0.485895,0.196177,0.389797,51580,0.029356
"national","future_georgia",520,0.000305,3616089,1757038,709394,1409540,3559013,57076,0.485895,0.196177,0.389797,51580,0.029356
"national","future_party_2010",57,3.3e-05,3616089,1757038,709394,1409540,3559013,57076,0.485895,0.196177,0.389797,51580,0.029356
"national","industry_sakartvelo",71304,0.041872,3616089,1757038,709394,1409540,3559013,57076,0.485895,0.196177,0.389797,51580,0.029356
"national","ivanishvili_peoples_democrats_2010",3298,0.001937,3616089,1757038,709394,1409540,3559013,57076,0.485895,0.196177,0.389797,51580,0.029356
"national","national_council_2010",115253,0.06768,3616089,1757038,709394,1409540,3559013,57076,0.485895,0.196177,0.389797,51580,0.029356
"national","national_democratic_2010",855,0.000502,3616089,1757038,709394,1409540,3559013,57076,0.485895,0.196177,0.389797,51580,0.029356
"national","our_country_2008",369,0.000217,3616089,1757038,709394,1409540,3559013,57076,0.485895,0.196177,0.389797,51580,0.029356
"national","peoples_alliance_2010",1343,0.000789,3616089,1757038,709394,1409540,3559013,57076,0.485895,0.196177,0.389797,51580,0.029356
"national","radical_democrats_2008",3103,0.001822,3616089,1757038,709394,1409540,3559013,57076,0.485895,0.196177,0.389797,51580,0.029356
"national","solidarity_2010",2875,0.001688,3616089,1757038,709394,1409540,3559013,57076,0.485895,0.196177,0.389797,51580,0.029356
"national","sports_union_2010",1834,0.001077,3616089,1757038,709394,1409540,3559013,57076,0.485895,0.196177,0.389797,51580,0.029356
"national","tortladze_democratic_2010",16967,0.009964,3616089,1757038,709394,1409540,3559013,57076,0.485895,0.196177,0.389797,51580,0.029356
"national","unm",1119641,0.65749,3616089,1757038,709394,1409540,3559013,57076,0.485895,0.196177,0.389797,51580,0.029356
"national","veterans_patriots_2010",45,2.6e-05,3616089,1757038,709394,1409540,3559013,57076,0.485895,0.196177,0.389797,51580,0.029356
"1","alliance_georgia_2010",80166,0.17974,780715,370020,145473,297323,770492,10223,0.47395,0.186333,0.380834,11268,0.030452
"1","christian_democrats_2010",53748,0.120508,780715,370020,145473,297323,770492,10223,0.47395,0.186333,0.380834,11268,0.030452
"1","freedom_2010",1430,0.003206,780715,370020,145473,297323,770492,10223,0.47395,0.186333,0.380834,11268,0.030452
"1","future_georgia",520,0.001166,780715,370020,145473,297323,770492,10223,0.47395,0.186333,0.380834,11268,0.030452
"1","future_party_2010",0,0,780715,370020,145473,297323,770492,10223,0.47395,0.186333,0.380834,11268,0.030452
"1","industry_sakartvelo",27791,0.06231,780715,370020,145473,297323,770492,10223,0.47395,0.186333,0.380834,11268,0.030452
"1","ivanishvili_peoples_democrats_2010",3141,0.007042,780715,370020,145473,297323,770492,10223,0.47395,0.186333,0.380834,11268,0.030452
"1","national_council_2010",36850,0.082621,780715,370020,145473,297323,770492,10223,0.47395,0.186333,0.380834,11268,0.030452
"1","national_democratic_2010",0,0,780715,370020,145473,297323,770492,10223,0.47395,0.186333,0.380834,11268,0.030452
"1","our_country_2008",369,0.000827,780715,370020,145473,297323,770492,10223,0.47395,0.186333,0.380834,11268,0.030452
"1","peoples_alliance_2010",414,0.000928,780715,370020,145473,297323,770492,10223,0.47395,0.186333,0.380834,11268,0.030452
"1","radical_democrats_2008",1636,0.003668,780715,370020,145473,297323,770492,10223,0.47395,0.186333,0.380834,11268,0.030452
"1","solidarity_2010",2875,0.006446,780715,370020,145473,297323,770492,10223,0.47395,0.186333,0.380834,11268,0.030452
"1","sports_union_2010",1580,0.003543,780715,370020,145473,297323,770492,10223,0.47395,0.186333,0.380834,11268,0.030452
"1","tortladze_democratic_2010",1342,0.003009,780715,370020,145473,297323,770492,10223,0.47395,0.186333,0.380834,11268,0.030452
"1","unm",234150,0.524986,780715,370020,145473,297323,770492,10223,0.47395,0.186333,0.380834,11268,0.030452
"1","veterans_patriots_2010",0,0,780715,370020,145473,297323,770492,10223,0.47395,0.186333,0.380834,11268,0.030452
"11","alliance_georgia_2010",1081,0.050938,39303,21504,9116,17310,39060,243,0.547134,0.231942,0.440424,551,0.025623
"11","christian_democrats_2010",2204,0.103854,39303,21504,9116,17310,39060,243,0.547134,0.231942,0.440424,551,0.025623
"11","freedom_2010",0,0,39303,21504,9116,17310,39060,243,0.547134,0.231942,0.440424,551,0.025623
"11","future_georgia",0,0,39303,21504,9116,17310,39060,243,0.547134,0.231942,0.440424,551,0.025623
"11","future_party_2010",0,0,39303,21504,9116,17310,39060,243,0.547134,0.231942,0.440424,551,0.025623
"11","industry_sakartvelo",498,0.023466,39303,21504,9116,17310,39060,243,0.547134,0.231942,0.440424,551,0.025623
"11","ivanishvili_peoples_democrats_2010",0,0,39303,21504,9116,17310,39060,243,0.547134,0.231942,0.440424,551,0.025623
"11","national_council_2010",1617,0.076195,39303,21504,9116,17310,39060,243,0.547134,0.231942,0.440424,551,0.025623
