"precinct_id","selfgov_id","party_id","party_num","name_ka","votes","vote_share","registered","voted","voted_noon","voted_5pm","turnout_pct","noon_pct","five_pct","invalid_ballots","invalid_pct"
1001,1,"gd","41","დავით ნარმანია",401,0.730419,1449,572,264,472,0.394755,0.182195,0.325742,23,0.04021
1001,1,"unm","5","ნიკანორ მელია",148,0.269581,1449,572,264,472,0.394755,0.182195,0.325742,23,0.04021
1002,1,"gd","41","დავით ნარმანია",307,0.63039,1241,511,202,430,0.411765,0.162772,0.346495,24,0.046967
1002,1,"unm","5","ნიკანორ მელია",180,0.36961,1241,511,202,430,0.411765,0.162772,0.346495,24,0.046967
1003,1,"gd","41","დავით ნარმანია",351,0.612565,1434,590,210,461,0.411437,0.146444,0.321478,17,0.028814
1003,1,"unm","5","ნიკანორ მელია",222,0.387435,1434,590,210,461,0.411437,0.146444,0.321478,17,0.028814
1004,1,"gd","41","დავით ნარმანია",342,0.732334,1147,480,209,395,0.418483,0.182214,0.344377,13,0.027083
1004,1,"unm","5","ნიკანორ მელია",125,0.267666,1147,480,209,395,0.418483,0.182214,0.344377,13,0.027083
1005,1,"gd","41","დავით ნარმანია",406,0.674419,1495,618,227,520,0.413378,0.151839,0.347826,15,0.024272
1005,1,"unm","5","ნიკანორ მელია",196,0.325581,1495,618,227,520,0.413378,0.151839,0.347826,15,0.024272
1006,1,"gd","41","დავით ნარმანია",395,0.66723,1460,613,187,475,0.419863,0.128082,0.325342,21,0.034258
1006,1,"unm","5","ნიკანორ მელია",197,0.33277,1460,613,187,475,0.419863,0.128082,0.325342,21,0.034258
1007,1,"gd","41","დავით ნარმანია",350,0.670498,1408,539,195,414,0.382813,0.138494,0.294034,17,0.03154
1007,1,"unm","5","ნიკანორ მელია",172,0.329502,1408,539,195,414,0.382813,0.138494,0.294034,17,0.03154
1008,1,"gd","41","დავით ნარმანია",254,0.680965,1143,390,130,310,0.341207,0.113736,0.271216,17,0.04359
1008,1,"unm","5","ნიკანორ მელია",119,0.319035,1143,390,130,310,0.341207,0.113736,0.271216,17,0.04359
1009,1,"gd","41","დავით ნარმანია",289,0.579158,1343,523,217,434,0.389427,0.161579,0.323157,24,0.045889
