district_id,district_name_ka,party_id,votes,vote_share,registered,voted,voted_noon,voted_5pm,main_list,special_list,turnout_pct,noon_pct,five_pct,invalid_ballots,invalid_pct
national,ეროვნული,christian_democratic_alliance_2008,15902,0.0089,3558078,1831938,756367,1426956,3459871,98207,0.5149,0.2126,0.401,51812,0.0283
national,ეროვნული,christian_democrats_2008,153803,0.0864,3558078,1831938,756367,1426956,3459871,98207,0.5149,0.2126,0.401,51812,0.0283
national,ეროვნული,georgian_politics_2008,8259,0.0046,3558078,1831938,756367,1426956,3459871,98207,0.5149,0.2126,0.401,51812,0.0283
national,ეროვნული,labour,132194,0.0743,3558078,1831938,756367,1426956,3459871,98207,0.5149,0.2126,0.401,51812,0.0283
national,ეროვნული,our_country_2008,2108,0.0012,3558078,1831938,756367,1426956,3459871,98207,0.5149,0.2126,0.401,51812,0.0283
national,ეროვნული,radical_democrats_2008,3192,0.0018,3558078,1831938,756367,1426956,3459871,98207,0.5149,0.2126,0.401,51812,0.0283
national,ეროვნული,republicans_2008,67267,0.0378,3558078,1831938,756367,1426956,3459871,98207,0.5149,0.2126,0.401,51812,0.0283
national,ეროვნული,right_alliance_2008,16498,0.0093,3558078,1831938,756367,1426956,3459871,98207,0.5149,0.2126,0.401,51812,0.0283
national,ეროვნული,sports_union_2008,3325,0.0019,3558078,1831938,756367,1426956,3459871,98207,0.5149,0.2126,0.401,51812,0.0283
national,ეროვნული,traditionalists,7899,0.0044,3558078,1831938,756367,1426956,3459871,98207,0.5149,0.2126,0.401,51812,0.0283
national,ეროვნული,united_opposition_2008,314960,0.1769,3558078,1831938,756367,1426956,3459871,98207,0.5149,0.2126,0.401,51812,0.0283
national,ეროვნული,unm,1054719,0.5925,3558078,1831938,756367,1426956,3459871,98207,0.5149,0.2126,0.401,51812,0.0283
1,მთაწმინდა,christian_democratic_alliance_2008,417,0.016,47295,26671,9082,19314,46914,381,0.5639,0.192,0.4084,612,0.0229
1,მთაწმინდა,christian_democrats_2008,1184,0.0454,47295,26671,9082,19314,46914,381,0.5639,0.192,0.4084,612,0.0229
1,მთაწმინდა,georgian_politics_2008,82,0.0031,47295,26671,9082,19314,46914,381,0.5639,0.192,0.4084,612,0.0229
1,მთაწმინდა,labour,1688,0.0648,47295,26671,9082,19314,46914,381,0.5639,0.192,0.4084,612,0.0229
1,მთაწმინდა,our_country_2008,31,0.0012,47295,26671,9082,19314,46914,381,0.5639,0.192,0.4084,612,0.0229
1,მთაწმინდა,radical_democrats_2008,30,0.0012,47295,26671,9082,19314,46914,381,0.5639,0.192,0.4084,612,0.0229
1,მთაწმინდა,republicans_2008,1413,0.0542,47295,26671,9082,19314,46914,381,0.5639,0.192,0.4084,612,0.0229
1,მთაწმინდა,right_alliance_2008,274,0.0105,47295,26671,9082,19314,46914,381,0.5639,0.192,0.4084,612,0.0229
1,მთაწმინდა,sports_union_2008,85,0.0033,47295,26671,9082,19314,46914,381,0.5639,0.192,0.4084,612,0.0229
1,მთაწმინდა,traditionalists,222,0.0085,47295,26671,9082,19314,46914,381,0.5639,0.192,0.4084,612,0.0229
1,მთაწმინდა,united_opposition_2008,8792,0.3374,47295,26671,9082,19314,46914,381,0.5639,0.192,0.4084,612,0.0229
1,მთაწმინდა,unm,11841,0.4544,47295,26671,9082,19314,46914,381,0.5639,0.192,0.4084,612,0.0229
2,ვაკე,christian_democratic_alliance_2008,1119,0.0217,97281,52487,20854,43818,96564,717,0.5395,0.2144,0.4504,1019,0.0194
2,ვაკე,christian_democrats_2008,2932,0.057,97281,52487,20854,43818,96564,717,0.5395,0.2144,0.4504,1019,0.0194
2,ვაკე,georgian_politics_2008,153,0.003,97281,52487,20854,43818,96564,717,0.5395,0.2144,0.4504,1019,0.0194
2,ვაკე,labour,3499,0.068,97281,52487,20854,43818,96564,717,0.5395,0.2144,0.4504,1019,0.0194
2,ვაკე,our_country_2008,48,0.0009,97281,52487,20854,43818,96564,717,0.5395,0.2144,0.4504,1019,0.0194
2,ვაკე,radical_democrats_2008,55,0.0011,97281,52487,20854,43818,96564,717,0.5395,0.2144,0.4504,1019,0.0194
2,ვაკე,republicans_2008,3290,0.0639,97281,52487,20854,43818,96564,717,0.5395,0.2144,0.4504,1019,0.0194
2,ვაკე,right_alliance_2008,503,0.0098,97281,52487,20854,43818,96564,717,0.5395,0.2144,0.4504,1019,0.0194
2,ვაკე,sports_union_2008,219,0.0043,97281,52487,20854,43818,96564,717,0.5395,0.2144,0.4504,1019,0.0194
2,ვაკე,traditionalists,422,0.0082,97281,52487,20854,43818,96564,717,0.5395,0.2144,0.4504,1019,0.0194
2,ვაკე,united_opposition_2008,21844,0.4244,97281,52487,20854,43818,96564,717,0.5395,0.2144,0.4504,1019,0.0194
2,ვაკე,unm,17384,0.3378,97281,52487,20854,43818,96564,717,0.5395,0.2144,0.4504,1019,0.0194
3,საბურთალო,christian_democratic_alliance_2008,1409,0.0233,120445,61710,23531,49179,118410,2035,0.5124,0.1954,0.4083,1359,0.022
3,საბურთალო,christian_democrats_2008,3613,0.0599,120445,61710,23531,49179,118410,2035,0.5124,0.1954,0.4083,1359,0.022
3,საბურთალო,georgian_politics_2008,172,0.0028,120445,61710,23531,49179,118410,2035,0.5124,0.1954,0.4083,1359,0.022
3,საბურთალო,labour,5223,0.0865,120445,61710,23531,49179,118410,2035,0.5124,0.1954,0.4083,1359,0.022
3,საბურთალო,our_country_2008,93,0.0015,120445,61710,23531,49179,118410,2035,0.5124,0.1954,0.4083,1359,0.022
3,საბურთალო,radical_democrats_2008,88,0.0015,120445,61710,23531,49179,118410,2035,0.5124,0.1954,0.4083,1359,0.022
3,საბურთალო,republicans_2008,3769,0.0625,120445,61710,23531,49179,118410,2035,0.5124,0.1954,0.4083,1359,0.022
3,საბურთალო,right_alliance_2008,746,0.0124,120445,61710,23531,49179,118410,2035,0.5124,0.1954,0.4083,1359,0.022
3,საბურთალო,sports_union_2008,205,0.0034,120445,61710,23531,49179,118410,2035,0.5124,0.1954,0.4083,1359,0.022
3,საბურთალო,traditionalists,535,0.0089,120445,61710,23531,49179,118410,2035,0.5124,0.1954,0.4083,1359,0.022
3,საბურთალო,united_opposition_2008,21603,0.358,120445,61710,23531,49179,118410,2035,0.5124,0.1954,0.4083,1359,0.022
3,საბურთალო,unm,22895,0.3794,120445,61710,23531,49179,118410,2035,0.5124,0.1954,0.4083,1359,0.022
4,კრწანისი,christian_democratic_alliance_2008,297,0.0133,46419,23029,7343,16266,43626,2793,0.4961,0.1582,0.3504,719,0.0312
4,კრწანისი,christian_democrats_2008,1309,0.0587,46419,23029,7343,16266,43626,2793,0.4961,0.1582,0.3504,719,0.0312
4,კრწანისი,georgian_politics_2008,57,0.0026,46419,23029,7343,16266,43626,2793,0.4961,0.1582,0.3504,719,0.0312
4,კრწანისი,labour,1974,0.0885,46419,23029,7343,16266,43626,2793,0.4961,0.1582,0.3504,719,0.0312
4,კრწანისი,our_country_2008,33,0.0015,46419,23029,7343,16266,43626,2793,0.4961,0.1582,0.3504,719,0.0312
4,კრწანისი,radical_democrats_2008,46,0.0021,46419,23029,7343,16266,43626,2793,0.4961,0.1582,0.3504,719,0.0312
4,კრწანისი,republicans_2008,641,0.0287,46419,23029,7343,16266,43626,2793,0.4961,0.1582,0.3504,719,0.0312
4,კრწანისი,right_alliance_2008,134,0.006,46419,23029,7343,16266,43626,2793,0.4961,0.1582,0.3504,719,0.0312
4,კრწანისი,sports_union_2008,54,0.0024,46419,23029,7343,16266,43626,2793,0.4961,0.1582,0.3504,719,0.0312
4,კრწანისი,traditionalists,125,0.0056,46419,23029,7343,16266,43626,2793,0.4961,0.1582,0.3504,719,0.0312
4,კრწანისი,united_opposition_2008,5463,0.2449,46419,23029,7343,16266,43626,2793,0.4961,0.1582,0.3504,719,0.0312
4,კრწანისი,unm,12177,0.5458,46419,23029,7343,16266,43626,2793,0.4961,0.1582,0.3504,719,0.0312
5,ისანი,christian_democratic_alliance_2008,538,0.0119,110792,46647,19006,38202,109652,1140,0.421,0.1715,0.3448,1350,0.0289
5,ისანი,christian_democrats_2008,3172,0.07,110792,46647,19006,38202,109652,1140,0.421,0.1715,0.3448,1350,0.0289
5,ისანი,georgian_politics_2008,140,0.0031,110792,46647,19006,38202,109652,1140,0.421,0.1715,0.3448,1350,0.0289
5,ისანი,labour,4727,0.1044,110792,46647,19006,38202,109652,1140,0.421,0.1715,0.3448,1350,0.0289
5,ისანი,our_country_2008,61,0.0013,110792,46647,19006,38202,109652,1140,0.421,0.1715,0.3448,1350,0.0289
5,ისანი,radical_democrats_2008,81,0.0018,110792,46647,19006,38202,109652,1140,0.421,0.1715,0.3448,1350,0.0289
5,ისანი,republicans_2008,1644,0.0363,110792,46647,19006,38202,109652,1140,0.421,0.1715,0.3448,1350,0.0289
5,ისანი,right_alliance_2008,251,0.0055,110792,46647,19006,38202,109652,1140,0.421,0.1715,0.3448,1350,0.0289
5,ისანი,sports_union_2008,132,0.0029,110792,46647,19006,38202,109652,1140,0.421,0.1715,0.3448,1350,0.0289
5,ისანი,traditionalists,1060,0.0234,110792,46647,19006,38202,109652,1140,0.421,0.1715,0.3448,1350,0.0289
5,ისანი,united_opposition_2008,12240,0.2702,110792,46647,19006,38202,109652,1140,0.421,0.1715,0.3448,1350,0.0289
5,ისანი,unm,21251,0.4691,110792,46647,19006,38202,109652,1140,0.421,0.1715,0.3448,1350,0.0289
6,სამგორი,christian_democratic_alliance_2008,530,0.009,147054,60093,24561,49056,145223,1831,0.4086,0.167,0.3336,1405,0.0234
6,სამგორი,christian_democrats_2008,4961,0.0845,147054,60093,24561,49056,145223,1831,0.4086,0.167,0.3336,1405,0.0234
6,სამგორი,georgian_politics_2008,165,0.0028,147054,60093,24561,49056,145223,1831,0.4086,0.167,0.3336,1405,0.0234
6,სამგორი,labour,7570,0.129,147054,60093,24561,49056,145223,1831,0.4086,0.167,0.3336,1405,0.0234
6,სამგორი,our_country_2008,81,0.0014,147054,60093,24561,49056,145223,1831,0.4086,0.167,0.3336,1405,0.0234
6,სამგორი,radical_democrats_2008,140,0.0024,147054,60093,24561,49056,145223,1831,0.4086,0.167,0.3336,1405,0.0234
6,სამგორი,republicans_2008,1884,0.0321,147054,60093,24561,49056,145223,1831,0.4086,0.167,0.3336,1405,0.0234
6,სამგორი,right_alliance_2008,420,0.0072,147054,60093,24561,49056,145223,1831,0.4086,0.167,0.3336,1405,0.0234
6,სამგორი,sports_union_2008,168,0.0029,147054,60093,24561,49056,145223,1831,0.4086,0.167,0.3336,1405,0.0234
6,სამგორი,traditionalists,217,0.0037,147054,60093,24561,49056,145223,1831,0.4086,0.167,0.3336,1405,0.0234
6,სამგორი,united_opposition_2008,15518,0.2644,147054,60093,24561,49056,145223,1831,0.4086,0.167,0.3336,1405,0.0234
6,სამგორი,unm,27034,0.4606,147054,60093,24561,49056,145223,1831,0.4086,0.167,0.3336,1405,0.0234
7,ჩუღურეთი,christian_democratic_alliance_2008,378,0.0145,55571,26722,10511,21727,54644,927,0.4809,0.1891,0.391,654,0.0245
7,ჩუღურეთი,christian_democrats_2008,1864,0.0715,55571,26722,10511,21727,54644,927,0.4809,0.1891,0.391,654,0.0245
7,ჩუღურეთი,georgian_politics_2008,113,0.0043,55571,26722,10511,21727,54644,927,0.4809,0.1891,0.391,654,0.0245
7,ჩუღურეთი,labour,2813,0.1079,55571,26722,10511,21727,54644,927,0.4809,0.1891,0.391,654,0.0245
7,ჩუღურეთი,our_country_2008,44,0.0017,55571,26722,10511,21727,54644,927,0.4809,0.1891,0.391,654,0.0245
7,ჩუღურეთი,radical_democrats_2008,40,0.0015,55571,26722,10511,21727,54644,927,0.4809,0.1891,0.391,654,0.0245
7,ჩუღურეთი,republicans_2008,1044,0.04,55571,26722,10511,21727,54644,927,0.4809,0.1891,0.391,654,0.0245
7,ჩუღურეთი,right_alliance_2008,189,0.0073,55571,26722,10511,21727,54644,927,0.4809,0.1891,0.391,654,0.0245
7,ჩუღურეთი,sports_union_2008,77,0.003,55571,26722,10511,21727,54644,927,0.4809,0.1891,0.391,654,0.0245
7,ჩუღურეთი,traditionalists,164,0.0063,55571,26722,10511,21727,54644,927,0.4809,0.1891,0.391,654,0.0245
7,ჩუღურეთი,united_opposition_2008,8896,0.3413,55571,26722,10511,21727,54644,927,0.4809,0.1891,0.391,654,0.0245
7,ჩუღურეთი,unm,10446,0.4007,55571,26722,10511,21727,54644,927,0.4809,0.1891,0.391,654,0.0245
8,დიდუბე,christian_democratic_alliance_2008,617,0.0165,72830,38209,15368,32688,70836,1994,0.5246,0.211,0.4488,733,0.0192
8,დიდუბე,christian_democrats_2008,2915,0.0778,72830,38209,15368,32688,70836,1994,0.5246,0.211,0.4488,733,0.0192
8,დიდუბე,georgian_politics_2008,117,0.0031,72830,38209,15368,32688,70836,1994,0.5246,0.211,0.4488,733,0.0192
8,დიდუბე,labour,3498,0.0933,72830,38209,15368,32688,70836,1994,0.5246,0.211,0.4488,733,0.0192
8,დიდუბე,our_country_2008,109,0.0029,72830,38209,15368,32688,70836,1994,0.5246,0.211,0.4488,733,0.0192
8,დიდუბე,radical_democrats_2008,37,0.001,72830,38209,15368,32688,70836,1994,0.5246,0.211,0.4488,733,0.0192
8,დიდუბე,republicans_2008,1864,0.0497,72830,38209,15368,32688,70836,1994,0.5246,0.211,0.4488,733,0.0192
8,დიდუბე,right_alliance_2008,263,0.007,72830,38209,15368,32688,70836,1994,0.5246,0.211,0.4488,733,0.0192
8,დიდუბე,sports_union_2008,111,0.003,72830,38209,15368,32688,70836,1994,0.5246,0.211,0.4488,733,0.0192
8,დიდუბე,traditionalists,261,0.007,72830,38209,15368,32688,70836,1994,0.5246,0.211,0.4488,733,0.0192
8,დიდუბე,united_opposition_2008,13818,0.3687,72830,38209,15368,32688,70836,1994,0.5246,0.211,0.4488,733,0.0192
