"district_id","party_id","name_ka","round","votes","vote_share","registered","voted","voted_noon","voted_5pm","main_list","special_list","turnout_pct","noon_pct","five_pct","invalid_ballots","invalid_pct"
"national","burchuladze","",1,23,0.002337,21469,10122,4161,8397,21413,56,0.47147,0.193814,0.391122,252,0.024896
"national","conservatives","",1,15,0.001524,21469,10122,4161,8397,21413,56,0.47147,0.193814,0.391122,252,0.024896
"national","european_georgia","",1,785,0.07976,21469,10122,4161,8397,21413,56,0.47147,0.193814,0.391122,252,0.024896
"national","free_georgia","",1,61,0.006198,21469,10122,4161,8397,21413,56,0.47147,0.193814,0.391122,252,0.024896
"national","free_georgia_movement","",1,20,0.002032,21469,10122,4161,8397,21413,56,0.47147,0.193814,0.391122,252,0.024896
"national","gd","",1,6966,0.707783,21469,10122,4161,8397,21413,56,0.47147,0.193814,0.391122,252,0.024896
"national","georgia_2016","",1,6,0.00061,21469,10122,4161,8397,21413,56,0.47147,0.193814,0.391122,252,0.024896
"national","initiative_group","",1,629,0.06391,21469,10122,4161,8397,21413,56,0.47147,0.193814,0.391122,252,0.024896
"national","national_democrats","",1,15,0.001524,21469,10122,4161,8397,21413,56,0.47147,0.193814,0.391122,252,0.024896
"national","new_christian_democrats","",1,20,0.002032,21469,10122,4161,8397,21413,56,0.47147,0.193814,0.391122,252,0.024896
"national","peoples_movement_2020","",1,34,0.003455,21469,10122,4161,8397,21413,56,0.47147,0.193814,0.391122,252,0.024896
"national","social_justice_2020","",1,53,0.005385,21469,10122,4161,8397,21413,56,0.47147,0.193814,0.391122,252,0.024896
"national","unm","",1,1180,0.119894,21469,10122,4161,8397,21413,56,0.47147,0.193814,0.391122,252,0.024896
"national","vashadze_2017","",1,18,0.001829,21469,10122,4161,8397,21413,56,0.47147,0.193814,0.391122,252,0.024896
"national","veterans","",1,17,0.001727,21469,10122,4161,8397,21413,56,0.47147,0.193814,0.391122,252,0.024896
"110300","gd","ზურაბ შინდელაშვილი",1,244,0.724036,456,340,163,309,456,0,0.745614,0.357456,0.677632,3,0.008824
"110300","national_democrats","ნუკრი ჭოლაძე",1,1,0.002967,456,340,163,309,456,0,0.745614,0.357456,0.677632,3,0.008824
