precinct_id,precinct_key,district_id,electoral_district_id,vote_type,district_name_ka,precinct_number,registered,voted,turnout_pct,voted_noon,voted_5pm,main_list,special_list,noon_pct,five_pct,invalid_ballots,invalid_pct
83017,83017,83017,83,pr,ხელვაჩაური,17,1532,465,0.3035,224,354,1037,495,0.1462,0.2311,20,0.043
83018,83018,83018,83,pr,ხელვაჩაური,18,1269,202,0.1592,62,175,1268,1,0.0489,0.1379,7,0.0347
83019,83019,83019,83,pr,ხელვაჩაური,19,1408,227,0.1612,47,137,1405,3,0.0334,0.0973,2,0.0088
83020,83020,83020,83,pr,ხელვაჩაური,20,728,108,0.1484,34,78,722,6,0.0467,0.1071,3,0.0278
83021,83021,83021,83,pr,ხელვაჩაური,21,1415,154,0.1088,45,134,1411,4,0.0318,0.0947,2,0.013
83022,83022,83022,83,pr,ხელვაჩაური,22,1568,140,0.0893,50,117,1565,3,0.0319,0.0746,5,0.0357
83023,83023,83023,83,pr,ხელვაჩაური,23,1751,604,0.3449,296,575,1302,449,0.169,0.3284,14,0.0232
83024,83024,83024,83,pr,ხელვაჩაური,24,1402,159,0.1134,77,139,1400,2,0.0549,0.0991,2,0.0126
83025,83025,83025,83,pr,ხელვაჩაური,25,1364,184,0.1349,57,172,1359,5,0.0418,0.1261,11,0.0598
83026,83026,83026,83,pr,ხელვაჩაური,26,1484,157,0.1058,69,118,1478,6,0.0465,0.0795,2,0.0127
83027,83027,83027,83,pr,ხელვაჩაური,27,1349,172,0.1275,72,143,1343,6,0.0534,0.106,4,0.0233
83028,83028,83028,83,pr,ხელვაჩაური,28,1470,209,0.1422,58,182,1467,3,0.0395,0.1238,5,0.0239
83029,83029,83029,83,pr,ხელვაჩაური,29,1543,302,0.1957,100,255,1539,4,0.0648,0.1653,3,0.0099
83030,83030,83030,83,pr,ხელვაჩაური,30,1433,231,0.1612,107,176,1352,81,0.0747,0.1228,3,0.013
83031,83031,83031,83,pr,ხელვაჩაური,31,743,148,0.1992,38,95,741,2,0.0511,0.1279,6,0.0405
83032,83032,83032,83,pr,ხელვაჩაური,32,1293,189,0.1462,54,159,1287,6,0.0418,0.123,3,0.0159
83033,83033,83033,83,pr,ხელვაჩაური,33,1414,212,0.1499,78,167,1405,9,0.0552,0.1181,3,0.0142
83034,83034,83034,83,pr,ხელვაჩაური,34,716,127,0.1774,38,97,713,3,0.0531,0.1355,4,0.0315
83035,83035,83035,83,pr,ხელვაჩაური,35,1169,275,0.2352,93,222,1166,3,0.0796,0.1899,5,0.0182
83036,83036,83036,83,pr,ხელვაჩაური,36,853,223,0.2614,83,196,848,5,0.0973,0.2298,2,0.009
83037,83037,83037,83,pr,ხელვაჩაური,37,1474,274,0.1859,82,240,1470,4,0.0556,0.1628,7,0.0255
83038,83038,83038,83,pr,ხელვაჩაური,38,1493,205,0.1373,62,155,1487,6,0.0415,0.1038,9,0.0439
83039,83039,83039,83,pr,ხელვაჩაური,39,1442,272,0.1886,90,211,1441,1,0.0624,0.1463,8,0.0294
83040,83040,83040,83,pr,ხელვაჩაური,40,1323,305,0.2305,133,267,1321,2,0.1005,0.2018,9,0.0295
83041,83041,83041,83,pr,ხელვაჩაური,41,770,233,0.3026,75,218,770,0,0.0974,0.2831,2,0.0086
83042,83042,83042,83,pr,ხელვაჩაური,42,1211,336,0.2775,195,290,1209,2,0.161,0.2395,7,0.0208
83043,83043,83043,83,pr,ხელვაჩაური,43,777,291,0.3745,71,203,775,2,0.0914,0.2613,8,0.0275
83044,83044,83044,83,pr,ხელვაჩაური,44,471,213,0.4522,65,161,468,3,0.138,0.3418,2,0.0094
83045,83045,83045,83,pr,ხელვაჩაური,45,552,123,0.2228,56,97,551,1,0.1014,0.1757,3,0.0244
83046,83046,83046,83,pr,ხელვაჩაური,46,536,116,0.2164,57,109,533,3,0.1063,0.2034,1,0.0086
83047,83047,83047,83,pr,ხელვაჩაური,47,325,141,0.4338,39,108,324,1,0.12,0.3323,6,0.0426
83048,83048,83048,83,pr,ხელვაჩაური,48,448,107,0.2388,32,88,445,3,0.0714,0.1964,23,0.215
83049,83049,83049,83,pr,ხელვაჩაური,49,316,103,0.3259,20,71,311,5,0.0633,0.2247,4,0.0388
83050,83050,83050,83,pr,ხელვაჩაური,50,0,0,0,0,0,0,0,0,0,0,0
83051,83051,83051,83,pr,ხელვაჩაური,51,794,135,0.17,56,122,790,4,0.0705,0.1537,3,0.0222
83052,83052,83052,83,pr,ხელვაჩაური,52,1089,237,0.2176,101,202,1084,5,0.0927,0.1855,6,0.0253
83053,83053,83053,83,pr,ხელვაჩაური,53,650,86,0.1323,26,61,646,4,0.04,0.0938,3,0.0349
83054,83054,83054,83,pr,ხელვაჩაური,54,1208,92,0.0762,36,85,1205,3,0.0298,0.0704,2,0.0217
83055,83055,83055,83,pr,ხელვაჩაური,55,1117,144,0.1289,62,127,1112,5,0.0555,0.1137,1,0.0069
83056,83056,83056,83,pr,ხელვაჩაური,56,1168,181,0.155,81,161,1167,1,0.0693,0.1378,12,0.0663
83057,83057,83057,83,pr,ხელვაჩაური,57,996,158,0.1586,58,138,990,6,0.0582,0.1386,2,0.0127
83058,83058,83058,83,pr,ხელვაჩაური,58,589,88,0.1494,26,75,586,3,0.0441,0.1273,2,0.0227
83059,83059,83059,83,pr,ხელვაჩაური,59,1545,229,0.1482,76,179,1543,2,0.0492,0.1159,0,0
83060,83060,83060,83,pr,ხელვაჩაური,60,1463,98,0.067,33,90,1459,4,0.0226,0.0615,3,0.0306
83061,83061,83061,83,pr,ხელვაჩაური,61,1156,96,0.083,48,93,1152,4,0.0415,0.0804,4,0.0417
83062,83062,83062,83,pr,ხელვაჩაური,62,613,78,0.1272,30,65,609,4,0.0489,0.106,2,0.0256
83063,83063,83063,83,pr,ხელვაჩაური,63,786,137,0.1743,30,80,781,5,0.0382,0.1018,2,0.0146
83064,83064,83064,83,pr,ხელვაჩაური,64,1001,238,0.2378,81,188,1000,1,0.0809,0.1878,4,0.0168
83065,83065,83065,83,pr,ხელვაჩაური,65,0,0,0,0,0,0,0,0,0,0,0
83066,83066,83066,83,pr,ხელვაჩაური,66,0,0,0,0,0,0,0,0,0,0,0
84001,84001,84001,84,pr,ხულო,1,816,389,0.4767,129,321,803,13,0.1581,0.3934,14,0.036
84002,84002,84002,84,pr,ხულო,2,566,388,0.6855,105,280,563,3,0.1855,0.4947,7,0.018
84003,84003,84003,84,pr,ხულო,3,368,183,0.4973,44,128,363,5,0.1196,0.3478,9,0.0492
84004,84004,84004,84,pr,ხულო,4,877,467,0.5325,171,320,875,2,0.195,0.3649,3,0.0064
84005,84005,84005,84,pr,ხულო,5,575,361,0.6278,82,265,569,6,0.1426,0.4609,1,0.0028
84006,84006,84006,84,pr,ხულო,6,396,237,0.5985,45,165,393,3,0.1136,0.4167,6,0.0253
84007,84007,84007,84,pr,ხულო,7,634,358,0.5647,61,192,632,2,0.0962,0.3028,4,0.0112
84008,84008,84008,84,pr,ხულო,8,426,323,0.7582,115,230,423,3,0.27,0.5399,8,0.0248
84009,84009,84009,84,pr,ხულო,9,695,337,0.4849,127,250,694,1,0.1827,0.3597,7,0.0208
84010,84010,84010,84,pr,ხულო,10,433,318,0.7344,96,260,429,4,0.2217,0.6005,7,0.022
84011,84011,84011,84,pr,ხულო,11,641,330,0.5148,79,300,639,2,0.1232,0.468,6,0.0182
84012,84012,84012,84,pr,ხულო,12,1047,650,0.6208,107,411,1043,4,0.1022,0.3926,2,0.0031
84013,84013,84013,84,pr,ხულო,13,834,516,0.6187,182,370,828,6,0.2182,0.4436,0,0
84014,84014,84014,84,pr,ხულო,14,533,401,0.7523,70,247,528,5,0.1313,0.4634,0,0
84015,84015,84015,84,pr,ხულო,15,305,275,0.9016,95,185,302,3,0.3115,0.6066,4,0.0145
84016,84016,84016,84,pr,ხულო,16,359,351,0.9777,80,204,355,4,0.2228,0.5682,0,0
84017,84017,84017,84,pr,ხულო,17,640,515,0.8047,238,383,637,3,0.3719,0.5984,8,0.0155
84018,84018,84018,84,pr,ხულო,18,1125,528,0.4693,160,394,1121,4,0.1422,0.3502,14,0.0265
84019,84019,84019,84,pr,ხულო,19,771,436,0.5655,110,297,766,5,0.1427,0.3852,4,0.0092
84020,84020,84020,84,pr,ხულო,20,235,164,0.6979,65,136,229,6,0.2766,0.5787,5,0.0305
84021,84021,84021,84,pr,ხულო,21,277,191,0.6895,67,145,273,4,0.2419,0.5235,2,0.0105
84022,84022,84022,84,pr,ხულო,22,258,206,0.7984,120,175,253,5,0.4651,0.6783,10,0.0485
84023,84023,84023,84,pr,ხულო,23,784,586,0.7474,182,406,779,5,0.2321,0.5179,4,0.0068
84024,84024,84024,84,pr,ხულო,24,550,314,0.5709,70,183,545,5,0.1273,0.3327,5,0.0159
84025,84025,84025,84,pr,ხულო,25,427,300,0.7026,80,196,423,4,0.1874,0.459,5,0.0167
84026,84026,84026,84,pr,ხულო,26,457,352,0.7702,49,207,453,4,0.1072,0.453,0,0
84027,84027,84027,84,pr,ხულო,27,443,327,0.7381,73,280,438,5,0.1648,0.6321,2,0.0061
84028,84028,84028,84,pr,ხულო,28,354,220,0.6215,66,160,350,4,0.1864,0.452,1,0.0045
84029,84029,84029,84,pr,ხულო,29,567,299,0.5273,68,205,565,2,0.1199,0.3616,8,0.0268
84030,84030,84030,84,pr,ხულო,30,193,167,0.8653,60,120,189,4,0.3109,0.6218,3,0.018
84031,84031,84031,84,pr,ხულო,31,503,291,0.5785,80,206,498,5,0.159,0.4095,3,0.0103
84032,84032,84032,84,pr,ხულო,32,592,321,0.5422,62,200,588,4,0.1047,0.3378,0,0
84033,84033,84033,84,pr,ხულო,33,298,221,0.7416,44,168,294,4,0.1477,0.5638,2,0.009
84034,84034,84034,84,pr,ხულო,34,168,150,0.8929,48,90,164,4,0.2857,0.5357,0,0
84035,84035,84035,84,pr,ხულო,35,240,238,0.9917,55,155,235,5,0.2292,0.6458,2,0.0084
84036,84036,84036,84,pr,ხულო,36,431,370,0.8585,130,251,428,3,0.3016,0.5824,0,0
84037,84037,84037,84,pr,ხულო,37,502,304,0.6056,76,180,497,5,0.1514,0.3586,0,0
84038,84038,84038,84,pr,ხულო,38,256,203,0.793,70,140,253,3,0.2734,0.5469,0,0
84039,84039,84039,84,pr,ხულო,39,511,430,0.8415,90,275,505,6,0.1761,0.5382,0,0
84040,84040,84040,84,pr,ხულო,40,516,447,0.8663,150,295,513,3,0.2907,0.5717,0,0
84041,84041,84041,84,pr,ხულო,41,548,515,0.9398,89,323,543,5,0.1624,0.5894,0,0
84042,84042,84042,84,pr,ხულო,42,629,379,0.6025,90,379,625,4,0.1431,0.6025,4,0.0106
84043,84043,84043,84,pr,ხულო,43,191,109,0.5707,31,84,187,4,0.1623,0.4398,0,0
84044,84044,84044,84,pr,ხულო,44,216,119,0.5509,30,80,210,6,0.1389,0.3704,6,0.0504
84045,84045,84045,84,pr,ხულო,45,288,234,0.8125,46,154,285,3,0.1597,0.5347,0,0
84046,84046,84046,84,pr,ხულო,46,295,203,0.6881,53,127,290,5,0.1797,0.4305,1,0.0049
84047,84047,84047,84,pr,ხულო,47,141,126,0.8936,53,90,136,5,0.3759,0.6383,0,0
84048,84048,84048,84,pr,ხულო,48,158,120,0.7595,26,66,154,4,0.1646,0.4177,2,0.0167
84049,84049,84049,84,pr,ხულო,49,382,321,0.8403,117,206,377,5,0.3063,0.5393,2,0.0062
84050,84050,84050,84,pr,ხულო,50,316,292,0.9241,91,192,312,4,0.288,0.6076,0,0
84051,84051,84051,84,pr,ხულო,51,292,188,0.6438,41,113,289,3,0.1404,0.387,6,0.0319
79001,79001,79001,79,smd,ბათუმი,1,1474,466,0.3161,170,400,1462,12,0.1153,0.2714,15,0.0322
79002,79002,79002,79,smd,ბათუმი,2,1360,494,0.3632,184,412,1352,8,0.1353,0.3029,26,0.0526
79003,79003,79003,79,smd,ბათუმი,3,1404,382,0.2721,123,310,1391,13,0.0876,0.2208,14,0.0366
79004,79004,79004,79,smd,ბათუმი,4,1286,409,0.318,179,347,1237,49,0.1392,0.2698,8,0.0196
79005,79005,79005,79,smd,ბათუმი,5,994,122,0.1227,53,108,987,7,0.0533,0.1087,4,0.0328
79006,79006,79006,79,smd,ბათუმი,6,1200,473,0.3942,143,385,1180,20,0.1192,0.3208,18,0.0381
79007,79007,79007,79,smd,ბათუმი,7,1041,334,0.3208,93,276,1031,10,0.0893,0.2651,9,0.0269
79008,79008,79008,79,smd,ბათუმი,8,1462,427,0.2921,163,368,1452,10,0.1115,0.2517,16,0.0375
79009,79009,79009,79,smd,ბათუმი,9,1361,396,0.291,114,329,1338,23,0.0838,0.2417,20,0.0505
79010,79010,79010,79,smd,ბათუმი,10,1407,540,0.3838,143,440,1396,11,0.1016,0.3127,22,0.0407
79011,79011,79011,79,smd,ბათუმი,11,1201,393,0.3272,139,342,1193,8,0.1157,0.2848,12,0.0305
79012,79012,79012,79,smd,ბათუმი,12,1445,469,0.3246,152,347,1434,11,0.1052,0.2401,22,0.0469
79013,79013,79013,79,smd,ბათუმი,13,1518,435,0.2866,180,398,1506,12,0.1186,0.2622,22,0.0506
79014,79014,79014,79,smd,ბათუმი,14,1244,582,0.4678,283,508,937,307,0.2275,0.4084,20,0.0344
79015,79015,79015,79,smd,ბათუმი,15,2006,941,0.4691,540,841,1414,592,0.2692,0.4192,21,0.0223
79016,79016,79016,79,smd,ბათუმი,16,1129,415,0.3676,189,380,1120,9,0.1674,0.3366,17,0.041
79017,79017,79017,79,smd,ბათუმი,17,1448,560,0.3867,267,478,1441,7,0.1844,0.3301,19,0.0339
79018,79018,79018,79,smd,ბათუმი,18,1533,470,0.3066,245,401,1524,9,0.1598,0.2616,9,0.0191
79019,79019,79019,79,smd,ბათუმი,19,1446,485,0.3354,223,416,1436,10,0.1542,0.2877,19,0.0392
79020,79020,79020,79,smd,ბათუმი,20,1465,454,0.3099,244,408,1452,13,0.1666,0.2785,14,0.0308
79021,79021,79021,79,smd,ბათუმი,21,1552,479,0.3086,260,427,1543,9,0.1675,0.2751,14,0.0292
79022,79022,79022,79,smd,ბათუმი,22,1389,527,0.3794,285,482,1379,10,0.2052,0.347,20,0.038
79023,79023,79023,79,smd,ბათუმი,23,1440,541,0.3757,299,519,1429,11,0.2076,0.3604,9,0.0166
79024,79024,79024,79,smd,ბათუმი,24,1458,521,0.3573,230,437,1449,9,0.1578,0.2997,15,0.0288
79025,79025,79025,79,smd,ბათუმი,25,1322,415,0.3139,205,376,1312,10,0.1551,0.2844,6,0.0145
79026,79026,79026,79,smd,ბათუმი,26,1472,450,0.3057,210,376,1461,11,0.1427,0.2554,19,0.0422
79027,79027,79027,79,smd,ბათუმი,27,1467,458,0.3122,205,388,1456,11,0.1397,0.2645,11,0.024
79028,79028,79028,79,smd,ბათუმი,28,1365,405,0.2967,160,347,1355,10,0.1172,0.2542,16,0.0395
79029,79029,79029,79,smd,ბათუმი,29,1319,368,0.279,135,310,1309,10,0.1024,0.235,25,0.0679
79030,79030,79030,79,smd,ბათუმი,30,1541,515,0.3342,159,385,1532,9,0.1032,0.2498,17,0.033
79031,79031,79031,79,smd,ბათუმი,31,1397,449,0.3214,191,381,1389,8,0.1367,0.2727,18,0.0401
79032,79032,79032,79,smd,ბათუმი,32,1433,361,0.2519,126,270,1424,9,0.0879,0.1884,20,0.0554
79033,79033,79033,79,smd,ბათუმი,33,1420,409,0.288,156,326,1412,8,0.1099,0.2296,13,0.0318
79034,79034,79034,79,smd,ბათუმი,34,1187,351,0.2957,144,311,1181,6,0.1213,0.262,18,0.0513
79035,79035,79035,79,smd,ბათუმი,35,1340,435,0.3246,170,354,1331,9,0.1269,0.2642,17,0.0391
79036,79036,79036,79,smd,ბათუმი,36,1446,451,0.3119,166,361,1438,8,0.1148,0.2497,18,0.0399
79037,79037,79037,79,smd,ბათუმი,37,1307,456,0.3489,195,420,1299,8,0.1492,0.3213,16,0.0351
79038,79038,79038,79,smd,ბათუმი,38,1559,615,0.3945,190,464,1500,59,0.1219,0.2976,25,0.0407
79039,79039,79039,79,smd,ბათუმი,39,1317,378,0.287,132,347,1309,8,0.1002,0.2635,14,0.037
79040,79040,79040,79,smd,ბათუმი,40,1202,488,0.406,180,351,1190,12,0.1498,0.292,33,0.0676
79041,79041,79041,79,smd,ბათუმი,41,1195,425,0.3556,210,385,1182,13,0.1757,0.3222,19,0.0447
79042,79042,79042,79,smd,ბათუმი,42,1452,447,0.3079,180,390,1442,10,0.124,0.2686,19,0.0425
79043,79043,79043,79,smd,ბათუმი,43,1254,494,0.3939,268,435,1249,5,0.2137,0.3469,19,0.0385
79044,79044,79044,79,smd,ბათუმი,44,1478,382,0.2585,140,300,1468,10,0.0947,0.203,0,0
79045,79045,79045,79,smd,ბათუმი,45,1420,522,0.3676,220,413,1409,11,0.1549,0.2908,26,0.0498
79046,79046,79046,79,smd,ბათუმი,46,1340,360,0.2687,110,294,1310,30,0.0821,0.2194,14,0.0389
79047,79047,79047,79,smd,ბათუმი,47,1436,581,0.4046,313,503,1428,8,0.218,0.3503,21,0.0361
79048,79048,79048,79,smd,ბათუმი,48,1420,324,0.2282,125,282,1410,10,0.088,0.1986,18,0.0556
79049,79049,79049,79,smd,ბათუმი,49,1217,399,0.3279,127,319,1207,10,0.1044,0.2621,18,0.0451
79050,79050,79050,79,smd,ბათუმი,50,1448,471,0.3253,171,422,1441,7,0.1181,0.2914,6,0.0127
79051,79051,79051,79,smd,ბათუმი,51,1428,433,0.3032,185,390,1417,11,0.1296,0.2731,17,0.0393
79052,79052,79052,79,smd,ბათუმი,52,1469,473,0.322,206,411,1424,45,0.1402,0.2798,26,0.055
79053,79053,79053,79,smd,ბათუმი,53,1396,424,0.3037,163,356,1385,11,0.1168,0.255,18,0.0425
79054,79054,79054,79,smd,ბათუმი,54,1110,340,0.3063,182,308,1098,12,0.164,0.2775,28,0.0824
79055,79055,79055,79,smd,ბათუმი,55,1317,363,0.2756,163,318,1304,13,0.1238,0.2415,18,0.0496
79056,79056,79056,79,smd,ბათუმი,56,1524,482,0.3163,191,388,1515,9,0.1253,0.2546,0,0
79057,79057,79057,79,smd,ბათუმი,57,1421,475,0.3343,215,435,1410,11,0.1513,0.3061,18,0.0379
79058,79058,79058,79,smd,ბათუმი,58,1453,437,0.3008,200,366,1442,11,0.1376,0.2519,16,0.0366
79059,79059,79059,79,smd,ბათუმი,59,1307,408,0.3122,201,360,1297,10,0.1538,0.2754,10,0.0245
79060,79060,79060,79,smd,ბათუმი,60,1274,344,0.27,160,288,1266,8,0.1256,0.2261,21,0.061
79061,79061,79061,79,smd,ბათუმი,61,1521,485,0.3189,191,400,1511,10,0.1256,0.263,17,0.0351
79062,79062,79062,79,smd,ბათუმი,62,1504,475,0.3158,198,409,1492,12,0.1316,0.2719,16,0.0337
79063,79063,79063,79,smd,ბათუმი,63,1263,364,0.2882,130,320,1254,9,0.1029,0.2534,15,0.0412
79064,79064,79064,79,smd,ბათუმი,64,1233,359,0.2912,146,340,1224,9,0.1184,0.2758,2,0.0056
79065,79065,79065,79,smd,ბათუმი,65,1472,443,0.301,170,376,1460,12,0.1155,0.2554,15,0.0339
79066,79066,79066,79,smd,ბათუმი,66,1117,294,0.2632,96,240,1106,11,0.0859,0.2149,19,0.0646
79067,79067,79067,79,smd,ბათუმი,67,1477,407,0.2756,179,337,1466,11,0.1212,0.2282,12,0.0295
79068,79068,79068,79,smd,ბათუმი,68,1378,462,0.3353,173,390,1369,9,0.1255,0.283,28,0.0606
79069,79069,79069,79,smd,ბათუმი,69,1084,349,0.322,184,304,1072,12,0.1697,0.2804,9,0.0258
79070,79070,79070,79,smd,ბათუმი,70,737,262,0.3555,110,238,728,9,0.1493,0.3229,7,0.0267
79071,79071,79071,79,smd,ბათუმი,71,1550,430,0.2774,150,330,1540,10,0.0968,0.2129,20,0.0465
79072,79072,79072,79,smd,ბათუმი,72,1511,272,0.18,126,244,1500,11,0.0834,0.1615,14,0.0515
79073,79073,79073,79,smd,ბათუმი,73,1105,282,0.2552,100,250,1093,12,0.0905,0.2262,10,0.0355
79074,79074,79074,79,smd,ბათუმი,74,861,393,0.4564,235,390,460,401,0.2729,0.453,12,0.0305
79075,79075,79075,79,smd,ბათუმი,75,0,0,0,0,0,0,0,0,0,0,0
80001,80001,80001,80,smd,ქედა,1,1252,593,0.4736,194,471,1249,3,0.155,0.3762,19,0.032
80002,80002,80002,80,smd,ქედა,2,825,510,0.6182,152,372,811,14,0.1842,0.4509,12,0.0235
80003,80003,80003,80,smd,ქედა,3,312,226,0.7244,125,186,306,6,0.4006,0.5962,5,0.0221
80004,80004,80004,80,smd,ქედა,4,469,265,0.565,78,202,467,2,0.1663,0.4307,11,0.0415
80005,80005,80005,80,smd,ქედა,5,296,188,0.6351,80,175,293,3,0.2703,0.5912,8,0.0426
80006,80006,80006,80,smd,ქედა,6,410,274,0.6683,55,164,407,3,0.1341,0.4,6,0.0219
80007,80007,80007,80,smd,ქედა,7,325,222,0.6831,76,206,322,3,0.2338,0.6338,8,0.036
80008,80008,80008,80,smd,ქედა,8,266,192,0.7218,79,123,262,4,0.297,0.4624,1,0.0052
80009,80009,80009,80,smd,ქედა,9,310,286,0.9226,80,228,309,1,0.2581,0.7355,2,0.007
80010,80010,80010,80,smd,ქედა,10,610,355,0.582,120,265,607,3,0.1967,0.4344,5,0.0141
80011,80011,80011,80,smd,ქედა,11,359,228,0.6351,88,193,356,3,0.2451,0.5376,13,0.057
80012,80012,80012,80,smd,ქედა,12,408,272,0.6667,81,194,403,5,0.1985,0.4755,5,0.0184
80013,80013,80013,80,smd,ქედა,13,466,314,0.6738,102,236,462,4,0.2189,0.5064,15,0.0478
80014,80014,80014,80,smd,ქედა,14,644,394,0.6118,160,307,639,5,0.2484,0.4767,14,0.0355
80015,80015,80015,80,smd,ქედა,15,559,491,0.8784,115,270,558,1,0.2057,0.483,4,0.0081
80016,80016,80016,80,smd,ქედა,16,742,422,0.5687,139,283,740,2,0.1873,0.3814,6,0.0142
80017,80017,80017,80,smd,ქედა,17,551,329,0.5971,140,279,550,1,0.2541,0.5064,3,0.0091
80018,80018,80018,80,smd,ქედა,18,866,678,0.7829,185,505,862,4,0.2136,0.5831,0,0
80019,80019,80019,80,smd,ქედა,19,172,143,0.8314,60,97,167,5,0.3488,0.564,4,0.028
80020,80020,80020,80,smd,ქედა,20,502,384,0.7649,134,299,499,3,0.2669,0.5956,9,0.0234
80021,80021,80021,80,smd,ქედა,21,269,206,0.7658,80,150,267,2,0.2974,0.5576,1,0.0049
80022,80022,80022,80,smd,ქედა,22,510,317,0.6216,135,240,509,1,0.2647,0.4706,12,0.0379
80023,80023,80023,80,smd,ქედა,23,420,397,0.9452,162,303,418,2,0.3857,0.7214,16,0.0403
80024,80024,80024,80,smd,ქედა,24,235,162,0.6894,55,115,232,3,0.234,0.4894,3,0.0185
80025,80025,80025,80,smd,ქედა,25,544,453,0.8327,135,400,539,5,0.2482,0.7353,0,0
80026,80026,80026,80,smd,ქედა,26,534,331,0.6199,153,255,532,2,0.2865,0.4775,5,0.0151
80027,80027,80027,80,smd,ქედა,27,522,461,0.8831,139,356,519,3,0.2663,0.682,0,0
80028,80028,80028,80,smd,ქედა,28,364,304,0.8352,98,211,361,3,0.2692,0.5797,0,0
80029,80029,80029,80,smd,ქედა,29,874,457,0.5229,170,366,871,3,0.1945,0.4188,27,0.0591
80030,80030,80030,80,smd,ქედა,30,322,259,0.8043,76,82,320,2,0.236,0.2547,1,0.0039
80031,80031,80031,80,smd,ქედა,31,501,315,0.6287,115,241,496,5,0.2295,0.481,8,0.0254
81001,81001,81001,81,smd,ქობულეთი,1,690,354,0.513,110,255,683,7,0.1594,0.3696,12,0.0339
81002,81002,81002,81,smd,ქობულეთი,2,1185,376,0.3173,141,329,1165,20,0.119,0.2776,0,0
81003,81003,81003,81,smd,ქობულეთი,3,976,306,0.3135,102,252,967,9,0.1045,0.2582,11,0.0359
81004,81004,81004,81,smd,ქობულეთი,4,1371,530,0.3866,175,432,1363,8,0.1276,0.3151,23,0.0434
81005,81005,81005,81,smd,ქობულეთი,5,701,239,0.3409,109,194,689,12,0.1555,0.2767,7,0.0293
81006,81006,81006,81,smd,ქობულეთი,6,532,253,0.4756,63,192,527,5,0.1184,0.3609,18,0.0711
81007,81007,81007,81,smd,ქობულეთი,7,1253,433,0.3456,137,317,1246,7,0.1093,0.253,16,0.037
81008,81008,81008,81,smd,ქობულეთი,8,774,281,0.363,102,200,760,14,0.1318,0.2584,11,0.0391
81009,81009,81009,81,smd,ქობულეთი,9,1245,539,0.4329,146,436,1235,10,0.1173,0.3502,17,0.0315
81010,81010,81010,81,smd,ქობულეთი,10,1328,587,0.442,185,458,1324,4,0.1393,0.3449,16,0.0273
81011,81011,81011,81,smd,ქობულეთი,11,1687,1357,0.8044,255,810,1683,4,0.1512,0.4801,8,0.0059
81012,81012,81012,81,smd,ქობულეთი,12,1343,687,0.5115,210,503,1339,4,0.1564,0.3745,16,0.0233
81013,81013,81013,81,smd,ქობულეთი,13,941,460,0.4888,151,327,939,2,0.1605,0.3475,19,0.0413
81014,81014,81014,81,smd,ქობულეთი,14,1653,601,0.3636,202,520,1648,5,0.1222,0.3146,19,0.0316
81015,81015,81015,81,smd,ქობულეთი,15,1660,579,0.3488,261,456,1651,9,0.1572,0.2747,13,0.0225
81016,81016,81016,81,smd,ქობულეთი,16,1597,640,0.4008,310,514,1593,4,0.1941,0.3219,20,0.0313
81017,81017,81017,81,smd,ქობულეთი,17,1207,680,0.5634,270,579,1203,4,0.2237,0.4797,4,0.0059
81018,81018,81018,81,smd,ქობულეთი,18,669,424,0.6338,140,372,666,3,0.2093,0.5561,6,0.0142
81019,81019,81019,81,smd,ქობულეთი,19,1564,614,0.3926,213,476,1562,2,0.1362,0.3043,22,0.0358
81020,81020,81020,81,smd,ქობულეთი,20,1103,561,0.5086,151,403,1102,1,0.1369,0.3654,14,0.025
81021,81021,81021,81,smd,ქობულეთი,21,1432,510,0.3561,250,408,1428,4,0.1746,0.2849,15,0.0294
81022,81022,81022,81,smd,ქობულეთი,22,1170,377,0.3222,155,370,1165,5,0.1325,0.3162,54,0.1432
81023,81023,81023,81,smd,ქობულეთი,23,1226,663,0.5408,227,510,1224,2,0.1852,0.416,12,0.0181
81024,81024,81024,81,smd,ქობულეთი,24,1119,336,0.3003,180,301,1109,10,0.1609,0.269,7,0.0208
81025,81025,81025,81,smd,ქობულეთი,25,774,343,0.4432,122,302,770,4,0.1576,0.3902,16,0.0466
81026,81026,81026,81,smd,ქობულეთი,26,1565,659,0.4211,232,447,1562,3,0.1482,0.2856,7,0.0106
81027,81027,81027,81,smd,ქობულეთი,27,1560,691,0.4429,235,486,1556,4,0.1506,0.3115,10,0.0145
81028,81028,81028,81,smd,ქობულეთი,28,770,312,0.4052,103,219,764,6,0.1338,0.2844,3,0.0096
81029,81029,81029,81,smd,ქობულეთი,29,1557,786,0.5048,300,720,1551,6,0.1927,0.4624,20,0.0254
81030,81030,81030,81,smd,ქობულეთი,30,1285,395,0.3074,102,260,1281,4,0.0794,0.2023,5,0.0127
81031,81031,81031,81,smd,ქობულეთი,31,1621,634,0.3911,230,490,1620,1,0.1419,0.3023,20,0.0315
81032,81032,81032,81,smd,ქობულეთი,32,1140,531,0.4658,180,415,1138,2,0.1579,0.364,13,0.0245
81033,81033,81033,81,smd,ქობულეთი,33,641,370,0.5772,152,280,639,2,0.2371,0.4368,2,0.0054
81034,81034,81034,81,smd,ქობულეთი,34,1119,364,0.3253,152,260,1114,5,0.1358,0.2324,13,0.0357
81035,81035,81035,81,smd,ქობულეთი,35,915,544,0.5945,240,480,913,2,0.2623,0.5246,3,0.0055
