district_id,vote_type,registered,voted,turnout_pct,voted_noon,voted_5pm,main_list,special_list
national,pr,310807,163419,0.5258,0,0,308506,2301
79,pr,141343,68119,0.4819,0,0,140130,1213
80,pr,15769,10623,0.6737,0,0,15658,111
81,pr,68522,38211,0.5576,0,0,68152,370
82,pr,15152,9142,0.6034,0,0,15024,128
83,pr,45956,23264,0.5062,0,0,45581,375
84,pr,24065,14060,0.5843,0,0,23961,104
