precinct_id,district_id,vote_type,district_name_en,precinct_number,registered,voted,turnout_pct,voted_noon,voted_5pm,main_list,special_list,noon_pct,five_pct,invalid_ballots,invalid_pct
11012,11,pr,Sagarejo,12,266,141,0.530075,66,138,258,8,0.24812,0.518797,2,0.014184
11013,11,pr,Sagarejo,13,506,381,0.752964,201,352,618,33,0.397233,0.695652,2,0.005249
11014,11,pr,Sagarejo,14,1170,827,0.706838,208,708,1128,42,0.177778,0.605128,19,0.022975
11015,11,pr,Sagarejo,15,816,457,0.560049,105,379,791,29,0.128676,0.464461,8,0.017505
11016,11,pr,Sagarejo,16,1416,875,0.617938,209,664,1365,55,0.147599,0.468927,3,0.003429
11017,11,pr,Sagarejo,17,523,354,0.676864,110,310,498,25,0.210325,0.592734,5,0.014124
11018,11,pr,Sagarejo,18,1650,1022,0.619394,200,700,1630,20,0.121212,0.424242,10,0.009785
11019,11,pr,Sagarejo,19,1897,1142,0.602003,215,760,1837,78,0.113337,0.400633,20,0.017513
11020,11,pr,Sagarejo,20,83,44,0.53012,28,44,64,19,0.337349,0.53012,4,0.090909
11021,11,pr,Sagarejo,21,75,54,0.72,23,53,54,9,0.306667,0.706667,0,0
11022,11,pr,Sagarejo,22,799,556,0.69587,102,405,763,36,0.12766,0.506884,2,0.003597
11023,11,pr,Sagarejo,23,801,452,0.564295,150,436,764,39,0.187266,0.54432,8,0.017699
11024,11,pr,Sagarejo,24,1676,868,0.5179,270,700,1636,46,0.161098,0.417661,25,0.028802
11025,11,pr,Sagarejo,25,819,527,0.643468,340,402,792,27,0.41514,0.490842,4,0.00759
11026,11,pr,Sagarejo,26,724,457,0.631215,169,420,702,2,0.233425,0.58011,6,0.013129
11027,11,pr,Sagarejo,27,1240,641,0.516935,150,510,1177,63,0.120968,0.41129,5,0.0078
11028,11,pr,Sagarejo,28,1343,766,0.570365,177,582,1258,85,0.131794,0.433358,69,0.090078
11029,11,pr,Sagarejo,29,373,226,0.605898,74,209,358,15,0.198391,0.560322,3,0.013274
11030,11,pr,Sagarejo,30,955,613,0.641885,132,400,923,36,0.13822,0.418848,15,0.02447
11031,11,pr,Sagarejo,31,1204,857,0.711794,167,460,1114,90,0.138704,0.38206,28,0.032672
11032,11,pr,Sagarejo,32,472,319,0.675847,100,290,447,27,0.211864,0.614407,5,0.015674
11033,11,pr,Sagarejo,33,353,256,0.725212,80,237,321,33,0.226629,0.671388,7,0.027344
11034,11,pr,Sagarejo,34,1851,1107,0.598055,304,408,1845,6,0.164236,0.220421,4,0.003613
11035,11,pr,Sagarejo,35,1925,620,0.322078,400,500,1903,26,0.207792,0.25974,21,0.033871
11036,11,pr,Sagarejo,36,1642,1422,0.866017,300,600,1636,6,0.182704,0.365408,4,0.002813
11037,11,pr,Sagarejo,37,1206,1149,0.952736,287,654,1199,7,0.237977,0.542289,5,0.004352
11038,11,pr,Sagarejo,38,1861,788,0.423428,300,700,1839,22,0.161204,0.376142,51,0.064721
11039,11,pr,Sagarejo,39,361,225,0.623269,91,216,344,17,0.252078,0.598338,8,0.035556
11040,11,pr,Sagarejo,40,1916,1188,0.620042,498,993,1911,5,0.259916,0.518267,6,0.005051
11041,11,pr,Sagarejo,41,565,339,0.6,100,317,537,28,0.176991,0.561062,5,0.014749
12001,12,pr,Gurjaani,1,1217,610,0.501233,165,500,1178,87,0.135579,0.410846,8,0.013115
12002,12,pr,Gurjaani,2,1247,659,0.528468,189,583,1225,60,0.151564,0.467522,26,0.039454
12003,12,pr,Gurjaani,3,1237,665,0.537591,215,568,1199,50,0.173808,0.459175,7,0.010526
12004,12,pr,Gurjaani,4,1297,689,0.531226,199,581,1275,66,0.153431,0.447957,10,0.014514
12005,12,pr,Gurjaani,5,1202,605,0.503328,144,464,1204,44,0.1198,0.386023,14,0.02314
12006,12,pr,Gurjaani,6,1586,1067,0.672762,256,832,1596,22,0.161412,0.52459,2,0.001874
12007,12,pr,Gurjaani,7,1257,790,0.628481,185,612,1234,61,0.147176,0.486874,20,0.025316
12008,12,pr,Gurjaani,8,1002,594,0.592814,150,530,991,27,0.149701,0.528942,15,0.025253
12009,12,pr,Gurjaani,9,1298,813,0.626348,180,672,1286,23,0.138675,0.51772,16,0.01968
12010,12,pr,Gurjaani,10,1507,892,0.591904,224,736,1455,110,0.14864,0.488388,12,0.013453
12011,12,pr,Gurjaani,11,1488,808,0.543011,195,720,1413,89,0.131048,0.483871,23,0.028465
12012,12,pr,Gurjaani,12,901,618,0.685905,155,484,888,57,0.172031,0.537181,8,0.012945
12013,12,pr,Gurjaani,13,358,232,0.648045,64,201,359,17,0.178771,0.561453,9,0.038793
12014,12,pr,Gurjaani,14,1573,845,0.53719,190,636,1480,101,0.120788,0.404323,27,0.031953
12015,12,pr,Gurjaani,15,1385,1040,0.750903,450,950,1362,37,0.32491,0.685921,13,0.0125
12016,12,pr,Gurjaani,16,1678,940,0.560191,200,830,1614,104,0.11919,0.494636,39,0.041489
12017,12,pr,Gurjaani,17,1232,726,0.589286,175,516,1209,35,0.142045,0.418831,6,0.008264
12018,12,pr,Gurjaani,18,1164,708,0.608247,168,580,1170,44,0.14433,0.498282,5,0.007062
12019,12,pr,Gurjaani,19,1767,923,0.522354,212,677,1754,53,0.119977,0.383135,10,0.010834
12020,12,pr,Gurjaani,20,1583,924,0.583702,216,711,1569,28,0.13645,0.449147,13,0.014069
12021,12,pr,Gurjaani,21,276,124,0.449275,71,122,269,7,0.257246,0.442029,0,0
12022,12,pr,Gurjaani,22,1456,696,0.478022,159,579,1436,54,0.109203,0.397665,12,0.017241
12023,12,pr,Gurjaani,23,1232,630,0.511364,174,556,1144,92,0.141234,0.451299,9,0.014286
12024,12,pr,Gurjaani,24,1786,1073,0.600784,256,975,1771,55,0.143337,0.545913,10,0.00932
12025,12,pr,Gurjaani,25,950,618,0.650526,160,590,949,27,0.168421,0.621053,31,0.050162
12026,12,pr,Gurjaani,26,1688,942,0.558057,247,790,1682,46,0.146327,0.468009,7,0.007431
12027,12,pr,Gurjaani,27,1330,742,0.557895,150,550,1319,31,0.112782,0.413534,13,0.01752
12028,12,pr,Gurjaani,28,1005,725,0.721393,182,551,970,53,0.181095,0.548259,11,0.015172
12029,12,pr,Gurjaani,29,1479,868,0.586883,285,780,1462,61,0.192698,0.527383,14,0.016129
12030,12,pr,Gurjaani,30,859,607,0.706636,142,532,848,37,0.165308,0.619325,8,0.01318
12031,12,pr,Gurjaani,31,1272,560,0.440252,125,465,1262,48,0.09827,0.365566,3,0.005357
12032,12,pr,Gurjaani,32,1511,750,0.49636,190,600,1470,51,0.125745,0.397088,9,0.012
12033,12,pr,Gurjaani,33,1473,848,0.575696,179,540,1402,99,0.121521,0.366599,60,0.070755
12034,12,pr,Gurjaani,34,827,584,0.706167,170,536,821,20,0.205562,0.648126,111,0.190068
12035,12,pr,Gurjaani,35,1042,670,0.642994,181,618,1044,20,0.173704,0.59309,11,0.016418
12036,12,pr,Gurjaani,36,1345,811,0.602974,271,700,1332,43,0.201487,0.520446,17,0.020962
12037,12,pr,Gurjaani,37,866,542,0.625866,124,426,863,45,0.143187,0.491917,6,0.01107
12038,12,pr,Gurjaani,38,685,474,0.691971,160,427,673,12,0.233577,0.623358,10,0.021097
12039,12,pr,Gurjaani,39,1218,762,0.625616,232,692,1212,34,0.190476,0.568144,12,0.015748
12040,12,pr,Gurjaani,40,494,373,0.755061,100,300,483,13,0.202429,0.607287,19,0.050938
12041,12,pr,Gurjaani,41,1167,742,0.635818,209,625,1160,33,0.179092,0.535561,3,0.004043
12042,12,pr,Gurjaani,42,297,238,0.801347,95,227,298,17,0.319865,0.76431,0,0
12043,12,pr,Gurjaani,43,108,50,0.462963,23,43,99,9,0.212963,0.398148,3,0.06
12044,12,pr,Gurjaani,44,369,285,0.772358,115,256,364,13,0.311653,0.693767,1,0.003509
12045,12,pr,Gurjaani,45,82,38,0.463415,12,38,76,12,0.146341,0.463415,0,0
12046,12,pr,Gurjaani,46,1035,577,0.557488,157,477,1007,48,0.151691,0.46087,1,0.001733
12047,12,pr,Gurjaani,47,1458,960,0.658436,228,720,1447,77,0.156379,0.493827,60,0.0625
12048,12,pr,Gurjaani,48,769,521,0.677503,126,380,733,54,0.163849,0.494148,6,0.011516
12049,12,pr,Gurjaani,49,1146,620,0.541012,180,522,1103,69,0.157068,0.455497,9,0.014516
13001,13,pr,Signagi,1,924,538,0.582251,130,455,920,32,0.140693,0.492424,17,0.031599
13002,13,pr,Signagi,2,54,26,0.481481,10,26,41,13,0.185185,0.481481,0,0
13003,13,pr,Signagi,3,1201,698,0.581182,145,497,1192,21,0.120733,0.413822,5,0.007163
13004,13,pr,Signagi,4,1070,730,0.682243,150,538,1047,25,0.140187,0.502804,11,0.015068
13005,13,pr,Signagi,5,2089,1251,0.598851,400,1050,2068,23,0.191479,0.502633,5,0.003997
13006,13,pr,Signagi,6,541,468,0.865065,130,370,527,14,0.240296,0.683919,1,0.002137
13007,13,pr,Signagi,7,1298,857,0.660247,220,608,1283,25,0.169492,0.468413,7,0.008168
13008,13,pr,Signagi,8,1578,1199,0.759823,250,903,1551,35,0.158428,0.572243,24,0.020017
13009,13,pr,Signagi,9,1562,1011,0.647247,310,678,1510,66,0.198464,0.434059,2,0.001978
13010,13,pr,Signagi,10,1504,1238,0.823138,315,1024,1451,63,0.209441,0.680851,40,0.03231
13011,13,pr,Signagi,11,1464,797,0.544399,250,690,1448,34,0.170765,0.471311,4,0.005019
13012,13,pr,Signagi,12,1482,1425,0.961538,580,1230,1462,20,0.391363,0.82996,6,0.004211
13013,13,pr,Signagi,13,1538,1435,0.93303,250,1050,1496,42,0.162549,0.682705,6,0.004181
13014,13,pr,Signagi,14,1139,788,0.691835,287,725,1122,23,0.251975,0.636523,37,0.046954
13015,13,pr,Signagi,15,1007,729,0.723932,250,625,998,15,0.248262,0.620655,40,0.05487
13016,13,pr,Signagi,16,242,202,0.834711,100,156,187,55,0.413223,0.644628,2,0.009901
13017,13,pr,Signagi,17,1818,1632,0.89769,350,1250,1819,7,0.192519,0.687569,0,0
13018,13,pr,Signagi,18,704,685,0.973011,187,428,693,17,0.265625,0.607955,5,0.007299
13019,13,pr,Signagi,19,395,330,0.835443,110,240,362,33,0.278481,0.607595,2,0.006061
13020,13,pr,Signagi,20,236,194,0.822034,70,183,216,20,0.29661,0.775424,3,0.015464
13021,13,pr,Signagi,21,1587,1280,0.806553,250,900,1572,17,0.15753,0.567108,10,0.007812
13022,13,pr,Signagi,22,1483,902,0.608227,200,650,1449,44,0.134862,0.438301,9,0.009978
13023,13,pr,Signagi,23,692,445,0.643064,100,350,683,13,0.144509,0.50578,7,0.01573
13024,13,pr,Signagi,24,454,227,0.5,62,212,443,13,0.136564,0.46696,2,0.008811
13025,13,pr,Signagi,25,230,135,0.586957,50,122,216,16,0.217391,0.530435,1,0.007407
13026,13,pr,Signagi,26,1823,1121,0.61492,226,859,1773,66,0.123971,0.471201,19,0.016949
13027,13,pr,Signagi,27,481,298,0.619543,100,271,463,18,0.2079,0.56341,2,0.006711
13028,13,pr,Signagi,28,1068,603,0.564607,121,461,1016,60,0.113296,0.431648,8,0.013267
13029,13,pr,Signagi,29,1533,842,0.54925,260,755,1503,38,0.169602,0.492498,23,0.027316
13030,13,pr,Signagi,30,1014,580,0.571992,143,478,1008,34,0.141026,0.4714,13,0.022414
14001,14,pr,Dedoplistskaro,1,1586,737,0.464691,198,602,1529,81,0.124842,0.379571,5,0.006784
14002,14,pr,Dedoplistskaro,2,1463,658,0.449761,152,514,1421,64,0.103896,0.351333,13,0.019757
14003,14,pr,Dedoplistskaro,3,1370,699,0.510219,165,598,1339,45,0.120438,0.436496,6,0.008584
14004,14,pr,Dedoplistskaro,4,1382,791,0.572359,37,650,1385,27,0.026773,0.470333,27,0.034134
14005,14,pr,Dedoplistskaro,5,931,560,0.601504,150,439,913,18,0.161117,0.471536,20,0.035714
14006,14,pr,Dedoplistskaro,6,1163,629,0.540843,130,470,1151,16,0.11178,0.404127,14,0.022258
14007,14,pr,Dedoplistskaro,7,1949,879,0.451001,235,648,1896,61,0.120575,0.332478,7,0.007964
14008,14,pr,Dedoplistskaro,8,1069,633,0.592142,150,510,1054,23,0.140318,0.477081,7,0.011058
14009,14,pr,Dedoplistskaro,9,1102,668,0.606171,145,543,1095,23,0.131579,0.49274,3,0.004491
14010,14,pr,Dedoplistskaro,10,497,316,0.635815,80,303,490,11,0.160966,0.609658,2,0.006329
14011,14,pr,Dedoplistskaro,11,1731,1004,0.580012,227,710,1703,40,0.131138,0.410168,7,0.006972
14012,14,pr,Dedoplistskaro,12,1305,668,0.511877,155,539,1266,45,0.118774,0.413027,14,0.020958
14013,14,pr,Dedoplistskaro,13,874,476,0.544622,115,448,823,55,0.131579,0.512586,0,0
14014,14,pr,Dedoplistskaro,14,1116,619,0.554659,198,490,1105,11,0.177419,0.439068,7,0.011309
14015,14,pr,Dedoplistskaro,15,1678,601,0.358164,170,515,1671,7,0.101311,0.306913,11,0.018303
14016,14,pr,Dedoplistskaro,16,1071,575,0.536881,168,500,1058,13,0.156863,0.466853,17,0.029565
14017,14,pr,Dedoplistskaro,17,436,256,0.587156,100,245,423,13,0.229358,0.561927,1,0.003906
14018,14,pr,Dedoplistskaro,18,406,282,0.694581,93,265,396,10,0.229064,0.652709,2,0.007092
14019,14,pr,Dedoplistskaro,19,1066,624,0.585366,187,508,1056,10,0.175422,0.476548,12,0.019231
14020,14,pr,Dedoplistskaro,20,812,498,0.6133,112,446,788,38,0.137931,0.549261,23,0.046185
15001,15,pr,Lagodekhi,1,1491,794,0.532529,230,650,1467,46,0.154259,0.435949,12,0.015113
15002,15,pr,Lagodekhi,2,1740,913,0.524713,245,750,1691,87,0.140805,0.431034,14,0.015334
15003,15,pr,Lagodekhi,3,1750,882,0.504,223,574,1711,95,0.127429,0.328,11,0.012472
15004,15,pr,Lagodekhi,4,749,540,0.720961,193,510,732,19,0.257677,0.680908,2,0.003704
15005,15,pr,Lagodekhi,5,1922,1090,0.567118,262,800,1903,39,0.136316,0.416233,26,0.023853
15006,15,pr,Lagodekhi,6,1115,663,0.594619,168,536,1092,29,0.150673,0.480717,33,0.049774
15007,15,pr,Lagodekhi,7,937,528,0.563501,129,250,915,26,0.137673,0.266809,5,0.00947
15008,15,pr,Lagodekhi,8,1854,1111,0.599245,190,706,1796,62,0.102481,0.380798,9,0.008101
15009,15,pr,Lagodekhi,9,766,511,0.667102,200,460,744,26,0.261097,0.600522,7,0.013699
15010,15,pr,Lagodekhi,10,1671,950,0.568522,230,720,1645,38,0.137642,0.43088,3,0.003158
15011,15,pr,Lagodekhi,11,461,296,0.642082,86,292,450,11,0.186551,0.633406,2,0.006757
15012,15,pr,Lagodekhi,12,532,343,0.644737,150,330,508,26,0.281955,0.620301,9,0.026239
15013,15,pr,Lagodekhi,13,1232,737,0.598214,200,700,1195,37,0.162338,0.568182,16,0.02171
15014,15,pr,Lagodekhi,14,1676,789,0.470764,165,631,1663,31,0.098449,0.376492,7,0.008872
15015,15,pr,Lagodekhi,15,976,465,0.476434,123,400,958,18,0.126025,0.409836,4,0.008602
15016,15,pr,Lagodekhi,16,1854,970,0.523193,216,730,1834,30,0.116505,0.393743,15,0.015464
15017,15,pr,Lagodekhi,17,422,301,0.71327,114,291,401,23,0.270142,0.689573,3,0.009967
15018,15,pr,Lagodekhi,18,869,706,0.812428,153,687,862,7,0.176064,0.790564,21,0.029745
15019,15,pr,Lagodekhi,19,1570,1045,0.665605,178,400,1564,6,0.113376,0.254777,4,0.003828
15020,15,pr,Lagodekhi,20,1728,1214,0.702546,275,765,1718,10,0.159144,0.442708,27,0.022241
15021,15,pr,Lagodekhi,21,1475,966,0.654915,165,703,1453,22,0.111864,0.47661,7,0.007246
15022,15,pr,Lagodekhi,22,1669,1157,0.693229,218,782,1661,8,0.130617,0.468544,6,0.005186
15023,15,pr,Lagodekhi,23,445,219,0.492135,60,185,429,16,0.134831,0.41573,6,0.027397
15024,15,pr,Lagodekhi,24,866,512,0.591224,100,466,858,20,0.115473,0.538106,8,0.015625
15025,15,pr,Lagodekhi,25,1939,957,0.493553,400,900,1895,60,0.206292,0.464157,2,0.00209
15026,15,pr,Lagodekhi,26,1741,983,0.564618,200,770,1654,87,0.114877,0.442275,8,0.008138
15027,15,pr,Lagodekhi,27,694,436,0.628242,156,412,640,54,0.224784,0.59366,0,0
15028,15,pr,Lagodekhi,28,597,347,0.58124,103,260,579,20,0.172529,0.435511,8,0.023055
15029,15,pr,Lagodekhi,29,2053,1186,0.577691,280,870,2009,50,0.136386,0.42377,23,0.019393
15030,15,pr,Lagodekhi,30,1075,571,0.531163,175,503,1008,67,0.162791,0.467907,6,0.010508
16001,16,pr,Kvareli,1,1441,876,0.607911,219,700,1364,77,0.151978,0.485774,12,0.013699
16002,16,pr,Kvareli,2,1461,759,0.519507,230,560,1428,67,0.157426,0.383299,4,0.00527
16003,16,pr,Kvareli,3,1404,779,0.554843,155,640,1357,59,0.110399,0.45584,13,0.016688
16004,16,pr,Kvareli,4,1236,737,0.596278,230,660,1155,89,0.186084,0.533981,3,0.004071
16005,16,pr,Kvareli,5,1346,706,0.524517,260,614,1287,59,0.193165,0.456166,8,0.011331
16006,16,pr,Kvareli,6,684,543,0.79386,188,496,671,13,0.274854,0.725146,2,0.003683
16007,16,pr,Kvareli,7,644,437,0.678571,120,404,632,12,0.186335,0.627329,2,0.004577
16008,16,pr,Kvareli,8,1400,890,0.635714,200,720,1356,50,0.142857,0.514286,15,0.016854
16009,16,pr,Kvareli,9,1523,908,0.596192,192,570,1497,54,0.126067,0.374261,10,0.011013
16010,16,pr,Kvareli,10,1343,782,0.582278,180,633,1319,46,0.134028,0.471333,23,0.029412
16011,16,pr,Kvareli,11,253,181,0.715415,49,163,237,16,0.193676,0.644269,1,0.005525
16012,16,pr,Kvareli,12,410,147,0.358537,50,115,387,23,0.121951,0.280488,1,0.006803
16013,16,pr,Kvareli,13,268,200,0.746269,82,188,241,29,0.30597,0.701493,0,0
16014,16,pr,Kvareli,14,1829,1192,0.651722,373,1001,1792,47,0.203937,0.547294,9,0.00755
16015,16,pr,Kvareli,15,290,224,0.772414,51,200,244,46,0.175862,0.689655,4,0.017857
16016,16,pr,Kvareli,16,368,277,0.752717,80,209,347,21,0.217391,0.567935,10,0.036101
16017,16,pr,Kvareli,17,465,330,0.709677,96,286,456,11,0.206452,0.615054,1,0.00303
16018,16,pr,Kvareli,18,744,529,0.711022,160,450,724,20,0.215054,0.604839,6,0.011342
16019,16,pr,Kvareli,19,1155,833,0.721212,226,677,1126,41,0.195671,0.586147,12,0.014406
16020,16,pr,Kvareli,20,1425,971,0.681404,232,700,1385,54,0.162807,0.491228,22,0.022657
16021,16,pr,Kvareli,21,1172,714,0.609215,143,511,1139,51,0.122014,0.436007,14,0.019608
16022,16,pr,Kvareli,22,1458,837,0.574074,212,430,1416,42,0.145405,0.294925,7,0.008363
16023,16,pr,Kvareli,23,1475,862,0.584407,211,703,1420,69,0.143051,0.47661,13,0.015081
16024,16,pr,Kvareli,24,1365,914,0.669597,248,790,1330,35,0.181685,0.578755,12,0.013129
16025,16,pr,Kvareli,25,1237,731,0.590946,255,625,1228,13,0.206144,0.505255,14,0.019152
16026,16,pr,Kvareli,26,485,333,0.686598,150,305,474,11,0.309278,0.628866,6,0.018018
16027,16,pr,Kvareli,27,769,559,0.726918,152,457,756,17,0.197659,0.594278,6,0.010733
16028,16,pr,Kvareli,28,303,263,0.867987,100,240,288,15,0.330033,0.792079,2,0.007605
16029,16,pr,Kvareli,29,1232,711,0.57711,240,637,1164,74,0.194805,0.517045,8,0.011252
17001,17,pr,Telavi,1,1611,916,0.568591,210,618,1578,49,0.130354,0.383613,7,0.007642
17002,17,pr,Telavi,2,1141,585,0.512708,160,514,1066,75,0.140228,0.450482,6,0.010256
17003,17,pr,Telavi,3,1181,601,0.508891,162,550,1158,35,0.137172,0.465707,11,0.018303
17004,17,pr,Telavi,4,1405,706,0.502491,180,600,1359,46,0.128114,0.427046,5,0.007082
17005,17,pr,Telavi,5,1320,600,0.454545,157,443,1287,39,0.118939,0.335606,4,0.006667
17006,17,pr,Telavi,6,1208,611,0.505795,175,510,1154,54,0.144868,0.422185,9,0.01473
17007,17,pr,Telavi,7,1377,562,0.408134,145,467,1357,20,0.105301,0.339143,6,0.010676
17008,17,pr,Telavi,8,1479,593,0.400947,117,455,1428,89,0.079108,0.30764,0,0
17009,17,pr,Telavi,9,1116,579,0.518817,150,444,1053,79,0.134409,0.397849,10,0.017271
17010,17,pr,Telavi,10,1140,830,0.72807,130,583,1101,39,0.114035,0.511404,5,0.006024
17011,17,pr,Telavi,11,1120,639,0.570536,200,550,1090,46,0.178571,0.491071,26,0.040689
17012,17,pr,Telavi,12,1743,1042,0.59782,290,840,1483,260,0.16638,0.481928,11,0.010557
17013,17,pr,Telavi,13,1321,714,0.5405,154,586,1334,49,0.116578,0.443603,11,0.015406
17014,17,pr,Telavi,14,1800,1141,0.633889,351,950,1758,48,0.195,0.527778,20,0.017528
17015,17,pr,Telavi,15,763,500,0.655308,155,432,741,22,0.203145,0.566186,0,0
17016,17,pr,Telavi,16,1037,771,0.743491,177,525,1015,24,0.170685,0.506268,7,0.009079
17017,17,pr,Telavi,17,1309,778,0.594347,165,580,1252,57,0.12605,0.443086,11,0.014139
17018,17,pr,Telavi,18,1142,574,0.502627,150,0,1118,30,0.131349,0,14,0.02439
17019,17,pr,Telavi,19,274,184,0.671533,80,136,262,18,0.291971,0.49635,1,0.005435
17020,17,pr,Telavi,20,1858,1031,0.554898,207,534,1834,24,0.11141,0.287406,11,0.010669
17021,17,pr,Telavi,21,1777,1126,0.633652,290,907,1746,31,0.163196,0.510411,41,0.036412
17022,17,pr,Telavi,22,429,268,0.624709,71,224,415,14,0.165501,0.522145,4,0.014925
17023,17,pr,Telavi,23,1969,1075,0.545962,204,670,1944,25,0.103606,0.340274,58,0.053953
17024,17,pr,Telavi,24,1679,984,0.586063,207,664,1635,44,0.123288,0.395473,10,0.010163
17025,17,pr,Telavi,25,1741,1047,0.601379,248,706,1681,60,0.142447,0.405514,10,0.009551
17026,17,pr,Telavi,26,2016,1676,0.831349,380,1380,2011,5,0.188492,0.684524,14,0.008353
17027,17,pr,Telavi,27,609,382,0.627258,124,338,596,13,0.203612,0.555008,3,0.007853
17028,17,pr,Telavi,28,1347,1121,0.83222,200,698,1312,43,0.148478,0.518189,10,0.008921
17029,17,pr,Telavi,29,738,513,0.695122,178,450,719,25,0.241192,0.609756,14,0.02729
17030,17,pr,Telavi,30,882,603,0.683673,215,536,875,31,0.243764,0.60771,4,0.006633
17031,17,pr,Telavi,31,124,65,0.524194,34,52,113,11,0.274194,0.419355,0,0
17032,17,pr,Telavi,32,1501,763,0.508328,350,704,1494,27,0.233178,0.469021,6,0.007864
17033,17,pr,Telavi,33,486,279,0.574074,101,252,470,16,0.207819,0.518519,2,0.007168
17034,17,pr,Telavi,34,133,109,0.819549,52,76,120,13,0.390977,0.571429,2,0.018349
17035,17,pr,Telavi,35,1179,741,0.628499,260,646,1147,32,0.220526,0.547922,17,0.022942
17036,17,pr,Telavi,36,961,610,0.634755,220,534,935,26,0.228928,0.555671,7,0.011475
17037,17,pr,Telavi,37,1981,653,0.329631,200,535,1972,9,0.100959,0.270066,20,0.030628
17038,17,pr,Telavi,38,1890,817,0.432275,285,680,1880,10,0.150794,0.359788,20,0.02448
17039,17,pr,Telavi,39,1965,718,0.365394,137,538,1948,17,0.06972,0.273791,15,0.020891
17040,17,pr,Telavi,40,1919,1147,0.597707,256,780,1918,51,0.133403,0.406462,126,0.109852
17041,17,pr,Telavi,41,1305,679,0.520307,168,590,1281,24,0.128736,0.452107,13,0.019146
17042,17,pr,Telavi,42,1340,843,0.629104,210,627,1301,39,0.156716,0.46791,33,0.039146
17043,17,pr,Telavi,43,1056,1006,0.952652,190,743,1043,13,0.179924,0.703598,40,0.039761
17044,17,pr,Telavi,44,576,335,0.581597,114,309,552,24,0.197917,0.536458,5,0.014925
17045,17,pr,Telavi,45,1067,411,0.385192,137,351,990,77,0.128397,0.32896,3,0.007299
17046,17,pr,Telavi,46,1298,582,0.448382,132,497,1232,66,0.101695,0.382897,5,0.008591
18001,18,pr,Akhmeta,1,1504,800,0.531915,245,600,1453,79,0.162899,0.398936,12,0.015
18002,18,pr,Akhmeta,2,1499,756,0.504336,197,608,1476,41,0.131421,0.405604,2,0.002646
18003,18,pr,Akhmeta,3,1285,670,0.521401,201,570,1245,40,0.15642,0.44358,4,0.00597
18004,18,pr,Akhmeta,4,1223,580,0.474244,207,526,1182,59,0.169256,0.43009,6,0.010345
18005,18,pr,Akhmeta,5,1949,986,0.5059,305,743,1919,46,0.156491,0.381221,15,0.015213
18006,18,pr,Akhmeta,6,1503,733,0.487691,164,582,1487,18,0.109115,0.387226,14,0.0191
18007,18,pr,Akhmeta,7,1826,874,0.478642,225,670,1799,39,0.12322,0.366922,3,0.003432
18008,18,pr,Akhmeta,8,258,162,0.627907,49,128,247,6,0.189922,0.496124,3,0.018519
18009,18,pr,Akhmeta,9,1393,832,0.597272,130,715,1362,33,0.093324,0.513281,4,0.004808
18010,18,pr,Akhmeta,10,245,134,0.546939,61,129,231,14,0.24898,0.526531,1,0.007463
18011,18,pr,Akhmeta,11,1955,928,0.47468,230,660,1898,65,0.117647,0.337596,25,0.02694
18012,18,pr,Akhmeta,12,2335,1198,0.513062,320,700,2255,88,0.137045,0.299786,25,0.020868
18013,18,pr,Akhmeta,13,869,501,0.576525,160,475,859,10,0.18412,0.546605,2,0.003992
18014,18,pr,Akhmeta,14,0,0,0,0,0,0,0,0,0,0,0
18015,18,pr,Akhmeta,15,1098,742,0.675774,250,622,1073,29,0.227687,0.566485,9,0.012129
18016,18,pr,Akhmeta,16,456,270,0.592105,100,260,447,9,0.219298,0.570175,6,0.022222
18017,18,pr,Akhmeta,17,922,454,0.492408,90,362,896,26,0.097614,0.392625,5,0.011013
18018,18,pr,Akhmeta,18,1363,655,0.480558,155,515,1346,23,0.11372,0.377843,3,0.00458
18019,18,pr,Akhmeta,19,1246,629,0.504815,174,480,1216,32,0.139647,0.385233,8,0.012719
18020,18,pr,Akhmeta,20,2092,1176,0.562141,304,964,2053,49,0.145315,0.460803,14,0.011905
18021,18,pr,Akhmeta,21,483,290,0.600414,71,259,473,12,0.146998,0.536232,4,0.013793
18022,18,pr,Akhmeta,22,228,115,0.504386,35,119,216,12,0.153509,0.52193,1,0.008696
18023,18,pr,Akhmeta,23,1130,618,0.546903,180,500,1116,18,0.159292,0.442478,4,0.006472
18024,18,pr,Akhmeta,24,680,399,0.586765,108,338,670,14,0.158824,0.497059,5,0.012531
18025,18,pr,Akhmeta,25,1477,740,0.501016,190,565,1435,64,0.128639,0.382532,4,0.005405
19001,19,pr,Tianeti,1,1240,542,0.437097,147,468,1224,32,0.118548,0.377419,6,0.01107
19002,19,pr,Tianeti,2,1175,576,0.490213,167,507,1147,46,0.142128,0.431489,8,0.013889
19003,19,pr,Tianeti,3,426,260,0.610329,72,239,430,10,0.169014,0.561033,6,0.023077
19004,19,pr,Tianeti,4,273,157,0.575092,72,100,264,11,0.263736,0.3663,0,0
19005,19,pr,Tianeti,5,312,164,0.525641,97,145,306,6,0.310897,0.464744,4,0.02439
19006,19,pr,Tianeti,6,213,144,0.676056,32,93,193,22,0.150235,0.43662,1,0.006944
19007,19,pr,Tianeti,7,140,92,0.657143,19,60,134,8,0.135714,0.428571,0,0
19008,19,pr,Tianeti,8,591,329,0.556684,93,235,584,7,0.15736,0.397631,4,0.012158
19009,19,pr,Tianeti,9,689,351,0.509434,79,280,673,22,0.114659,0.406386,6,0.017094
