district_id,vote_type,registered,voted,turnout_pct,voted_noon,voted_5pm,main_list,special_list
national,pr,314944,203015,0.6446,64159,167925,311824,3120
79,pr,154357,95648,0.6197,29022,79522,153116,1241
80,pr,14885,11834,0.795,3337,9648,14781,104
81,pr,66235,41714,0.6298,14823,34736,65753,482
82,pr,14423,10342,0.717,3278,7963,13776,647
83,pr,42745,28607,0.6692,9913,23982,42262,483
84,pr,22299,14870,0.6668,3786,12074,22136,163
