"election_type","district_raw","district_id","major_id","party_num","party_id","name_ka","party_name","smd_code"
"council_smd",1,101,101,"1","nonparliamentary_opposition_2014","ნინო ბორჩხაძე","არასაპარლამენტო ოპოზიცია (კახა კუკავა, ფიქრია ჩიხრაძე)","01.01"
"council_smd",1,101,101,"17","unity_hall_2014","თენგიზი გოგორიშვილი","ერთიანობის დარბაზი","01.01"
"council_smd",1,101,101,"18","georgias_way_2014","თეონა ბექაური","სალომე ზურაბიშვილი - საქართველოს გზა","01.01"
"council_smd",1,101,101,"20","labour","ედვარდ მაისურაძე","შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია","01.01"
"council_smd",1,101,101,"26","sakhalkho_party_2014","გიორგი ფესვიანიძე","სახალხო პარტია","01.01"
"council_smd",1,101,101,"3","burjanadze_united_opposition_2014","გურამ ფალავანდიშვილი","ნინო ბურჯანაძე - ერთიანი ოპოზიცია","01.01"
"council_smd",1,101,101,"36","workers_council_2014","გურამ კოპაძე","საქართველოს მშრომელთა საბჭო","01.01"
"council_smd",1,101,101,"41","gd","ჯაბა ჯიშკარიანი","ქართული ოცნება","01.01"
"council_smd",1,101,101,"5","unm","დავით ავალიანი","ერთიანი ნაციონალური მოძრაობა","01.01"
"council_smd",1,101,101,"6","greens_2014","ირაკლი გაგნიძე","გიორგი გაჩეჩილაძე - მწვანეთა პარტია","01.01"
"council_smd",1,101,101,"8","patriots","ნინო ანდრონიკაშვილი","დავით თარხან-მოურავი - საქართველოს პატრიოტთა ალიანსი","01.01"
"council_smd",1,101,101,"9","self_governance_people_2014","ლაშა ბრეგვაძე","თვითმმართველობა ხალხს!","01.01"
"council_smd",10,1022,1022,"1","nonparliamentary_opposition_2014","ზურაბ ავსაჯანიშვილი","არასაპარლამენტო ოპოზიცია (კახა კუკავა, ფიქრია ჩიხრაძე)","10.22"
"council_smd",10,1022,1022,"12","our_georgia_2014","თენგიზ სიგუა","ჩვენი საქართველო","10.22"
"council_smd",10,1022,1022,"20","labour","გიორგი გუგავა","შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია","10.22"
"council_smd",10,1022,1022,"26","sakhalkho_party_2014","მამუკა გიორგაძე","სახალხო პარტია","10.22"
"council_smd",10,1022,1022,"3","burjanadze_united_opposition_2014","დავით მეფარიშვილი","ნინო ბურჯანაძე - ერთიანი ოპოზიცია","10.22"
"council_smd",10,1022,1022,"36","workers_council_2014","ზურაბ ასლანოვი","საქართველოს მშრომელთა საბჭო","10.22"
"council_smd",10,1022,1022,"41","gd","კობა კობალაძე","ქართული ოცნება","10.22"
"council_smd",10,1022,1022,"5","unm","ნოდარ სანდუხაძე","ერთიანი ნაციონალური მოძრაობა","10.22"
"council_smd",10,1022,1022,"7","ufali_2014","ელიზბარ დიაკონიძე","უფლის სახელით - უფალია ჩვენი სიმართლე","10.22"
"council_smd",10,1022,1022,"8","patriots","გია ფოჩხუა","დავით თარხან-მოურავი - საქართველოს პატრიოტთა ალიანსი","10.22"
"council_smd",10,1022,1022,"9","self_governance_people_2014","მალხაზ კოპალიანი","თვითმმართველობა ხალხს!","10.22"
"council_smd",10,1023,1023,"1","nonparliamentary_opposition_2014","მირზა კოჩაძე","არასაპარლამენტო ოპოზიცია (კახა კუკავა, ფიქრია ჩიხრაძე)","10.23"
"council_smd",10,1023,1023,"12","our_georgia_2014","ვალერიან გელბახიანი","ჩვენი საქართველო","10.23"
"council_smd",10,1023,1023,"16","christian_democrats_2014","ხათუნა აღაპიშვილი","ქრისტიან დემოკრატიული პარტია (ქრისტიან დემოკრატები)","10.23"
"council_smd",10,1023,1023,"20","labour","ზაზა სიდამონიძე","შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია","10.23"
"council_smd",10,1023,1023,"3","burjanadze_united_opposition_2014","როსტომ თვარაძე","ნინო ბურჯანაძე - ერთიანი ოპოზიცია","10.23"
"council_smd",10,1023,1023,"36","workers_council_2014","მალხაზ მშვიდობაძე","საქართველოს მშრომელთა საბჭო","10.23"
"council_smd",10,1023,1023,"41","gd","ნინო გოგუაძე","ქართული ოცნება","10.23"
"council_smd",10,1023,1023,"5","unm","კახა ბროკიშვილი","ერთიანი ნაციონალური მოძრაობა","10.23"
"council_smd",10,1023,1023,"6","greens_2014","გიორგი ხუროშვილი","გიორგი გაჩეჩილაძე - მწვანეთა პარტია","10.23"
"council_smd",10,1023,1023,"7","ufali_2014","დიმიტრი ომანაძე","უფლის სახელით - უფალია ჩვენი სიმართლე","10.23"
"council_smd",10,1023,1023,"8","patriots","ლაშა სტურუა","დავით თარხან-მოურავი - საქართველოს პატრიოტთა ალიანსი","10.23"
"council_smd",10,1023,1023,"9","self_governance_people_2014","კაკო ტეტუნაშვილი","თვითმმართველობა ხალხს!","10.23"
"council_smd",10,1024,1024,"1","nonparliamentary_opposition_2014","ლევან კალანდაძე","არასაპარლამენტო ოპოზიცია (კახა კუკავა, ფიქრია ჩიხრაძე)","10.24"
"council_smd",10,1024,1024,"12","our_georgia_2014","ვაჟა ყარაშვილი","ჩვენი საქართველო","10.24"
"council_smd",10,1024,1024,"16","christian_democrats_2014","მაია მაღრაძე","ქრისტიან დემოკრატიული პარტია (ქრისტიან დემოკრატები)","10.24"
"council_smd",10,1024,1024,"20","labour","ზოზანა კოჩოიანი","შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია","10.24"
"council_smd",10,1024,1024,"3","burjanadze_united_opposition_2014","პაატა ჯიბლაძე","ნინო ბურჯანაძე - ერთიანი ოპოზიცია","10.24"
"council_smd",10,1024,1024,"36","workers_council_2014","თამაზ ჯაფოშვილი","საქართველოს მშრომელთა საბჭო","10.24"
"council_smd",10,1024,1024,"41","gd","მურთაზ შელია","ქართული ოცნება","10.24"
"council_smd",10,1024,1024,"42","independent","ბეგი გელენიძე","დამოუკიდებელი","10.24"
"council_smd",10,1024,1024,"5","unm","გიორგი ასიტაშვილი","ერთიანი ნაციონალური მოძრაობა","10.24"
"council_smd",10,1024,1024,"7","ufali_2014","ლევან ხაჭაპურიძე","უფლის სახელით - უფალია ჩვენი სიმართლე","10.24"
"council_smd",10,1024,1024,"8","patriots","ავთანდილ გურული","დავით თარხან-მოურავი - საქართველოს პატრიოტთა ალიანსი","10.24"
"council_smd",10,1024,1024,"9","self_governance_people_2014","მამუკა ტუსკაძე","თვითმმართველობა ხალხს!","10.24"
"council_smd",10,1025,1025,"1","nonparliamentary_opposition_2014","ავთანდილ სულაქველიძე","არასაპარლამენტო ოპოზიცია (კახა კუკავა, ფიქრია ჩიხრაძე)","10.25"
"council_smd",10,1025,1025,"11","reformers_2014","კარლო ბარამიძე","ირაკლი ღლონტი - რეფორმატორები","10.25"
"council_smd",10,1025,1025,"16","christian_democrats_2014","კახი ჯავრიშვილი","ქრისტიან დემოკრატიული პარტია (ქრისტიან დემოკრატები)","10.25"
"council_smd",10,1025,1025,"18","georgias_way_2014","ამირან ღიბრაძე","სალომე ზურაბიშვილი - საქართველოს გზა","10.25"
"council_smd",10,1025,1025,"20","labour","ზურაბ ლომია","შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია","10.25"
"council_smd",10,1025,1025,"3","burjanadze_united_opposition_2014","ბესიკი დანელია","ნინო ბურჯანაძე - ერთიანი ოპოზიცია","10.25"
"council_smd",10,1025,1025,"36","workers_council_2014","ელგუჯა გაჩეჩილაძე","საქართველოს მშრომელთა საბჭო","10.25"
"council_smd",10,1025,1025,"41","gd","ქეთევან ჯოხაძე","ქართული ოცნება","10.25"
"council_smd",10,1025,1025,"5","unm","ალექსი თაბუაშვილი","ერთიანი ნაციონალური მოძრაობა","10.25"
"council_smd",10,1025,1025,"6","greens_2014","ზვიად სოხაძე","გიორგი გაჩეჩილაძე - მწვანეთა პარტია","10.25"
"council_smd",10,1025,1025,"8","patriots","ვაჟა აბაშიძე","დავით თარხან-მოურავი - საქართველოს პატრიოტთა ალიანსი","10.25"
"council_smd",10,1025,1025,"9","self_governance_people_2014","გელა ყიფშიძე","თვითმმართველობა ხალხს!","10.25"
"council_smd",11,1101,1101,"41","gd","დავითი არაბული","ქართული ოცნება","11.01"
"council_smd",11,1101,1101,"42","independent","გოჩა ლაშქარაშვილი","დამოუკიდებელი","11.01"
"council_smd",11,1101,1101,"5","unm","ნანული ჭინჭარაული","ერთიანი ნაციონალური მოძრაობა","11.01"
"council_smd",11,1102,1102,"41","gd","გოჩა მისრიაშვილი","ქართული ოცნება","11.02"
"council_smd",11,1102,1102,"42","independent","ზვიად წიკლაური","დამოუკიდებელი","11.02"
"council_smd",11,1102,1102,"5","unm","გიორგი ქვლივიძე","ერთიანი ნაციონალური მოძრაობა","11.02"
"council_smd",11,1102,1102,"8","patriots","თამაზი აბგაიძე","დავით თარხან-მოურავი - საქართველოს პატრიოტთა ალიანსი","11.02"
"council_smd",11,1103,1103,"3","burjanadze_united_opposition_2014","თეიმურაზი ქისტაური","ნინო ბურჯანაძე - ერთიანი ოპოზიცია","11.03"
"council_smd",11,1103,1103,"41","gd","ანზორ ილურიძე","ქართული ოცნება","11.03"
"council_smd",11,1103,1103,"42","independent","კონსტანტინე ღოღელიანი","დამოუკიდებელი","11.03"
"council_smd",11,1103,1103,"5","unm","ვაჟა ჯავახიშვილი","ერთიანი ნაციონალური მოძრაობა","11.03"
"council_smd",11,1104,1104,"2","veterans_patriots_2014","ანა მარმარაშვილინ","საქართველოს ძალოვან ვეტერანთა და პატრიოტთა პოლიტიკური მოძრაობა","11.04"
"council_smd",11,1104,1104,"3","burjanadze_united_opposition_2014","ვანო ქარუმიძე","ნინო ბურჯანაძე - ერთიანი ოპოზიცია","11.04"
"council_smd",11,1104,1104,"41","gd","ავთანდილ მამუჩიშვილი","ქართული ოცნება","11.04"
"council_smd",11,1104,1104,"42","independent","ილია მაჭავარიანი","დამოუკიდებელი","11.04"
"council_smd",11,1104,1104,"43","independent","ნიკოლოზი თევდორაშვილი","დამოუკიდებელი","11.04"
"council_smd",11,1104,1104,"5","unm","მანანა ქურდოვანიძე","ერთიანი ნაციონალური მოძრაობა","11.04"
"council_smd",11,1105,1105,"1","nonparliamentary_opposition_2014","ზაზა ცხვარიაშვილი","არასაპარლამენტო ოპოზიცია (კახა კუკავა, ფიქრია ჩიხრაძე)","11.05"
"council_smd",11,1105,1105,"18","georgias_way_2014","ნატალია ბოჭორიძე","სალომე ზურაბიშვილი - საქართველოს გზა","11.05"
"council_smd",11,1105,1105,"3","burjanadze_united_opposition_2014","დავითი მარხვაშვილი","ნინო ბურჯანაძე - ერთიანი ოპოზიცია","11.05"
"council_smd",11,1105,1105,"41","gd","გიორგი ჭინჭარაძე","ქართული ოცნება","11.05"
"council_smd",11,1105,1105,"42","independent","კობა ლაფერიშვილი","დამოუკიდებელი","11.05"
"council_smd",11,1105,1105,"5","unm","ლაშა ცხვარიაშვილი","ერთიანი ნაციონალური მოძრაობა","11.05"
"council_smd",11,1105,1105,"8","patriots","თეიმურაზ ნარიმანიშვილი","დავით თარხან-მოურავი - საქართველოს პატრიოტთა ალიანსი","11.05"
"council_smd",11,1106,1106,"2","veterans_patriots_2014","ნატო გრძელაშვილი","საქართველოს ძალოვან ვეტერანთა და პატრიოტთა პოლიტიკური მოძრაობა","11.06"
"council_smd",11,1106,1106,"20","labour","ანა რევაზიშვილინ","შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია","11.06"
"council_smd",11,1106,1106,"26","sakhalkho_party_2014","თეიმურაზ ბეჟიტაშვილი","სახალხო პარტია","11.06"
"council_smd",11,1106,1106,"3","burjanadze_united_opposition_2014","გიორგი შოშიაშვილი","ნინო ბურჯანაძე - ერთიანი ოპოზიცია","11.06"
"council_smd",11,1106,1106,"41","gd","ელდარ მეფარიძე","ქართული ოცნება","11.06"
"council_smd",11,1106,1106,"42","independent","შიო შიოშვილი","დამოუკიდებელი","11.06"
"council_smd",11,1106,1106,"43","independent","ივანე გძელაშვილი","დამოუკიდებელი","11.06"
"council_smd",11,1106,1106,"44","independent","გიორგი მღებრიშვილი","დამოუკიდებელი","11.06"
"council_smd",11,1106,1106,"5","unm","კობა კერატიშვილი","ერთიანი ნაციონალური მოძრაობა","11.06"
"council_smd",11,1107,1107,"1","nonparliamentary_opposition_2014","კახაბერი ლაფერიშვილი","არასაპარლამენტო ოპოზიცია (კახა კუკავა, ფიქრია ჩიხრაძე)","11.07"
"council_smd",11,1107,1107,"18","georgias_way_2014","გელა ყორღანაშვილი","სალომე ზურაბიშვილი - საქართველოს გზა","11.07"
"council_smd",11,1107,1107,"2","veterans_patriots_2014","დავით ქურხული","საქართველოს ძალოვან ვეტერანთა და პატრიოტთა პოლიტიკური მოძრაობა","11.07"
"council_smd",11,1107,1107,"20","labour","ნინო მეტრეველი","შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია","11.07"
"council_smd",11,1107,1107,"26","sakhalkho_party_2014","თამაზი არიშვილი","სახალხო პარტია","11.07"
"council_smd",11,1107,1107,"3","burjanadze_united_opposition_2014","ვალიკო ოთარაშვილი","ნინო ბურჯანაძე - ერთიანი ოპოზიცია","11.07"
"council_smd",11,1107,1107,"41","gd","ფრიდონ ბურდული","ქართული ოცნება","11.07"
"council_smd",11,1107,1107,"42","independent","მიხეილ დარბაისელი","დამოუკიდებელი","11.07"
"council_smd",11,1107,1107,"43","independent","ვახტანგი ქურდოვანიძე","დამოუკიდებელი","11.07"
"council_smd",11,1107,1107,"46","independent","დავითი ლაფაჩიშვილი","დამოუკიდებელი","11.07"
"council_smd",11,1107,1107,"5","unm","ზურაბ ქურთიშვილი","ერთიანი ნაციონალური მოძრაობა","11.07"
"council_smd",11,1107,1107,"8","patriots","ჭაბუკა ჭანტურია","დავით თარხან-მოურავი - საქართველოს პატრიოტთა ალიანსი","11.07"
"council_smd",11,1107,1107,"9","self_governance_people_2014","გიორგი ქვლივიძე","თვითმმართველობა ხალხს!","11.07"
"council_smd",11,1108,1108,"1","nonparliamentary_opposition_2014","გელა დიღმელაშვილი","არასაპარლამენტო ოპოზიცია (კახა კუკავა, ფიქრია ჩიხრაძე)","11.08"
"council_smd",11,1108,1108,"18","georgias_way_2014","დავითი სოზაშვილი","სალომე ზურაბიშვილი - საქართველოს გზა","11.08"
"council_smd",11,1108,1108,"3","burjanadze_united_opposition_2014","იოსები ერბოწონაშვილი","ნინო ბურჯანაძე - ერთიანი ოპოზიცია","11.08"
"council_smd",11,1108,1108,"41","gd","ივანე ბეჟიაშვილი","ქართული ოცნება","11.08"
"council_smd",11,1108,1108,"5","unm","ეკატერინე ჭიაბერაშვილი","ერთიანი ნაციონალური მოძრაობა","11.08"
"council_smd",11,1108,1108,"8","patriots","თამაზი გულისაშვილი","დავით თარხან-მოურავი - საქართველოს პატრიოტთა ალიანსი","11.08"
"council_smd",11,1109,1109,"1","nonparliamentary_opposition_2014","ალექსანდრე ჩაფიძე","არასაპარლამენტო ოპოზიცია (კახა კუკავა, ფიქრია ჩიხრაძე)","11.09"
"council_smd",11,1109,1109,"41","gd","მიხეილ კაზაკოვი","ქართული ოცნება","11.09"
"council_smd",11,1109,1109,"5","unm","ინგა დვალაშვილი","ერთიანი ნაციონალური მოძრაობა","11.09"
"council_smd",11,1110,1110,"1","nonparliamentary_opposition_2014","იოსები იმედაშვილი","არასაპარლამენტო ოპოზიცია (კახა კუკავა, ფიქრია ჩიხრაძე)","11.10"
"council_smd",11,1110,1110,"3","burjanadze_united_opposition_2014","გიორგი ფარეშიშვილი","ნინო ბურჯანაძე - ერთიანი ოპოზიცია","11.10"
"council_smd",11,1110,1110,"41","gd","ნონა ბუზარიაშვილი","ქართული ოცნება","11.10"
"council_smd",11,1110,1110,"5","unm","გიორგი ქოქიაური","ერთიანი ნაციონალური მოძრაობა","11.10"
"council_smd",11,1110,1110,"8","patriots","დავითი ტაპატაძე","დავით თარხან-მოურავი - საქართველოს პატრიოტთა ალიანსი","11.10"
"council_smd",11,1111,1111,"1","nonparliamentary_opposition_2014","ვაჟა ბაზერაშვილი","არასაპარლამენტო ოპოზიცია (კახა კუკავა, ფიქრია ჩიხრაძე)","11.11"
"council_smd",11,1111,1111,"3","burjanadze_united_opposition_2014","დიმიტრი სტეფანიშვილი","ნინო ბურჯანაძე - ერთიანი ოპოზიცია","11.11"
"council_smd",11,1111,1111,"41","gd","გივი დუჩიძე","ქართული ოცნება","11.11"
"council_smd",11,1111,1111,"42","independent","ნიკო გიუაშვილი","დამოუკიდებელი","11.11"
"council_smd",11,1111,1111,"5","unm","ზურაბ ფეიქრიშვილი","ერთიანი ნაციონალური მოძრაობა","11.11"
"council_smd",11,1112,1112,"18","georgias_way_2014","ნანა აფციაური","სალომე ზურაბიშვილი - საქართველოს გზა","11.12"
"council_smd",11,1112,1112,"20","labour","გივი გორელიშვილი","შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია","11.12"
"council_smd",11,1112,1112,"3","burjanadze_united_opposition_2014","არჩილი ყავრიშვილი","ნინო ბურჯანაძე - ერთიანი ოპოზიცია","11.12"
"council_smd",11,1112,1112,"41","gd","ბესიკ მარტიაშვილი","ქართული ოცნება","11.12"
"council_smd",11,1112,1112,"5","unm","მალხაზ გრძელიშვილი","ერთიანი ნაციონალური მოძრაობა","11.12"
"council_smd",11,1113,1113,"1","nonparliamentary_opposition_2014","ელგუჯა აგულაშვილი","არასაპარლამენტო ოპოზიცია (კახა კუკავა, ფიქრია ჩიხრაძე)","11.13"
"council_smd",11,1113,1113,"20","labour","თეიმურაზი მჭედლიშვილი","შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია","11.13"
"council_smd",11,1113,1113,"3","burjanadze_united_opposition_2014","ნატო ქურდოვანიძე","ნინო ბურჯანაძე - ერთიანი ოპოზიცია","11.13"
"council_smd",11,1113,1113,"41","gd","თამარი სუხიაშვილი","ქართული ოცნება","11.13"
"council_smd",11,1113,1113,"42","independent","ალიხანი მჭედლიშვილი","დამოუკიდებელი","11.13"
"council_smd",11,1113,1113,"43","independent","ოთარი მჭედლიშვილი","დამოუკიდებელი","11.13"
"council_smd",11,1113,1113,"5","unm","ზურაბი მჭედლიშვილი","ერთიანი ნაციონალური მოძრაობა","11.13"
"council_smd",11,1114,1114,"3","burjanadze_united_opposition_2014","ბესიკი ჩოკოშვილი","ნინო ბურჯანაძე - ერთიანი ოპოზიცია","11.14"
"council_smd",11,1114,1114,"41","gd","კახა ადუაშვილი","ქართული ოცნება","11.14"
"council_smd",11,1114,1114,"42","independent","იოსები ათაბეგაშვილი","დამოუკიდებელი","11.14"
"council_smd",11,1114,1114,"43","independent","თამაზი გურგენიშვილი","დამოუკიდებელი","11.14"
"council_smd",11,1114,1114,"5","unm","ავთანდილ ჩალათაშვილი","ერთიანი ნაციონალური მოძრაობა","11.14"
"council_smd",11,1114,1114,"8","patriots","დავითი ხარებაშვილი","დავით თარხან-მოურავი - საქართველოს პატრიოტთა ალიანსი","11.14"
"council_smd",11,1115,1115,"3","burjanadze_united_opposition_2014","ბადრი ზირაქაშვილი","ნინო ბურჯანაძე - ერთიანი ოპოზიცია","11.15"
"council_smd",11,1115,1115,"41","gd","სოსო ჭიკაძე","ქართული ოცნება","11.15"
"council_smd",11,1115,1115,"5","unm","ნოდარი ზირაქაშვილი","ერთიანი ნაციონალური მოძრაობა","11.15"
"council_smd",11,1116,1116,"1","nonparliamentary_opposition_2014","ლია მოძმანაშვილი","არასაპარლამენტო ოპოზიცია (კახა კუკავა, ფიქრია ჩიხრაძე)","11.16"
"council_smd",11,1116,1116,"3","burjanadze_united_opposition_2014","ალექსი ჭამიაშვილი","ნინო ბურჯანაძე - ერთიანი ოპოზიცია","11.16"
"council_smd",11,1116,1116,"41","gd","თამაზ ხუროშვილი","ქართული ოცნება","11.16"
"council_smd",11,1116,1116,"42","independent","ზურაბი ხუროშვილი","დამოუკიდებელი","11.16"
"council_smd",11,1116,1116,"43","independent","ლევანი ჭამიაშვილი","დამოუკიდებელი","11.16"
"council_smd",11,1116,1116,"5","unm","ლევან ზირაქაშვილი","ერთიანი ნაციონალური მოძრაობა","11.16"
"council_smd",11,1117,1117,"41","gd","გულუ ჰაჯიევი","ქართული ოცნება","11.17"
"council_smd",11,1117,1117,"42","independent","ვალეხ შირინოვი","დამოუკიდებელი","11.17"
"council_smd",11,1117,1117,"5","unm","ორუჯ კულიევი","ერთიანი ნაციონალური მოძრაობა","11.17"
"council_smd",11,1118,1118,"41","gd","ირჰეიდარ ალიხანოვიმ","ქართული ოცნება","11.18"
"council_smd",11,1118,1118,"42","independent","კაზანფარ მამედოვი","დამოუკიდებელი","11.18"
"council_smd",11,1118,1118,"43","independent","სეითპატალი აშიროვი","დამოუკიდებელი","11.18"
"council_smd",11,1118,1118,"5","unm","ილჰამ კაიბოვი","ერთიანი ნაციონალური მოძრაობა","11.18"
"council_smd",11,1119,1119,"41","gd","ადამ ედიგაროვი","ქართული ოცნება","11.19"
"council_smd",11,1119,1119,"42","independent","ფადირხან ხეირხაბაროვი","დამოუკიდებელი","11.19"
"council_smd",11,1119,1119,"5","unm","აიათ ხეირხაბაროვი","ერთიანი ნაციონალური მოძრაობა","11.19"
"council_smd",11,1120,1120,"41","gd","ხაიალ გასანოვი","ქართული ოცნება","11.20"
"council_smd",11,1120,1120,"42","independent","აჯან ალიევიჰ","დამოუკიდებელი","11.20"
"council_smd",11,1120,1120,"5","unm","ოფიქ ხიდიროვით","ერთიანი ნაციონალური მოძრაობა","11.20"
"council_smd",11,1121,1121,"3","burjanadze_united_opposition_2014","ჯაბა გულბანი","ნინო ბურჯანაძე - ერთიანი ოპოზიცია","11.21"
"council_smd",11,1121,1121,"41","gd","ალექსი იოსელიანი","ქართული ოცნება","11.21"
"council_smd",11,1121,1121,"42","independent","მამუკა გვარლიანი","დამოუკიდებელი","11.21"
"council_smd",11,1121,1121,"5","unm","ბექა გულბანი","ერთიანი ნაციონალური მოძრაობა","11.21"
"council_smd",12,1201,1201,"18","georgias_way_2014","გია სოლომნიშვილი","სალომე ზურაბიშვილი - საქართველოს გზა","12.01"
"council_smd",12,1201,1201,"20","labour","ნიკოლოზ ვარსიმაშვილი","შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია","12.01"
"council_smd",12,1201,1201,"3","burjanadze_united_opposition_2014","ვიქტორ ბერიკაშვილი","ნინო ბურჯანაძე - ერთიანი ოპოზიცია","12.01"
"council_smd",12,1201,1201,"41","gd","ბექა მაისურაძე","ქართული ოცნება","12.01"
"council_smd",12,1201,1201,"42","independent","ზურაბ სიმონიშვილი","დამოუკიდებელი","12.01"
"council_smd",12,1201,1201,"5","unm","ივანე ნატროშვილი","ერთიანი ნაციონალური მოძრაობა","12.01"
"council_smd",12,1202,1202,"1","nonparliamentary_opposition_2014","ლალი ქევხიშვილი","არასაპარლამენტო ოპოზიცია (კახა კუკავა, ფიქრია ჩიხრაძე)","12.02"
"council_smd",12,1202,1202,"20","labour","გრიგოლ ადამაშვილი","შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია","12.02"
"council_smd",12,1202,1202,"3","burjanadze_united_opposition_2014","რეზო ჯანიაშვილი","ნინო ბურჯანაძე - ერთიანი ოპოზიცია","12.02"
"council_smd",12,1202,1202,"41","gd","აკაკი ფოცხვერაშვილი","ქართული ოცნება","12.02"
"council_smd",12,1202,1202,"42","independent","კახი მაზანაშვილი","დამოუკიდებელი","12.02"
"council_smd",12,1202,1202,"5","unm","გიორგი ლეგაშვილი","ერთიანი ნაციონალური მოძრაობა","12.02"
"council_smd",12,1203,1203,"18","georgias_way_2014","ვაჟა ჩეკურიშვილი","სალომე ზურაბიშვილი - საქართველოს გზა","12.03"
"council_smd",12,1203,1203,"20","labour","ინა სეფიაშვილით","შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია","12.03"
"council_smd",12,1203,1203,"3","burjanadze_united_opposition_2014","გიორგი მწარიაშვილი","ნინო ბურჯანაძე - ერთიანი ოპოზიცია","12.03"
"council_smd",12,1203,1203,"41","gd","გელა ჩეკურიშვილი","ქართული ოცნება","12.03"
"council_smd",12,1203,1203,"42","independent","მიხეილ ხოტენაშვილი","დამოუკიდებელი","12.03"
"council_smd",12,1203,1203,"5","unm","გიორგი ქევხიშვილი","ერთიანი ნაციონალური მოძრაობა","12.03"
"council_smd",12,1204,1204,"18","georgias_way_2014","მარიამი მატიაშვილი","სალომე ზურაბიშვილი - საქართველოს გზა","12.04"
"council_smd",12,1204,1204,"20","labour","რამაზი გუგეშაშვილი","შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია","12.04"
"council_smd",12,1204,1204,"3","burjanadze_united_opposition_2014","მერაბი კენჭაძე","ნინო ბურჯანაძე - ერთიანი ოპოზიცია","12.04"
"council_smd",12,1204,1204,"41","gd","დავითი პაიჭაძე","ქართული ოცნება","12.04"
"council_smd",12,1204,1204,"43","independent","ნოდარი ონაშვილი","დამოუკიდებელი","12.04"
"council_smd",12,1204,1204,"5","unm","ვალოდია ყალაბეგაშვილი","ერთიანი ნაციონალური მოძრაობა","12.04"
"council_smd",12,1205,1205,"20","labour","გელა მამიაშვილი","შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია","12.05"
"council_smd",12,1205,1205,"3","burjanadze_united_opposition_2014","მალხაზი ძამუკაშვილი","ნინო ბურჯანაძე - ერთიანი ოპოზიცია","12.05"
"council_smd",12,1205,1205,"41","gd","ვაჟა ბერიაშვილი","ქართული ოცნება","12.05"
"council_smd",12,1205,1205,"43","independent","გიგო მაჩხაშვილი","დამოუკიდებელი","12.05"
"council_smd",12,1205,1205,"5","unm","გიორგი ბაწელაშვილი","ერთიანი ნაციონალური მოძრაობა","12.05"
"council_smd",12,1206,1206,"1","nonparliamentary_opposition_2014","ვლადიმერი ქიტუაშვილი","არასაპარლამენტო ოპოზიცია (კახა კუკავა, ფიქრია ჩიხრაძე)","12.06"
"council_smd",12,1206,1206,"20","labour","შორენა რუაძე","შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია","12.06"
"council_smd",12,1206,1206,"3","burjanadze_united_opposition_2014","რატი ოსიაშვილი","ნინო ბურჯანაძე - ერთიანი ოპოზიცია","12.06"
"council_smd",12,1206,1206,"41","gd","ნათია გიორგაძე","ქართული ოცნება","12.06"
"council_smd",12,1206,1206,"42","independent","ხვიჩა მგალობლიშვილი","დამოუკიდებელი","12.06"
"council_smd",12,1206,1206,"5","unm","ბადრი გაბელაია","ერთიანი ნაციონალური მოძრაობა","12.06"
"council_smd",12,1207,1207,"18","georgias_way_2014","ლევანი ხელაშვილი","სალომე ზურაბიშვილი - საქართველოს გზა","12.07"
"council_smd",12,1207,1207,"20","labour","ანა მებაღიშვილი","შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია","12.07"
"council_smd",12,1207,1207,"3","burjanadze_united_opposition_2014","ზურაბი ყაჭიური","ნინო ბურჯანაძე - ერთიანი ოპოზიცია","12.07"
"council_smd",12,1207,1207,"41","gd","ლევანი ხაზიური","ქართული ოცნება","12.07"
"council_smd",12,1207,1207,"43","independent","აკაკი ბეგაშვილი","დამოუკიდებელი","12.07"
"council_smd",12,1207,1207,"5","unm","მამუკა სააკაშვილი","ერთიანი ნაციონალური მოძრაობა","12.07"
"council_smd",12,1208,1208,"18","georgias_way_2014","ინა ოსიაშვილინ","სალომე ზურაბიშვილი - საქართველოს გზა","12.08"
"council_smd",12,1208,1208,"20","labour","ელენე რუაძე","შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია","12.08"
"council_smd",12,1208,1208,"3","burjanadze_united_opposition_2014","ალექსანდრე მაზანიშვილი","ნინო ბურჯანაძე - ერთიანი ოპოზიცია","12.08"
"council_smd",12,1208,1208,"41","gd","გია შაოშვილი","ქართული ოცნება","12.08"
