electoral_district_id,raw_vote_code,ballot_code,party_id,name_ka,first_name,last_name,presenter
1,5,5,unm,არჩილ გეგენავა,არჩილ,გეგენავა,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
1,36,36,workers_socialist,ტიტიკო ლეფსაია,ტიტიკო,ლეფსაია,36. ”საქართველოს მშრომელთა საბჭო”
1,38,38,labour,პაატა ჩოხელი,პაატა,ჩოხელი,38. ”შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია”
1,41,41,gd,ზაზა პაპუაშვილი,ზაზა,პაპუაშვილი,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
2,1,1,free_georgia,კახა კუკავა,კახა,კუკავა,"1. ""კახა კუკავა - თავისუფალი საქართველო"""
2,4,4,ndp_2012,გენადი კვაჭანტირაძე,გენადი,კვაჭანტირაძე,"4. ""ეროვნულ-დემოკრატიული პარტია"""
2,5,5,unm,გიორგი კარბელაშვილი,გიორგი,კარბელაშვილი,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
2,10,10,christian_democrats_2012,ნინო გურიელი,ნინო,გურიელი,10. ”გიორგი თარგამაძე - ქრისტიან-დემოკრატიული გაერთიანება”
2,24,24,new_rights_2012,დავით გამყრელიძე,დავით,გამყრელიძე,"24. ""ახალი მემარჯვენეები"""
2,35,35,future_georgia,დავით თორდუა,დავით,თორდუა,35. ”მომავალი საქართველო”
2,36,36,workers_socialist,როინ ლიპარტელიანი,როინ,ლიპარტელიანი,36. ”საქართველოს მშრომელთა საბჭო”
2,38,38,labour,ლეილა გაფრინდაშვილი,ლეილა,გაფრინდაშვილი,38. ”შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია”
2,41,41,gd,შალვა შავგულიძე,შალვა,შავგულიძე,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
3,1,1,free_georgia,ნანა დევდარიანი,ნანა,დევდარიანი,"1. ""კახა კუკავა - თავისუფალი საქართველო"""
3,4,4,ndp_2012,გურამ ჩახვაძე,გურამ,ჩახვაძე,"4. ""ეროვნულ-დემოკრატიული პარტია"""
3,5,5,unm,ანდრია ურუშაძე,ანდრია,ურუშაძე,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
3,10,10,christian_democrats_2012,ნოდარ სარჯველაძე,ნოდარ,სარჯველაძე,10. ”გიორგი თარგამაძე - ქრისტიან-დემოკრატიული გაერთიანება”
3,23,23,georgian_group,ჯონდო ბაღათურია,ჯონდო,ბაღათურია,"23. ""ჯონდი ბაღათურია - ქართული დასი"""
3,24,24,new_rights_2012,მამუკა კაციტაძე,მამუკა,კაციტაძე,"24. ""ახალი მემარჯვენეები"""
3,30,30,kostava_society,გიორგი ლილუაშვილი,გიორგი,ლილუაშვილი,"30. ""მერაბ კოსტავას საზოგადოება"""
3,36,36,workers_socialist,ამირან ლუაშვილი,ამირან,ლუაშვილი,36. ”საქართველოს მშრომელთა საბჭო”
3,38,38,labour,სიმონ პეტრიაშვილი,სიმონ,პეტრიაშვილი,38. ”შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია”
3,41,41,gd,დავით უსუფაშვილი,დავით,უსუფაშვილი,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
4,5,5,unm,დავით საყვარელიძე,დავით,საყვარელიძე,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
4,9,9,fair_georgia_2012,ხვიჩა ასანიძე,ხვიჩა,ასანიძე,"9. ""სამართლიანი საქართველოსთვის"""
4,10,10,christian_democrats_2012,ზაზა გაბუნია,ზაზა,გაბუნია,10. ”გიორგი თარგამაძე - ქრისტიან-დემოკრატიული გაერთიანება”
4,24,24,new_rights_2012,ლევან ხურცილავა,ლევან,ხურცილავა,"24. ""ახალი მემარჯვენეები"""
4,38,38,labour,კონსტანტინე გუგუშვილი,კონსტანტინე,გუგუშვილი,38. ”შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია”
4,41,41,gd,შოთა ხაბარელი,შოთა,ხაბარელი,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
5,1,1,free_georgia,გელა კეტაშვილი,გელა,კეტაშვილი,"1. ""კახა კუკავა - თავისუფალი საქართველო"""
5,5,5,unm,გიორგი ვაშაძე,გიორგი,ვაშაძე,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
5,9,9,fair_georgia_2012,ანა უსტიაშვილი,ანა,უსტიაშვილი,"9. ""სამართლიანი საქართველოსთვის"""
5,10,10,christian_democrats_2012,ლევან ვეფხვაძე,ლევან,ვეფხვაძე,10. ”გიორგი თარგამაძე - ქრისტიან-დემოკრატიული გაერთიანება”
5,24,24,new_rights_2012,რევაზ სოხაძე,რევაზ,სოხაძე,"24. ""ახალი მემარჯვენეები"""
5,38,38,labour,კახაბერ ძაგანია,კახაბერ,ძაგანია,38. ”შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია”
5,41,41,gd,ალექსანდრე ქანთარია,ალექსანდრე,ქანთარია,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
6,1,1,free_georgia,ალექსანდრე შალამბერიძე,ალექსანდრე,შალამბერიძე,"1. ""კახა კუკავა - თავისუფალი საქართველო"""
6,5,5,unm,მიხეილ მაჭავარიანი,მიხეილ,მაჭავარიანი,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
6,10,10,christian_democrats_2012,მაგდალინა ანიკაშვილი,მაგდალინა,ანიკაშვილი,10. ”გიორგი თარგამაძე - ქრისტიან-დემოკრატიული გაერთიანება”
6,38,38,labour,გიორგი ბიჭაშვილი,გიორგი,ბიჭაშვილი,38. ”შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია”
6,41,41,gd,ზურაბ აბაშიძე,ზურაბ,აბაშიძე,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
7,1,1,free_georgia,გიორგი კარტოზია,გიორგი,კარტოზია,"1. ""კახა კუკავა - თავისუფალი საქართველო"""
7,4,4,ndp_2012,ნონა ახალბედაშვილი,ნონა,ახალბედაშვილი,"4. ""ეროვნულ-დემოკრატიული პარტია"""
7,5,5,unm,ანდრო ალავიძე,ანდრო,ალავიძე,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
7,9,9,fair_georgia_2012,თამარ იარაჯული,თამარ,იარაჯული,"9. ""სამართლიანი საქართველოსთვის"""
7,10,10,christian_democrats_2012,კახა ბასილია,კახა,ბასილია,10. ”გიორგი თარგამაძე - ქრისტიან-დემოკრატიული გაერთიანება”
7,24,24,new_rights_2012,გიორგი საბანაძე,გიორგი,საბანაძე,"24. ""ახალი მემარჯვენეები"""
7,38,38,labour,იოსებ სამხარაძე,იოსებ,სამხარაძე,38. ”შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია”
7,41,41,gd,ვიქტორ დოლიძე,ვიქტორ,დოლიძე,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
8,5,5,unm,გიორგი ჩაჩანიძე,გიორგი,ჩაჩანიძე,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
8,10,10,christian_democrats_2012,ზურაბ ხაჩიძე,ზურაბ,ხაჩიძე,10. ”გიორგი თარგამაძე - ქრისტიან-დემოკრატიული გაერთიანება”
8,24,24,new_rights_2012,გიორგი ლორთქიფანიძე,გიორგი,ლორთქიფანიძე,"24. ""ახალი მემარჯვენეები"""
8,35,35,future_georgia,ჯემალ ნათელაშვილი,ჯემალ,ნათელაშვილი,35. ”მომავალი საქართველო”
8,36,36,workers_socialist,გილარ ბაქრაძე,გილარ,ბაქრაძე,36. ”საქართველოს მშრომელთა საბჭო”
8,38,38,labour,პაატა ჯიბლაძე,პაატა,ჯიბლაძე,38. ”შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია”
8,41,41,gd,ვახტანგ ხმალაძე,ვახტანგ,ხმალაძე,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
9,5,5,unm,მერაბ სამადაშვილი,მერაბ,სამადაშვილი,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
9,9,9,fair_georgia_2012,თეიმურაზ ბობოხიძე,თეიმურაზ,ბობოხიძე,"9. ""სამართლიანი საქართველოსთვის"""
9,10,10,christian_democrats_2012,ჯაბა სამუშია,ჯაბა,სამუშია,10. ”გიორგი თარგამაძე - ქრისტიან-დემოკრატიული გაერთიანება”
9,24,24,new_rights_2012,გიორგი ჩიბუხაშვილი,გიორგი,ჩიბუხაშვილი,"24. ""ახალი მემარჯვენეები"""
9,38,38,labour,გიორგი გუგავა,გიორგი,გუგავა,38. ”შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია”
9,41,41,gd,თეა წულუკიანი,თეა,წულუკიანი,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
10,1,1,free_georgia,მაგდა გაბრიჩიძე,მაგდა,გაბრიჩიძე,"1. ""კახა კუკავა - თავისუფალი საქართველო"""
10,4,4,ndp_2012,რუსუდან კიკალიშვილი,რუსუდან,კიკალიშვილი,"4. ""ეროვნულ-დემოკრატიული პარტია"""
10,5,5,unm,ნიკოლოზ ხაჩირაშვილი,ნიკოლოზ,ხაჩირაშვილი,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
10,9,9,fair_georgia_2012,იოსებ მესტიაშვილი,იოსებ,მესტიაშვილი,"9. ""სამართლიანი საქართველოსთვის"""
10,10,10,christian_democrats_2012,ინგა გრიგოლია,ინგა,გრიგოლია,10. ”გიორგი თარგამაძე - ქრისტიან-დემოკრატიული გაერთიანება”
10,24,24,new_rights_2012,ავთანდილ სულაქველიძე,ავთანდილ,სულაქველიძე,"24. ""ახალი მემარჯვენეები"""
10,38,38,labour,იოსებ შატბერაშვილი,იოსებ,შატბერაშვილი,38. ”შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია”
10,41,41,gd,იოსებ ჯაჭვლიანი,იოსებ,ჯაჭვლიანი,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
11,1,1,free_georgia,ზაზა ცხვარიაშვილი,ზაზა,ცხვარიაშვილი,"1. ""კახა კუკავა - თავისუფალი საქართველო"""
11,5,5,unm,გია ჩალათაშვილი,გია,ჩალათაშვილი,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
11,10,10,christian_democrats_2012,გიორგი ობოლაშვილი,გიორგი,ობოლაშვილი,10. ”გიორგი თარგამაძე - ქრისტიან-დემოკრატიული გაერთიანება”
11,24,24,new_rights_2012,დავით მაისურაძე,დავით,მაისურაძე,"24. ""ახალი მემარჯვენეები"""
11,38,38,labour,თეიმურაზ მჭედლიშვილი,თეიმურაზ,მჭედლიშვილი,38. ”შალვა ნათელაშვილი - საქართველოს ლეიბორისტული პარტია”
11,41,41,gd,თინათინ ხიდაშელი,თინათინ,ხიდაშელი,41. ”ბიძინა ივანიშვილი - ქართული ოცნება”
12,1,1,free_georgia,დავით ჩიტაშვილი,დავით,ჩიტაშვილი,"1. ""კახა კუკავა - თავისუფალი საქართველო"""
12,5,5,unm,გიორგი ღვინიაშვილი,გიორგი,ღვინიაშვილი,"5. ""ერთიანი ნაციონალური მოძრაობა - მეტი სარგებელი ხალხს"""
