"major_id","electoral_district_id","selfgov_id","majoritarian_district","party_code","party_id","party_label_ka","name_ka","first_name","last_name"
2004,20,20,4,"3","industry_sakartvelo","თოფაძე-მრეწველები","მამია ლომიძე","მამია","ლომიძე"
2004,20,20,4,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","ლეილა აფციაური","ლეილა","აფციაური"
2004,20,20,4,"7","national_council_2010","“ეროვნული საბჭო”","გელა ღუნწკიძე","გელა","ღუნწკიძე"
2004,20,20,4,"10","christian_democrats_2010","“გიორგი თარგამაძე, ინგა გრიგოლია – ქრისტიან-დემოკრატიული გაერთიანება”","ფიქრია ავალიანი","ფიქრია","ავალიანი"
2004,20,20,4,"15","freedom_2010","პოლიტიკური მოძრაობა “თავისუფლება”","მარინა ჯალაღანია","მარინა","ჯალაღანია"
2004,20,20,4,"21","tortladze_democratic_2010","“თორთლაძე – დემოკრატიული პარტია”","ივანე ღარიბაშვილი","ივანე","ღარიბაშვილი"
2006,20,20,6,"2","alliance_georgia_2010","“ალიანსი საქართველოსთვის” (ი. ალასანია, ს. სუბარი, დ. უსუფაშვილი, დ. გამყრელიძე, ს. ზურაბიშვილი)","ნინო სულაძე","ნინო","სულაძე"
2006,20,20,6,"3","industry_sakartvelo","თოფაძე-მრეწველები","ირმა მეტრეველი","ირმა","მეტრეველი"
2006,20,20,6,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","თამაზ გველუკაშვილი","თამაზ","გველუკაშვილი"
2006,20,20,6,"7","national_council_2010","“ეროვნული საბჭო”","ივანე შათირიშვილი","ივანე","შათირიშვილი"
2006,20,20,6,"10","christian_democrats_2010","“გიორგი თარგამაძე, ინგა გრიგოლია – ქრისტიან-დემოკრატიული გაერთიანება”","კიაზო შარიქაძე","კიაზო","შარიქაძე"
2006,20,20,6,"15","freedom_2010","პოლიტიკური მოძრაობა “თავისუფლება”","გიორგი პაიჭაძე","გიორგი","პაიჭაძე"
2006,20,20,6,"21","tortladze_democratic_2010","“თორთლაძე – დემოკრატიული პარტია”","თეიმურაზ ცირეკიძე","თეიმურაზ","ცირეკიძე"
2005,20,20,5,"2","alliance_georgia_2010","“ალიანსი საქართველოსთვის” (ი. ალასანია, ს. სუბარი, დ. უსუფაშვილი, დ. გამყრელიძე, ს. ზურაბიშვილი)","თეიმურაზ როგავა","თეიმურაზ","როგავა"
2005,20,20,5,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","ზაზა ასისტიშვილი","ზაზა","ასისტიშვილი"
2005,20,20,5,"7","national_council_2010","“ეროვნული საბჭო”","ნოდარ გულდამაშვილი","ნოდარ","გულდამაშვილი"
2005,20,20,5,"8","radical_democrats_2008","სრულიად საქართველოს რადიკალ-დემოკრატთა ნაციონალური პარტია","ნანა ჯიქიძე","ნანა","ჯიქიძე"
2005,20,20,5,"10","christian_democrats_2010","“გიორგი თარგამაძე, ინგა გრიგოლია – ქრისტიან-დემოკრატიული გაერთიანება”","ალექსანდრე აბაშიძე","ალექსანდრე","აბაშიძე"
2005,20,20,5,"15","freedom_2010","პოლიტიკური მოძრაობა “თავისუფლება”","გრიგოლ წილოსანი","გრიგოლ","წილოსანი"
2005,20,20,5,"21","tortladze_democratic_2010","“თორთლაძე – დემოკრატიული პარტია”","დავით ნეფარიძე","დავით","ნეფარიძე"
2010,20,20,10,"2","alliance_georgia_2010","“ალიანსი საქართველოსთვის” (ი. ალასანია, ს. სუბარი, დ. უსუფაშვილი, დ. გამყრელიძე, ს. ზურაბიშვილი)","ნოდარ ცინცაძე","ნოდარ","ცინცაძე"
2010,20,20,10,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","კახაბერ ცერცვაძე","კახაბერ","ცერცვაძე"
2010,20,20,10,"7","national_council_2010","“ეროვნული საბჭო”","გოჩა კაკოიშვილი","გოჩა","კაკოიშვილი"
2010,20,20,10,"10","christian_democrats_2010","“გიორგი თარგამაძე, ინგა გრიგოლია – ქრისტიან-დემოკრატიული გაერთიანება”","გიორგი მელიქიძე","გიორგი","მელიქიძე"
2010,20,20,10,"15","freedom_2010","პოლიტიკური მოძრაობა “თავისუფლება”","ზაალ ქევანაშვილი","ზაალ","ქევანაშვილი"
2010,20,20,10,"21","tortladze_democratic_2010","“თორთლაძე – დემოკრატიული პარტია”","ეკატერინე გოგოლაძე","ეკატერინე","გოგოლაძე"
2009,20,20,9,"2","alliance_georgia_2010","“ალიანსი საქართველოსთვის” (ი. ალასანია, ს. სუბარი, დ. უსუფაშვილი, დ. გამყრელიძე, ს. ზურაბიშვილი)","მაია ელიზბარაშვილი","მაია","ელიზბარაშვილი"
2009,20,20,9,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","მამუკა აბულაძე","მამუკა","აბულაძე"
2009,20,20,9,"7","national_council_2010","“ეროვნული საბჭო”","მამუკა ტაბატაძე","მამუკა","ტაბატაძე"
2009,20,20,9,"8","radical_democrats_2008","სრულიად საქართველოს რადიკალ-დემოკრატთა ნაციონალური პარტია","ბონდო დიხამინჯია","ბონდო","დიხამინჯია"
2009,20,20,9,"10","christian_democrats_2010","“გიორგი თარგამაძე, ინგა გრიგოლია – ქრისტიან-დემოკრატიული გაერთიანება”","ზვიად დოლიძე","ზვიად","დოლიძე"
2009,20,20,9,"15","freedom_2010","პოლიტიკური მოძრაობა “თავისუფლება”","მაია ხაჩიძე","მაია","ხაჩიძე"
2009,20,20,9,"21","tortladze_democratic_2010","“თორთლაძე – დემოკრატიული პარტია”","დოდო ცხვარიაშვილი","დოდო","ცხვარიაშვილი"
2008,20,20,8,"2","alliance_georgia_2010","“ალიანსი საქართველოსთვის” (ი. ალასანია, ს. სუბარი, დ. უსუფაშვილი, დ. გამყრელიძე, ს. ზურაბიშვილი)","გელა ნაკაშიძე","გელა","ნაკაშიძე"
2008,20,20,8,"3","industry_sakartvelo","თოფაძე-მრეწველები","მერაბ კაპანაძე","მერაბ","კაპანაძე"
2008,20,20,8,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","ამირან ცანდიშვილი","ამირან","ცანდიშვილი"
2008,20,20,8,"7","national_council_2010","“ეროვნული საბჭო”","გოჩა გუგეშაშვილი","გოჩა","გუგეშაშვილი"
2008,20,20,8,"8","radical_democrats_2008","სრულიად საქართველოს რადიკალ-დემოკრატთა ნაციონალური პარტია","გოჩა დაუშვილი","გოჩა","დაუშვილი"
2008,20,20,8,"10","christian_democrats_2010","“გიორგი თარგამაძე, ინგა გრიგოლია – ქრისტიან-დემოკრატიული გაერთიანება”","მახარე ჯამრიშვილი","მახარე","ჯამრიშვილი"
2008,20,20,8,"15","freedom_2010","პოლიტიკური მოძრაობა “თავისუფლება”","ნუგზარ მამაიაშვილი","ნუგზარ","მამაიაშვილი"
2008,20,20,8,"16","future_party_2010","“მომავლის პარტია”","ციური მჭედლიძე","ციური","მჭედლიძე"
2008,20,20,8,"17","national_democratic_2010","ეროვნულ-დემოკრატიული პარტია (ედპ)","მიხეილ ლომიძე","მიხეილ","ლომიძე"
2008,20,20,8,"21","tortladze_democratic_2010","“თორთლაძე – დემოკრატიული პარტია”","გოჩა პაპიძე","გოჩა","პაპიძე"
2007,20,20,7,"2","alliance_georgia_2010","“ალიანსი საქართველოსთვის” (ი. ალასანია, ს. სუბარი, დ. უსუფაშვილი, დ. გამყრელიძე, ს. ზურაბიშვილი)","თამაზ გარსენიშვილი","თამაზ","გარსენიშვილი"
2007,20,20,7,"3","industry_sakartvelo","თოფაძე-მრეწველები","ვახტანგ კიკილაშვილი","ვახტანგ","კიკილაშვილი"
2007,20,20,7,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","კახა გურგენიძე","კახა","გურგენიძე"
2007,20,20,7,"7","national_council_2010","“ეროვნული საბჭო”","რეზო სანიკიძე","რეზო","სანიკიძე"
2007,20,20,7,"10","christian_democrats_2010","“გიორგი თარგამაძე, ინგა გრიგოლია – ქრისტიან-დემოკრატიული გაერთიანება”","მამუკა მიქაუტაძე","მამუკა","მიქაუტაძე"
2007,20,20,7,"15","freedom_2010","პოლიტიკური მოძრაობა “თავისუფლება”","ვახტანგ ენდელაძე","ვახტანგ","ენდელაძე"
2007,20,20,7,"21","tortladze_democratic_2010","“თორთლაძე – დემოკრატიული პარტია”","ჯუსტალ აბაზაშვილი","ჯუსტალ","აბაზაშვილი"
2101,21,21,1,"2","alliance_georgia_2010","“ალიანსი საქართველოსთვის” (ი. ალასანია, ს. სუბარი, დ. უსუფაშვილი, დ. გამყრელიძე, ს. ზურაბიშვილი)","იოსებ ივანაური","იოსებ","ივანაური"
2101,21,21,1,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","მანუჩარ ჯოხაძე","მანუჩარ","ჯოხაძე"
2101,21,21,1,"7","national_council_2010","“ეროვნული საბჭო”","არმაზ ხარძიანი","არმაზ","ხარძიანი"
2101,21,21,1,"21","tortladze_democratic_2010","“თორთლაძე – დემოკრატიული პარტია”","გამბარ მამედოვი","გამბარ","მამედოვი"
2102,21,21,2,"2","alliance_georgia_2010","“ალიანსი საქართველოსთვის” (ი. ალასანია, ს. სუბარი, დ. უსუფაშვილი, დ. გამყრელიძე, ს. ზურაბიშვილი)","არიფ გასანოვი","არიფ","გასანოვი"
2102,21,21,2,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","ვახიდ მურადოვი","ვახიდ","მურადოვი"
2102,21,21,2,"7","national_council_2010","“ეროვნული საბჭო”","სალეხ გაჯიევი","სალეხ","გაჯიევი"
2102,21,21,2,"10","christian_democrats_2010","“გიორგი თარგამაძე, ინგა გრიგოლია – ქრისტიან-დემოკრატიული გაერთიანება”","როლანდ ბურდული","როლანდ","ბურდული"
2102,21,21,2,"21","tortladze_democratic_2010","“თორთლაძე – დემოკრატიული პარტია”","ილგამ კულიევი","ილგამ","კულიევი"
2103,21,21,3,"2","alliance_georgia_2010","“ალიანსი საქართველოსთვის” (ი. ალასანია, ს. სუბარი, დ. უსუფაშვილი, დ. გამყრელიძე, ს. ზურაბიშვილი)","მირიან მამულაძე","მირიან","მამულაძე"
2103,21,21,3,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","ყაზბეგ წიკლაური","ყაზბეგ","წიკლაური"
2103,21,21,3,"7","national_council_2010","“ეროვნული საბჭო”","ავთანდილ ჯარიაშვილი","ავთანდილ","ჯარიაშვილი"
2104,21,21,4,"2","alliance_georgia_2010","“ალიანსი საქართველოსთვის” (ი. ალასანია, ს. სუბარი, დ. უსუფაშვილი, დ. გამყრელიძე, ს. ზურაბიშვილი)","ანდრო შალოშვილი","ანდრო","შალოშვილი"
2104,21,21,4,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","ვალერიან ივანიაშვილი","ვალერიან","ივანიაშვილი"
2104,21,21,4,"7","national_council_2010","“ეროვნული საბჭო”","რამაზ ჩიბურდანიძე","რამაზ","ჩიბურდანიძე"
2104,21,21,4,"10","christian_democrats_2010","“გიორგი თარგამაძე, ინგა გრიგოლია – ქრისტიან-დემოკრატიული გაერთიანება”","ნოდარ ხოხობაშვილი","ნოდარ","ხოხობაშვილი"
2105,21,21,5,"2","alliance_georgia_2010","“ალიანსი საქართველოსთვის” (ი. ალასანია, ს. სუბარი, დ. უსუფაშვილი, დ. გამყრელიძე, ს. ზურაბიშვილი)","მიხეილ ოქრომელიძე","მიხეილ","ოქრომელიძე"
2105,21,21,5,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","მინდია ჭინჭარაული","მინდია","ჭინჭარაული"
2105,21,21,5,"7","national_council_2010","“ეროვნული საბჭო”","დავით წამალაიძე","დავით","წამალაიძე"
2105,21,21,5,"10","christian_democrats_2010","“გიორგი თარგამაძე, ინგა გრიგოლია – ქრისტიან-დემოკრატიული გაერთიანება”","სპარტაკ ქოჩქიანი","სპარტაკ","ქოჩქიანი"
2105,21,21,5,"21","tortladze_democratic_2010","“თორთლაძე – დემოკრატიული პარტია”","ამირან დავლაშერიძე","ამირან","დავლაშერიძე"
2106,21,21,6,"2","alliance_georgia_2010","“ალიანსი საქართველოსთვის” (ი. ალასანია, ს. სუბარი, დ. უსუფაშვილი, დ. გამყრელიძე, ს. ზურაბიშვილი)","დილგამ კარაევი","დილგამ","კარაევი"
2106,21,21,6,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","ნაზიმ დურსუნოვი","ნაზიმ","დურსუნოვი"
2106,21,21,6,"7","national_council_2010","“ეროვნული საბჭო”","მაია ფავლენიშვილი","მაია","ფავლენიშვილი"
2106,21,21,6,"10","christian_democrats_2010","“გიორგი თარგამაძე, ინგა გრიგოლია – ქრისტიან-დემოკრატიული გაერთიანება”","ელშად ამირხანოვი","ელშად","ამირხანოვი"
2107,21,21,7,"2","alliance_georgia_2010","“ალიანსი საქართველოსთვის” (ი. ალასანია, ს. სუბარი, დ. უსუფაშვილი, დ. გამყრელიძე, ს. ზურაბიშვილი)","ზაურ ზურაბიანი","ზაურ","ზურაბიანი"
2107,21,21,7,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","მამუკა მერაბიშვილი","მამუკა","მერაბიშვილი"
2107,21,21,7,"7","national_council_2010","“ეროვნული საბჭო”","გენად ასლამაზიშვილი","გენად","ასლამაზიშვილი"
2107,21,21,7,"10","christian_democrats_2010","“გიორგი თარგამაძე, ინგა გრიგოლია – ქრისტიან-დემოკრატიული გაერთიანება”","კახაბერ შერმაზანაშვილი","კახაბერ","შერმაზანაშვილი"
2108,21,21,8,"2","alliance_georgia_2010","“ალიანსი საქართველოსთვის” (ი. ალასანია, ს. სუბარი, დ. უსუფაშვილი, დ. გამყრელიძე, ს. ზურაბიშვილი)","რაჯი იუსუფოვი","რაჯი","იუსუფოვი"
2108,21,21,8,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","ფახრადინ შარიფოვი","ფახრადინ","შარიფოვი"
2108,21,21,8,"7","national_council_2010","“ეროვნული საბჭო”","ირინა ლიპარტელიანი","ირინა","ლიპარტელიანი"
2108,21,21,8,"21","tortladze_democratic_2010","“თორთლაძე – დემოკრატიული პარტია”","ნარიმან ისმაილოვი","ნარიმან","ისმაილოვი"
2109,21,21,9,"2","alliance_georgia_2010","“ალიანსი საქართველოსთვის” (ი. ალასანია, ს. სუბარი, დ. უსუფაშვილი, დ. გამყრელიძე, ს. ზურაბიშვილი)","ლეო კორძაია","ლეო","კორძაია"
2109,21,21,9,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","ლევან მაკარაძე","ლევან","მაკარაძე"
2110,21,21,10,"2","alliance_georgia_2010","“ალიანსი საქართველოსთვის” (ი. ალასანია, ს. სუბარი, დ. უსუფაშვილი, დ. გამყრელიძე, ს. ზურაბიშვილი)","დათო ქალდანი","დათო","ქალდანი"
2110,21,21,10,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","გიორგი ღვაჩლიანი","გიორგი","ღვაჩლიანი"
2110,21,21,10,"7","national_council_2010","“ეროვნული საბჭო”","გიორგი შუკვანი","გიორგი","შუკვანი"
2110,21,21,10,"10","christian_democrats_2010","“გიორგი თარგამაძე, ინგა გრიგოლია – ქრისტიან-დემოკრატიული გაერთიანება”","მერაბ გიგანი","მერაბ","გიგანი"
2110,21,21,10,"21","tortladze_democratic_2010","“თორთლაძე – დემოკრატიული პარტია”","ნინო ავალიანი","ნინო","ავალიანი"
2111,21,21,11,"2","alliance_georgia_2010","“ალიანსი საქართველოსთვის” (ი. ალასანია, ს. სუბარი, დ. უსუფაშვილი, დ. გამყრელიძე, ს. ზურაბიშვილი)","გოჩა კეჟერაშვილი","გოჩა","კეჟერაშვილი"
2111,21,21,11,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","გიორგი შინჯიკაშვილი","გიორგი","შინჯიკაშვილი"
2111,21,21,11,"7","national_council_2010","“ეროვნული საბჭო”","მათე მათიაშვილი","მათე","მათიაშვილი"
2111,21,21,11,"10","christian_democrats_2010","“გიორგი თარგამაძე, ინგა გრიგოლია – ქრისტიან-დემოკრატიული გაერთიანება”","ვასილ თურქიშვილი","ვასილ","თურქიშვილი"
2112,21,21,12,"2","alliance_georgia_2010","“ალიანსი საქართველოსთვის” (ი. ალასანია, ს. სუბარი, დ. უსუფაშვილი, დ. გამყრელიძე, ს. ზურაბიშვილი)","ელხან ლეზგიევი","ელხან","ლეზგიევი"
2112,21,21,12,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","დუნიამალი გაჯიევი","დუნიამალი","გაჯიევი"
2112,21,21,12,"7","national_council_2010","“ეროვნული საბჭო”","მუსტაფა ომაროვი","მუსტაფა","ომაროვი"
2112,21,21,12,"21","tortladze_democratic_2010","“თორთლაძე – დემოკრატიული პარტია”","რაფიკ ალახვერდიევი","რაფიკ","ალახვერდიევი"
2113,21,21,13,"2","alliance_georgia_2010","“ალიანსი საქართველოსთვის” (ი. ალასანია, ს. სუბარი, დ. უსუფაშვილი, დ. გამყრელიძე, ს. ზურაბიშვილი)","შალვა აბრამიშვილი","შალვა","აბრამიშვილი"
2113,21,21,13,"3","industry_sakartvelo","თოფაძე-მრეწველები","თამაზ ოსიყმაშვილი","თამაზ","ოსიყმაშვილი"
2113,21,21,13,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","ბაკურ ბადრიძე","ბაკურ","ბადრიძე"
2113,21,21,13,"7","national_council_2010","“ეროვნული საბჭო”","გელა მამნიაშვილი","გელა","მამნიაშვილი"
2114,21,21,14,"2","alliance_georgia_2010","“ალიანსი საქართველოსთვის” (ი. ალასანია, ს. სუბარი, დ. უსუფაშვილი, დ. გამყრელიძე, ს. ზურაბიშვილი)","ელენე ოდიშელაშვილი","ელენე","ოდიშელაშვილი"
2114,21,21,14,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","მიხეილ გედეხაური","მიხეილ","გედეხაური"
2114,21,21,14,"7","national_council_2010","“ეროვნული საბჭო”","იოსებ სულიკაშვილი","იოსებ","სულიკაშვილი"
2114,21,21,14,"10","christian_democrats_2010","“გიორგი თარგამაძე, ინგა გრიგოლია – ქრისტიან-დემოკრატიული გაერთიანება”","შალვა გიგანი","შალვა","გიგანი"
2115,21,21,15,"2","alliance_georgia_2010","“ალიანსი საქართველოსთვის” (ი. ალასანია, ს. სუბარი, დ. უსუფაშვილი, დ. გამყრელიძე, ს. ზურაბიშვილი)","ავთანდილ მუსტაფაევი","ავთანდილ","მუსტაფაევი"
2115,21,21,15,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","შახვალად ხიალოვ","შახვალად","ხიალოვ"
2115,21,21,15,"7","national_council_2010","“ეროვნული საბჭო”","მარია დარცმელია","მარია","დარცმელია"
2116,21,21,16,"2","alliance_georgia_2010","“ალიანსი საქართველოსთვის” (ი. ალასანია, ს. სუბარი, დ. უსუფაშვილი, დ. გამყრელიძე, ს. ზურაბიშვილი)","ვიდადი იუსუბოვი","ვიდადი","იუსუბოვი"
2116,21,21,16,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","ურფატ აღაბალაევი","ურფატ","აღაბალაევი"
2116,21,21,16,"7","national_council_2010","“ეროვნული საბჭო”","ზელიმხან ისმაილოვი","ზელიმხან","ისმაილოვი"
2116,21,21,16,"10","christian_democrats_2010","“გიორგი თარგამაძე, ინგა გრიგოლია – ქრისტიან-დემოკრატიული გაერთიანება”","ელშან ამირხანოვი","ელშან","ამირხანოვი"
2117,21,21,17,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","ვეფხია ქობულაძე","ვეფხია","ქობულაძე"
2117,21,21,17,"7","national_council_2010","“ეროვნული საბჭო”","მამუკა ოლქიშვილი","მამუკა","ოლქიშვილი"
2117,21,21,17,"10","christian_democrats_2010","“გიორგი თარგამაძე, ინგა გრიგოლია – ქრისტიან-დემოკრატიული გაერთიანება”","გირშელ გვიჩიანი","გირშელ","გვიჩიანი"
2118,21,21,18,"2","alliance_georgia_2010","“ალიანსი საქართველოსთვის” (ი. ალასანია, ს. სუბარი, დ. უსუფაშვილი, დ. გამყრელიძე, ს. ზურაბიშვილი)","რახმან სოფიევი","რახმან","სოფიევი"
2118,21,21,18,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","სოფი სოფიევი","სოფი","სოფიევი"
2118,21,21,18,"7","national_council_2010","“ეროვნული საბჭო”","ზიადინ ბაბაევი","ზიადინ","ბაბაევი"
2119,21,21,19,"2","alliance_georgia_2010","“ალიანსი საქართველოსთვის” (ი. ალასანია, ს. სუბარი, დ. უსუფაშვილი, დ. გამყრელიძე, ს. ზურაბიშვილი)","ხალადინ კიალბიევი","ხალადინ","კიალბიევი"
2119,21,21,19,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","ხანახმედ გარიბოვი","ხანახმედ","გარიბოვი"
2119,21,21,19,"7","national_council_2010","“ეროვნული საბჭო”","აბილ მირზოევი","აბილ","მირზოევი"
2201,22,22,1,"2","alliance_georgia_2010","“ალიანსი საქართველოსთვის” (ი. ალასანია, ს. სუბარი, დ. უსუფაშვილი, დ. გამყრელიძე, ს. ზურაბიშვილი)","ქამილ ალიევი","ქამილ","ალიევი"
2201,22,22,1,"3","industry_sakartvelo","თოფაძე-მრეწველები","სოსო ბახტურიძე","სოსო","ბახტურიძე"
2201,22,22,1,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","ტახირ აგაევი","ტახირ","აგაევი"
2201,22,22,1,"7","national_council_2010","“ეროვნული საბჭო”","მეხტი ასკეროვი","მეხტი","ასკეროვი"
2201,22,22,1,"10","christian_democrats_2010","“გიორგი თარგამაძე, ინგა გრიგოლია – ქრისტიან-დემოკრატიული გაერთიანება”","ვაგიფ მამედოვი","ვაგიფ","მამედოვი"
2201,22,22,1,"21","tortladze_democratic_2010","“თორთლაძე – დემოკრატიული პარტია”","გახრამან ბაქიროვი","გახრამან","ბაქიროვი"
2202,22,22,2,"2","alliance_georgia_2010","“ალიანსი საქართველოსთვის” (ი. ალასანია, ს. სუბარი, დ. უსუფაშვილი, დ. გამყრელიძე, ს. ზურაბიშვილი)","რესან საგინაძე","რესან","საგინაძე"
2202,22,22,2,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","გიორგი გასპარიანი","გიორგი","გასპარიანი"
2202,22,22,2,"7","national_council_2010","“ეროვნული საბჭო”","სამველ მანველიანი","სამველ","მანველიანი"
2202,22,22,2,"10","christian_democrats_2010","“გიორგი თარგამაძე, ინგა გრიგოლია – ქრისტიან-დემოკრატიული გაერთიანება”","ბადრი გორგაძე","ბადრი","გორგაძე"
2202,22,22,2,"21","tortladze_democratic_2010","“თორთლაძე – დემოკრატიული პარტია”","გოჩა ჯაიანი","გოჩა","ჯაიანი"
2203,22,22,3,"2","alliance_georgia_2010","“ალიანსი საქართველოსთვის” (ი. ალასანია, ს. სუბარი, დ. უსუფაშვილი, დ. გამყრელიძე, ს. ზურაბიშვილი)","შაქირ აბდულაევი","შაქირ","აბდულაევი"
2203,22,22,3,"3","industry_sakartvelo","თოფაძე-მრეწველები","გოშგარ ჩაილიევი","გოშგარ","ჩაილიევი"
2203,22,22,3,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","აივაზ ისმაილოვი","აივაზ","ისმაილოვი"
2203,22,22,3,"7","national_council_2010","“ეროვნული საბჭო”","გუმბათ ასკეროვი","გუმბათ","ასკეროვი"
2203,22,22,3,"10","christian_democrats_2010","“გიორგი თარგამაძე, ინგა გრიგოლია – ქრისტიან-დემოკრატიული გაერთიანება”","ისმაილ გაჯიევი","ისმაილ","გაჯიევი"
2203,22,22,3,"21","tortladze_democratic_2010","“თორთლაძე – დემოკრატიული პარტია”","რამიზ ნოვრუზოვი","რამიზ","ნოვრუზოვი"
2204,22,22,4,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","ოვსეპი ატაბეგიანი","ოვსეპი","ატაბეგიანი"
2204,22,22,4,"7","national_council_2010","“ეროვნული საბჭო”","ალექსანდრე ხაჩატურიანი","ალექსანდრე","ხაჩატურიანი"
2205,22,22,5,"2","alliance_georgia_2010","“ალიანსი საქართველოსთვის” (ი. ალასანია, ს. სუბარი, დ. უსუფაშვილი, დ. გამყრელიძე, ს. ზურაბიშვილი)","სეიდალი მუსაევი","სეიდალი","მუსაევი"
2205,22,22,5,"3","industry_sakartvelo","თოფაძე-მრეწველები","აკიფ აბდულაევი","აკიფ","აბდულაევი"
2205,22,22,5,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","გეიდარ მუსაევი","გეიდარ","მუსაევი"
2205,22,22,5,"7","national_council_2010","“ეროვნული საბჭო”","გუსეინ ალიევი","გუსეინ","ალიევი"
2206,22,22,6,"2","alliance_georgia_2010","“ალიანსი საქართველოსთვის” (ი. ალასანია, ს. სუბარი, დ. უსუფაშვილი, დ. გამყრელიძე, ს. ზურაბიშვილი)","პავლე სივსივაძე","პავლე","სივსივაძე"
2206,22,22,6,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","ნუგზარ ირიაული","ნუგზარ","ირიაული"
2206,22,22,6,"7","national_council_2010","“ეროვნული საბჭო”","ციური გოგოლაშვილი","ციური","გოგოლაშვილი"
2206,22,22,6,"10","christian_democrats_2010","“გიორგი თარგამაძე, ინგა გრიგოლია – ქრისტიან-დემოკრატიული გაერთიანება”","მიხეილ ბაკურაძე","მიხეილ","ბაკურაძე"
2206,22,22,6,"21","tortladze_democratic_2010","“თორთლაძე – დემოკრატიული პარტია”","თამარ გიქოშვილი","თამარ","გიქოშვილი"
2207,22,22,7,"2","alliance_georgia_2010","“ალიანსი საქართველოსთვის” (ი. ალასანია, ს. სუბარი, დ. უსუფაშვილი, დ. გამყრელიძე, ს. ზურაბიშვილი)","ეტიბარ სამედოვი","ეტიბარ","სამედოვი"
2207,22,22,7,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","რაუფ ბაქიროვი","რაუფ","ბაქიროვი"
2207,22,22,7,"7","national_council_2010","“ეროვნული საბჭო”","მახალ ალიევი","მახალ","ალიევი"
2207,22,22,7,"10","christian_democrats_2010","“გიორგი თარგამაძე, ინგა გრიგოლია – ქრისტიან-დემოკრატიული გაერთიანება”","ელმარ მამედოვი","ელმარ","მამედოვი"
2208,22,22,8,"2","alliance_georgia_2010","“ალიანსი საქართველოსთვის” (ი. ალასანია, ს. სუბარი, დ. უსუფაშვილი, დ. გამყრელიძე, ს. ზურაბიშვილი)","ბესარიონ ნადირაძე","ბესარიონ","ნადირაძე"
2208,22,22,8,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","რომან ტაბატაძე","რომან","ტაბატაძე"
2208,22,22,8,"7","national_council_2010","“ეროვნული საბჭო”","ფირანი მაისურაძე","ფირანი","მაისურაძე"
2208,22,22,8,"10","christian_democrats_2010","“გიორგი თარგამაძე, ინგა გრიგოლია – ქრისტიან-დემოკრატიული გაერთიანება”","ივანე ჩხიტუნიძე","ივანე","ჩხიტუნიძე"
2208,22,22,8,"21","tortladze_democratic_2010","“თორთლაძე – დემოკრატიული პარტია”","თენგიზ კაპანაძე","თენგიზ","კაპანაძე"
2209,22,22,9,"2","alliance_georgia_2010","“ალიანსი საქართველოსთვის” (ი. ალასანია, ს. სუბარი, დ. უსუფაშვილი, დ. გამყრელიძე, ს. ზურაბიშვილი)","რავილ გასანოვი","რავილ","გასანოვი"
2209,22,22,9,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","გივი ქველაძე","გივი","ქველაძე"
2209,22,22,9,"7","national_council_2010","“ეროვნული საბჭო”","სასუნ მამულიანი","სასუნ","მამულიანი"
2209,22,22,9,"21","tortladze_democratic_2010","“თორთლაძე – დემოკრატიული პარტია”","იოსებ ლავრენტიევი","იოსებ","ლავრენტიევი"
2210,22,22,10,"5","unm","“ერთიანი ნაციონალური მოძრაობა”","აფლატუნ ველიევი","აფლატუნ","ველიევი"
