election_type,mandate_type,party_id,party_label,elected_order,district_id,district_name_ka,name_ka,first_name,last_name
pr,party_list,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,19,,,გოჩა თევდორაძე,გოჩა,თევდორაძე
pr,party_list,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,20,,,დავით თოდრაძე,დავით,თოდრაძე
pr,party_list,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,21,,,ოთარ თოიძე,ოთარ,თოიძე
pr,party_list,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,22,,,ლაშა თორდია,ლაშა,თორდია
pr,party_list,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,23,,,გიორგი იმნაძე,გიორგი,იმნაძე
pr,party_list,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,24,,,გიორგი კანდელაკი,გიორგი,კანდელაკი
pr,party_list,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,25,,,როლანდ კემულარია,როლანდ,კემულარია
pr,party_list,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,26,,,ირაკლი კენჭოშვილი,ირაკლი,კენჭოშვილი
pr,party_list,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,27,,,გოჩა კუპრავა,გოჩა,კუპრავა
pr,party_list,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,28,,,ელდარ კვერნაძე,ელდარ,კვერნაძე
pr,party_list,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,29,,,პაატა ლეჟავა,პაატა,ლეჟავა
pr,party_list,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,30,,,შოთა მალაშხია,შოთა,მალაშხია
pr,party_list,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,31,,,პეტრე მაყრაძე,პეტრე,მაყრაძე
pr,party_list,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,32,,,მიხეილ მაჭავარიანი,მიხეილ,მაჭავარიანი
pr,party_list,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,33,,,ზურაბ მელიქიშვილი,ზურაბ,მელიქიშვილი
pr,party_list,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,34,,,აკაკი მინაშვილი,აკაკი,მინაშვილი
pr,party_list,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,35,,,ლაშა მიიდელი,ლაშა,მიიდელი
pr,party_list,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,36,,,ხათუნა ოჩიაური,ხათუნა,ოჩიაური
pr,party_list,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,37,,,გიორგი როინიშვილი,გიორგი,როინიშვილი
pr,party_list,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,38,,,ნიკოლოზ რურუა,ნიკოლოზ,რურუა
pr,party_list,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,39,,,რატი სამყურაშვილი,რატი,სამყურაშვილი
pr,party_list,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,40,,,კობა სუბელიანი,კობა,სუბელიანი
pr,party_list,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,41,,,კახაბერ სუხიშვილი,კახაბერ,სუხიშვილი
pr,party_list,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,42,,,ირაკლი აქთარაძე,ირაკლი,აქთარაძე
pr,party_list,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,43,,,გიორგი წერეთელი,გიორგი,წერეთელი
pr,party_list,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,44,,,ნუგზარ წიკლაური,ნუგზარ,წიკლაური
pr,party_list,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,45,,,კობა ხაბაზი,კობა,ხაბაზი
pr,party_list,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,46,,,ეკატერინე ხერხეულიძე,ეკატერინე,ხერხეულიძე
pr,party_list,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,47,,,ვანო ხუხუნაიშვილი,ვანო,ხუხუნაიშვილი
pr,party_list,united_opposition_2008,"გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)",1,,,ჯონდო ბაღათურია,ჯონდო,ბაღათურია
pr,party_list,united_opposition_2008,"გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)",2,,,ეკა ბესელია,ეკა,ბესელია
pr,party_list,united_opposition_2008,"გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)",3,,,ლევან გაიეჩილაძე,ლევან,გაიეჩილაძე
pr,party_list,united_opposition_2008,"გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)",4,,,კონსტანტინე გამსახურდია,კონსტანტინე,გამსახურდია
pr,party_list,united_opposition_2008,"გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)",5,,,პაატა დავითაია,პაატა,დავითაია
pr,party_list,united_opposition_2008,"გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)",6,,,კობა დავითაშვილი,კობა,დავითაშვილი
pr,party_list,united_opposition_2008,"გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)",7,,,გია თორთლაძე,გია,თორთლაძე
pr,party_list,united_opposition_2008,"გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)",8,,,ირაკლი იაშვილი,ირაკლი,იაშვილი
pr,party_list,united_opposition_2008,"გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)",9,,,მამუკა კაციტაძე,მამუკა,კაციტაძე
pr,party_list,united_opposition_2008,"გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)",10,,,დიმიტრი ლორთქიფანიძე,დიმიტრი,ლორთქიფანიძე
pr,party_list,united_opposition_2008,"გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)",11,,,გუბაზ სანიკიძე,გუბაზ,სანიკიძე
pr,party_list,united_opposition_2008,"გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)",12,,,გიორგი ცაგარეიშვილი,გიორგი,ცაგარეიშვილი
pr,party_list,united_opposition_2008,"გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)",13,,,ფიქრია ჩიხრაძე,ფიქრია,ჩიხრაძე
pr,party_list,united_opposition_2008,"გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)",14,,,ზვიად ძიძიტური,ზვიად,ძიძიტური
pr,party_list,united_opposition_2008,"გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)",15,,,გიორგი ხაინდრავა,გიორგი,ხაინდრავა
pr,party_list,christian_democrats_2008,გიორგი თარგამაძე – ქრისტიან-დემოკრატები,1,,,მაგღალინა ანიკაშვილი,მაგღალინა,ანიკაშვილი
pr,party_list,christian_democrats_2008,გიორგი თარგამაძე – ქრისტიან-დემოკრატები,2,,,გიორგი ახვლედიანი,გიორგი,ახვლედიანი
pr,party_list,christian_democrats_2008,გიორგი თარგამაძე – ქრისტიან-დემოკრატები,3,,,ლევან ვეფხვაძე,ლევან,ვეფხვაძე
pr,party_list,christian_democrats_2008,გიორგი თარგამაძე – ქრისტიან-დემოკრატები,4,,,გიორგი თარგამაძე,გიორგი,თარგამაძე
pr,party_list,christian_democrats_2008,გიორგი თარგამაძე – ქრისტიან-დემოკრატები,5,,,ნიკოლოზ ლალიაშვილი,ნიკოლოზ,ლალიაშვილი
pr,party_list,christian_democrats_2008,გიორგი თარგამაძე – ქრისტიან-დემოკრატები,6,,,რატი მაისურაძე,რატი,მაისურაძე
pr,party_list,labour,შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია,1,,,გიორგი გუგავა,გიორგი,გუგავა
pr,party_list,labour,შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია,2,,,ნუგზარ ერგემლიძე,ნუგზარ,ერგემლიძე
pr,party_list,labour,შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია,3,,,რამაზ თედორაძე,რამაზ,თედორაძე
pr,party_list,labour,შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია,4,,,შალვა ნათელაშვილი,შალვა,ნათელაშვილი
pr,party_list,labour,შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია,5,,,იოსებ შატბერაშვილი,იოსებ,შატბერაშვილი
pr,party_list,labour,შალვა ნათელაშვილი – საქართველოს ლეიბორისტული პარტია,6,,,კახაბერ ძაგანია,კახაბერ,ძაგანია
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,1,მთაწმინდა,არჩილ გეგენავა,არჩილ,გეგენავა
smd,single_mandate_district,united_opposition_2008,"გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)",,2,ვაკე,დავით გამყრელიძე,დავით,გამყრელიძე
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,3,საბურთალო,გიორგი მელაძე,გიორგი,მელაძე
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,4,კრწანისი,დილარ ხაბულიანი,დილარ,ხაბულიანი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,5,ისანი,გიორგი გოგუაძე,გიორგი,გოგუაძე
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,6,სამგორი,რუსუდან კერვალიშვილი,რუსუდან,კერვალიშვილი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,7,ჩუღურეთი,ლაშა ჟვანია,ლაშა,ჟვანია
smd,single_mandate_district,united_opposition_2008,"გაერთიანებული ოპოზიცია (ეროვნული საბჭო, მემარჯვენეები)",,8,დიდუბე,დავით საგანელიძე,დავით,საგანელიძე
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,9,ნაძალადევი,მერაბ სამადაშვილი,მერაბ,სამადაშვილი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,10,გლდანი,გიორგი ასანიძე,გიორგი,ასანიძე
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,11,საგარეჯო,ზაზა გულიკაშვილი,ზაზა,გულიკაშვილი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,12,გურჯაანი,გიორგი ღვინიაშვილი,გიორგი,ღვინიაშვილი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,13,სიღნაღი,ნუგზარ აბულაშვილი,ნუგზარ,აბულაშვილი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,14,დედოფლისწყარო,ავთანდილ ლეკაშვილი,ავთანდილ,ლეკაშვილი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,15,ლაგოდეხი,გურამ კაკალაშვილი,გურამ,კაკალაშვილი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,16,ყვარელი,ზაზა გელაშვილი,ზაზა,გელაშვილი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,17,თელავი,გიორგი არსენიშვილი,გიორგი,არსენიშვილი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,18,ახმეტა,პეტრე ცისკარიშვილი,პეტრე,ცისკარიშვილი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,19,თიანეთი,ზაზა მადურაშვილი,ზაზა,მადურაშვილი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,20,რუსთავი,დავით ნადაშვილი,დავით,ნადაშვილი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,21,გარდაბანი,დავით მახნიაშვილი,დავით,მახნიაშვილი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,22,მარნეული,აზერ სულეიმანოვი,აზერ,სულეიმანოვი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,23,ბოლნისი,კობა ნაყოფია,კობა,ნაყოფია
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,24,დმანისი,კახაბერ ოქრიაშვილი,კახაბერ,ოქრიაშვილი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,25,წალკა,მიხეილ ცქიტიშვილი,მიხეილ,ცქიტიშვილი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,26,თეთრიწყარო,დავით ბეჟუაშვილი,დავით,ბეჟუაშვილი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,27,მცხეთა,ვახტანგ მარტოლეკი,ვახტანგ,მარტოლეკი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,28,დუშეთი,კობა ბადაგაძე,კობა,ბადაგაძე
smd,single_mandate_district,republicans_2008,საქართველოს რესპუბლიკური პარტია,,29,ყაზბეგი,რომან მარსაგიშვილი,რომან,მარსაგიშვილი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,30,კასპი,კობა კურდღელაშვილი,კობა,კურდღელაშვილი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,31,ახალგორი,დევი ოვაშვილი,დევი,ოვაშვილი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,32,გორი,გიორგი ტატიშვილი,გიორგი,ტატიშვილი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,33,ქარელი,ემზარ გელაშვილი,ემზარ,გელაშვილი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,35,ხაშური,სერგო ქიტიაშვილი,სერგო,ქიტიაშვილი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,36,ბორჯომი,გიორგი ტალახაძე,გიორგი,ტალახაძე
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,37,ახალციხე,თამაზ პეტრიაშვილი,თამაზ,პეტრიაშვილი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,38,ადიგენი,თენგიზ სხირტლაძე,თენგიზ,სხირტლაძე
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,39,ასპინძა,გელა ლონდარიძე,გელა,ლონდარიძე
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,40,ახალქალაქი,ჰარუთიუნ ჰოვჰანესიანი,ჰარუთიუნ,ჰოვჰანესიანი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,41,ნინოწმინდა,ენზელ მკოიანი,ენზელ,მკოიანი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,43,ონი,გიორგი ჭელიძე,გიორგი,ჭელიძე
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,44,ამბროლაური,გოჩა ენუქიძე,გოჩა,ენუქიძე
smd,single_mandate_district,republicans_2008,საქართველოს რესპუბლიკური პარტია,,45,ცაგერი,კარლო კოპალიანი,კარლო,კოპალიანი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,46,ლენტეხი,გოგი ლიპარტელიანი,გოგი,ლიპარტელიანი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,47,მესტია,კანდიდ კვიციანი,კანდიდ,კვიციანი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,48,ხარაგაული,ჯაბა მაღლაკელიძე,ჯაბა,მაღლაკელიძე
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,49,თერჯოლა,ბეჟან ბუცხრიკიძე,ბეჟან,ბუცხრიკიძე
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,50,საჩხერე,სამსონ ქუთათელაძე,სამსონ,ქუთათელაძე
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,51,ზესტაფონი,კახა გეწაძე,კახა,გეწაძე
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,52,ბაღდათი,თემურ კოხოძე,თემურ,კოხოძე
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,53,ვანი,ბეჟან ხურციძე,ბეჟან,ხურციძე
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,54,სამტრედია,ავთანდილ სტურუა,ავთანდილ,სტურუა
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,55,ხონი,დავით ჭავჭანიძე,დავით,ჭავჭანიძე
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,56,ჭიათურა,მამუკა გოგატიშვილი,მამუკა,გოგატიშვილი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,57,ტყიბული,პავლე კუბლაშვილი,პავლე,კუბლაშვილი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,58,წყალტუბო,მამუკა სანებლიძე,მამუკა,სანებლიძე
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,59,ქუთაისი,აკაკი ბობოხიძე,აკაკი,ბობოხიძე
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,60,ოზურგეთი,ანზორ ერქომაიშვილი,ანზორ,ერქომაიშვილი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,61,ლანჩხუთი,გია გოგუაძე,გია,გოგუაძე
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,62,ჩოხატაური,კორნელი კუკულავა,კორნელი,კუკულავა
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,63,აბაშა,რომანოზ ბჟალავა,რომანოზ,ბჟალავა
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,64,სენაკი,გურამ მისაბიშვილი,გურამ,მისაბიშვილი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,65,მარტვილი,ნაული ჯანაშია,ნაული,ჯანაშია
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,66,ხობი,გოდერძი ბუკია,გოდერძი,ბუკია
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,67,ზუგდიდი,ფრიდონ თოდუა,ფრიდონ,თოდუა
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,68,წალენჯიხა,როლანდ ფიფია,როლანდ,ფიფია
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,69,ჩხოროწყუ,ედიშერ ჯალაღონია,ედიშერ,ჯალაღონია
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,70,ფოთი,თეიმურაზ წურწუმია,თეიმურაზ,წურწუმია
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,79,ბათუმი,თეიმურაზ ჩარკვიანი,თეიმურაზ,ჩარკვიანი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,80,ქედა,იაშა შერვაშიძე,იაშა,შერვაშიძე
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,81,ქობულეთი,ოთარ ხინიკაძე,ოთარ,ხინიკაძე
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,82,შუახევი,ელგუჯა მაკარაძე,ელგუჯა,მაკარაძე
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,83,ხელვაჩაური,ასლან თავდგირიძე,ასლან,თავდგირიძე
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,84,ხულო,ანზორ ბოლქვაძე,ანზორ,ბოლქვაძე
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,85,ლიახვი,ბადრი ბასიშვილი,ბადრი,ბასიშვილი
smd,single_mandate_district,unm,ერთიანი ნაციონალური მოძრაობა – გამარჯვებული საქართველოსთვის,,86,ზემო აფხაზეთი,კანდიდ კვიციანი,კანდიდ,კვიციანი
