self_governing_unit,vote_type,candidate_name,candidate_political_party,majoritarian_district_id
60,sakrebulo smd,მიხეილ ცქვიტიშვილი,ქართული ოცნება,60.22
60,sakrebulo smd,დავით თოიძე,ქართული ოცნება,60.23
60,sakrebulo smd,ცოტნე ცინცაძე,ქართული ოცნება,60.24
60,sakrebulo smd,გოჩა კილაძე,ქართული ოცნება,60.25
60,sakrebulo smd,ეკა წუწუნავა,ქართული ოცნება,60.26
60,sakrebulo smd,დავით ჭაკნელიძე,ქართული ოცნება,60.27
60,sakrebulo smd,ქეთევან კვაჭანტირაძე,ქართული ოცნება,60.28
60,sakrebulo smd,ზურაბ მორჩილაძე,ქართული ოცნება,60.29
60,sakrebulo smd,ზაზა სალუქვაძე,ქართული ოცნება,60.3
60,sakrebulo smd,ლაშა კვაჭაძე,ქართული ოცნება,60.31
61,sakrebulo pr,რევაზ კვერენჩხილაძე,ქართული ოცნება,
61,sakrebulo pr,ვერიკო კვირკველია,ქართული ოცნება,
61,sakrebulo pr,კარლო წილოსანი,ქართული ოცნება,
61,sakrebulo pr,გიორგი ხელაძე,ქართული ოცნება,
61,sakrebulo pr,თენგიზ ხუხუნაიშვილი,ქართული ოცნება,
61,sakrebulo pr,ლოლიტა ურუშაძე,ქართული ოცნება,
61,sakrebulo pr,ნინო მშვიდობაძე,ქართული ოცნება,
61,sakrebulo pr,დარეჯან ბურჭულაძე,ქართული ოცნება,
61,sakrebulo pr,გოგი მორჩილაძე,ქართული ოცნება,
61,sakrebulo pr,სპარტაკ კვაჭაძე,ქართული ოცნება,
61,sakrebulo pr,ვლადიმერ ნანაძე,ქართული ოცნება,
61,sakrebulo pr,ირაკლი ცინცაძე,ქართული ოცნება,
61,sakrebulo pr,გოჩა ჯანაშია,ძლიერი საქართველო-ლელო,
61,sakrebulo pr,ჯუმბერ ბლაგიძე,„გახარია საქართველოსთვის“,
61,sakrebulo pr,თორნიკე მითაიშვილი,გირჩი,
61,sakrebulo smd,კარლო კვიტაიშვილი,ქართული ოცნება,61.01
61,sakrebulo smd,ივანე ებრალიძე,ქართული ოცნება,61.02
61,sakrebulo smd,ირაკლი ტოროტაძე,ქართული ოცნება,61.03
61,sakrebulo smd,მაია ლომთაძე,ქართული ოცნება,61.04
61,sakrebulo smd,ტატო ურუშაძე,ქართული ოცნება,61.05
61,sakrebulo smd,ელისო ჭიჭინაძე,ქართული ოცნება,61.06
61,sakrebulo smd,გელა პატეიშვილი,ქართული ოცნება,61.07
61,sakrebulo smd,თენგიზ ურუშაძე,ქართული ოცნება,61.08
61,sakrebulo smd,ბესიკ ტაბიძე,ქართული ოცნება,61.09
61,sakrebulo smd,ზაზა წულაძე,ქართული ოცნება,61.10
61,sakrebulo smd,ვარლამ ჩხარტიშვილი,ქართული ოცნება,61.11
61,sakrebulo smd,ია მოქია,ქართული ოცნება,61.12
61,sakrebulo smd,ბესიკი კვაჭანტირაძე,ქართული ოცნება,61.13
61,sakrebulo smd,გიორგი იმნაიშვილი,ქართული ოცნება,61.14
61,sakrebulo smd,გიორგი ჩახვაძე,ქართული ოცნება,61.15
61,sakrebulo smd,სამსონ კვაჭაძე,ქართული ოცნება,61.16
61,sakrebulo smd,ალექსანდრე მახათაძე,ქართული ოცნება,61.17
62,sakrebulo pr,დავით შარაშიძე,ქართული ოცნება,
62,sakrebulo pr,მარიტა მგალობლიშვილი,ქართული ოცნება,
62,sakrebulo pr,ბიძინა ცინცაძე,ქართული ოცნება,
62,sakrebulo pr,ზაალ მამალაძე,ქართული ოცნება,
62,sakrebulo pr,გიორგი მათითაშვილი,ქართული ოცნება,
62,sakrebulo pr,დავით მინდაძე,ქართული ოცნება,
62,sakrebulo pr,მაია გიორგაძე,ქართული ოცნება,
62,sakrebulo pr,სოფიკო ჯინჭარაძე,ქართული ოცნება,
62,sakrebulo pr,კობა კალანდაძე,ქართული ოცნება,
62,sakrebulo pr,კლოდი მდინარაძე,ქართული ოცნება,
62,sakrebulo pr,დავით გუდავაძე,ქართული ოცნება,
62,sakrebulo pr,მარინე ბერაძე,ქართული ოცნება,
62,sakrebulo pr,ლევან მეგრელიშვილი,ქართული ოცნება,
62,sakrebulo pr,ვასილ ბუბუტეიშვილი,ქართული ოცნება,
62,sakrebulo pr,მამუკა ცინცაძე,ძლიერი საქართველო-ლელო,
62,sakrebulo smd,ჯუმბერი ბერძენიშვილი,ქართული ოცნება,62.01
62,sakrebulo smd,ქეთევან სიხარულიძე,ქართული ოცნება,62.02
62,sakrebulo smd,ზვიად წეროძე,ქართული ოცნება,62.03
62,sakrebulo smd,აკაკი ყაჭეიშვილი,ქართული ოცნება,62.04
62,sakrebulo smd,დავით ტყეშელიაძე,ქართული ოცნება,62.05
62,sakrebulo smd,ლაშა თოლორდავა,ქართული ოცნება,62.06
62,sakrebulo smd,გოჩა ჯიქია,ქართული ოცნება,62.07
62,sakrebulo smd,გიორგი რამიშვილი,ქართული ოცნება,62.08
62,sakrebulo smd,სერგო კობიძე,ქართული ოცნება,62.09
62,sakrebulo smd,მაია კუტუბიძე,ქართული ოცნება,62.10
62,sakrebulo smd,ერეკლე უღრელიძე,ქართული ოცნება,62.11
62,sakrebulo smd,თემურ ხუხუნაიშვილი,ქართული ოცნება,62.12
62,sakrebulo smd,ლაშა ირემაძე,ქართული ოცნება,62.13
62,sakrebulo smd,ნოდარი ცხომელიძე,ქართული ოცნება,62.14
62,sakrebulo smd,ზაზა ბერიძე,ქართული ოცნება,62.15
62,sakrebulo smd,ლაშა სხვიტარიძე,ქართული ოცნება,62.16
62,sakrebulo smd,ოთარი ცინცაძე,ქართული ოცნება,62.17
62,sakrebulo smd,მინდია დოლიძე,ქართული ოცნება,62.18
62,sakrebulo smd,ვლადიმერ სიხარულიძე,ქართული ოცნება,62.19
62,sakrebulo smd,გოგიტა ტრაპაიძე,ქართული ოცნება,62.2
62,sakrebulo smd,გივი ჩხიკვაძე,ქართული ოცნება,62.21
62,sakrebulo smd,ზვიადი მამალაძე,ქართული ოცნება,62.22
62,sakrebulo smd,კახაბერ სიხარულიძე,ქართული ოცნება,62.23
63,sakrebulo pr,გიორგი ქოიავა,ქართული ოცნება,
63,sakrebulo pr,პაატა ხოშტარია,ქართული ოცნება,
63,sakrebulo pr,ზეზვა მაკალათია,ქართული ოცნება,
63,sakrebulo pr,როინი კაჭარავა,ქართული ოცნება,
63,sakrebulo pr,ზაზა გუგუშვილი,ქართული ოცნება,
63,sakrebulo pr,გია მიგინეიშვილი,ქართული ოცნება,
63,sakrebulo pr,შოთა ჭანტურაია,ქართული ოცნება,
63,sakrebulo pr,შალვა ჯღარკავა,ქართული ოცნება,
63,sakrebulo pr,მეგული ჩოჩია,ქართული ოცნება,
63,sakrebulo pr,სევერიანე ქოიავა,ქართული ოცნება,
63,sakrebulo pr,თორნიკე ესაკია,ქართული ოცნება,
63,sakrebulo pr,ვლადიმერი ავალიანი,ქართული ოცნება,
63,sakrebulo pr,გელა თოფურია,ძლიერი საქართველო-ლელო,
63,sakrebulo pr,კოკი ჩაჩავა,„გახარია საქართველოსთვის“,
63,sakrebulo pr,გელა ლაბარტყავა,„თავისუფალი საქართველო“,
63,sakrebulo smd,დავითი ცანავა,ქართული ოცნება,63.01
63,sakrebulo smd,მამუკა კვიტაშვილი,ქართული ოცნება,63.02
63,sakrebulo smd,გიორგი პაპასკირი,ქართული ოცნება,63.03
63,sakrebulo smd,მურმანი გუნია,ქართული ოცნება,63.04
63,sakrebulo smd,ბაქარი შელია,ქართული ოცნება,63.05
63,sakrebulo smd,გიორგი მიმინოშვილი,ქართული ოცნება,63.06
63,sakrebulo smd,იასონი კიზირია,ქართული ოცნება,63.07
63,sakrebulo smd,ზაზა ალასანია,ქართული ოცნება,63.08
63,sakrebulo smd,ლეონტი ნადარეიშვილი,ქართული ოცნება,63.09
63,sakrebulo smd,იაგო თოდუა,ქართული ოცნება,63.10
63,sakrebulo smd,დიმიტრი ვერულაშვილი,ქართული ოცნება,63.11
63,sakrebulo smd,ბესარიონი ნადარაია,ქართული ოცნება,63.12
63,sakrebulo smd,ზაალი ნოდია,ქართული ოცნება,63.13
63,sakrebulo smd,ანდრო ქვილითაია,ქართული ოცნება,63.14
63,sakrebulo smd,რეზო ქავთარაძე,ქართული ოცნება,63.15
63,sakrebulo smd,მურთაზი ჯალაღონია,ქართული ოცნება,63.16
63,sakrebulo smd,ზვიადი კუპრეიშვილი,ქართული ოცნება,63.17
64,sakrebulo pr,საბა ოდიშარია,ქართული ოცნება,
64,sakrebulo pr,ჯუმბერი ტყებუჩავა,ქართული ოცნება,
64,sakrebulo pr,მანანა გვიჩია,ქართული ოცნება,
64,sakrebulo pr,ვლადიმერი კირცხალია,ქართული ოცნება,
64,sakrebulo pr,ინგა ქარდავა,ქართული ოცნება,
64,sakrebulo pr,ირაკლი კალანდარიშვილი,ქართული ოცნება,
64,sakrebulo pr,ელგუჯა კვაშილავა,ქართული ოცნება,
64,sakrebulo pr,ლევანი უჩანეიშვილი,ქართული ოცნება,
64,sakrebulo pr,ზაზა ნაჭყებია,ქართული ოცნება,
64,sakrebulo pr,მარინე ნანეიშვილი,ქართული ოცნება,
64,sakrebulo pr,შაქრო კოკაია,ქართული ოცნება,
64,sakrebulo pr,ნიკოლოზ ქეცბაია,ქართული ოცნება,
64,sakrebulo pr,ნატო შონია,ქართული ოცნება,
64,sakrebulo pr,თენგიზი ცეკვავა,ქართული ოცნება,
64,sakrebulo pr,ირაკლი კაჭარავა,„გახარია საქართველოსთვის“,
64,sakrebulo smd,გიორგი შომახია,ქართული ოცნება,64.01
64,sakrebulo smd,ბადრი კალანდარიშვილი,ქართული ოცნება,64.02
64,sakrebulo smd,გიგა წურწუმია,ქართული ოცნება,64.03
64,sakrebulo smd,ელიზბარი ოდიშარია,ქართული ოცნება,64.04
64,sakrebulo smd,ბადრი ხურცია,ქართული ოცნება,64.05
64,sakrebulo smd,ცოტნე ჯღამაძე,ქართული ოცნება,64.06
64,sakrebulo smd,ირაკლი ცხვიტავა,ქართული ოცნება,64.07
64,sakrebulo smd,ზურაბი აფაქიძე,ქართული ოცნება,64.08
64,sakrebulo smd,ვარდო ჩიქობავა,ქართული ოცნება,64.09
64,sakrebulo smd,ზაზა ყურაშვილი,ქართული ოცნება,64.10
64,sakrebulo smd,ნუგზარი ხუხუნი,ქართული ოცნება,64.11
64,sakrebulo smd,მიხეილი ნადარაია,ქართული ოცნება,64.12
64,sakrebulo smd,გოჩა ოდიშარია,ქართული ოცნება,64.13
64,sakrebulo smd,გიორგი წურწუმია,ქართული ოცნება,64.14
64,sakrebulo smd,მალხაზი ხაბურზანია,ქართული ოცნება,64.15
64,sakrebulo smd,კაპიტონი ტორჩინავა,ქართული ოცნება,64.16
64,sakrebulo smd,ლევანი ჯინორია,ქართული ოცნება,64.17
64,sakrebulo smd,ბადრი შარტავა,ქართული ოცნება,64.18
65,sakrebulo pr,ალექსანდრე გრიგალავა,ქართული ოცნება,
65,sakrebulo pr,პაშა გულორდავა,ქართული ოცნება,
65,sakrebulo pr,დავით ხორავა,ქართული ოცნება,
65,sakrebulo pr,ნათია ბჟალავა,ქართული ოცნება,
65,sakrebulo pr,თამაზ დანელია,ქართული ოცნება,
65,sakrebulo pr,ნათია ჯიქია,ქართული ოცნება,
65,sakrebulo pr,რომან ბასილაია,ქართული ოცნება,
65,sakrebulo pr,ვინორი ბერიშვილი,ქართული ოცნება,
65,sakrebulo pr,ხატია ნაჭყებია,ქართული ოცნება,
65,sakrebulo pr,ირინა გადელია,ქართული ოცნება,
65,sakrebulo pr,დავით ნაჭყებია,ქართული ოცნება,
65,sakrebulo pr,თემური ჯელია,ქართული ოცნება,
65,sakrebulo pr,გიორგი კოკაია,ქართული ოცნება,
65,sakrebulo pr,ჯონი ძიძიგური,ძლიერი საქართველო-ლელო,
65,sakrebulo pr,აკაკი ხუნწელია,„გახარია საქართველოსთვის“,
65,sakrebulo smd,ელიზბარ ახვლედიანი,ქართული ოცნება,65.01
65,sakrebulo smd,ჯესი სურმავა,ქართული ოცნება,65.02
65,sakrebulo smd,ირაკლი დიხამინჯია,ქართული ოცნება,65.03
65,sakrebulo smd,გიზო პატარაია,ქართული ოცნება,65.04
65,sakrebulo smd,ზურაბ წულაია,ქართული ოცნება,65.05
65,sakrebulo smd,კახაბერ ჯგერენაია,ქართული ოცნება,65.06
65,sakrebulo smd,ელდარი თოდუა,ქართული ოცნება,65.07
65,sakrebulo smd,ლაშა ქობალია,ქართული ოცნება,65.08
65,sakrebulo smd,შალვა ბახია,ქართული ოცნება,65.09
65,sakrebulo smd,მიხეილ ჯანაშია,ქართული ოცნება,65.10
65,sakrebulo smd,ზვიად ბაჩილავა,ქართული ოცნება,65.11
65,sakrebulo smd,რობერტ კაკულია,ქართული ოცნება,65.12
65,sakrebulo smd,მინდია გაბისონია,ქართული ოცნება,65.13
65,sakrebulo smd,იპოლიტე დანელია,ქართული ოცნება,65.14
65,sakrebulo smd,ლევან სურმავა,ქართული ოცნება,65.15
65,sakrebulo smd,ზაურ ჯახუა,დამოუკიდებელი,65.16
65,sakrebulo smd,ლაშა ცანავა,ქართული ოცნება,65.17
65,sakrebulo smd,კობა დარჯანია,ქართული ოცნება,65.18
65,sakrebulo smd,გიორგი ჯიჯელავა,ქართული ოცნება,65.19
65,sakrebulo smd,ზურაბ მელიავა,ქართული ოცნება,65.2
65,sakrebulo smd,შაკა ნაჭყებია,ქართული ოცნება,65.21
65,sakrebulo smd,ჯამბულ ხუროძე,ქართული ოცნება,65.22
66,sakrebulo pr,მამუკა ქარდავა,ქართული ოცნება,
66,sakrebulo pr,დოდო გაბუნია,ქართული ოცნება,
66,sakrebulo pr,მედეა თათარიშვილი,ქართული ოცნება,
66,sakrebulo pr,ქეთევან კვირიკაშვილი,ქართული ოცნება,
66,sakrebulo pr,ანი ბუცხრიკიძე,ქართული ოცნება,
66,sakrebulo pr,დიტო ხასია,ქართული ოცნება,
66,sakrebulo pr,ივერი ბერიძე,ქართული ოცნება,
66,sakrebulo pr,ნუგზარი შუშანია,ქართული ოცნება,
66,sakrebulo pr,ბექა მამაცაშვილი,ქართული ოცნება,
66,sakrebulo pr,გიორგი გოგოხია,ქართული ოცნება,
66,sakrebulo pr,ალიოშა საჯაია,ქართული ოცნება,
66,sakrebulo pr,ზაზა ალექსანდრია,ქართული ოცნება,
66,sakrebulo pr,გიგა კაპანაძე,ქართული ოცნება,
66,sakrebulo pr,ლაშა ცატავა,ძლიერი საქართველო-ლელო,
66,sakrebulo pr,გაიოზი ქირია,„გახარია საქართველოსთვის“,
66,sakrebulo smd,ვლადიმერი ქანთარია,ქართული ოცნება,66.01
66,sakrebulo smd,აკაკი მალანია,ქართული ოცნება,66.02
66,sakrebulo smd,ბადრი რიჟამაძე,ქართული ოცნება,66.03
66,sakrebulo smd,კობა შონია,ქართული ოცნება,66.04
66,sakrebulo smd,ფრიდონ შონია,ქართული ოცნება,66.05
66,sakrebulo smd,კობა გერგაია,ქართული ოცნება,66.06
66,sakrebulo smd,ირაკლი სახურია,ქართული ოცნება,66.07
66,sakrebulo smd,ირაკლი ალანია,ქართული ოცნება,66.08
66,sakrebulo smd,მზია ლემონჯარია,ქართული ოცნება,66.09
66,sakrebulo smd,ლევანი ლიპარტია,ქართული ოცნება,66.10
66,sakrebulo smd,აკაკი ხურცილავა,ქართული ოცნება,66.11
66,sakrebulo smd,გიორგი ბერაია,ქართული ოცნება,66.12
66,sakrebulo smd,ზვიადი სულამანიძე,ქართული ოცნება,66.13
66,sakrebulo smd,გოჩა ქაჯაია,ქართული ოცნება,66.14
66,sakrebulo smd,გიორგი გვასალია,ქართული ოცნება,66.15
66,sakrebulo smd,მიმოზა ლემონჯავა,ქართული ოცნება,66.16
66,sakrebulo smd,სერგო ბერაია,ქართული ოცნება,66.17
66,sakrebulo smd,გია წულაია,ქართული ოცნება,66.18
66,sakrebulo smd,გურამი ქირია,ქართული ოცნება,66.19
66,sakrebulo smd,მანუჩარი ქაძანაია,ქართული ოცნება,66.2
66,sakrebulo smd,ფრიდონი კუკავა,ქართული ოცნება,66.21
66,sakrebulo smd,გივი ლატარია,ქართული ოცნება,66.22
67,sakrebulo pr,მამუკა წოწერია,ქართული ოცნება,
67,sakrebulo pr,ნანა ხუფაცარია,ქართული ოცნება,
67,sakrebulo pr,ოთარი ქადარია,ქართული ოცნება,
67,sakrebulo pr,კონსტანტინე უბერი,ქართული ოცნება,
67,sakrebulo pr,გიორგი კორტავა,ქართული ოცნება,
67,sakrebulo pr,ბეჟანი შანავა,ქართული ოცნება,
67,sakrebulo pr,კონსტანტინე კაკავა,ქართული ოცნება,
67,sakrebulo pr,ირაკლი გოგოხია,ქართული ოცნება,
67,sakrebulo pr,თამუნა ჯიქია,ქართული ოცნება,
67,sakrebulo pr,მაიზერ ნანავა,ქართული ოცნება,
67,sakrebulo pr,ირუზა კაკავა,ქართული ოცნება,
67,sakrebulo pr,ნატალია შეროზია,ქართული ოცნება,
67,sakrebulo pr,თამრიკო ანთია,ქართული ოცნება,
67,sakrebulo pr,სოფიო შამუგია,ძლიერი საქართველო-ლელო,
67,sakrebulo pr,ბელა მოსია,„გახარია საქართველოსთვის“,
67,sakrebulo smd,რატი ყოლბაია,ქართული ოცნება,67.01
67,sakrebulo smd,ზვიად ჯიჭონაია,ქართული ოცნება,67.02
67,sakrebulo smd,თაზო ფაცაცია,ქართული ოცნება,67.03
67,sakrebulo smd,თენგიზ ქობალია,ქართული ოცნება,67.04
67,sakrebulo smd,ნიკოლოზ ზარქუა,ქართული ოცნება,67.05
67,sakrebulo smd,ედიტა კოდუა,ქართული ოცნება,67.06
67,sakrebulo smd,მამუკა ყურაშვილი,ქართული ოცნება,67.07
67,sakrebulo smd,მამუკა თოლორაია,ქართული ოცნება,67.08
67,sakrebulo smd,გაბრიელ ხარებავა,ქართული ოცნება,67.09
67,sakrebulo smd,მირანდა კიტია,ქართული ოცნება,67.10
67,sakrebulo smd,სოსო საჯაია,ქართული ოცნება,67.11
67,sakrebulo smd,გულადი ესებუა,ქართული ოცნება,67.12
67,sakrebulo smd,გიორგი ხუფენია,ქართული ოცნება,67.13
67,sakrebulo smd,თამაზ ლუკავა,ქართული ოცნება,67.14
67,sakrebulo smd,ზვიად ყორშია,ქართული ოცნება,67.15
67,sakrebulo smd,აკაკი ჯიჯელავა,ქართული ოცნება,67.16
67,sakrebulo smd,შალვა სორდია,ქართული ოცნება,67.17
67,sakrebulo smd,ირაკლი ნარმანია,ქართული ოცნება,67.18
67,sakrebulo smd,ცოტნე ბულია,ქართული ოცნება,67.19
67,sakrebulo smd,ლევანი ხასია,ქართული ოცნება,67.2
67,sakrebulo smd,სოსო გოგოხია,ქართული ოცნება,67.21
67,sakrebulo smd,ნათია წითლიძე,ქართული ოცნება,67.22
67,sakrebulo smd,ლევან გახარია,ქართული ოცნება,67.23
67,sakrebulo smd,თეა გაბელაია,ქართული ოცნება,67.24
67,sakrebulo smd,ავთანდილ გახოკიძე,ქართული ოცნება,67.25
67,sakrebulo smd,გიორგი ჯანაშია,ქართული ოცნება,67.26
67,sakrebulo smd,დიმა მალანია,ქართული ოცნება,67.27
67,sakrebulo smd,ზაზა პროკოპენკო,ქართული ოცნება,67.28
67,sakrebulo smd,გიორგი ხასია,ქართული ოცნება,67.29
67,sakrebulo smd,გიორგი ფიფია,ქართული ოცნება,67.3
67,sakrebulo smd,სერგო ფიფია,ქართული ოცნება,67.31
67,sakrebulo smd,ჯონი ჯიქია,ქართული ოცნება,67.32
67,sakrebulo smd,ირაკლი ჯანაშია,ქართული ოცნება,67.33
67,sakrebulo smd,მარლენ ჯინჯოლავა,ქართული ოცნება,67.34
67,sakrebulo smd,ნიკა ჩალიგავა,ქართული ოცნება,67.35
68,sakrebulo pr,ცოტნე შონია,ქართული ოცნება,
68,sakrebulo pr,ბესიკ ფარცვანია,ქართული ოცნება,
68,sakrebulo pr,გივი კაჭარავა,ქართული ოცნება,
68,sakrebulo pr,ბაკურ სონგულია,ქართული ოცნება,
68,sakrebulo pr,მაია მიქავა,ქართული ოცნება,
68,sakrebulo pr,მანანა ჭანია,ქართული ოცნება,
68,sakrebulo pr,ირაკლი ძაძამია,ქართული ოცნება,
68,sakrebulo pr,დარეჯან დადიანი,ქართული ოცნება,
68,sakrebulo pr,ნუკრი კვარაცხელია,ქართული ოცნება,
68,sakrebulo pr,ზაურ კვარაცხელია,ქართული ოცნება,
68,sakrebulo pr,გოჩა ლიპარტია,ქართული ოცნება,
68,sakrebulo pr,ლირა ღურწკაია,ქართული ოცნება,
68,sakrebulo pr,ლევან ლუკავა,„გახარია საქართველოსთვის“,
68,sakrebulo pr,გონერი კვარაცხელია,„გახარია საქართველოსთვის“,
68,sakrebulo pr,გიორგი დარსალია,ძლიერი საქართველო-ლელო,
68,sakrebulo smd,სოლომონ სარია,ქართული ოცნება,68.01
68,sakrebulo smd,გიორგი ქარდავა,ქართული ოცნება,68.02
68,sakrebulo smd,ლევან ჭანტურია,ქართული ოცნება,68.03
68,sakrebulo smd,დიმიტრი ქარდავა,ქართული ოცნება,68.04
68,sakrebulo smd,მალხაზ სამუშია,ქართული ოცნება,68.05
68,sakrebulo smd,იაგო მიქავა,ქართული ოცნება,68.06
68,sakrebulo smd,ლევან ღვინჯილია,ქართული ოცნება,68.07
68,sakrebulo smd,მამუკა ჩხაპელია,ქართული ოცნება,68.08
68,sakrebulo smd,"ვლადიმერი
კვარაცხელია",ქართული ოცნება,68.09
68,sakrebulo smd,ელგუჯა ხუნწარია,ქართული ოცნება,68.10
68,sakrebulo smd,ნანა კეკუა,ქართული ოცნება,68.11
68,sakrebulo smd,დათა კუკავა,ქართული ოცნება,68.12
68,sakrebulo smd,ცოტნე ფიფია,ქართული ოცნება,68.13
68,sakrebulo smd,ზაზა უბილავა,ქართული ოცნება,68.14
68,sakrebulo smd,დალი კვარაცხელია,ქართული ოცნება,68.15
69,sakrebulo pr,კობა ჯიქია,ქართული ოცნება,
69,sakrebulo pr,გერონტი მამფორია,ქართული ოცნება,
69,sakrebulo pr,თემო სახურია,ქართული ოცნება,
69,sakrebulo pr,ხათუნა მიქავა,ქართული ოცნება,
69,sakrebulo pr,ბეჟანა ახალაია,ქართული ოცნება,
69,sakrebulo pr,რომანოზ ადამია,ქართული ოცნება,
69,sakrebulo pr,ვალერი იზორია,ქართული ოცნება,
69,sakrebulo pr,ჯუმბერ ესართია,ქართული ოცნება,
69,sakrebulo pr,ჯონი ჯალაღონია,ქართული ოცნება,
69,sakrebulo pr,ზურაბ ნარსია,ქართული ოცნება,
69,sakrebulo pr,იაგო დარსალია,ქართული ოცნება,
69,sakrebulo pr,ბონდო აბაშიძე,ქართული ოცნება,
69,sakrebulo pr,გულნაზი ბაძაღუა,ქართული ოცნება,
69,sakrebulo pr,კორნელი წურწუმია,ძლიერი საქართველო-ლელო,
69,sakrebulo pr,შოთა წურწუმია,„გახარია საქართველოსთვის“,
69,sakrebulo smd,ჯანო პერტაია,ქართული ოცნება,69.01
69,sakrebulo smd,ზურაბ ჯიქია,ქართული ოცნება,69.02
69,sakrebulo smd,თინათინ ნაჭყებია,ქართული ოცნება,69.03
69,sakrebulo smd,მირიანე ოთხოზორია,ქართული ოცნება,69.04
69,sakrebulo smd,ალიკა მალანია,ქართული ოცნება,69.05
69,sakrebulo smd,ვალერი სიჭინავა,ქართული ოცნება,69.06
69,sakrebulo smd,ჯემალი უბირია,ქართული ოცნება,69.07
69,sakrebulo smd,გოგა თოლორდავა,ქართული ოცნება,69.08
69,sakrebulo smd,კახაბერ ყალიჩავა,ქართული ოცნება,69.09
69,sakrebulo smd,დაზმირ დარსალია,ქართული ოცნება,69.10
69,sakrebulo smd,დიმიტრი ყალიჩავა,ქართული ოცნება,69.11
69,sakrebulo smd,ოქრო შენგელია,ქართული ოცნება,69.12
69,sakrebulo smd,იროდი შენგელია,ქართული ოცნება,69.13
70,sakrebulo pr,ალექსანდრე ტყებუჩავა,ქართული ოცნება,
70,sakrebulo pr,მაია დოლბაია,ქართული ოცნება,
70,sakrebulo pr,ნიკა კორშია,ქართული ოცნება,
70,sakrebulo pr,ბექა მორჩილაძე,ქართული ოცნება,
70,sakrebulo pr,ზაალი კვინჩია,ქართული ოცნება,
70,sakrebulo pr,დავით ესებუა,ქართული ოცნება,
70,sakrebulo pr,ნანა ვეკუა,ქართული ოცნება,
70,sakrebulo pr,შალვა სარდალიშვილი,ქართული ოცნება,
70,sakrebulo pr,თემური დუნდუა,ქართული ოცნება,
70,sakrebulo pr,სამსონი კუტალია,ქართული ოცნება,
70,sakrebulo pr,ბაქარი ერაგია,ქართული ოცნება,
70,sakrebulo pr,სალომე წულაია,ქართული ოცნება,
70,sakrebulo pr,ნანა საბულუა,ქართული ოცნება,
70,sakrebulo pr,ზაზა ლემონჯავა,ძლიერი საქართველო-ლელო,
70,sakrebulo pr,გიგლა თურქია,„გახარია საქართველოსთვის“,
70,sakrebulo smd,შოთა გაბუნია,ქართული ოცნება,70.01
70,sakrebulo smd,სანდრო ქუშაშვილი,ქართული ოცნება,70.02
70,sakrebulo smd,ნიკოლოზ იზორია,ქართული ოცნება,70.03
70,sakrebulo smd,ირაკლი კიკალეიშვილი,ქართული ოცნება,70.04
70,sakrebulo smd,ოლეგი ნაჭყებია,ქართული ოცნება,70.05
70,sakrebulo smd,გიორგი დოლიძე,ქართული ოცნება,70.06
70,sakrebulo smd,ნიკო კუცია,ქართული ოცნება,70.07
70,sakrebulo smd,თორნიკე კირთაძე,ქართული ოცნება,70.08
70,sakrebulo smd,მალხაზი ფოჩხუა,ქართული ოცნება,70.09
70,sakrebulo smd,ზურაბი ბერაია,ქართული ოცნება,70.10
79,sakrebulo pr,ივანე მაისურაძე,ქართული ოცნება,
79,sakrebulo pr,ნატალია ზოიძე,ქართული ოცნება,
79,sakrebulo pr,ლევან ბერიძე,ქართული ოცნება,
79,sakrebulo pr,ნერიმან ცინცაძე,ქართული ოცნება,
79,sakrebulo pr,დავით მიქელაძე,ქართული ოცნება,
79,sakrebulo pr,ნინო ცხვარაძე,ქართული ოცნება,
79,sakrebulo pr,ლევან დავითაძე,ქართული ოცნება,
79,sakrebulo pr,გიორგი ლომთათიძე,ქართული ოცნება,
79,sakrebulo pr,მამუკა კაკაბაძე,ქართული ოცნება,
79,sakrebulo pr,დავით მახარაძე,ქართული ოცნება,
79,sakrebulo pr,ალექსანდრე ბერძენიშვილი,ქართული ოცნება,
79,sakrebulo pr,გიორგი მურადიშვილი,ქართული ოცნება,
79,sakrebulo pr,ჯემალ ანანიძე,„გახარია საქართველოსთვის“,
79,sakrebulo pr,ვაჟა დარჩია,ძლიერი საქართველო-ლელო,
79,sakrebulo pr,გიორგი მასალკინი,გირჩი,
79,sakrebulo smd,გალაქტიონ ორმოცაძე,ქართული ოცნება,79.01
79,sakrebulo smd,გოჩა მგელაძე,ქართული ოცნება,79.02
79,sakrebulo smd,ირაკლი სანადირაძე,ქართული ოცნება,79.03
79,sakrebulo smd,ლევან დოლიძე,ქართული ოცნება,79.04
79,sakrebulo smd,ჯაბა ჭანტურია,ქართული ოცნება,79.05
79,sakrebulo smd,არჩილ გოგიტიძე,ქართული ოცნება,79.06
79,sakrebulo smd,ლევან ცხოიძე,ქართული ოცნება,79.07
79,sakrebulo smd,ირაკლი დევაძე,ქართული ოცნება,79.08
79,sakrebulo smd,მინდია გოგუაძე,ქართული ოცნება,79.09
79,sakrebulo smd,ირაკლი თავდგირიძე,ქართული ოცნება,79.10
80,sakrebulo pr,ამირან ცინცაძე,ქართული ოცნება,
80,sakrebulo pr,რომან დავითაძე,ქართული ოცნება,
80,sakrebulo pr,რეზო თურმანიძე,ქართული ოცნება,
