self_governing_unit,vote_type,candidate_name,candidate_political_party,majoritarian_district_id
24,sakrebulo pr,მურაზი აბრამიშვილი,ქართული ოცნება,
24,sakrebulo pr,ემზარი პეტრიაშვილი,ქართული ოცნება,
24,sakrebulo pr,მაკა ოკმელაშვილი,ქართული ოცნება,
24,sakrebulo pr,მიხეილი დაუთაშვილი,ქართული ოცნება,
24,sakrebulo pr,თეიმურაზი მენაბდიშვილი,ქართული ოცნება,
24,sakrebulo pr,სტამბულ ისაევი,ქართული ოცნება,
24,sakrebulo pr,ლია კავლელაშვილი,ქართული ოცნება,
24,sakrebulo pr,ლომა გადრანი,ქართული ოცნება,
24,sakrebulo pr,გოჩა გოჩაძე,ქართული ოცნება,
24,sakrebulo pr,ალექსანდრე ნონიაშვილი,ძლიერი საქართველო-ლელო,
24,sakrebulo smd,ოლეგი გოშუანი,ქართული ოცნება,24.01
24,sakrebulo smd,ემილ იბრაგიმოვი,ქართული ოცნება,24.02
24,sakrebulo smd,სოფიო ასლამაზაშვილი,ქართული ოცნება,24.03
24,sakrebulo smd,ირაკლი მუჯირიშვილი,ქართული ოცნება,24.04
24,sakrebulo smd,ნოდარი ადუაშვილი,ქართული ოცნება,24.05
24,sakrebulo smd,შოთა აკობაშვილი,ქართული ოცნება,24.06
24,sakrebulo smd,აიდინ შარიფოვი,ქართული ოცნება,24.07
24,sakrebulo smd,შაქირ ჩერპანოვი,ქართული ოცნება,24.08
24,sakrebulo smd,ნატიგ ოვჩიევი,ქართული ოცნება,24.09
24,sakrebulo smd,აზერ ალიევი,ქართული ოცნება,24.10
24,sakrebulo smd,შალვა ღამბარაშვილი,ქართული ოცნება,24.11
24,sakrebulo smd,დავით დაუთაშვილი,ქართული ოცნება,24.12
24,sakrebulo smd,ილია სარსევანიძე,ქართული ოცნება,24.13
24,sakrebulo smd,რამიზ რამაზანოვი,ქართული ოცნება,24.14
24,sakrebulo smd,გამლეტ ისმაილოვი,ქართული ოცნება,24.15
24,sakrebulo smd,ქამრან მამედოვი,ქართული ოცნება,24.16
25,sakrebulo pr,ირაკლი გიგინეიშვილი,ქართული ოცნება,
25,sakrebulo pr,ჯემალი ბერიძე,ქართული ოცნება,
25,sakrebulo pr,ნუგზარი ჩამურლიევი,ქართული ოცნება,
25,sakrebulo pr,მელიტონ პაკელიანი,ქართული ოცნება,
25,sakrebulo pr,ჯაბა აბულაძე,ქართული ოცნება,
25,sakrebulo pr,იდა ბალაბანოვა,ქართული ოცნება,
25,sakrebulo pr,მანანა გულედანი,ქართული ოცნება,
25,sakrebulo pr,ალექსეი მუხსიევი,ქართული ოცნება,
25,sakrebulo pr,ბადრი ხოზრევანიძე,ქართული ოცნება,
25,sakrebulo pr,გრიშა რანიან,ქართული ოცნება,
25,sakrebulo pr,მარინე ირემაძე,ქართული ოცნება,
25,sakrebulo pr,ვახტანგი შავაძე,ქართული ოცნება,
25,sakrebulo pr,გენად ბოლქვაძე,ქართული ოცნება,
25,sakrebulo pr,მამუკა გელაძე,ქართული ოცნება,
25,sakrebulo pr,ზვიადი ხორგუანი,ძლიერი საქართველო-ლელო,
25,sakrebulo smd,ჯემალ დეკანაძე,ქართული ოცნება,25.01
25,sakrebulo smd,ავთანდილ ვანაძე,ქართული ოცნება,25.02
25,sakrebulo smd,გიორგი ვაშაყმაძე,ქართული ოცნება,25.03
25,sakrebulo smd,როლანდ კახაძე,ქართული ოცნება,25.04
25,sakrebulo smd,ლევონ მარკოსიან,ქართული ოცნება,25.05
25,sakrebulo smd,ფაიგ დანაჩიევი,ქართული ოცნება,25.06
25,sakrebulo smd,გია ვაშაყმაძე,ქართული ოცნება,25.07
25,sakrebulo smd,გოჩა ხაჩატურიან,ქართული ოცნება,25.08
25,sakrebulo smd,რამაზი ხინიკაძე,ქართული ოცნება,25.09
25,sakrebulo smd,გია მარკოიძე,ქართული ოცნება,25.10
25,sakrebulo smd,ტატევოს ტოროსიან,ქართული ოცნება,25.11
25,sakrebulo smd,მარადი კახაძე,ქართული ოცნება,25.12
25,sakrebulo smd,ლერი ფირცხელიანი,ქართული ოცნება,25.13
25,sakrebulo smd,ლაერტ ტოროსიან,ქართული ოცნება,25.14
25,sakrebulo smd,ედუარდ სტეპანიან,ქართული ოცნება,25.15
25,sakrebulo smd,ალექსანდრე შავაძე,ქართული ოცნება,25.16
25,sakrebulo smd,რამინ ალახვერდოვი,ქართული ოცნება,25.17
25,sakrebulo smd,ჯუმბერ მგელაძე,ქართული ოცნება,25.18
25,sakrebulo smd,ხაჩატურ მაზმანიან,ქართული ოცნება,25.19
25,sakrebulo smd,რადიკ სარკისიან,ქართული ოცნება,25.2
25,sakrebulo smd,სარკის გინოსიან,ქართული ოცნება,25.21
25,sakrebulo smd,ანტარამ მელტონიან,ქართული ოცნება,25.22
25,sakrebulo smd,დავით კვარაცხელია,ქართული ოცნება,25.23
25,sakrebulo smd,რუბენ ანესიან,ქართული ოცნება,25.24
25,sakrebulo smd,"დიმიტრი
ვახტანგიშვილი",ქართული ოცნება,25.25
25,sakrebulo smd,ზვიად ვანაძე,ქართული ოცნება,25.26
25,sakrebulo smd,სარკის ოგანესიან,დამოუკიდებელი,25.27
25,sakrebulo smd,ემილ ხაჩატურიან,ქართული ოცნება,25.28
25,sakrebulo smd,ლერიკ დელიანოვ,ქართული ოცნება,25.29
25,sakrebulo smd,უშანგი ბოლქვაძე,ქართული ოცნება,25.3
26,sakrebulo pr,გოჩა თედორაძე,ქართული ოცნება,
26,sakrebulo pr,ავთანდილ მუხაშავრია,ქართული ოცნება,
26,sakrebulo pr,რამაზ გულბანი,ქართული ოცნება,
26,sakrebulo pr,გოჩა თეგაძე,ქართული ოცნება,
26,sakrebulo pr,ტარიელ მამისაშვილი,ქართული ოცნება,
26,sakrebulo pr,ვალერიან სუხიტაშვილი,ქართული ოცნება,
26,sakrebulo pr,ვასილ კენკებაშვილი,ქართული ოცნება,
26,sakrebulo pr,ბაფატ საფაროვი,ქართული ოცნება,
26,sakrebulo pr,მიხეილ გაჩეჩილაძე,ქართული ოცნება,
26,sakrebulo pr,მამუკა შავაძე,ქართული ოცნება,
26,sakrebulo pr,ზურაბ დალაქიშვილი,ქართული ოცნება,
26,sakrebulo pr,იამზე მელაძე,ქართული ოცნება,
26,sakrebulo pr,ზურაბ აზარიაშვილი,ქართული ოცნება,
26,sakrebulo pr,მანანა კვიციანი,ქართული ოცნება,
26,sakrebulo pr,გიორგი ჭელიძე,ძლიერი საქართველო-ლელო,
26,sakrebulo smd,ნიკო ხაბულიანი,ქართული ოცნება,26.01
26,sakrebulo smd,ლევან წიკლაური,ქართული ოცნება,26.02
26,sakrebulo smd,თინა აღდგომელაშვილი,ქართული ოცნება,26.03
26,sakrebulo smd,გიორგი აფრასიძე,ქართული ოცნება,26.04
26,sakrebulo smd,სიმონი წიკლაური,ქართული ოცნება,26.05
26,sakrebulo smd,სოლომონი სომხიშვილი,ქართული ოცნება,26.06
26,sakrebulo smd,ნანა ონიანი,ქართული ოცნება,26.07
26,sakrebulo smd,ანდრანიკ საგრადიანი,ქართული ოცნება,26.08
26,sakrebulo smd,სვეტლანა ჯირაშვილი,ქართული ოცნება,26.09
26,sakrebulo smd,ვაჟა ნადირაძე,ქართული ოცნება,26.10
26,sakrebulo smd,ამირანი ჩეგიანი,ქართული ოცნება,26.11
26,sakrebulo smd,პაატა ჭალიძე,ქართული ოცნება,26.12
26,sakrebulo smd,მერაბი ღაღეთაშვილი,ქართული ოცნება,26.13
26,sakrebulo smd,გიორგი ფიჩხულაშვილი,ქართული ოცნება,26.14
26,sakrebulo smd,რომანი ქავთარაძე,ქართული ოცნება,26.15
26,sakrebulo smd,"ცისნამი
აზრუმელაშვილი",ქართული ოცნება,26.16
26,sakrebulo smd,გიორგი დავითაშვილი,ქართული ოცნება,26.17
26,sakrebulo smd,ანზორ ღორჯომელაძე,ქართული ოცნება,26.18
26,sakrebulo smd,ლევან ფანგანი,ქართული ოცნება,26.19
26,sakrebulo smd,ოთარი ლონდარიძე,ქართული ოცნება,26.2
27,sakrebulo pr,ლევან ჩუგუაშვილი,ქართული ოცნება,
27,sakrebulo pr,მიხეილი ბუჯიაშვილი,ქართული ოცნება,
27,sakrebulo pr,ნინო ბიწაძე,ქართული ოცნება,
27,sakrebulo pr,კონსტანტინე წამალაძე,ქართული ოცნება,
27,sakrebulo pr,მევლუდი ჩხაიძე,ქართული ოცნება,
27,sakrebulo pr,შორენა ნოზაძე-ბერიძე,ქართული ოცნება,
27,sakrebulo pr,ალექსი რუბაშვილი,ქართული ოცნება,
27,sakrebulo pr,ზაზა ნადირაძე,ქართული ოცნება,
27,sakrebulo pr,რევაზ ხუბაშვილი,ქართული ოცნება,
27,sakrebulo pr,გიორგი გაბარაშვილი,ქართული ოცნება,
27,sakrebulo pr,კახაბერ ბერძნიშვილი,ქართული ოცნება,
27,sakrebulo pr,ლათიფ ალიევი,ქართული ოცნება,
27,sakrebulo pr,ლადო თხლაშიძე,ქართული ოცნება,
27,sakrebulo pr,დავით პაპიაშვილი,ქართული ოცნება,
27,sakrebulo pr,ივანე ჯირკვალიძე,ძლიერი საქართველო-ლელო,
27,sakrebulo smd,გიორგი ელოშვილი,ქართული ოცნება,27.01
27,sakrebulo smd,კახაბერ გაბრელიანი,ქართული ოცნება,27.02
27,sakrebulo smd,გიორგი კვახაძე,ქართული ოცნება,27.03
27,sakrebulo smd,გიორგი ჯიქია,ქართული ოცნება,27.04
27,sakrebulo smd,გიორგი მაკარაშვილი,ქართული ოცნება,27.05
27,sakrebulo smd,გელა ბაქრაძე,ქართული ოცნება,27.06
27,sakrebulo smd,ზაქარია ლოხიშვილი,ქართული ოცნება,27.07
27,sakrebulo smd,თევდორე კახუაშვილი,ქართული ოცნება,27.08
27,sakrebulo smd,გიორგი კუპრაშვილი,ქართული ოცნება,27.09
27,sakrebulo smd,ჯონი ბაშარული,ქართული ოცნება,27.10
27,sakrebulo smd,"ალექსანდრე
ორუჯაშვილი",ქართული ოცნება,27.11
27,sakrebulo smd,ჯონდო მუზაშვილი,ქართული ოცნება,27.12
27,sakrebulo smd,ხვიჩა გოდერძაული,ქართული ოცნება,27.13
27,sakrebulo smd,"მალხაზი
ქართველიშვილი",ქართული ოცნება,27.14
28,sakrebulo pr,გიორგი რუბაშვილი,ქართული ოცნება,
28,sakrebulo pr,ელგუჯა უნდილაშვილი,ქართული ოცნება,
28,sakrebulo pr,ლევან შერმადინი,ქართული ოცნება,
28,sakrebulo pr,ნათია კაჯილაშვილი,ქართული ოცნება,
28,sakrebulo pr,ილია დორეული,ქართული ოცნება,
28,sakrebulo pr,ნუგზარ ხუზაურაშვილი,ქართული ოცნება,
28,sakrebulo pr,გვანცა ესტატიშვილი,ქართული ოცნება,
28,sakrebulo pr,ია ვარსიმაშვილი,ქართული ოცნება,
28,sakrebulo pr,ხატია პირმისაშვილი,ქართული ოცნება,
28,sakrebulo pr,ირაკლი კობაიძე,ქართული ოცნება,
28,sakrebulo pr,ზაქარია ხეხელაშვილი,ქართული ოცნება,
28,sakrebulo pr,რევაზ დარჩიაშვილი,ქართული ოცნება,
28,sakrebulo pr,ლია წიკლაური,ქართული ოცნება,
28,sakrebulo pr,ლია როინიშვილი,ძლიერი საქართველო-ლელო,
28,sakrebulo pr,მარინე ლაფანაშვილი,„კონსერვატორები საქართველოსთვის“,
28,sakrebulo smd,გიორგი ასლამაზიშვილი,ქართული ოცნება,28.01
28,sakrebulo smd,თამარი მეზვრიშვილი,ქართული ოცნება,28.02
28,sakrebulo smd,ზაზა უნდილაშვილი,ქართული ოცნება,28.03
28,sakrebulo smd,გივი ზურაბაშვილი,ქართული ოცნება,28.04
28,sakrebulo smd,ვაჟა მაჭავარიანი,ქართული ოცნება,28.05
28,sakrebulo smd,ნუკრი უნდილაშვილი,ქართული ოცნება,28.06
28,sakrebulo smd,როინ პეტრიაშვილი,ქართული ოცნება,28.07
28,sakrebulo smd,ნელი ბექაური,ქართული ოცნება,28.08
28,sakrebulo smd,ლევან მწითური,ქართული ოცნება,28.09
28,sakrebulo smd,ხვიჩა გოგოლაური,ქართული ოცნება,28.10
28,sakrebulo smd,ნიკო ხუბაშვილი,ქართული ოცნება,28.11
28,sakrebulo smd,გოჩა რაზიკაშვილი,ქართული ოცნება,28.12
28,sakrebulo smd,ქეთინო კახურაშვილი,ქართული ოცნება,28.13
28,sakrebulo smd,მინდია ჭინჭარაული,ქართული ოცნება,28.14
28,sakrebulo smd,პავლე ჩიტაური,ქართული ოცნება,28.15
28,sakrebulo smd,ნანი თეთრუაშვილი,ქართული ოცნება,28.16
28,sakrebulo smd,ალექსანდრე ბუჩუკური,ქართული ოცნება,28.17
28,sakrebulo smd,ზურაბ არაბული,ქართული ოცნება,28.18
28,sakrebulo smd,დავით ცალუღელაშვილი,ქართული ოცნება,28.19
29,sakrebulo pr,დავითი ქირიკაშვილი,ქართული ოცნება,
29,sakrebulo pr,დავითი ჩოფიკაშვილი,ქართული ოცნება,
29,sakrebulo pr,ნინო ქუშაშვილი,ქართული ოცნება,
29,sakrebulo pr,მანანა სეთურიძე,ქართული ოცნება,
29,sakrebulo pr,ნათია კობაიძე,ქართული ოცნება,
29,sakrebulo pr,ირაკლი მარსაგიშვილი,ქართული ოცნება,
29,sakrebulo pr,პავლე ავსაჯანიშვილი,ქართული ოცნება,
29,sakrebulo pr,ვაჟა ღუდუშაური,ქართული ოცნება,
29,sakrebulo pr,უჩა ხუციშვილი,ქართული ოცნება,
29,sakrebulo pr,სპარტაკი ელოშვილი,ქართული ოცნება,
29,sakrebulo pr,ირაკლი შიოლაშვილი,ქართული ოცნება,
29,sakrebulo pr,გიორგი ღუდუშაური,„კონსერვატორები საქართველოსთვის“,
29,sakrebulo pr,გიორგი გომიაშვილი,„გახარია საქართველოსთვის“,
29,sakrebulo pr,თამაზ წიკლაური,„საქართველოს პატრიოტთა ალიანსი“,
29,sakrebulo pr,ეთერი დვალიშვილი,„თავისუფალი საქართველო“,
29,sakrebulo smd,არჩილი ალიბეგაშვილი,ქართული ოცნება,29.01
29,sakrebulo smd,ბართლომე პაპიაშვილი,ქართული ოცნება,29.02
29,sakrebulo smd,პაატა ხულელიძე,ქართული ოცნება,29.03
29,sakrebulo smd,ზურაბი ზილინაშვილი,ქართული ოცნება,29.04
29,sakrebulo smd,დავითი ავსაჯანიშვილი,ქართული ოცნება,29.05
29,sakrebulo smd,ელგუჯა ღუდუშაური,ქართული ოცნება,29.06
30,sakrebulo pr,ზურაბ ჩიტიშვილი,ქართული ოცნება,
30,sakrebulo pr,თეა გულიკაშვილი- ხარატიშვილი,ქართული ოცნება,
30,sakrebulo pr,იოსებ მამულაშვილი,ქართული ოცნება,
30,sakrebulo pr,ხათუნა თათანაშვილი,ქართული ოცნება,
30,sakrebulo pr,გიორგი ჯალალი,ქართული ოცნება,
30,sakrebulo pr,ზურიკო ჩადუნელი,ქართული ოცნება,
30,sakrebulo pr,ილია ქამხაძე,ქართული ოცნება,
30,sakrebulo pr,გიორგი მჭედლიშვილი,ქართული ოცნება,
30,sakrebulo pr,ბადრი ჯანიაშვილი,ქართული ოცნება,
30,sakrebulo pr,ლედი ონეზაშვილი,ქართული ოცნება,
30,sakrebulo pr,ლევან გახელაძე,ქართული ოცნება,
30,sakrebulo pr,ბეგი თათრიშვილი,ქართული ოცნება,
30,sakrebulo pr,გივი კობაური,ქართული ოცნება,
30,sakrebulo pr,რამაზი ხიზანიშვილი,ქართული ოცნება,
30,sakrebulo pr,ერეკლე ჩანქსელიანი,ძლიერი საქართველო-ლელო,
30,sakrebulo smd,ოთარი მერებაშვილი,ქართული ოცნება,30.01
30,sakrebulo smd,იოსებ მიდელაშვილი,ქართული ოცნება,30.02
30,sakrebulo smd,ბექა დაბრუნდაშვილი,ქართული ოცნება,30.03
30,sakrebulo smd,ქიტესა ხოდელი,ქართული ოცნება,30.04
30,sakrebulo smd,გიორგი დარბიაშვილი,ქართული ოცნება,30.05
30,sakrebulo smd,რამინ ჯანგიშერაშვილი,ქართული ოცნება,30.06
30,sakrebulo smd,ალექსანდრე ბიძინაშვილი,ქართული ოცნება,30.07
30,sakrebulo smd,შოთა ბეგლარაშვილი,ქართული ოცნება,30.08
30,sakrebulo smd,ამირან იანვარაშვილი,ქართული ოცნება,30.09
30,sakrebulo smd,იოსებ დემეტრაშვილი,ქართული ოცნება,30.10
30,sakrebulo smd,მაია კაციაშვილი,ქართული ოცნება,30.11
30,sakrebulo smd,ნუკრი მიდელაშვილი,ქართული ოცნება,30.12
30,sakrebulo smd,გიორგი ჭიხინაშვილი,ქართული ოცნება,30.13
30,sakrebulo smd,თამაზ ტატანაშვილი,ქართული ოცნება,30.14
30,sakrebulo smd,ლევანი ხუციშვილი,ქართული ოცნება,30.15
30,sakrebulo smd,შალვა მცხვეთაძე,ქართული ოცნება,30.16
30,sakrebulo smd,გიგა მესროფაშვილი,ქართული ოცნება,30.17
30,sakrebulo smd,ოთარ კახურაშვილი,ქართული ოცნება,30.18
30,sakrebulo smd,შალვა ედიშერაშვილი,ქართული ოცნება,30.19
32,sakrebulo pr,ნინო წიკლაური,ქართული ოცნება,
32,sakrebulo pr,მარლენ ნადირაძე,ქართული ოცნება,
32,sakrebulo pr,არჩილ ბარამიძე,ქართული ოცნება,
32,sakrebulo pr,ნოდარ მეტრეველი,ქართული ოცნება,
32,sakrebulo pr,გიორგი პაპიძე,ქართული ოცნება,
32,sakrebulo pr,ზურაბ ყაულაშვილი,ქართული ოცნება,
32,sakrebulo pr,ლეილა მამულაშვილი,ქართული ოცნება,
32,sakrebulo pr,მამუკა ბაზანდარაშვილი,ქართული ოცნება,
32,sakrebulo pr,მერაბ სულეიმანიშვილი,ქართული ოცნება,
32,sakrebulo pr,ზურაბ ზურაბაშვილი,ქართული ოცნება,
32,sakrebulo pr,თინათინ წერეთელი,ქართული ოცნება,
32,sakrebulo pr,აარონ ძორელაშვილი,ქართული ოცნება,
32,sakrebulo pr,ლიანა ოქროპირიძე,ქართული ოცნება,
32,sakrebulo pr,გელა შარვაშიძე,ძლიერი საქართველო-ლელო,
32,sakrebulo pr,გიორგი ანიაშვილი,„კონსერვატორები საქართველოსთვის“,
32,sakrebulo smd,ნიკა გოგინაშვილი,ქართული ოცნება,32.01
32,sakrebulo smd,დავით კუპრაძე,ქართული ოცნება,32.02
32,sakrebulo smd,ზაზა მურანაშვილი,ქართული ოცნება,32.03
32,sakrebulo smd,ვასილ ოსიშვილი,ქართული ოცნება,32.04
32,sakrebulo smd,გიგა გელაშვილი,ქართული ოცნება,32.05
32,sakrebulo smd,შოთა ვანიშვილი,ქართული ოცნება,32.06
32,sakrebulo smd,გია გოგიაშვილი,ქართული ოცნება,32.07
32,sakrebulo smd,გენო შატბერაშვილი,ქართული ოცნება,32.08
32,sakrebulo smd,გიორგი ყველაშვილი,ქართული ოცნება,32.09
32,sakrebulo smd,ირაკლი ჯალაბაძე,ქართული ოცნება,32.10
32,sakrebulo smd,ნიკოლოზ ბერკაცაშვილი,ქართული ოცნება,32.11
32,sakrebulo smd,კობა ბერიანიძე,ქართული ოცნება,32.12
32,sakrebulo smd,მურაზ ღოლიჯაშვილი,ქართული ოცნება,32.13
32,sakrebulo smd,მერაბ მახარაშვილი,ქართული ოცნება,32.14
32,sakrebulo smd,ასმათ ტალახაძე,ქართული ოცნება,32.15
32,sakrebulo smd,მერაბ მელანაშვილი,ქართული ოცნება,32.16
32,sakrebulo smd,მანუჩარ ლაფაჩი,ქართული ოცნება,32.17
32,sakrebulo smd,ავთანდილ ყაზარაშვილი,ქართული ოცნება,32.18
32,sakrebulo smd,ჯაბა იმერლიშვილი,ქართული ოცნება,32.19
32,sakrebulo smd,გიგა ტატიაშვილი,ქართული ოცნება,32.2
32,sakrebulo smd,ზვიად მღებრიშვილი,ქართული ოცნება,32.21
32,sakrebulo smd,თეიმურაზ ფსუტური,ქართული ოცნება,32.22
32,sakrebulo smd,ზურაბ ყაჯრიშვილი,ქართული ოცნება,32.23
32,sakrebulo smd,თამარ მურალოვა,ქართული ოცნება,32.24
32,sakrebulo smd,ივანე ნონიკაშვილი,ქართული ოცნება,32.25
33,sakrebulo pr,ცირა ინდუაშვილი,ქართული ოცნება,
33,sakrebulo pr,ილია ქელეხსაშვილი,ქართული ოცნება,
33,sakrebulo pr,გია კუთხაშვილი,ქართული ოცნება,
33,sakrebulo pr,ზურაბი ახმედოვი,ქართული ოცნება,
33,sakrebulo pr,გიორგი ჩხიკვაძე,ქართული ოცნება,
33,sakrebulo pr,აკაკი ბერიკაშვილი,ქართული ოცნება,
33,sakrebulo pr,ნინო ლომსაძე,ქართული ოცნება,
33,sakrebulo pr,მიხეილ ხათაშვილი,ქართული ოცნება,
33,sakrebulo pr,გიგა მამესწარაშვილი,ქართული ოცნება,
33,sakrebulo pr,ბექა სულაშვილი,ქართული ოცნება,
33,sakrebulo pr,ზვიად იმერლიშვილი,ქართული ოცნება,
33,sakrebulo pr,თამაზი თურმანიძე,ქართული ოცნება,
33,sakrebulo pr,ლალი გეგელაშვილი,ქართული ოცნება,
33,sakrebulo pr,ზურაბ ლეკიშვილი,ძლიერი საქართველო-ლელო,
33,sakrebulo pr,ვასილ ბაქრაძე,„გახარია საქართველოსთვის“,
33,sakrebulo smd,ყარამან როინაშვილი,ქართული ოცნება,33.01
33,sakrebulo smd,ტარიელ გოჩაშვილი,ქართული ოცნება,33.02
33,sakrebulo smd,ვლადიმერ გათაშვილი,ქართული ოცნება,33.03
33,sakrebulo smd,ზაზა დაბრუნდაშვილი,ქართული ოცნება,33.04
33,sakrebulo smd,ნოდარ კოკოლაშვილი,ქართული ოცნება,33.05
33,sakrebulo smd,საბა მჭედლიშვილი,ქართული ოცნება,33.06
33,sakrebulo smd,იოსებ არდემანაშვილი,ქართული ოცნება,33.07
33,sakrebulo smd,კობა ნახუცრიშვილი,ქართული ოცნება,33.08
33,sakrebulo smd,ჯუმბერ შუბითიძე,ქართული ოცნება,33.09
33,sakrebulo smd,მამუკა მახაჭაშვილი,ქართული ოცნება,33.10
33,sakrebulo smd,მალხაზი დოღანაძე,ქართული ოცნება,33.11
33,sakrebulo smd,გელა ჭყოიძე,ქართული ოცნება,33.12
33,sakrebulo smd,იური ქობესაშვილი,ქართული ოცნება,33.13
33,sakrebulo smd,მამუკა კოკოზაშვილი,ქართული ოცნება,33.14
33,sakrebulo smd,ლევან გოჩიაშვილი,ქართული ოცნება,33.15
33,sakrebulo smd,პაატა ღვინიაშვილი,ქართული ოცნება,33.16
33,sakrebulo smd,გიორგი თევდორაშვილი,ქართული ოცნება,33.17
33,sakrebulo smd,შოთა ბერუაშვილი,ქართული ოცნება,33.18
35,sakrebulo pr,ნინო ლიპარტელიანი,ქართული ოცნება,
35,sakrebulo pr,მიხეილ ჯანაშვილი,ქართული ოცნება,
35,sakrebulo pr,ცოტნე ნოზაძე,ქართული ოცნება,
35,sakrebulo pr,ალექსი ნოზაძე,ქართული ოცნება,
35,sakrebulo pr,გიორგი მაჭარაშვილი,ქართული ოცნება,
35,sakrebulo pr,ზვიად ქურდაძე,ქართული ოცნება,
35,sakrebulo pr,მაყვალა მაისურაძე,ქართული ოცნება,
35,sakrebulo pr,ალექსანდრე სიმონიშვილი,ქართული ოცნება,
35,sakrebulo pr,ივანე ციცვიძე,ქართული ოცნება,
35,sakrebulo pr,ეკა ამირაშვილი,ქართული ოცნება,
35,sakrebulo pr,კობა ქუზიაშვილი,ქართული ოცნება,
35,sakrebulo pr,იზოლდა ბანკანაშვილი,ქართული ოცნება,
35,sakrebulo pr,მაია ახალკაცი,ძლიერი საქართველო-ლელო,
35,sakrebulo pr,ზაზა მეხრიშვილი,გირჩი,
35,sakrebulo pr,ირინე გელაშვილი,„გახარია საქართველოსთვის“,
35,sakrebulo smd,მიხეილ გრძელიშვილი,ქართული ოცნება,35.01
35,sakrebulo smd,მირიან მეყანწიშვილი,ქართული ოცნება,35.02
35,sakrebulo smd,მერაბ ცხოვრებაძე,ქართული ოცნება,35.03
35,sakrebulo smd,ზვიადი ტეფნაძე,ქართული ოცნება,35.04
35,sakrebulo smd,ირაკლი ჩადუნელი,ქართული ოცნება,35.05
35,sakrebulo smd,ზაზა სხილაძე,ქართული ოცნება,35.06
35,sakrebulo smd,თორნიკე მოსიაშვილი,ქართული ოცნება,35.07
35,sakrebulo smd,ბუხუტი ბუხრიკიძე,ქართული ოცნება,35.08
35,sakrebulo smd,ნანა ცხოვრებაძე,ქართული ოცნება,35.09
35,sakrebulo smd,არჩილ ჩაჩანიძე,ქართული ოცნება,35.10
35,sakrebulo smd,ვაჟა ხარშილაძე,ქართული ოცნება,35.11
35,sakrebulo smd,ლაშა ლურსმანაშვილი,ქართული ოცნება,35.12
35,sakrebulo smd,ვაჟა ლომიძე,ქართული ოცნება,35.13
35,sakrebulo smd,მიხეილ ტალახაძე,ქართული ოცნება,35.14
35,sakrebulo smd,დავით ტაბატაძე,ქართული ოცნება,35.15
35,sakrebulo smd,ზურაბ დაბრუნდაშვილი,ქართული ოცნება,35.16
36,sakrebulo pr,გიორგი ფერაძე,ქართული ოცნება,
36,sakrebulo pr,ნიკოლოზ კიკნაძე,ქართული ოცნება,
36,sakrebulo pr,რევაზ ლაშხი,ქართული ოცნება,
36,sakrebulo pr,ოთარ არბოლიშვილი,ქართული ოცნება,
36,sakrebulo pr,მამუკა ხითარიშვილი,ქართული ოცნება,
36,sakrebulo pr,სალომე თედელური,ქართული ოცნება,
36,sakrebulo pr,ლევან თედიაშვილი,ქართული ოცნება,
36,sakrebulo pr,ზურაბი კოპაძე,ქართული ოცნება,
36,sakrebulo pr,დავით თედიაშვილი,ქართული ოცნება,
36,sakrebulo pr,მიხეილ გოგოლაძე,ქართული ოცნება,
36,sakrebulo pr,გენადი მუმლაძე,ქართული ოცნება,
36,sakrebulo pr,გოჩა ბლიაძე,ქართული ოცნება,
36,sakrebulo pr,ალექსი გოგოლაძე,ქართული ოცნება,
36,sakrebulo pr,ქეთევან გრიგალაშვილი,ქართული ოცნება,
36,sakrebulo pr,ბაქარ შირაძე,ძლიერი საქართველო-ლელო,
36,sakrebulo smd,მერაბ იობაშვილი,ქართული ოცნება,36.01
36,sakrebulo smd,ივანე შალუტაშვილი,ქართული ოცნება,36.02
36,sakrebulo smd,დავით შონია,ქართული ოცნება,36.03
36,sakrebulo smd,ზურაბ ბლიაძე,ქართული ოცნება,36.04
36,sakrebulo smd,ზურაბი კურტანიძე,ქართული ოცნება,36.05
36,sakrebulo smd,კახაბერ თედიაშვილი,ქართული ოცნება,36.06
36,sakrebulo smd,არაიკ ანტონიანი,ქართული ოცნება,36.07
36,sakrebulo smd,ელიზავეტა კუჭუხიძე,ქართული ოცნება,36.10
36,sakrebulo smd,ანდრუშ ირიციან,ქართული ოცნება,36.11
36,sakrebulo smd,თამაზი ჩუტკერაშვილი,ქართული ოცნება,36.12
36,sakrebulo smd,მამუკა ლურსმანაშვილი,ქართული ოცნება,36.13
36,sakrebulo smd,ზაქარია ციცქიშვილი,ქართული ოცნება,36.14
36,sakrebulo smd,გიორგი ბლიაძე,ქართული ოცნება,36.15
37,sakrebulo pr,საბა კბილაშვილი,ქართული ოცნება,
37,sakrebulo pr,დავითი ტაბატაძე,ქართული ოცნება,
37,sakrebulo pr,ბესიკ ბლიაძე,ქართული ოცნება,
37,sakrebulo pr,მალვინა ბურძენიძე,ქართული ოცნება,
37,sakrebulo pr,გიორგი კურტანიძე,ქართული ოცნება,
37,sakrebulo pr,კარლენ მანასიან,ქართული ოცნება,
37,sakrebulo pr,ხარება მოდებაძე,ქართული ოცნება,
37,sakrebulo pr,მერი ხაბეიშვილი,ქართული ოცნება,
37,sakrebulo pr,მამისა დიაკონოვი,ქართული ოცნება,
