party_id,name_en,name_ka,type,color,in_registry,election_yaml_count,result_csv_count,candidate_csv_count,elections_count,elections,source_kinds,aliases_en,aliases_ka,yaml_files,sample_result_files,sample_candidate_files
national_council_2010,,,,#6A1B9A,no,1,9,2,1,local_2010,candidate_csv|election_yaml_parties|result_csv,National Council,ეროვნული საბჭო,src/data/config/elections/local/local_2010.yml,src/data/results/local2010_council_smd.csv|src/data/results/local2010_council_smd_precincts.csv|src/data/results/local2010_pr.csv|src/data/results/local2010_pr_precincts.csv|src/data/results/local2010_pr_selfgov.csv|src/data/results/local2010_seats.csv|src/data/results/local2010_smd.csv|src/data/results/local2010_smd_districts.csv,src/data/candidates/local2010_mayor_candidates.csv|src/data/candidates/local2010_smd_candidates.csv
national_democratic_2010,,,,#3949AB,no,1,5,1,1,local_2010,candidate_csv|election_yaml_parties|result_csv,National Democratic Party,ეროვნულ-დემოკრატიული პარტია,src/data/config/elections/local/local_2010.yml,src/data/results/local2010_council_smd.csv|src/data/results/local2010_council_smd_precincts.csv|src/data/results/local2010_pr.csv|src/data/results/local2010_pr_precincts.csv|src/data/results/local2010_pr_selfgov.csv,src/data/candidates/local2010_smd_candidates.csv
national_democratic_2014,,,,#3949AB,no,1,2,1,1,local_2014,candidate_csv|election_yaml_parties|result_csv,National-Democratic Party,ეროვნულ-დემოკრატიული პარტია (ედპ),src/data/config/elections/local/local_2014.yml,src/data/results/local2014_council_smd.csv|src/data/results/local2014_council_smd_precincts.csv,src/data/candidates/local2014_smd_candidates.csv
ndp_2012,,,,#455A64,no,1,4,2,1,parl_2012,candidate_csv|election_yaml_parties|result_csv,National-Democratic Party,ეროვნულ-დემოკრატიული პარტია,src/data/config/elections/parliamentary/parl_2012.yml,src/data/results/parl2012_pr.csv|src/data/results/parl2012_pr_precincts.csv|src/data/results/parl2012_smd.csv|src/data/results/parl2012_smd_precincts.csv,src/data/candidates/parl2012_party_lists.csv|src/data/candidates/parl2012_smd_candidates.csv
nestan_kirtadze,,,,,no,0,2,1,0,,candidate_csv|result_csv,,,,src/data/results/pres2013.csv|src/data/results/pres2013_precincts.csv,src/data/candidates/pres2013_candidates.csv
new_rights_2012,,,,#8E24AA,no,1,4,2,1,parl_2012,candidate_csv|election_yaml_parties|result_csv,New Rights,ახალი მემარჯვენეები,src/data/config/elections/parliamentary/parl_2012.yml,src/data/results/parl2012_pr.csv|src/data/results/parl2012_pr_precincts.csv|src/data/results/parl2012_smd.csv|src/data/results/parl2012_smd_precincts.csv,src/data/candidates/parl2012_party_lists.csv|src/data/candidates/parl2012_smd_candidates.csv
nino_burjanadze,,,,,no,0,2,1,0,,candidate_csv|result_csv,,,,src/data/results/pres2013.csv|src/data/results/pres2013_precincts.csv,src/data/candidates/pres2013_candidates.csv
nino_chanishvili,,,,,no,0,2,1,0,,candidate_csv|result_csv,,,,src/data/results/pres2013.csv|src/data/results/pres2013_precincts.csv,src/data/candidates/pres2013_candidates.csv
nonikashvili,,,,,no,0,2,0,0,,result_csv,,,,src/data/results/pres2018_r1.csv|src/data/results/pres2018_r1_precincts.csv,
nonparliamentary_opposition_2014,,,,#00897B,no,1,21,4,1,local_2014,candidate_csv|election_yaml_parties|result_csv,"Non-parliamentary Opposition (Kakha Kukava, Pikria Chikhradze)","არასაპარლამენტო ოპოზიცია (კახა კუკავა, ფიქრია ჩიხრაძე)",src/data/config/elections/local/local_2014.yml,src/data/results/local2014_2014_oct_byelection_council_smd.csv|src/data/results/local2014_2014_oct_byelection_council_smd_precincts.csv|src/data/results/local2014_2014_oct_byelection_smd.csv|src/data/results/local2014_2014_oct_byelection_smd_precincts.csv|src/data/results/local2014_2015_may_byelection_council_smd.csv|src/data/results/local2014_2015_may_byelection_council_smd_precincts.csv|src/data/results/local2014_2015_may_byelection_smd.csv|src/data/results/local2014_2015_may_byelection_smd_precincts.csv,src/data/candidates/local2014_elected.csv|src/data/candidates/local2014_mayor_gamgebeli_candidates.csv|src/data/candidates/local2014_party_lists.csv|src/data/candidates/local2014_smd_candidates.csv
nugzar_avaliani,,,,,no,0,2,1,0,,candidate_csv|result_csv,,,,src/data/results/pres2013.csv|src/data/results/pres2013_precincts.csv,src/data/candidates/pres2013_candidates.csv
our_country_2008,,,,#2E7D32,no,2,9,3,2,local_2010|parl_2008,candidate_csv|election_yaml_parties|result_csv,Our Country,ჩვენი ქვეყანა,src/data/config/elections/local/local_2010.yml|src/data/config/elections/parliamentary/parl_2008.yml,src/data/results/local2010_council_smd.csv|src/data/results/local2010_council_smd_precincts.csv|src/data/results/local2010_pr.csv|src/data/results/local2010_pr_precincts.csv|src/data/results/local2010_pr_selfgov.csv|src/data/results/parl2008_pr.csv|src/data/results/parl2008_pr_precincts.csv|src/data/results/parl2008_smd.csv,src/data/candidates/local2010_smd_candidates.csv|src/data/candidates/parl2008_party_lists.csv|src/data/candidates/parl2008_smd_candidates.csv
our_georgia_2014,,,,#2E7D32,no,1,9,4,1,local_2014,candidate_csv|election_yaml_parties|result_csv,Our Georgia,ჩვენი საქართველო,src/data/config/elections/local/local_2014.yml,src/data/results/local2014_council_smd.csv|src/data/results/local2014_council_smd_precincts.csv|src/data/results/local2014_pr.csv|src/data/results/local2014_pr_precincts.csv|src/data/results/local2014_pr_selfgov.csv|src/data/results/local2014_seats.csv|src/data/results/local2014_smd.csv|src/data/results/local2014_smd_districts.csv,src/data/candidates/local2014_elected.csv|src/data/candidates/local2014_mayor_gamgebeli_candidates.csv|src/data/candidates/local2014_party_lists.csv|src/data/candidates/local2014_smd_candidates.csv
parl2012_2015_11_41,,,,#1565C0,no,1,2,0,1,parl_2012,election_yaml_parties|result_csv,Georgian Dream,ქართული ოცნება,src/data/config/elections/parliamentary/parl_2012.yml,src/data/results/parl2012_2015_byelection_smd.csv|src/data/results/parl2012_2015_byelection_smd_precincts.csv,
parl2012_2015_11_42,,,,#78909C,no,1,2,0,1,parl_2012,election_yaml_parties|result_csv,Initiative Group,საინიციატივო ჯგუფი,src/data/config/elections/parliamentary/parl_2012.yml,src/data/results/parl2012_2015_byelection_smd.csv|src/data/results/parl2012_2015_byelection_smd_precincts.csv,
parl2012_2015_11_43,,,,#43A047,no,1,2,0,1,parl_2012,election_yaml_parties|result_csv,Initiative Group,საინიციატივო ჯგუფი,src/data/config/elections/parliamentary/parl_2012.yml,src/data/results/parl2012_2015_byelection_smd.csv|src/data/results/parl2012_2015_byelection_smd_precincts.csv,
parl2012_2015_11_44,,,,#5C6BC0,no,1,2,0,1,parl_2012,election_yaml_parties|result_csv,Initiative Group,საინიციატივო ჯგუფი,src/data/config/elections/parliamentary/parl_2012.yml,src/data/results/parl2012_2015_byelection_smd.csv|src/data/results/parl2012_2015_byelection_smd_precincts.csv,
parl2012_2015_11_8,,,,#880E4F,no,1,2,0,1,parl_2012,election_yaml_parties|result_csv,Alliance of Patriots of Georgia,საქართველოს პატრიოტთა ალიანსი,src/data/config/elections/parliamentary/parl_2012.yml,src/data/results/parl2012_2015_byelection_smd.csv|src/data/results/parl2012_2015_byelection_smd_precincts.csv,
parl2012_2015_65_41,,,,#1565C0,no,1,2,0,1,parl_2012,election_yaml_parties|result_csv,Georgian Dream,ქართული ოცნება,src/data/config/elections/parliamentary/parl_2012.yml,src/data/results/parl2012_2015_byelection_smd.csv|src/data/results/parl2012_2015_byelection_smd_precincts.csv,
parl2012_2015_65_8,,,,#880E4F,no,1,2,0,1,parl_2012,election_yaml_parties|result_csv,Alliance of Patriots of Georgia,საქართველოს პატრიოტთა ალიანსი,src/data/config/elections/parliamentary/parl_2012.yml,src/data/results/parl2012_2015_byelection_smd.csv|src/data/results/parl2012_2015_byelection_smd_precincts.csv,
parl2012_2015_gd,,,,#1565C0,no,1,1,0,1,parl_2012,election_yaml_parties|result_csv,Georgian Dream,ქართული ოცნება,src/data/config/elections/parliamentary/parl_2012.yml,src/data/results/parl2012_2015_byelection_smd.csv,
parl2012_2015_initiative_group,,,,#78909C,no,1,1,0,1,parl_2012,election_yaml_parties|result_csv,Initiative Group,საინიციატივო ჯგუფი,src/data/config/elections/parliamentary/parl_2012.yml,src/data/results/parl2012_2015_byelection_smd.csv,
parl2012_2015_patriots,,,,#880E4F,no,1,1,0,1,parl_2012,election_yaml_parties|result_csv,Alliance of Patriots of Georgia,საქართველოს პატრიოტთა ალიანსი,src/data/config/elections/parliamentary/parl_2012.yml,src/data/results/parl2012_2015_byelection_smd.csv,
patarkatsishvili,,,,,no,0,2,1,0,,candidate_csv|result_csv,,,,src/data/results/pres2008.csv|src/data/results/pres2008_precincts.csv,src/data/candidates/pres2008_candidates.csv
peoples_alliance_2010,,,,#2E7D32,no,1,5,1,1,local_2010,candidate_csv|election_yaml_parties|result_csv,People's Alliance,სრულიად საქართველოს სახალხო ალიანსი,src/data/config/elections/local/local_2010.yml,src/data/results/local2010_council_smd.csv|src/data/results/local2010_council_smd_precincts.csv|src/data/results/local2010_pr.csv|src/data/results/local2010_pr_precincts.csv|src/data/results/local2010_pr_selfgov.csv,src/data/candidates/local2010_smd_candidates.csv
peoples_authority_2016,,,,#7CB342,no,1,4,0,1,local_2014,election_yaml_parties|result_csv,People's Authority,სახალხო ხელისუფლება,src/data/config/elections/local/local_2014.yml,src/data/results/local2014_2016_may_byelection_council_smd.csv|src/data/results/local2014_2016_may_byelection_council_smd_precincts.csv|src/data/results/local2014_2016_may_byelection_smd.csv|src/data/results/local2014_2016_may_byelection_smd_precincts.csv,
peoples_movement_2012,,,,#607D8B,no,1,2,1,1,parl_2012,candidate_csv|election_yaml_parties|result_csv,People's Movement,სახალხო მოძრაობა,src/data/config/elections/parliamentary/parl_2012.yml,src/data/results/parl2012_pr.csv|src/data/results/parl2012_pr_precincts.csv,src/data/candidates/parl2012_party_lists.csv
peoples_movement_2014,,,,#546E7A,no,1,3,1,1,local_2014,candidate_csv|election_yaml_parties|result_csv,People's Movement,სახალხო მოძრაობა,src/data/config/elections/local/local_2014.yml,src/data/results/local2014_pr.csv|src/data/results/local2014_pr_precincts.csv|src/data/results/local2014_pr_selfgov.csv,src/data/candidates/local2014_party_lists.csv
peoples_party_2014,,,,#5C6BC0,no,1,8,3,1,local_2014,candidate_csv|election_yaml_parties|result_csv,People's Party,ხალხის პარტია,src/data/config/elections/local/local_2014.yml,src/data/results/local2014_council_smd.csv|src/data/results/local2014_council_smd_precincts.csv|src/data/results/local2014_pr.csv|src/data/results/local2014_pr_precincts.csv|src/data/results/local2014_pr_selfgov.csv|src/data/results/local2014_smd.csv|src/data/results/local2014_smd_districts.csv|src/data/results/local2014_smd_precincts.csv,src/data/candidates/local2014_mayor_gamgebeli_candidates.csv|src/data/candidates/local2014_party_lists.csv|src/data/candidates/local2014_smd_candidates.csv
radical_democrats_2008,,,,#455A64,no,2,9,3,2,local_2010|parl_2008,candidate_csv|election_yaml_parties|result_csv,Radical-Democrats National Party,რადიკალ-დემოკრატთა ნაციონალური პარტია|სრულიად საქართველოს რადიკალ-დემოკრატთა ნაციონალური პარტია,src/data/config/elections/local/local_2010.yml|src/data/config/elections/parliamentary/parl_2008.yml,src/data/results/local2010_council_smd.csv|src/data/results/local2010_council_smd_precincts.csv|src/data/results/local2010_pr.csv|src/data/results/local2010_pr_precincts.csv|src/data/results/local2010_pr_selfgov.csv|src/data/results/parl2008_pr.csv|src/data/results/parl2008_pr_precincts.csv|src/data/results/parl2008_smd.csv,src/data/candidates/local2010_smd_candidates.csv|src/data/candidates/parl2008_party_lists.csv|src/data/candidates/parl2008_smd_candidates.csv
reformers_2014,,,,#0097A7,no,1,8,3,1,local_2014,candidate_csv|election_yaml_parties|result_csv,Irakli Ghlonti - Reformers,ირაკლი ღლონტი - რეფორმატორები,src/data/config/elections/local/local_2014.yml,src/data/results/local2014_council_smd.csv|src/data/results/local2014_council_smd_precincts.csv|src/data/results/local2014_pr.csv|src/data/results/local2014_pr_precincts.csv|src/data/results/local2014_pr_selfgov.csv|src/data/results/local2014_smd.csv|src/data/results/local2014_smd_districts.csv|src/data/results/local2014_smd_precincts.csv,src/data/candidates/local2014_mayor_gamgebeli_candidates.csv|src/data/candidates/local2014_party_lists.csv|src/data/candidates/local2014_smd_candidates.csv
republicans_2008,,,,#7B1FA2,no,1,4,3,1,parl_2008,candidate_csv|election_yaml_parties|result_csv,Republican Party of Georgia,საქართველოს რესპუბლიკური პარტია,src/data/config/elections/parliamentary/parl_2008.yml,src/data/results/parl2008_pr.csv|src/data/results/parl2008_pr_precincts.csv|src/data/results/parl2008_smd.csv|src/data/results/parl2008_smd_precincts.csv,src/data/candidates/parl2008_elected.csv|src/data/candidates/parl2008_party_lists.csv|src/data/candidates/parl2008_smd_candidates.csv
right_alliance_2008,,,,#8D6E63,no,1,4,2,1,parl_2008,candidate_csv|election_yaml_parties|result_csv,"Right Alliance, Topadze - Industrialists","მემარჯვენე ალიანსი, თოფაძე-მრეწველები",src/data/config/elections/parliamentary/parl_2008.yml,src/data/results/parl2008_pr.csv|src/data/results/parl2008_pr_precincts.csv|src/data/results/parl2008_smd.csv|src/data/results/parl2008_smd_precincts.csv,src/data/candidates/parl2008_party_lists.csv|src/data/candidates/parl2008_smd_candidates.csv
saakashvili,,,,,no,0,2,1,0,,candidate_csv|result_csv,,,,src/data/results/pres2008.csv|src/data/results/pres2008_precincts.csv,src/data/candidates/pres2008_candidates.csv
sakhalkho_party_2014,,,,#78909C,no,1,9,4,1,local_2014,candidate_csv|election_yaml_parties|result_csv,Sakhalkho Party,სახალხო პარტია,src/data/config/elections/local/local_2014.yml,src/data/results/local2014_council_smd.csv|src/data/results/local2014_council_smd_precincts.csv|src/data/results/local2014_pr.csv|src/data/results/local2014_pr_precincts.csv|src/data/results/local2014_pr_selfgov.csv|src/data/results/local2014_seats.csv|src/data/results/local2014_smd.csv|src/data/results/local2014_smd_districts.csv,src/data/candidates/local2014_elected.csv|src/data/candidates/local2014_mayor_gamgebeli_candidates.csv|src/data/candidates/local2014_party_lists.csv|src/data/candidates/local2014_smd_candidates.csv
saluashvili,,,,,no,0,2,0,0,,result_csv,,,,src/data/results/pres2018_r1.csv|src/data/results/pres2018_r1_precincts.csv,
sarishvili_chanturia,,,,,no,0,2,1,0,,candidate_csv|result_csv,,,,src/data/results/pres2008.csv|src/data/results/pres2008_precincts.csv,src/data/candidates/pres2008_candidates.csv
self_governance_people_2014,,,,#26A69A,no,1,9,4,1,local_2014,candidate_csv|election_yaml_parties|result_csv,Self-governance to the People!,თვითმმართველობა ხალხს!,src/data/config/elections/local/local_2014.yml,src/data/results/local2014_council_smd.csv|src/data/results/local2014_council_smd_precincts.csv|src/data/results/local2014_pr.csv|src/data/results/local2014_pr_precincts.csv|src/data/results/local2014_pr_selfgov.csv|src/data/results/local2014_seats.csv|src/data/results/local2014_smd.csv|src/data/results/local2014_smd_districts.csv,src/data/candidates/local2014_elected.csv|src/data/candidates/local2014_mayor_gamgebeli_candidates.csv|src/data/candidates/local2014_party_lists.csv|src/data/candidates/local2014_smd_candidates.csv
sergo_javakhidze,,,,,no,0,2,1,0,,candidate_csv|result_csv,,,,src/data/results/pres2013.csv|src/data/results/pres2013_precincts.csv,src/data/candidates/pres2013_candidates.csv
serve_georgia_2016,,,,#26A69A,no,1,4,2,1,adj_2016,candidate_csv|election_yaml_parties|result_csv,"Murman Dumbadze, Medea Vasadze - Serve Georgia","მურმან დუმბაძე, მედეა ვასაძე - ემსახურე საქართველოს",src/data/config/elections/adjara/adj_2016.yml,src/data/results/adj2016_pr.csv|src/data/results/adj2016_pr_precincts.csv|src/data/results/adj2016_smd.csv|src/data/results/adj2016_smd_precincts.csv,src/data/candidates/adj2016_party_lists.csv|src/data/candidates/adj2016_smd_candidates.csv
shashiashvili,,,,,no,0,2,0,0,,result_csv,,,,src/data/results/pres2018_r1.csv|src/data/results/pres2018_r1_precincts.csv,
solidarity_2010,,,,#7B1FA2,no,1,8,2,1,local_2010,candidate_csv|election_yaml_parties|result_csv,Solidarity,სოლიდარობა,src/data/config/elections/local/local_2010.yml,src/data/results/local2010_council_smd.csv|src/data/results/local2010_council_smd_precincts.csv|src/data/results/local2010_pr.csv|src/data/results/local2010_pr_precincts.csv|src/data/results/local2010_pr_selfgov.csv|src/data/results/local2010_smd.csv|src/data/results/local2010_smd_districts.csv|src/data/results/local2010_smd_precincts.csv,src/data/candidates/local2010_mayor_candidates.csv|src/data/candidates/local2010_smd_candidates.csv
sports_union_2008,,,,#0277BD,no,1,2,1,1,parl_2008,candidate_csv|election_yaml_parties|result_csv,Union of Georgian Sportspeople,საქართველოს სპორტსმენთა კავშირი,src/data/config/elections/parliamentary/parl_2008.yml,src/data/results/parl2008_pr.csv|src/data/results/parl2008_pr_precincts.csv,src/data/candidates/parl2008_party_lists.csv
sports_union_2010,,,,#0277BD,no,1,3,0,1,local_2010,election_yaml_parties|result_csv,Union of Georgian Sportspeople,საქართველოს სპორტსმენთა კავშირი,src/data/config/elections/local/local_2010.yml,src/data/results/local2010_pr.csv|src/data/results/local2010_pr_precincts.csv|src/data/results/local2010_pr_selfgov.csv,
sports_union_2012,,,,#0277BD,no,1,4,2,1,parl_2012,candidate_csv|election_yaml_parties|result_csv,Union of Georgian Sportspeople,საქართველოს სპორტსმენთა კავშირი,src/data/config/elections/parliamentary/parl_2012.yml,src/data/results/parl2012_pr.csv|src/data/results/parl2012_pr_precincts.csv|src/data/results/parl2012_smd.csv|src/data/results/parl2012_smd_precincts.csv,src/data/candidates/parl2012_party_lists.csv|src/data/candidates/parl2012_smd_candidates.csv
tamaz_bibiluri,,,,,no,0,2,1,0,,candidate_csv|result_csv,,,,src/data/results/pres2013.csv|src/data/results/pres2013_precincts.csv,src/data/candidates/pres2013_candidates.csv
tediashvili,,,,,no,0,2,0,0,,result_csv,,,,src/data/results/pres2018_r1.csv|src/data/results/pres2018_r1_precincts.csv,
teimuraz_bobokhidze,,,,,no,0,2,1,0,,candidate_csv|result_csv,,,,src/data/results/pres2013.csv|src/data/results/pres2013_precincts.csv,src/data/candidates/pres2013_candidates.csv
teimuraz_mzhavia,,,,,no,0,2,1,0,,candidate_csv|result_csv,,,,src/data/results/pres2013.csv|src/data/results/pres2013_precincts.csv,src/data/candidates/pres2013_candidates.csv
tortladze_democratic_2010,,,,#546E7A,no,1,9,2,1,local_2010,candidate_csv|election_yaml_parties|result_csv,Tortladze - Democratic Party,თორთლაძე – დემოკრატიული პარტია,src/data/config/elections/local/local_2010.yml,src/data/results/local2010_council_smd.csv|src/data/results/local2010_council_smd_precincts.csv|src/data/results/local2010_pr.csv|src/data/results/local2010_pr_precincts.csv|src/data/results/local2010_pr_selfgov.csv|src/data/results/local2010_seats.csv|src/data/results/local2010_smd.csv|src/data/results/local2010_smd_districts.csv,src/data/candidates/local2010_mayor_candidates.csv|src/data/candidates/local2010_smd_candidates.csv
tskharagauli,,,,,no,0,2,0,0,,result_csv,,,,src/data/results/pres2018_r1.csv|src/data/results/pres2018_r1_precincts.csv,
ufali_2014,,,,#8D6E63,no,1,12,3,1,local_2014,candidate_csv|election_yaml_parties|result_csv,In the Name of the Lord,უფლის სახელით - უფალია ჩვენი სიმართლე,src/data/config/elections/local/local_2014.yml,src/data/results/local2014_2015_oct_byelection_council_smd.csv|src/data/results/local2014_2015_oct_byelection_council_smd_precincts.csv|src/data/results/local2014_2015_oct_byelection_smd.csv|src/data/results/local2014_2015_oct_byelection_smd_precincts.csv|src/data/results/local2014_council_smd.csv|src/data/results/local2014_council_smd_precincts.csv|src/data/results/local2014_pr.csv|src/data/results/local2014_pr_precincts.csv,src/data/candidates/local2014_mayor_gamgebeli_candidates.csv|src/data/candidates/local2014_party_lists.csv|src/data/candidates/local2014_smd_candidates.csv
united_opposition_2008,,,,#1565C0,no,1,4,3,1,parl_2008,candidate_csv|election_yaml_parties|result_csv,United Opposition,გაერთიანებული ოპოზიცია,src/data/config/elections/parliamentary/parl_2008.yml,src/data/results/parl2008_pr.csv|src/data/results/parl2008_pr_precincts.csv|src/data/results/parl2008_smd.csv|src/data/results/parl2008_smd_precincts.csv,src/data/candidates/parl2008_elected.csv|src/data/candidates/parl2008_party_lists.csv|src/data/candidates/parl2008_smd_candidates.csv
unity_hall_2014,,,,#8E24AA,no,1,9,4,1,local_2014,candidate_csv|election_yaml_parties|result_csv,Unity Hall,ერთიანობის დარბაზი,src/data/config/elections/local/local_2014.yml,src/data/results/local2014_council_smd.csv|src/data/results/local2014_council_smd_precincts.csv|src/data/results/local2014_pr.csv|src/data/results/local2014_pr_precincts.csv|src/data/results/local2014_pr_selfgov.csv|src/data/results/local2014_seats.csv|src/data/results/local2014_smd.csv|src/data/results/local2014_smd_districts.csv,src/data/candidates/local2014_elected.csv|src/data/candidates/local2014_mayor_gamgebeli_candidates.csv|src/data/candidates/local2014_party_lists.csv|src/data/candidates/local2014_smd_candidates.csv
usupashvili,,,,,no,0,2,0,0,,result_csv,,,,src/data/results/pres2018_r1.csv|src/data/results/pres2018_r1_precincts.csv,
vashadze,,,,,no,0,4,0,0,,result_csv,,,,src/data/results/pres2018_r1.csv|src/data/results/pres2018_r1_precincts.csv|src/data/results/pres2018_r2.csv|src/data/results/pres2018_r2_precincts.csv,
veterans_patriots_2010,,,,#795548,no,1,3,0,1,local_2010,election_yaml_parties|result_csv,"Force Veterans, Patriots and Pensioners Political Movement","ძალოვანი ვეტერანების, პატრიოტთა და პენსიონერთა პოლიტიკური მოძრაობა",src/data/config/elections/local/local_2010.yml,src/data/results/local2010_pr.csv|src/data/results/local2010_pr_precincts.csv|src/data/results/local2010_pr_selfgov.csv,
veterans_patriots_2014,,,,#795548,no,1,9,4,1,local_2014,candidate_csv|election_yaml_parties|result_csv,Political Movement of Force Veterans and Patriots of Georgia,საქართველოს ძალოვან ვეტერანთა და პატრიოტთა პოლიტიკური მოძრაობა,src/data/config/elections/local/local_2014.yml,src/data/results/local2014_council_smd.csv|src/data/results/local2014_council_smd_precincts.csv|src/data/results/local2014_pr.csv|src/data/results/local2014_pr_precincts.csv|src/data/results/local2014_pr_selfgov.csv|src/data/results/local2014_seats.csv|src/data/results/local2014_smd.csv|src/data/results/local2014_smd_districts.csv,src/data/candidates/local2014_elected.csv|src/data/candidates/local2014_mayor_gamgebeli_candidates.csv|src/data/candidates/local2014_party_lists.csv|src/data/candidates/local2014_smd_candidates.csv
workers_council_2014,,,,#607D8B,no,1,8,3,1,local_2014,candidate_csv|election_yaml_parties|result_csv,Workers' Council of Georgia,საქართველოს მშრომელთა საბჭო,src/data/config/elections/local/local_2014.yml,src/data/results/local2014_council_smd.csv|src/data/results/local2014_council_smd_precincts.csv|src/data/results/local2014_pr.csv|src/data/results/local2014_pr_precincts.csv|src/data/results/local2014_pr_selfgov.csv|src/data/results/local2014_smd.csv|src/data/results/local2014_smd_districts.csv|src/data/results/local2014_smd_precincts.csv,src/data/candidates/local2014_mayor_gamgebeli_candidates.csv|src/data/candidates/local2014_party_lists.csv|src/data/candidates/local2014_smd_candidates.csv
zourabichvili,,,,,no,0,4,0,0,,result_csv,,,,src/data/results/pres2018_r1.csv|src/data/results/pres2018_r1_precincts.csv|src/data/results/pres2018_r2.csv|src/data/results/pres2018_r2_precincts.csv,
zugdidi_2018_2,,,,#C62828,no,1,2,0,1,local_2017,election_yaml_parties|result_csv,Goderdzi Kukava,გოდერძი კუკავა,src/data/config/elections/local/local_2017.yml,src/data/results/local2017_zugdidi_2018_council_smd.csv|src/data/results/local2017_zugdidi_2018_council_smd_precincts.csv,
zugdidi_2018_32,,,,#78909C,no,1,2,0,1,local_2017,election_yaml_parties|result_csv,Bachuki Narushvili,ბაჩუკი ნარუშვილი,src/data/config/elections/local/local_2017.yml,src/data/results/local2017_zugdidi_2018_council_smd.csv|src/data/results/local2017_zugdidi_2018_council_smd_precincts.csv,
zugdidi_2018_41,,,,#1565C0,no,1,2,0,1,local_2017,election_yaml_parties|result_csv,Tengiz Almasia,თენგიზ ალმასია,src/data/config/elections/local/local_2017.yml,src/data/results/local2017_zugdidi_2018_council_smd.csv|src/data/results/local2017_zugdidi_2018_council_smd_precincts.csv,
zurab_kharatishvili,,,,,no,0,2,1,0,,candidate_csv|result_csv,,,,src/data/results/pres2013.csv|src/data/results/pres2013_precincts.csv,src/data/candidates/pres2013_candidates.csv
